clave_nombre,id,sku,nombre_comercial,molecula,forma,laboratorio,foto_url,total_grupo,lab_distintos
APLACAL 750 MG,39066,ME42365/2,APLACAL 750 mg X 10 TABLETAS MASTICABLES SABOR A MENTA,,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21600.jpg,6,1
APLACAL 750 MG,39067,ME42365/4,APLACAL 750 mg X 120 TABLETAS MASTICABLES SABOR A MENTA,,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21601.jpg,6,1
APLACAL 750 MG,39068,ME42365/3,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MENTA,,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52503.jpg,6,1
APLACAL 750 MG,39069,ME42367,APLACAL 750 mg X 80 TABLETAS MASTICABLES SABOR A MANDARINA,,TABLETAS,LABORATORIOS SIEGFRIED S.A.,,6,1
"ARANDA 2,5 MG - 50 MG",37485,ME37211/2,"ARANDA 2,5 mg - 50 mg X 10 CAPSULAS",Losartan,CAPSULAS,ACHE LABORATORIOS FARMACEUTICOS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27227.jpg,2,1
"ARANDA 2,5 MG - 50 MG",37486,ME37211/3,"ARANDA 2,5 mg - 50 mg X 30 CAPSULAS",Losartan,CAPSULAS,ACHE LABORATORIOS FARMACEUTICOS S.A.,https://pccentro.net.ve/img/s/7/5/0/7/6/75076-large_default.webp,2,1
ARESAN 20 MG,37490,ME40810/3,ARESAN 20 mg X 30 TABLETAS RECUBIERTAS,,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22093.jpg,2,1
ARESAN 20 MG,37491,ME40810/2,ARESAN 20 mg X 10 TABLETAS RECUBIERTAS,,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51009.jpg,2,1
ARUDIL 15 MG,37493,ME41487/2,ARUDIL 15 mg X 10 TABLETAS RECUBIERTAS,Rivaroxaban,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19965.jpg,2,1
ARUDIL 15 MG,37494,ME41487/3,ARUDIL 15 mg X 30 TABLETAS RECUBIERTAS,Rivaroxaban,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19966.jpg,2,1
ARUDIL 20 MG,37495,ME41488/2,ARUDIL 20 mg X 10 TABLETAS RECUBIERTAS,Rivaroxaban,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19058.jpg,2,1
ARUDIL 20 MG,37496,ME41488/3,ARUDIL 20 mg X 30 TABLETAS RECUBIERTAS,Rivaroxaban,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19059.jpg,2,1
ASAPROL 81 MG,37497,ME32453/3,ASAPROL 81 mg X 100 COMPRIMIDOS ENTERICOS,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9092.jpg,2,1
ASAPROL 81 MG,37498,ME32453/2,ASAPROL 81 mg X 40 COMPRIMIDOS ENTERICOS,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99232.jpg,2,1
ASPRINIL 81 MG,37504,ME38676/2,ASPRINIL 81 mg X 40 TABLETAS CON RECUBRIMIENTO ENTERICO,,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53383.jpg,2,1
ASPRINIL 81 MG,37505,ME38676/3,ASPRINIL 81 mg X 100 TABLETAS CON RECUBRIMIENTO ENTERICO,,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51425.jpg,2,1
ATAMEL 500 MG,37508,ME19621/2,ATAMEL 500 mg X 10 TABLETAS,Acetaminofen,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/8/7/8/2/6/87826-large_default.webp,2,1
ATAMEL 500 MG,37509,ME19621/3,ATAMEL 500 mg X 20 TABLETAS,Acetaminofen,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3692.jpg,2,1
ATENOLOL 100 MG,37511,ME42297,ATENOLOL 100 mg X 30 COMPRIMIDOS,Atenolol,COMPRIMIDOS,"BLUEPHARMA - INDUSTRIA FARMACEUTICA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25093.jpg,2,2
ATENOLOL 100 MG,37512,ME25816,ATENOLOL 100 mg X 30 TABLETAS,Atenolol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/2/3/7/6/5/23765-large_default.webp,2,2
ATENOLOL 50 MG,37513,ME25817,ATENOLOL 50 mg X 30 TABLETAS,Atenolol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23700.jpg,3,3
ATENOLOL 50 MG,37514,ME25982,ATENOLOL 50 mg X 30 COMPRIMIDOS,Atenolol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3028.jpg,3,3
ATENOLOL 50 MG,39083,ME27910,ATENOLOL 50 mg X 30 COMPRIMIDOS,Atenolol,COMPRIMIDOS,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/9/5/1/1/6/95116-large_default.webp,3,3
ATORVACOF 20 MG,37515,ME39468/2,ATORVACOF 20 mg X 14 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98600.jpg,2,1
ATORVACOF 20 MG,37516,ME39468/3,ATORVACOF 20 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"LABORATORIO COFASA, S.A.",https://pccentro.net.ve/img/s/3/4/7/9/7/34797-large_default.webp,2,1
ATORVASTATINA 20 MG,37517,ME32690/2,ATORVASTATINA 20 mg X 10 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4070.jpg,6,4
ATORVASTATINA 20 MG,37518,ME32690/3,ATORVASTATINA 20 mg X 14 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11565.jpg,6,4
ATORVASTATINA 20 MG,37519,ME32690/4,ATORVASTATINA 20 mg X 30 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97977.jpg,6,4
ATORVASTATINA 20 MG,37521,ME36444,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51293.jpg,6,4
ATORVASTATINA 20 MG,37522,ME37775,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,,TABLETAS,EMPRESA LABORATORIOS MEDSOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23795.jpg,6,4
ATORVASTATINA 20 MG,37525,ME32812,ATORVASTATINA 20 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"LABORATORIO LA SANTE, C.A.",https://pccentro.net.ve/img/s/3/4/7/9/7/34797-large_default.webp,6,4
ATORVASTATINA 40 MG,37520,ME35911,ATORVASTATINA 40 mg X 30 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg,4,3
ATORVASTATINA 40 MG,37523,ME35340/3,ATORVASTATINA 40 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/2/3/7/2/1/23721-large_default.webp,4,3
ATORVASTATINA 40 MG,37524,ME35340/2,ATORVASTATINA 40 mg X 14 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91726.jpg,4,3
ATORVASTATINA 40 MG,39087,ME39007,ATORVASTATINA 40 mg X 30 TABLETAS RECUBIERTAS,,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51294.jpg,4,3
AZACARD 81 MG,37537,ME33685/2,AZACARD 81 mg X 30 TABLETAS CON CUBIERTA ENTERICA,,TABLETAS,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4756.jpg,3,1
AZACARD 81 MG,37538,ME33685/3,AZACARD 81 mg X 60 TABLETAS CON CUBIERTA ENTERICA,,TABLETAS,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4694.jpg,3,1
AZACARD 81 MG,37539,ME33685/4,AZACARD 81 mg X 100 TABLETAS CON CUBIERTA ENTERICA,,TABLETAS,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53427.jpg,3,1
AZIMAKROL 1 G,37540,ME36378/2,AZIMAKROL 1 g X 2 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91098.jpg,2,1
AZIMAKROL 1 G,37541,ME36378/3,AZIMAKROL 1 g X 5 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54042.jpg,2,1
AZITRODEX 500 MG,37542,ME36516/2,AZITRODEX 500 mg X 3 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92796.jpg,2,1
AZITRODEX 500 MG,37543,ME36516/3,AZITRODEX 500 mg X 5 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94416.jpg,2,1
AZITROMICINA 500MG,37544,ME31564/3,AZITROMICINA 500mg X 5 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6090.jpg,2,1
AZITROMICINA 500MG,37545,ME31564/2,AZITROMICINA 500mg X 3 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11009.jpg,2,1
AZITROMICINA 500 MG,37547,ME42465,AZITROMICINA 500 mg X 5 TABLETAS RECUBIERTAS,,TABLETAS,COOPER PHARMA LTD,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20504.jpg,3,3
AZITROMICINA 500 MG,37548,ME34643,AZITROMICINA 500 mg X 5 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIOS VALMOR, C.A.",,3,3
AZITROMICINA 500 MG,39437,ME36689,AZITROMICINA 500 mg X 3 TABLETA RECUBIERTA,Azitromicina,TABLETAS,"CORPORACION INFARMASA, S.A.",,3,3
"BENZODIAZOL 0,25 MG - 5 MG",37562,ME16799,"BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A MENTA",Decualinio - Lidocaina,PASTILLA,LABORATORIOS SIEGFRIED S.A.,,3,1
"BENZODIAZOL 0,25 MG - 5 MG",37563,ME33045/2,"BENZODIAZOL 0,25 mg - 5 mg X 4 PASTILLAS SABOR A TUTTI FRUTTI",,PASTILLA,LABORATORIOS SIEGFRIED S.A.,,3,1
"BENZODIAZOL 0,25 MG - 5 MG",37564,ME33045/3,"BENZODIAZOL 0,25 mg - 5 mg X 16 PASTILLAS SABOR A TUTTI FRUTTI",,PASTILLA,LABORATORIOS SIEGFRIED S.A.,,3,1
BETAMETASONA 4MG/ML,37573,HO36271/2,BETAMETASONA 4mg/mL X 1 AMPOLLAS,Betametasona,INYECTABLE,"PHARMAYECT, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2117.jpg,2,1
BETAMETASONA 4MG/ML,37574,HO36271/3,BETAMETASONA 4mg/mL X 10 AMPOLLAS,Betametasona,INYECTABLE,"PHARMAYECT, S.A.",https://pccentro.net.ve/img/s/8/9/7/6/7/89767-large_default.webp,2,1
"BIOTALOL 2,5 MG",37580,ME38247/2,"BIOTALOL 2,5 mg X 10 COMPRIMIDOS RECUBIERTOS",,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30302.jpg,2,1
"BIOTALOL 2,5 MG",37581,ME38247/3,"BIOTALOL 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98616.jpg,2,1
"BIPROLIL HCT 5 MG - 6,25 MG",37585,ME44259/3,"BIPROLIL HCT 5 mg - 6,25 mg X 30 COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54525.jpg,2,1
"BIPROLIL HCT 5 MG - 6,25 MG",37586,ME44259/2,"BIPROLIL HCT 5 mg - 6,25 mg X 15 COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",,2,1
"BISOPROLOL FUMARATO 2,5 MG",37590,ME39140,"BISOPROLOL FUMARATO 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",Bisoprolol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98667.jpg,2,2
"BISOPROLOL FUMARATO 2,5 MG",39106,ME39139,"BISOPROLOL FUMARATO 2,5 mg X 30 TABLETAS RECUBIERTAS",Bisoprolol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97002.jpg,2,2
BISOPROLOL FUMARATO 10 MG,37592,ME42421,BISOPROLOL FUMARATO 10 mg X 30 COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21371.jpg,2,2
BISOPROLOL FUMARATO 10 MG,37593,ME43801,BISOPROLOL FUMARATO 10 mg X 30 TABLETAS RECUBIERTAS,Bisoprolol,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53140.jpg,2,2
"BLOCAX PLUS 16 MG - 12,5 MG",37596,ME40147/2,"BLOCAX PLUS 16 mg - 12,5 mg X 10 TABLETAS",Candesartan Cilexetilo - Hidroclorotiazida,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99775.jpg,2,1
"BLOCAX PLUS 16 MG - 12,5 MG",37597,ME40147/3,"BLOCAX PLUS 16 mg - 12,5 mg X 30 TABLETAS",Candesartan Cilexetilo - Hidroclorotiazida,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19969.jpg,2,1
BLOCAX 8 MG,37598,ME41273/2,BLOCAX 8 mg X 10 TABLETAS,Candesartan Cilexetilo,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13408.jpg,2,1
BLOCAX 8 MG,37599,ME41273/3,BLOCAX 8 mg X 30 TABLETAS,Candesartan Cilexetilo,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15065.jpg,2,1
BRASARTAN 80 MG,37601,ME35863,BRASARTAN 80 mg X 30 TABLETAS RECUBIERTAS,Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19231.jpg,2,1
BRASARTAN 80 MG,39115,ME41912,BRASARTAN 80 mg X 30 CAPSULAS,Valsartan,CAPSULAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/7/4/7/5/8/74758-large_default.webp,2,1
"BRASARTAN CTDN 80 MG - 12,5 MG",37602,ME42224/2,"BRASARTAN CTDN 80 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/2/3/8/4/2/23842-large_default.webp,2,1
"BRASARTAN CTDN 80 MG - 12,5 MG",37603,ME42224/3,"BRASARTAN CTDN 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22884.jpg,2,1
BRESIS 600 MG,37606,ME43812/2,BRESIS 600 mg X 20 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54187.jpg,2,1
BRESIS 600 MG,37607,ME43812/3,BRESIS 600 mg X 30 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53310.jpg,2,1
BUMELEX 1 MG,37629,ME22582/3,BUMELEX 1 mg X 30 COMPRIMIDOS,Bumetanida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50048.jpg,2,1
BUMELEX 1 MG,37630,ME22582/2,BUMELEX 1 mg X 16 COMPRIMIDOS,Bumetanida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1999.jpg,2,1
BUTAL 8 MG,37633,ME43035/3,BUTAL 8 mg X 20 TABLETAS RECUBIERTAS,Betahistina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52802.jpg,2,1
BUTAL 8 MG,37634,ME43035/2,BUTAL 8 mg X 10 TABLETAS RECUBIERTAS,Betahistina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/5/7/7/1/1/57711-large_default.webp,2,1
VITAMINA C - ZINC 500 MG - 15 MG,37638,ME42932/4,VITAMINA C - ZINC 500 mg - 15 mg X 60 TABLETAS MASTICABLES SABOR A MANDARINA,Ascorbico Acido - Zinc,TABLETAS,BIONUTREC S.A.S.,,3,1
VITAMINA C - ZINC 500 MG - 15 MG,37639,ME42932/3,VITAMINA C - ZINC 500 mg - 15 mg X 30 TABLETAS MASTICABLES SABOR A MANDARINA,Ascorbico Acido - Zinc,TABLETAS,BIONUTREC S.A.S.,,3,1
VITAMINA C - ZINC 500 MG - 15 MG,37640,ME42932/2,VITAMINA C - ZINC 500 mg - 15 mg X 10 TABLETAS MASTICABLES SABOR A MANDARINA,Ascorbico Acido - Zinc,TABLETAS,BIONUTREC S.A.S.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52152.jpg,3,1
CALMOX 15 MG,37642,ME30823/2,CALMOX 15 mg X 10 TABLETAS,Meloxicam,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/644.jpg,2,1
CALMOX 15 MG,37643,ME30823/3,CALMOX 15 mg X 20 TABLETAS,Meloxicam,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24411.jpg,2,1
CALOXPIRINA 81 MG,37645,ME36763/2,CALOXPIRINA 81 mg X 30 TABLETAS ENTERICAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92195.jpg,2,1
CALOXPIRINA 81 MG,37646,ME36763/3,CALOXPIRINA 81 mg X 100 TABLETAS ENTERICAS,,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29545.jpg,2,1
"CANDER HCT 16 MG - 12,5 MG",37649,ME40363/3,"CANDER HCT 16 mg - 12,5 mg X 30 TABLETAS",,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99153.jpg,2,1
"CANDER HCT 16 MG - 12,5 MG",37650,ME40363/2,"CANDER HCT 16 mg - 12,5 mg X 10 TABLETAS",,TABLETAS,"LABORATORIOS VALMOR, C.A.",,2,1
CANDER 32 MG,37651,ME41061/3,CANDER 32 mg X 30 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14972.jpg,2,1
CANDER 32 MG,37652,ME41061/2,CANDER 32 mg X 15 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51481.jpg,2,1
CANDER 8 MG,37653,ME37346/2,CANDER 8 mg X 10 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50515.jpg,2,1
CANDER 8 MG,37654,ME37346/3,CANDER 8 mg X 30 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://pccentro.net.ve/img/s/8/3/8/3/5/83835-large_default.webp,2,1
CANDESARTAN 8 MG,37657,ME32214/2,CANDESARTAN 8 mg X 10 COMPRIMIDOS,Candesartan,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51789.jpg,3,2
CANDESARTAN 8 MG,37658,ME32214/3,CANDESARTAN 8 mg X 30 COMPRIMIDOS,Candesartan,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14216.jpg,3,2
CANDESARTAN 8 MG,37663,ME37841,CANDESARTAN 8 mg X 30 TABLETAS,,TABLETAS,"LABORATORIO LA SANTE, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28516.jpg,3,2
CANDESARTAN CILEXETIL 16 MG,37659,ME35007/3,CANDESARTAN CILEXETIL 16 mg X 28 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53248.jpg,3,1
CANDESARTAN CILEXETIL 16 MG,37660,ME35007/2,CANDESARTAN CILEXETIL 16 mg X 10 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://pccentro.net.ve/img/s/2/4/1/9/0/24190-large_default.webp,3,1
CANDESARTAN CILEXETIL 16 MG,37661,ME35007/4,CANDESARTAN CILEXETIL 16 mg X 30 TABLETAS,Candesartan,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51918.jpg,3,1
CAPTOPRIL 25 MG,37669,ME25978/3,CAPTOPRIL 25 mg X 30 COMPRIMIDOS,Captopril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97972.jpg,6,3
CAPTOPRIL 25 MG,37670,ME25978/2,CAPTOPRIL 25 mg X 20 COMPRIMIDOS,Captopril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2719.jpg,6,3
CAPTOPRIL 25 MG,37671,ME25738/2,CAPTOPRIL 25 mg X 20 TABLETAS,Captopril,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/5/2/6/4/3/52643-large_default.webp,6,3
CAPTOPRIL 25 MG,37672,ME25738/3,CAPTOPRIL 25 mg X 30 TABLETAS,Captopril,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99739.jpg,6,3
CAPTOPRIL 25 MG,39122,ME28953/3,CAPTOPRIL 25 mg X 30 TABLETAS,Captopril,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/5/2/6/4/3/52643-large_default.webp,6,3
CAPTOPRIL 25 MG,39123,ME28953/2,CAPTOPRIL 25 mg X 20 TABLETAS,Captopril,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://pccentro.net.ve/img/s/5/2/6/4/3/52643-large_default.webp,6,3
CARBAMAZEPINA 200 MG,37674,ME27075,CARBAMAZEPINA 200 mg X 30 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99338.jpg,6,4
CARBAMAZEPINA 200 MG,37675,ME24815/4,CARBAMAZEPINA 200 mg X 30 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51392.jpg,6,4
CARBAMAZEPINA 200 MG,37676,ME24815/2,CARBAMAZEPINA 200 mg X 10 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52560.jpg,6,4
CARBAMAZEPINA 200 MG,37677,ME24815/3,CARBAMAZEPINA 200 mg X 20 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20947.jpg,6,4
CARBAMAZEPINA 200 MG,37678,ME28957,CARBAMAZEPINA 200 mg X 30 TABLETAS,Carbamazepina,TABLETAS,ESPROMED BIO C.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20705.jpg,6,4
CARBAMAZEPINA 200 MG,37679,ME43783,CARBAMAZEPINA 200 mg X 30 TABLETAS,Carbamazepina,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",https://pccentro.net.ve/img/s/7/8/6/4/2/78642-large_default.webp,6,4
