clave_mf,id,sku,nombre_comercial,molecula,forma,laboratorio,foto_url,total_grupo
ATORVASTATINA ||| TABLETAS,39385,ME44195/3,TARVINA 20 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"GEMA LABS, C.A.",https://pccentro.net.ve/img/s/3/4/7/9/7/34797-large_default.webp,11
ATORVASTATINA ||| TABLETAS,39386,ME44196,TARVINA 40 mg X 10 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"GEMA LABS, C.A.",https://pccentro.net.ve/img/s/2/3/7/2/1/23721-large_default.webp,11
ATORVASTATINA ||| TABLETAS,39537,ME36952,LESTECOL 40 mg X 30 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,"BIOTECH LABORATORIOS, C.A. MIRANDA",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91315.jpg,11
ATORVASTATINA ||| COMPRIMIDOS,37517,ME32690/2,ATORVASTATINA 20 mg X 10 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4070.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,37518,ME32690/3,ATORVASTATINA 20 mg X 14 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11565.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,37519,ME32690/4,ATORVASTATINA 20 mg X 30 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97977.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,37520,ME35911,ATORVASTATINA 40 mg X 30 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,38934,ME43273/3,VASPITOR 20 mg X 30 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50578.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,38935,ME43273/2,VASPITOR 20 mg X 10 COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52641.jpg,8
ATORVASTATINA ||| COMPRIMIDOS,39085,ME39008,ATORVASTATINA 20 mg COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/3/4/7/9/7/34797-large_default.webp,8
ATORVASTATINA ||| COMPRIMIDOS,39086,ME42454,ATORVASTATINA 40 mg COMPRIMIDOS RECUBIERTOS,Atorvastatina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/2/3/7/2/1/23721-large_default.webp,8
IBUPROFENO ||| COMPRIMIDOS,37530,ME44345,ATROVERAN FEM 10mg-200mg X 10 COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54524.jpg,9
IBUPROFENO ||| COMPRIMIDOS,37621,ME19149,BRUGESIC 400 mg X 10 COMPRIMIDOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22102.jpg,9
IBUPROFENO ||| COMPRIMIDOS,37623,ME40290,BRUGESIC FORTE 800 mg X 10 COMPRIMIDOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27805.jpg,9
IBUPROFENO ||| COMPRIMIDOS,38199,ME43845,PASIM FEM 20 mg - 400 mg X 10 COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54299.jpg,9
IBUPROFENO ||| COMPRIMIDOS,38214,ME26800,IBUPROFENO 600 mg X 10 COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3823.jpg,9
IBUPROFENO ||| COMPRIMIDOS,38215,ME40877,IBUPROFENO 800 mg X 10 COMPRIMIDOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50176.jpg,9
IBUPROFENO ||| COMPRIMIDOS,38418,ME37320,LUMBAX 800 mg X 6 COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20721.jpg,9
IBUPROFENO ||| COMPRIMIDOS,39250,ME26698,IBUPROFENO 400 mg COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/3/4/0/7/2/34072-large_default.webp,9
IBUPROFENO ||| COMPRIMIDOS,39525,ME44135,IBUFEN 800 mg X 6 COMPRIMIDOS RECUBIERTOS,Ibuprofeno,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54227.jpg,9
TICAGRELOR ||| COMPRIMIDOS,37533,ME42005,AUPREL 90 mg X 20 COMPRIMIDOS RECUBIERTOS,Ticagrelor,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28697.jpg,2
TICAGRELOR ||| COMPRIMIDOS,37780,ME42462,CLENOSAN 90 mg X 30 COMPRIMIDOS RECUBIERTOS,Ticagrelor,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52057.jpg,2
DUTASTERIDA ||| CAPSULAS,37535,ME34732,"AVODART 0,5 mg CAPSULAS BLANDAS",Dutasterida,CAPSULAS,DELPHARM POZNAN SPOLKA AKCYJNA UL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10278.jpg,2
DUTASTERIDA ||| CAPSULAS,39050,ME42339,"AMPROVIL 0,5 mg X 30 CAPSULAS.",Dutasterida,CAPSULAS,"LABORATORIOS LETI, S.A.V.",,2
MOXIFLOXACINO ||| COMPRIMIDOS,37536,ME33902,AXOKINE 400 mg X 5 COMPRIMIDOS RECUBIERTOS,Moxifloxacino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90556.jpg,2
MOXIFLOXACINO ||| COMPRIMIDOS,38517,ME36486,MOXIFLOXACINA 400 mg X 10 COMPRIMIDOS RECUBIERTOS,Moxifloxacino,COMPRIMIDOS,"SM PHARMA, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25226.jpg,2
AZITROMICINA ||| COMPRIMIDOS,37540,ME36378/2,AZIMAKROL 1 g X 2 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91098.jpg,6
AZITROMICINA ||| COMPRIMIDOS,37541,ME36378/3,AZIMAKROL 1 g X 5 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54042.jpg,6
AZITROMICINA ||| COMPRIMIDOS,37544,ME31564/3,AZITROMICINA 500mg X 5 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6090.jpg,6
AZITROMICINA ||| COMPRIMIDOS,37545,ME31564/2,AZITROMICINA 500mg X 3 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11009.jpg,6
AZITROMICINA ||| COMPRIMIDOS,38766,ME29493,SAVER 500 mg X 5 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/207.jpg,6
AZITROMICINA ||| COMPRIMIDOS,39090,ME28805,AZITROMICINA 500 mg COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,6
AZITROMICINA ||| TABLETAS,37542,ME36516/2,AZITRODEX 500 mg X 3 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92796.jpg,6
AZITROMICINA ||| TABLETAS,37543,ME36516/3,AZITRODEX 500 mg X 5 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94416.jpg,6
AZITROMICINA ||| TABLETAS,37548,ME34643,AZITROMICINA 500 mg X 5 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIOS VALMOR, C.A.",,6
AZITROMICINA ||| TABLETAS,39042,ME32836/2,AMOVIN 500 mg X 3 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO COFASA, S.A.",,6
AZITROMICINA ||| TABLETAS,39043,ME32836/3,AMOVIN 500 mg X 6 TABLETAS RECUBIERTAS,Azitromicina,TABLETAS,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92490.jpg,6
AZITROMICINA ||| TABLETAS,39437,ME36689,AZITROMICINA 500 mg X 3 TABLETA RECUBIERTA,Azitromicina,TABLETAS,"CORPORACION INFARMASA, S.A.",,6
BACITRACINA ||| UNGUENTO,37549,ME1645,BACITRACINA 125 mg/ 15 g UNGUENTO,Bacitracina,UNGUENTO,"PFIZER VENEZUELA, S.A.",https://pccentro.net.ve/img/s/7/3/6/4/5/73645-large_default.webp,3
BACITRACINA ||| UNGUENTO,37550,ME20140,BACITRACINA 500 UI - g UNGUENTO,Bacitracina,UNGUENTO,C.A. PRODUCTOS RONAVA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26065.jpg,3
BACITRACINA ||| UNGUENTO,39092,ME20308,BACITRACINA 500 UI / g UNGUENTO,Bacitracina,UNGUENTO,MEGALABS S.A.,https://pccentro.net.ve/img/s/7/3/4/1/3/73413-large_default.webp,3
SULFAMETOXAZOL ||| TABLETAS,37552,ME35252,BACTRON FORTE 160 mg - 800 mg X 10 TABLETAS,Sulfametoxazol,TABLETAS,C.A. PRODUCTOS RONAVA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9770.jpg,2
SULFAMETOXAZOL ||| TABLETAS,37554,ME18573,BACTRON 80 mg - 400 mg X 20 TABLETAS,Sulfametoxazol,TABLETAS,C.A. PRODUCTOS RONAVA,,2
METRONIDAZOL ||| INYECTABLE,37553,HO30851,BACTRIZOL 5 mg / mL SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,Metronidazol,INYECTABLE,"LABORATORIO BEHRENS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7496.jpg,2
METRONIDAZOL ||| INYECTABLE,38478,HO33361,METRONIDAZOL 500 mg / 100 mL SOLUCION PARA INFUSION INTRAVENOSA,Metronidazol,INYECTABLE,LABORATORIO BIOGALENIC C.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21360.jpg,2
BETAMETASONA ||| INYECTABLE,37568,HO16114,BETAGEN 4 mg / mL X 1 AMPOLLAS,Betametasona,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4359.jpg,4
BETAMETASONA ||| INYECTABLE,37569,HO34949,BETAGEN 12 mg / 3 mL X 1 AMPOLLAS,Betametasona,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13138.jpg,4
BETAMETASONA ||| INYECTABLE,37573,HO36271/2,BETAMETASONA 4mg/mL X 1 AMPOLLAS,Betametasona,INYECTABLE,"PHARMAYECT, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2117.jpg,4
BETAMETASONA ||| INYECTABLE,37574,HO36271/3,BETAMETASONA 4mg/mL X 10 AMPOLLAS,Betametasona,INYECTABLE,"PHARMAYECT, S.A.",https://pccentro.net.ve/img/s/8/9/7/6/7/89767-large_default.webp,4
BETAHISTINA ||| TABLETAS,37571,ME38280,BETAHISTINA 16 mg X 20 TABLETAS RECUBIERTAS,Betahistina,TABLETAS,"LABORATORIO LA SANTE, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51762.jpg,4
BETAHISTINA ||| TABLETAS,37633,ME43035/3,BUTAL 8 mg X 20 TABLETAS RECUBIERTAS,Betahistina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52802.jpg,4
BETAHISTINA ||| TABLETAS,37634,ME43035/2,BUTAL 8 mg X 10 TABLETAS RECUBIERTAS,Betahistina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/5/7/7/1/1/57711-large_default.webp,4
BETAHISTINA ||| TABLETAS,38487,ME34758,MICROSER 16 mg X 20 TABLETAS,Betahistina,TABLETAS,TECNANDINA S.A.,https://pccentro.net.ve/img/s/1/9/3/6/0/19360-large_default.webp,4
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,37585,ME44259/3,"BIPROLIL HCT 5 mg - 6,25 mg X 30 COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54525.jpg,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,37586,ME44259/2,"BIPROLIL HCT 5 mg - 6,25 mg X 15 COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,39102,ME43579,"BIOTALOL HCT 2,5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53196.jpg,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,39160,ME35719,"CORENTEL H 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94357.jpg,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,39161,ME35718,"CORENTEL H 5 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94358.jpg,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| COMPRIMIDOS,39443,ME43578,"BIOTALOL HCT 10 mg - 6,25 mg COMPRIMIDOS RECUBIERTOS ",Bisoprolol - Hidroclorotiazida,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51791.jpg,6
BISOPROLOL - HIDROCLOROTIAZIDA ||| TABLETAS,37588,ME40280,"BISOBLOC H 5 mg - 6,25 mg TABLETAS RECUBIERTAS",Bisoprolol - Hidroclorotiazida,TABLETAS,"GLOBAL FARMA, S.A.",,2
BISOPROLOL - HIDROCLOROTIAZIDA ||| TABLETAS,37591,ME36891,"BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 mg - 6,25 mg X 30 TABLETAS",Bisoprolol - Hidroclorotiazida,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/7/8/5/4/9/78549-large_default.webp,2
BISOPROLOL ||| COMPRIMIDOS,37590,ME39140,"BISOPROLOL FUMARATO 2,5 mg X 30 COMPRIMIDOS RECUBIERTOS",Bisoprolol,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98667.jpg,7
BISOPROLOL ||| COMPRIMIDOS,37592,ME42421,BISOPROLOL FUMARATO 10 mg X 30 COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21371.jpg,7
BISOPROLOL ||| COMPRIMIDOS,37839,ME40574,CORBIS 10 mg X 30 COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,ROEMMERS S.A.I.C.F,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23009.jpg,7
BISOPROLOL ||| COMPRIMIDOS,37840,ME42767,CORBIS 5 mg X 30 COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,ROEMMERS S.A.I.C.F,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23008.jpg,7
BISOPROLOL ||| COMPRIMIDOS,39105,ME42418,"BISOPROLOL FUMARATO 1,25 mg COMPRIMIDOS RECUBIERTOS",Bisoprolol,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97000.jpg,7
BISOPROLOL ||| COMPRIMIDOS,39107,ME42420,BISOPROLOL FUMARATO 5 mg COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/7/4/5/2/4/74524-large_default.webp,7
BISOPROLOL ||| COMPRIMIDOS,39110,ME42419,"BISOPROLOL FUMARATO 2,5 mg COMPRIMIDOS RECUBIERTOS",Bisoprolol,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/7/4/5/2/5/74525-large_default.webp,7
CANDESARTAN CILEXETILO - HIDROCLOROTIAZIDA ||| TABLETAS,37596,ME40147/2,"BLOCAX PLUS 16 mg - 12,5 mg X 10 TABLETAS",Candesartan Cilexetilo - Hidroclorotiazida,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99775.jpg,2
CANDESARTAN CILEXETILO - HIDROCLOROTIAZIDA ||| TABLETAS,37597,ME40147/3,"BLOCAX PLUS 16 mg - 12,5 mg X 30 TABLETAS",Candesartan Cilexetilo - Hidroclorotiazida,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19969.jpg,2
CANDESARTAN CILEXETILO ||| TABLETAS,37598,ME41273/2,BLOCAX 8 mg X 10 TABLETAS,Candesartan Cilexetilo,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13408.jpg,4
CANDESARTAN CILEXETILO ||| TABLETAS,37599,ME41273/3,BLOCAX 8 mg X 30 TABLETAS,Candesartan Cilexetilo,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15065.jpg,4
CANDESARTAN CILEXETILO ||| TABLETAS,39125,ME43807,CARBETAL 16 mg X 30 TABLETAS,Candesartan Cilexetilo,TABLETAS,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54310.jpg,4
CANDESARTAN CILEXETILO ||| TABLETAS,39126,ME43806,CARBETAL 8 mg X 30 TABLETAS,Candesartan Cilexetilo,TABLETAS,"LABORATORIO COFASA, S.A.",https://pccentro.net.ve/img/s/8/3/8/3/5/83835-large_default.webp,4
VALSARTAN ||| TABLETAS,37601,ME35863,BRASARTAN 80 mg X 30 TABLETAS RECUBIERTAS,Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19231.jpg,4
VALSARTAN ||| TABLETAS,37604,ME35864,BRASARTAN 160 mg X 30 TABLETAS RECUBIERTAS,Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/5/4/4/8/8/54488-large_default.webp,4
VALSARTAN ||| TABLETAS,38931,ME44465,VALSARTAN 160 MG X 30 TABLETAS RECUBIERTAS,Valsartan,TABLETAS,"JIANGSU PENGYAO PHARMACEUTICAL CO., LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54468.jpg,4
VALSARTAN ||| TABLETAS,39154,ME44093,COFASUR 160 mg X 30 TABLETAS RECUBIERTAS,Valsartan,TABLETAS,"LABORATORIO COFASA, S.A.",https://pccentro.net.ve/img/s/5/4/4/8/8/54488-large_default.webp,4
CLORTALIDONA - VALSARTAN ||| TABLETAS,37602,ME42224/2,"BRASARTAN CTDN 80 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/2/3/8/4/2/23842-large_default.webp,4
CLORTALIDONA - VALSARTAN ||| TABLETAS,37603,ME42224/3,"BRASARTAN CTDN 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22884.jpg,4
CLORTALIDONA - VALSARTAN ||| TABLETAS,39116,ME42373,"BRASARTAN CTDN 160 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/2/3/8/4/2/23842-large_default.webp,4
CLORTALIDONA - VALSARTAN ||| TABLETAS,39155,ME44636,"COFASUR PLUS 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",Clortalidona - Valsartan,TABLETAS,"LABORATORIO COFASA, S.A.",,4
PIRACETAM ||| TABLETAS,37605,ME22276,BREINOX 800 mg X 30 TABLETAS,Piracetam,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50808.jpg,2
PIRACETAM ||| TABLETAS,38668,ME34513,BREINOX 400 mg X 30 TABLETAS,Piracetam,TABLETAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50807.jpg,2
DIOSMINA ||| COMPRIMIDOS,37606,ME43812/2,BRESIS 600 mg X 20 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54187.jpg,6
DIOSMINA ||| COMPRIMIDOS,37607,ME43812/3,BRESIS 600 mg X 30 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53310.jpg,6
DIOSMINA ||| COMPRIMIDOS,37950,ME43969/4,DIOSMINA 600 mg X 30 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53053.jpg,6
DIOSMINA ||| COMPRIMIDOS,37951,ME43969/2,DIOSMINA 600 mg X 10 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50161.jpg,6
DIOSMINA ||| COMPRIMIDOS,37952,ME43969/3,DIOSMINA 600 mg X 15 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://pccentro.net.ve/img/s/8/3/9/3/8/83938-large_default.webp,6
DIOSMINA ||| COMPRIMIDOS,39509,ME44069,FLEVOMAX - D 600 mg X 15 COMPRIMIDOS RECUBIERTOS,Diosmina,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54226.jpg,6
BROMHEXINA ||| JARABE,37610,ME43576,BROFLEMA 4 mg - 5 mL JARABE,Bromhexina,JARABE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52164.jpg,3
BROMHEXINA ||| JARABE,37614,ME26069,CLORHIDRATO DE BROMEXINA 8 mg / 5 mL JARABE.,Bromhexina,JARABE,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27452.jpg,3
BROMHEXINA ||| JARABE,39118,ME42603,BROMHEXINA CLORHIDRATO 4 mg / 5 mL JARABE,Bromhexina,JARABE,"LABORATORIO QUIM-FAR, C.A.",,3
AMBROXOL - LORATADINA ||| TABLETAS,37611,ME40082,BROLAT 5 mg - 30 mg X 10 TABLETAS,Ambroxol - Loratadina,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98629.jpg,2
AMBROXOL - LORATADINA ||| TABLETAS,38389,ME43383,LORATADINA - AMBROXOL CLORHIDRATO 5 mg - 30 mg X 10 TABLETAS,Ambroxol - Loratadina,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29397.jpg,2
BROMAZEPAM ||| COMPRIMIDOS,37612,ME31206,BROMAZEPAM 3 mg X 30 COMPRIMIDOS,Bromazepam,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1301.jpg,2
BROMAZEPAM ||| COMPRIMIDOS,37613,ME31207,BROMAZEPAM 6 mg X 30 COMPRIMIDOS,Bromazepam,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1302.jpg,2
CAFEINA - IBUPROFENO ||| COMPRIMIDOS,37619,ME41040,BRUDOL 200 mg - 65 mg X 20 COMPRIMIDOS RECUBIERTOS,Cafeina - Ibuprofeno,COMPRIMIDOS,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16419.jpg,2
