clave_mf,id,sku,nombre_comercial,molecula,forma,laboratorio,foto_url,total_grupo
DESLORATADINA ||| COMPRIMIDOS,38424,ME34990/3,MAILEN 5 mg X 30 COMPRIMIDOS RECUBIERTOS,Desloratadina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95984.jpg,4
DESLORATADINA ||| COMPRIMIDOS,39203,ME43295,DESLORATADINA 5 mg COMPRIMIDOS RECUBIERTOS,Desloratadina,COMPRIMIDOS,MEGALABS S.A.,https://pccentro.net.ve/img/s/7/7/0/0/2/77002-large_default.webp,4
DEXAMETASONA ||| COMPRIMIDOS,37899,ME42492/2,DEXAMETASONA 4 mg X 10 COMPRIMIDOS,Dexametasona,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53504.jpg,2
DEXAMETASONA ||| COMPRIMIDOS,37900,ME42492/3,DEXAMETASONA 4 mg X 100 COMPRIMIDOS,Dexametasona,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25079.jpg,2
DEXAMETASONA ||| INYECTABLE,37903,HO43012,DEXAMETASONA FOSFATO 8 mg / 2 mL X 1 AMPOLLAS,Dexametasona,INYECTABLE,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53308.jpg,4
DEXAMETASONA ||| INYECTABLE,37904,HO42601,DEXAMETASONA 8 mg / 2 mL X 10 AMPOLLAS,Dexametasona,INYECTABLE,"LABORATORIO BIOSANO, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23875.jpg,4
DEXAMETASONA ||| INYECTABLE,39475,HO26290,DEXAMETASONA 21-FOLATO 4 mg/mL X 10 AMPOLLAS,Dexametasona,INYECTABLE,LABORATORIO FARMACO FARMAHECO S.P.A,https://pccentro.net.ve/img/s/9/5/1/2/4/95124-large_default.webp,4
DEXAMETASONA ||| INYECTABLE,39480,HO44743,DEXABIOL 4mg / mL X 1 AMPOLLAS,Dexametasona,INYECTABLE,PLICA VACCINES PVT. LTD.,https://pccentro.net.ve/img/s/9/5/1/2/4/95124-large_default.webp,4
DESLORATADINA ||| SOLUCION ORAL,37907,ME42573,"DEXTAMIN 0,5 mg / mL X 10 SOLUCION ORAL",Desloratadina,SOLUCION ORAL,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",,3
DESLORATADINA ||| SOLUCION ORAL,39176,ME35191,"DESLORATADINA 0,5 mg / mL SOLUCION ORAL",Desloratadina,SOLUCION ORAL,"LABORATORIOS LETI, S.A.V.",,3
DESLORATADINA ||| SOLUCION ORAL,39178,ME42540,"DESLORATADINA 2,5 mg / 5 mL SOLUCION ORAL",Desloratadina,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27626.jpg,3
DEXTROMETORFANO ||| SOLUCION ORAL,37910,ME40663,PREVERAL CON DEXTROMETORFANO 3 mg - 15 mg / 5 mL SOLUCION ORAL,Dextrometorfano,SOLUCION ORAL,"LABORATORIOS VARGAS, S.A.",https://pccentro.net.ve/img/s/8/1/4/4/4/81444-large_default.webp,4
DEXTROMETORFANO ||| SOLUCION ORAL,38989,ME43770,YONALIN 4 mg / mL SOLUCION ORAL GOTAS,Dextrometorfano,SOLUCION ORAL,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53336.jpg,4
DEXTROMETORFANO ||| SOLUCION ORAL,39414,ME28666,YONAL 15 mg / 5 mL SOLUCION ORAL,Dextrometorfano,SOLUCION ORAL,"BIOTECH LABORATORIOS, C.A.",https://pccentro.net.ve/img/s/5/4/9/1/1/54911-large_default.webp,4
DEXTROMETORFANO ||| SOLUCION ORAL,39457,ME44393,Dolmobrox 15 mg / 5ml Solución Oral ,Dextrometorfano,SOLUCION ORAL,MEGALABS S.A.,https://pccentro.net.ve/img/s/5/4/9/1/1/54911-large_default.webp,4
HIDROCLOROTIAZIDA ||| TABLETAS,37912,ME10432,DI-EUDRIN 50 mg X 30 TABLETAS,Hidroclorotiazida,TABLETAS,"BIOTECH LABORATORIOS, C.A.",,2
HIDROCLOROTIAZIDA ||| TABLETAS,39057,ME41982,"ANTAAR HCT 2,5 mg - 6,25 mg X 30 TABLETAS",Hidroclorotiazida,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19527.jpg,2
DIACEREINA ||| CAPSULAS,37913,ME43584,DIACEREINA 50 mg X 10 CAPSULAS,Diacereina,CAPSULAS,RONALD PHARMACEUTICALS PVT. LTD.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50231.jpg,2
DIACEREINA ||| CAPSULAS,39076,ME31478,ARTRODAR 50 mg X 30 CAPSULAS,Diacereina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",,2
DICLOFENACO ||| INYECTABLE,37916,HO33474/2,DIAGESIC 75 mg / 3 mL X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51210.jpg,6
DICLOFENACO ||| INYECTABLE,37917,HO33474/3,DIAGESIC 75 mg / 3 mL X 2 AMPOLLAS,Diclofenaco,INYECTABLE,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6136.jpg,6
DICLOFENACO ||| INYECTABLE,37927,HO36803/2,DICLOFENACO SODICO 75mg/3ml X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"FARMIONNI SCALPI,S.A.",https://pccentro.net.ve/img/s/9/5/7/9/2/95792-large_default.webp,6
DICLOFENACO ||| INYECTABLE,37928,HO36803/3,DICLOFENACO SODICO 75mg/3ml X 10 AMPOLLAS,Diclofenaco,INYECTABLE,"FARMIONNI SCALPI,S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53115.jpg,6
DICLOFENACO ||| INYECTABLE,39192,HO36449,DIKLASON 75 mg / 3 mL X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/9/5/7/9/2/95792-large_default.webp,6
DICLOFENACO ||| INYECTABLE,39407,HO43946,VERALEN P 75 mg / 3 mL X 1 AMPOLLAS,Diclofenaco,INYECTABLE,"LABORATORIO COFASA, S.A.",https://pccentro.net.ve/img/s/9/5/7/9/2/95792-large_default.webp,6
DICLOFENACO ||| SOLUCION ORAL,37922,ME43814,"Diclodex 1,8 mg/mL Suspensión Oral",Diclofenaco,SOLUCION ORAL,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://pccentro.net.ve/img/s/8/0/4/5/4/80454-large_default.webp,3
DICLOFENACO ||| SOLUCION ORAL,39120,ME44634,CAMPAL P 15 mg / mL SUSPENSIÓN ORAL,Diclofenaco,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.,https://pccentro.net.ve/img/s/8/4/0/5/9/84059-large_default.webp,3
DICLOFENACO ||| SOLUCION ORAL,39213,ME38628,FEBRATIC 10 mg / 5 mL SUSPENSION ORAL,Diclofenaco,SOLUCION ORAL,MEGALABS S.A.,https://pccentro.net.ve/img/s/8/0/4/5/4/80454-large_default.webp,3
DICLOFENACO ||| ,37924,MI35435/2,DICLOFENAC POT X 6 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,4
DICLOFENACO ||| ,37925,MI35435/3,DICLOFENAC POT X 10 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,4
DICLOFENACO ||| ,37926,MI35435/4,DICLOFENAC POT X 30 UNIDADES,Diclofenaco,,LABORATORIO CHILE S.A.,https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,4
DICLOFENACO ||| ,39482,MI37540,"DICLOFENAC DIETILAMINA 1,16% EMULGEL",Diclofenaco,,"LABORATORIOS VARGAS, S.A.",https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,4
DICLOFENACO ||| SUSPENSION ORAL,37946,ME34580,"DIKLASON 1,8 mg / mL SUSPENSION ORAL",Diclofenaco,SUSPENSION ORAL,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/8/0/5/8/7/80587-large_default.webp,2
DICLOFENACO ||| SUSPENSION ORAL,38583,ME38330,DICLOFENAC POTASICO 15 mg / mL SUSPENSION ORAL,Diclofenaco,SUSPENSION ORAL,"LABORATORIOS ELMOR, S.A.",https://pccentro.net.ve/img/s/8/0/5/5/6/80556-large_default.webp,2
DIOSMINA ||| TABLETAS,37953,ME38177/3,DIOSMINA 600 mg X 28 TABLETAS RECUBIERTAS,Diosmina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29796.jpg,3
DIOSMINA ||| TABLETAS,37954,ME38177/2,DIOSMINA 600 mg X 14 TABLETAS RECUBIERTAS,Diosmina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97147.jpg,3
DIOSMINA ||| TABLETAS,37955,ME38177/4,DIOSMINA 600 mg X 30 TABLETAS RECUBIERTAS,Diosmina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://pccentro.net.ve/img/s/8/3/9/3/8/83938-large_default.webp,3
DIOSMINA - HESPERIDINA ||| TABLETAS,37956,ME36420,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 30 TABLETAS RECUBIERTAS,Diosmina - Hesperidina,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24807.jpg,2
DIOSMINA - HESPERIDINA ||| TABLETAS,39598,ME44209,VERICOLAN 450 mg - 50 mg X 30 TABLETAS RECUBIERTAS,Diosmina - Hesperidina,TABLETAS,"LABORATORIO COFASA, S.A.",,2
PREGABALINA ||| CAPSULAS,37973,ME42184,DOLNIX 150 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51126.jpg,20
PREGABALINA ||| CAPSULAS,38427,ME39216,MARTESIA 25 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17771.jpg,20
PREGABALINA ||| CAPSULAS,38428,ME38501,MARTESIA 300 mg X 14 CAPSULAS,Pregabalina,CAPSULAS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95724.jpg,20
PREGABALINA ||| CAPSULAS,38429,ME38503,MARTESIA 75 mg X 14 CAPSULAS,Pregabalina,CAPSULAS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95844.jpg,20
PREGABALINA ||| CAPSULAS,38547,ME38422,NEURIXA 150 mg X 14 CAPSULAS,Pregabalina,CAPSULAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93669.jpg,20
PREGABALINA ||| CAPSULAS,38548,ME38421/2,NEURIXA 75 mg X 14 CAPSULAS,Pregabalina,CAPSULAS,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93668.jpg,20
PREGABALINA ||| CAPSULAS,38549,ME38421/3,NEURIXA 75 mg X 21 CAPSULAS,Pregabalina,CAPSULAS,LABORATORIOS FARMA S.A.,https://pccentro.net.ve/img/s/2/5/8/0/6/25806-large_default.webp,20
PREGABALINA ||| CAPSULAS,38646,ME39670/2,PEGYT 150 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21676.jpg,20
PREGABALINA ||| CAPSULAS,38647,ME39670/3,PEGYT 150 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/8/4/1/0/5/84105-large_default.webp,20
PREGABALINA ||| CAPSULAS,38648,ME43568,PEGYT 25 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52624.jpg,20
PREGABALINA ||| CAPSULAS,38649,ME39669,PEGYT 75 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99406.jpg,20
PREGABALINA ||| CAPSULAS,38678,ME41289,PRALINA 75 mg X 14 CAPSULAS,Pregabalina,CAPSULAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17014.jpg,20
PREGABALINA ||| CAPSULAS,38694,ME42570/3,PREGABALINA 150 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27605.jpg,20
PREGABALINA ||| CAPSULAS,38695,ME42570/2,PREGABALINA 150 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.,https://pccentro.net.ve/img/s/8/4/1/0/5/84105-large_default.webp,20
PREGABALINA ||| CAPSULAS,38696,ME44579/3,PREGALIS 75MG X 30 CAPSULAS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51773.jpg,20
PREGABALINA ||| CAPSULAS,38697,ME44579/2,PREGALIS 75MG X 14 CAPSULAS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23488.jpg,20
PREGABALINA ||| CAPSULAS,38698,ME41141,PRELIVAL 150 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22390.jpg,20
PREGABALINA ||| CAPSULAS,38699,ME41142,PRELIVAL 75 mg X 20 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22389.jpg,20
PREGABALINA ||| CAPSULAS,39338,ME43569,PEGYT 50 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52625.jpg,20
PREGABALINA ||| CAPSULAS,39567,ME44199,PREGATAN 75 mg X 30 CAPSULAS,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.,https://pccentro.net.ve/img/s/2/5/8/0/6/25806-large_default.webp,20
DOMPERIDONA ||| TABLETAS,37974,ME44581/2,Domperidona 10mg X 10 Tabletas,Domperidona,TABLETAS,"ANMOL HEALTHCARE LABORATORY PVT, LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53481.jpg,5
DOMPERIDONA ||| TABLETAS,37975,ME44581/3,Domperidona 10mg X 15 Tabletas,Domperidona,TABLETAS,"ANMOL HEALTHCARE LABORATORY PVT, LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11636.jpg,5
DOMPERIDONA ||| TABLETAS,37976,ME44581/4,Domperidona 10mg X 30 Tabletas,Domperidona,TABLETAS,"ANMOL HEALTHCARE LABORATORY PVT, LTD",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99579/99579.jpg,5
DOMPERIDONA ||| TABLETAS,38513,ME43308,MOPERID 10 mg X 20 TABLETAS,Domperidona,TABLETAS,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20367.jpg,5
DOMPERIDONA ||| TABLETAS,38882,ME34350,TONUM 10 mg X 30 TABLETAS,Domperidona,TABLETAS,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95057.jpg,5
DOMPERIDONA ||| COMPRIMIDOS,37977,ME36325,DOMPESIN 10 mg X 30 COMPRIMIDOS,Domperidona,COMPRIMIDOS,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11584.jpg,2
DOMPERIDONA ||| COMPRIMIDOS,39196,ME35688,DOMPERIDONA 10 mg COMPRIMIDOS,Domperidona,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/9/2/7/6/1/92761-large_default.webp,2
DOMPERIDONA ||| SUSPENSION ORAL,37978,ME38983,DOMPESIN 1 mg / mL SUSPENSION,Domperidona,SUSPENSION ORAL,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94774.jpg,2
DOMPERIDONA ||| SUSPENSION ORAL,38881,ME34754,TONUM 1 mg / mL  SUSPENSION ORAL,Domperidona,SUSPENSION ORAL,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9640.jpg,2
DONEPEZILO ||| CAPSULAS,37979,ME44460/3,DONEPEZILO CLORHIDRATO 10 mg X 56 CÁPSULAS,Donepezilo,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25141.jpg,2
DONEPEZILO ||| CAPSULAS,37980,ME44460/2,DONEPEZILO CLORHIDRATO 10 mg X 10 CÁPSULAS,Donepezilo,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51311.jpg,2
CICLOBENZAPRINA - CLONIXINO LISINA ||| COMPRIMIDOS,37981,ME32119/4,DORIXINA FLEX 125 mg - 5 mg X 20 COMPRIMIDOS RECUBIERTOS,Ciclobenzaprina - Clonixino Lisina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50180.jpg,3
CICLOBENZAPRINA - CLONIXINO LISINA ||| COMPRIMIDOS,37982,ME32119/2,DORIXINA FLEX 125 mg - 5 mg X 5 COMPRIMIDOS RECUBIERTOS,Ciclobenzaprina - Clonixino Lisina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29269.jpg,3
CICLOBENZAPRINA - CLONIXINO LISINA ||| COMPRIMIDOS,37983,ME32119/3,DORIXINA FLEX 125 mg - 5 mg X 10 COMPRIMIDOS RECUBIERTOS,Ciclobenzaprina - Clonixino Lisina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4116.jpg,3
DOBESILATO DE CALCIO ||| CAPSULAS,37986,ME21021,DOXIUM 500 mg X 30 CAPSULAS,Dobesilato De Calcio,CAPSULAS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52056.jpg,2
DOBESILATO DE CALCIO ||| CAPSULAS,39487,ME24286,DEOXICAL 500 mg X 30 CAPSULAS,Dobesilato De Calcio,CAPSULAS,"LABORATORIO LA SANTE, C.A.",https://pccentro.net.ve/img/s/8/5/3/0/3/85303-large_default.webp,2
DUTASTERIDA - TAMSULOSINA ||| CAPSULAS,37992,ME44389/2,"TAMSULON DUO 0,5 mg - 0,4 mg X 10 CÁPSULAS DE LIBERACION PROLONGADA",Dutasterida - Tamsulosina,CAPSULAS,ASOFARMA S.A.I. Y C,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54212.jpg,2
DUTASTERIDA - TAMSULOSINA ||| CAPSULAS,37993,ME44389/3,"TAMSULON DUO 0,5 mg - 0,4 mg X 30 CÁPSULAS DE LIBERACION PROLONGADA",Dutasterida - Tamsulosina,CAPSULAS,ASOFARMA S.A.I. Y C,,2
QUETIAPINA ||| COMPRIMIDOS,37995,ME36415,EDAGAN 200 mg X 30 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90689.jpg,9
QUETIAPINA ||| COMPRIMIDOS,37996,ME36330,EDAGAN 25 mg X 30 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90687.jpg,9
QUETIAPINA ||| COMPRIMIDOS,38711,ME39822,QUETIAZIC 300 mg X 30 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,"MONTE VERDE, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51310.jpg,9
QUETIAPINA ||| COMPRIMIDOS,39345,ME42605B,QUETIAPINA 100 mg COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/2/4/5/2/9/24529-large_default.webp,9
QUETIAPINA ||| COMPRIMIDOS,39347,ME42527,QUETIAPINA 100 mg COMPRIMIDOS,Quetiapina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/2/4/5/2/9/24529-large_default.webp,9
QUETIAPINA ||| COMPRIMIDOS,39348,ME42526,QUETIAPINA 25 mg COMPRIMIDOS,Quetiapina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",https://pccentro.net.ve/img/s/2/4/5/3/0/24530-large_default.webp,9
QUETIAPINA ||| COMPRIMIDOS,39434,ME44711,ATAPEC 25 mg X 30 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,VICENTE SCAVONE & CIA. S.A.E. - LABORATORIOS LASCA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53750.jpg,9
QUETIAPINA ||| COMPRIMIDOS,39494,ME39862,DROPIL 100 mg X 40 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96830.jpg,9
QUETIAPINA ||| COMPRIMIDOS,39495,ME39861,DROPIL 200 mg X 40 COMPRIMIDOS RECUBIERTOS,Quetiapina,COMPRIMIDOS,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97140.jpg,9
FUROSEMIDA ||| INYECTABLE,37997,HO30096,EDEMID 10 mg / mL X 5 AMPOLLAS,Furosemida,INYECTABLE,"LABORATORIO PISA, S.A. DE C.V",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2361.jpg,2
FUROSEMIDA ||| INYECTABLE,38139,HO32365,FUROSEMIDA 20 mg / 2 mL X 3 AMPOLLAS,Furosemida,INYECTABLE,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28787.jpg,2
EMPAGLIFLOZINA - LINAGLIPTINA ||| COMPRIMIDOS,37998,ME44046,EMPAGLIFLOZINA - LINAGLIPTINA 10 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,Empagliflozina - Linagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,4
EMPAGLIFLOZINA - LINAGLIPTINA ||| COMPRIMIDOS,37999,ME44045,EMPAGLIFLOZINA - LINAGLIPTINA 25 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,Empagliflozina - Linagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,4
EMPAGLIFLOZINA - LINAGLIPTINA ||| COMPRIMIDOS,38265,ME44047,IZABAN DPP 25 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,Empagliflozina - Linagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54207.jpg,4
EMPAGLIFLOZINA - LINAGLIPTINA ||| COMPRIMIDOS,39266,ME44048,IZABAN DPP 10 mg - 5 mg COMPRIMIDOS RECUBIERTOS,Empagliflozina - Linagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,4
ENALAPRIL ||| COMPRIMIDOS,38000,ME26688,ENALAPRIL MALEATO 10 mg X 20 COMPRIMIDOS RECUBIERTOS,Enalapril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23682.jpg,2
ENALAPRIL ||| COMPRIMIDOS,39199,ME26689,ENALAPRIL MALEATO 20 mg COMPRIMIDOS RECUBIERTOS,Enalapril,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",https://pccentro.net.ve/img/s/2/5/0/0/1/25001-large_default.webp,2
ENALAPRIL - LERCANIDIPINO ||| COMPRIMIDOS,38001,ME43620,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 mg – 20 mg X 30 COMPRIMIDOS RECUBIERTOS,Enalapril - Lercanidipino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,2
ENALAPRIL - LERCANIDIPINO ||| COMPRIMIDOS,38002,ME43619,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 mg - 10 mg X 30 COMPRIMIDOS RECUBIERTOS,Enalapril - Lercanidipino,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V.",,2
ENALAPRIL ||| TABLETAS,38004,ME26416/2,ENALAPRIL 20 mg X 20 TABLETAS,Enalapril,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7965.jpg,4
ENALAPRIL ||| TABLETAS,38005,ME26416/3,ENALAPRIL 20 mg X 30 TABLETAS,Enalapril,TABLETAS,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99636.jpg,4
ENALAPRIL ||| TABLETAS,38006,ME34824,ENALAPRIL MALEATO 20 mg X 30 TABLETAS,Enalapril,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13265.jpg,4
ENALAPRIL ||| TABLETAS,39200,ME27590,ENALAPRIL MALEATO 20 mg X 30 TABLETAS,Enalapril,TABLETAS,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98889.jpg,4
LAMOTRIGINA ||| TABLETAS,38009,ME43715,EPITRAL 25 MG X 30 TABLETAS,Lamotrigina,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52494.jpg,13
LAMOTRIGINA ||| TABLETAS,38010,ME42128,EPITRAL 100 mg X 30 TABLETAS,Lamotrigina,TABLETAS,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20035.jpg,13
