producto_id,sku,nombre_comercial,molecula_texto,forma,linea,laboratorio,fuente_inhrr_ef,foto_url,disponible,costo_usd,precio_usd
38413,HO32377,LOWPRES 150 MCG / ML X 5 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,LABORATORIOS PISA C.A. DE C.V,E.F.32.377,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25380.jpg,true,12.39,20.65
38420,ME14881,MADECASSOL 1 % UNGUENTO,Centella asiatica,UNGUENTO,Linea Farmacia,LABORATORIO POLINAC C.A.,E.F.14.881,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16764.jpg,true,6.96,11.60
38430,ME41135,MATERNAVIT X 30 CAPSULAS BLANDAS,,CAPSULAS,Linea Farmacia,LAMBO LABORATORIA N.V,E.F.41.135,,true,18.64,31.07
38432,ME44317,MAXIFUR 50 MG X 30 CAPSULAS,,CAPSULAS,Linea Farmacia,JIANGXI SYNERGY PHARMACEUTICAL CO. LTD,E.F.44.317,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30340.jpg,true,7.43,12.38
38437,ME43285,MELIGEN 10 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,TITAN LABORATORIES PVT. LTD.,E.F.43.285,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22554.jpg,true,11.82,19.70
38448,HO42154,MEROPENEM 1 G - 0.5 G X 1 AMPOLLA,,INYECTABLE,Linea Hospitalaria,REYOUNG PHARMACEUTICAL CO. LTD,E.F.G.42.154,,true,5.26,8.77
38450,HO21983/2,DIPIRONA 1 G / 2 ML X 3 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,LABORATORIOS VALMOR C.A.,E.F.G.21.983,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29164.jpg,true,3.49,5.82
38451,HO21983/3,DIPIRONA 1 G / 2 ML X 5 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,LABORATORIOS VALMOR C.A.,E.F.G.21.983,,true,6.97,11.62
38457,ME42358,METFORMINA CLORHIDRATO 500 MG X 28 TABLETAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.42.358,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5582.jpg,true,5.38,8.97
38458,ME36815,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,AUROBINDO PHARMA LIMITED,E.F.G.36.815,,true,2.14,3.57
38461,ME32508/3,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.32.508,,true,3.61,6.02
38462,ME32508/2,METFORMINA CLORHIDRATO 850 MG X 28 TABLETAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.32.508,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3913.jpg,true,5.48,9.13
38463,MI41036,SITAGLIPTINA-METFORMINA CLORHIDRATO 50 MG-1000 MG X 30 COMP RECUBIERTOS,,,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.41.036,,true,7.79,12.98
38464,ME42625,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,FLAMINGO PHARMACEUTICALS LTD,E.F.G.42.625,,true,4.58,7.63
38465,ME40568,SITAGLIPTINA -METFORMINA CLORHIDRATO 50 MG-500 MG X 30 COMPRIMIDOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.40.568,,true,2.61,4.35
38466,HO43316,METILPREDNISOLONA 125 MG X 1 AMPOLLA,,INYECTABLE,Linea Hospitalaria,SCOTT-EDIL PHARMACIA LTD,E.F.G.43.316,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27445.jpg,true,7.21,12.02
38476,HO42390,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION.,,INYECTABLE,Linea Hospitalaria,SHANDONG SHENGLU PHARMACEUTICAL CO. LTD,E.F.G.42.390,,true,2.68,4.47
38479,ME31064,METRONIDAZOL BENZOIL 125 MG / 5 ML SUSPENSION ORAL,,SUSPENSION ORAL,Linea Farmacia,LABORATORIOS KIMICEG C.A.,E.F.G.31.064,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1774.jpg,true,4.09,6.82
38491,ME42475,MILAX 50 % X 20 SOLUCION ORAL,,SOLUCION ORAL,Linea Farmacia,C.A. PRODUCTOS RONAVA,E.F.42.475,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7357.jpg,true,14.82,24.70
38492,HO23464/3,MIOVIT COMPOSITUM CON LIDOCAINA X 3 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,LABORATORIO COFASA S.A.,E.F.23.464,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5514.jpg,true,5.47,9.12
38493,HO23464/2,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA,,INYECTABLE,Linea Hospitalaria,LABORATORIO COFASA S.A.,E.F.23.464,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53224.jpg,true,2.51,4.18
38494,HO23464/4,MIOVIT COMPOSITUM CON LIDOCAINA X 6 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,LABORATORIO COFASA S.A.,E.F.23.464,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97516.jpg,true,9.49,15.82
38495,ME22476/2,MIOVIT X 10 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIO COFASA S.A.,E.F.22.476,,true,2.5,4.17
38496,ME22476/3,MIOVIT X 30 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIO COFASA S.A.,E.F.22.476,,true,7.93,13.22
38507,ME38837/2,MONTRAX 10 MG X 10 TABLETAS,,TABLETAS,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.38.837,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27191.jpg,true,6.02,10.03
38508,ME38837/3,MONTRAX 10 MG X 30 TABLETAS,,TABLETAS,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.38.837,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96585.jpg,true,13.11,21.85
38509,ME39173,MONTRAX 4 MG X 10 TABLETAS MASTICABLES,,TABLETAS,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.39.173,,true,2.19,3.65
38510,ME39174/2,MONTRAX 5 MG X 10 TABLETAS MASTICABLES,,TABLETAS,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.39.174,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27038.jpg,true,4.05,6.75
38511,ME39174/3,MONTRAX 5 MG X 30 TABLETAS MASTICABLES,,TABLETAS,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.39.174,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96583.jpg,true,9,15.00
38515,ME40494,MOXIDEX 0.5 -0.1 % SOLUCION OFTALMICA ESTERIL,,SOLUCION OFTALMICA,Linea Farmacia,LABORATORIOS L.O. OFTALMI C.A.,E.F.40.494,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17364/17364.jpg,true,18.75,31.25
38519,ME40642,MUCLAR 30 MG - 5 MG X 10 COMPRIMIDOS,,COMPRIMIDOS,Linea Farmacia,ESPECIALIDADES DOLLDER C.A.,E.F.40.642,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98656.jpg,true,4.58,7.63
38520,ME20385,MUCOBROL 4 MG / 5 ML JARABE,,JARABE,Linea Farmacia,LABORATORIO COFASA S.A.,E.F.20.385,,true,2.17,3.62
38523,ME40019,MULTIDERM 2 % UNGUENTO,,UNGUENTO,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.40.019,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98294.jpg,true,7.43,12.38
38524,ME11776,MULTIVIRAL X 30 CAPSULAS,,CAPSULAS,Linea Farmacia,LABORATORIOS SIEGFRIED S.A.,E.F.11.776,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2470.jpg,true,13.34,22.23
38525,ME35710,MUPIROCIN 2 % UNGUENTO,,UNGUENTO,Linea Farmacia,LABORATORIOS SIEGFRIED S.A.,E.F.G.35.710,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28580.jpg,true,6.64,11.07
38526,ME38101,MUVETT 300 MG X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,,TABLETAS,Linea Farmacia,PROCAPS S.A.,E.F.38.101,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50344.jpg,true,9.74,16.23
38528,HO36014,N-BUTIL BROMURO DE HIOSCINA 20 MG / ML X 5 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,VITALIS S.A.C.I.,E.F.G.36.014,,true,4.34,7.23
38529,ME22739,NACLODIN 0.150 MG X 30 TABLETAS,,TABLETAS,Linea Farmacia,LABORATORIOS VALMOR C.A.,E.F.22.739,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30060.jpg,true,8.86,14.77
38530,ME30624,NAFINA 1 % CREMA,,CREMA,Linea Farmacia,MEGALABS S.A.,E.F.30.624,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4092.jpg,true,6.52,10.87
38543,HO7099/2,NEOSTIGMINA 0.5 MG / ML X 3 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,MEGALABS S.A.,E.F.G.7.099,,true,10.22,17.03
38544,HO7099/3,NEOSTIGMINA 0.5 MG / ML X 6 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,MEGALABS S.A.,E.F.G.7.099,,true,5.78,9.63
38545,ME41608,NEULEVAL 500 MG X 10 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIOS VALMOR C.A.,E.F.41.608,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22859.jpg,true,9.82,16.37
38546,ME41609,NEULEVAL 750 MG X 5 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIOS VALMOR C.A.,E.F.41.609,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22860.jpg,true,7.34,12.23
38556,ME38246,NIMODIPINA 30 MG X 30 COMPRIMIDOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.38.246,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23674.jpg,true,13.05,21.75
38557,ME35202,NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES,,GRANULADOS,Linea Farmacia,LABORATORIOS VARGAS S.A.,E.F.35.202,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8637.jpg,true,4.97,8.28
38560,ME42837,NITAX 500 MG X 6 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.42.837,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24328.jpg,true,15.65,26.08
38561,ME37921,NITAZOXANIDA 500 MG X 6 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.G.37.921,,true,12.7,21.17
38564,ME44220/2,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.44.220,,true,2.08,3.47
38565,ME44220/3,NITROFURANTOINA 50 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.44.220,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29107.jpg,true,4.06,6.77
38576,ME27271/3,NOTOLAC 20 MG X 10 TABLETAS,,TABLETAS,Linea Farmacia,LABORATORIOS FARMA S.A.,E.F.27.271,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1531.jpg,true,4.42,7.37
38577,ME27271/2,NOTOLAC 20 MG X 4 TABLETAS,,TABLETAS,Linea Farmacia,LABORATORIOS FARMA S.A.,E.F.27.271,,true,3.74,6.23
38580,ME37707,NYTAXIN 500 MG X 6 CAPSULAS BLANDAS,,CAPSULAS,Linea Farmacia,PROCAPS S.A.,E.F.37.707,,true,11.36,18.93
38581,ME43411,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,,SUSPENSION ORAL,Linea Farmacia,LABORATORIOS L.O. OFTALMI C.A.,E.F.G.43.411,,true,9.82,16.37
38584,ME38721,OFAFLAN 2 MG / ML SUSPENSION ORAL,,SUSPENSION ORAL,Linea Farmacia,LABORATORIOS ELMOR S.A.,E.F.38.721,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99845.jpg,true,8.12,13.53
38585,ME26287,OFTERRA UNGUENTO OFTALMICO,,UNGUENTO,Linea Farmacia,LABORATORIOS L.O. OFTALMI C.A.,E.F.26.287,,true,21.29,35.48
38588,ME39297,OLMECAR 40 MG X 30 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.39.297,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20723.jpg,true,23.81,39.68
38589,ME40904,OLMESARTAN MEDOXOMIL 40 MG - HIDROLOCOTIAZIDA 12.5 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.G.40.904,,true,5.85,9.75
38592,ME40779,OLMESARTAN MEDOXOMIL 20 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.G.40.779,,true,3.96,6.60
38596,ME27785/3,OMEPRAZOL 20 MG X 10 CAPSULAS CON MICROGRANULOS ENTERICOS,,CAPSULAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.27.785,,true,1.32,2.20
38597,ME27785/4,OMEPRAZOL 20 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,,CAPSULAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.27.785,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21060.jpg,true,2.76,4.60
38598,ME27785/5,OMEPRAZOL 20 MG X 28 CAPSULAS CON MICROGRANULOS ENTERICOS,,CAPSULAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.27.785,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8254.jpg,true,3.96,6.60
38599,ME27785/6,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS ENTERICOS,,CAPSULAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.27.785,,true,7.79,12.98
38600,ME27785/2,OMEPRAZOL 20 MG X 7 CAPSULAS CON MICROGRANULOS ENTERICOS,,CAPSULAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.27.785,,true,3.82,6.37
38601,ME28613/3,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,,CAPSULAS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.28.613,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29950.jpg,true,4.67,7.78
38602,ME28613/2,OMEPRAZOL 20 MG X 8 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,,CAPSULAS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.28.613,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6497.jpg,true,1.46,2.43
38608,ME42404/3,OMEPRAZOL 40 MG X 30 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,,CAPSULAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.G.42.404,,true,14.66,24.43
38609,ME42404/2,OMEPRAZOL 40 MG X 7 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,,CAPSULAS,Linea Farmacia,LABORATORIO LA SANTE C.A.,E.F.G.42.404,,true,5.84,9.73
38610,ME41965/3,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES,,CAPSULAS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.41.965,,true,15.21,25.35
38611,ME41965/2,OMEPRAZOL 40 MG X 10 CAPSULAS GASTRORRESISTENTES,,CAPSULAS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.G.41.965,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16765.jpg,true,4.3,7.17
38614,ME1221,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,,CAPSULAS,Linea Farmacia,OM PHARMA SA,P.B.1.221,,true,31.43,52.38
38617,HO37763/2,ONDANSETRON 8 MG / 4 ML X 1 AMPOLLA,,INYECTABLE,Linea Hospitalaria,EMPRESA LABORATORIOS AICA,E.F.G.37.763,,true,2.62,4.37
38618,HO37763/3,ONDANSETRON 8 MG / 4 ML X 5 AMPOLLAS,,INYECTABLE,Linea Hospitalaria,EMPRESA LABORATORIOS AICA,E.F.G.37.763,,true,15.51,25.85
38628,ME8463,OTANOL 50 MG / ML SOLUCION OTICA,,SOLUCION OTICA,Linea Farmacia,LABORATORIO ETICOS ETIFAR C.A.,E.F.8.463,,true,7.61,12.68
38631,ME25936,OXOLAMINA JARABE,,JARABE,Linea Farmacia,LABORATORIOS ELMOR S.A.,E.F.G.25.936,,true,4.16,6.93
38635,HO39516,PANTOPRAZOL 40 MG X 1 AMPOLLA,,INYECTABLE,Linea Hospitalaria,WEXFORD LABORATORIES PVT. LTD.,E.F.G.39.516,,true,1.38,2.30
38636,ME43468,PANTOPRAZOL 40 MG X 7 TABLETAS DE LIBERACION RETARDADA,,TABLETAS,Linea Farmacia,REMUS PHARMACEUTICALS PVT. LTD.,E.F.G.43.468,,true,1.29,2.15
38642,ME41590,PASIM 10 MG / ML SOLUCION ORAL,,SOLUCION ORAL,Linea Farmacia,MEGALABS S.A.,E.F.41.590,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17394.jpg,true,4.43,7.38
38643,ME42399,PASOLAX POLVO PARA SOLUCION ORAL,,POLVO PARA RECONSTITUCION,Linea Farmacia,LABORATORIOS SIEGFRIED S.A.,E.F.42.399,,true,6.25,10.42
38652,ME44126,PEPTO-BISMOL 525 MG / 30 ML SUSPENSION ORAL,,SOLUCION ORAL,Linea Farmacia,LABORATORIOS FARMA S.A.,E.F.44.126,,true,7.99,13.32
38653,ME12460,PEREBRON 28 MG / 5 ML JARABE SABOR A FRAMBUESA,,JARABE,Linea Farmacia,LABORATORIOS ELMOR S.A.,E.F.12.460,,true,5.82,9.70
38654,ME41148,PEREBRON 28 MG / 5 ML JARABE SABOR MIEL - LIMON,,JARABE,Linea Farmacia,LABORATORIOS ELMOR S.A.,E.F.41.148,,true,4.53,7.55
38655,ME29292,PERIDONT 0.12 % SOLUCION TOPICA BUCAL,,SOLUCION TOPICA,Linea Farmacia,LABORATORIOS L.O. OFTALMI C.A.,E.F.29.292,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18615.jpg,true,12.55,20.92
38657,ME40348,PERTEN 1 % SOLUCION TOPICA,,SOLUCION TOPICA,Linea Farmacia,LABORATORIOS SIEGFRIED S.A.,E.F.40.348,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20023.jpg,true,14.4,24.00
38659,ME40357,PERTEN 1 % SOLUCION ATOMIZADORA PARA USO TOPICO,,SOLUCION TOPICA,Linea Farmacia,LABORATORIOS SIEGFRIED S.A.,E.F.40.357,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20023.jpg,true,11.3,18.83
38662,ME44538,PIMADOL 10 MG X 10 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,RONALD PHARMACEUTICALS PVT. LTD.,E.F.44.538,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28531.jpg,true,1.73,2.88
38663,ME37698/2,PINAVERIUM BROMURO 100 MG X 20 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.37.698,,true,10.92,18.20
38664,ME37698/3,PINAVERIUM BROMURO 100 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,CALOX INTERNATIONAL C.A.,E.F.G.37.698,,true,17.13,28.55
38667,ME40639,PIPERAZINA 500 MG / 5 ML JARABE,,JARABE,Linea Farmacia,EMPRESA LABORATORIO FARMACEUTICO LIQUIDOS ORALES MEDILIPAMO MEDILIP,E.F.G.40.639,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22406.jpg,true,4.53,7.55
38674,ME8400,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.,,GOTAS,Linea Farmacia,ORGANIFAR S.A.,E.F.8.400,,true,7.01,11.68
38675,HO29980,POLIAMIN 10 % (AMINOACIDOS CRISTALINOS) SOLUCION INYECTABLE INTRAVENOSA,,INYECTABLE,Linea Hospitalaria,LABORATORIO BEHRENS C.A.,E.F.29.980,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11096.jpg,true,40.71,67.85
38677,ME42051,POTAX 10 MEQ X 100 TABLETAS DE LIBERACION PROLONGADA,,TABLETAS,Linea Farmacia,MEGALABS S.A.,E.F.42.051,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26061.jpg,true,36.13,60.22
38684,ME43039/2,PREDNISOLONA 5 MG X 10 TABLETAS,,TABLETAS,Linea Farmacia,JIANGXI XIER KANGTAI PHARMACEUTICAL CO. LTD,E.F.G.43.039,,true,1.26,2.10
38685,ME43039/3,PREDNISOLONA 5 MG X 30 TABLETAS,,TABLETAS,Linea Farmacia,JIANGXI XIER KANGTAI PHARMACEUTICAL CO. LTD,E.F.G.43.039,,true,3.96,6.60
38700,ME36047,PRESIDERM 2 % UNGUENTO,,UNGUENTO,Linea Farmacia,MEGALABS S.A.,E.F.36.047,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11580.jpg,true,7.01,11.68
38701,ME14671,PREVERAL CON CODEINA JARABE,,JARABE,Linea Farmacia,LABORATORIOS WYETH S.A.,E.F.14.671,,true,5.99,9.98
38702,ME39191,PROPRANOLOL 40 MG X 20 TABLETAS,,TABLETAS,Linea Farmacia,LABORATORIOS ALFA C X A,E.F.G.39.191,,true,2.97,4.95
38704,ME23774,PROTOSULFIL 1 % CREMA,,CREMA,Linea Farmacia,MEGALABS S.A.,E.F.23.774,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5047.jpg,true,4.39,7.32
38705,ME40343,PROVICAR 2 G / 10 ML SOLUCION ORAL,,SOLUCION ORAL,Linea Farmacia,LABORATORIOS ELMOR S.A.,E.F.40.343,,true,10.52,17.53
38708,ME43431/2,QUETIAPINA 100 MG X 10 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,PINNACLE LIFE SCIENCE PVT. LTD.,E.F.G.43.431,,true,1.68,2.80
38709,ME43431/3,QUETIAPINA 100 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,PINNACLE LIFE SCIENCE PVT. LTD.,E.F.G.43.431,,true,4.84,8.07
38710,ME43426,QUETIAPINA 25 MG X 30 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,PINNACLE LIFE SCIENCE PVT. LTD.,E.F.G.43.426,,true,3.57,5.95
38716,ME29673,OTIRILIN 4 % - 1 % SOLUCION OTICA,,SOLUCION OTICA,Linea Farmacia,BIOCODEX,E.F.29.673,,true,15.22,25.37
38731,ME40087,RINARIS 2.5 MG - 30 MG / 5 ML X 10 SOLUCION ORAL,,SOLUCION ORAL,Linea Farmacia,LABORATORIOS FARMA S.A.,E.F.40.087,,true,3.83,6.38
38732,HO1370B,SOLUCION DE RINGER LACTATO (SOLUCION DE HARTMANN) INYECTABLE,,INYECTABLE,Linea Hospitalaria,LABORATORIO BEHRENS C.A.,P.F.1.370,,true,1.98,3.30
38735,ME30711,RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL,,SOLUCION NASAL,Linea Farmacia,LABORATORIOS L.O. OFTALMI C.A.,E.F.30.711,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2250.jpg,true,17.49,29.15
38754,ME38325,ROVARTAL 40 MG X 30 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,Linea Farmacia,MEGALABS S.A.,E.F.38.325,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94461.jpg,true,24.68,41.13
38763,ME16041,SALBUTAN 100 MCG / DOSIS X 200 SUSPENSION PARA INHALACION ORAL,,SUSPENSION ORAL,Linea Farmacia,GLAXO WELLCOME S.A.,E.F.16.041,,true,12.36,20.60
38764,ME20265,SARIFAN COMPOSITUM 0.01 G - 0.25 G X 20 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,C.A. PRODUCTOS RONAVA,E.F.20.265,,true,7.19,11.98
38794,ME42444/2,SILDEX 100 MG X 1 TABLETA RECUBIERTA,,TABLETAS,Linea Farmacia,LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS PLUSANDEX C.A.,E.F.42.444,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23468.jpg,true,2.96,4.93
38795,ME42444/3,SILDEX 100 MG X 2 TABLETAS RECUBIERTAS,,TABLETAS,Linea Farmacia,LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS PLUSANDEX C.A.,E.F.42.444,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23469.jpg,true,4.26,7.10
38803,ME40375,SITAGLIS MET 50 MG-1000 MG X 28 COMPRIMIDOS RECUBIERTOS,,COMPRIMIDOS,Linea Farmacia,LABORATORIOS LETI S.A.V.,E.F.40.375,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26930.jpg,true,49.13,81.88
38806,ME44260,SUCRALFATO 100 MG / ML SUSPENSION ORAL,,SOLUCION ORAL,Linea Farmacia,BIOQUIMICA INTERNACIONAL C.A.,E.F.G.44.260,,true,13.56,22.60
38809,ME28901,SULFADIAZINA DE PLATA 1 % CREMA,,CREMA,Linea Farmacia,LABORATORIOS KIMICEG C.A.,E.F.G.28.901,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23082.jpg,true,5.52,9.20
38811,ME43187,SULIXTRA 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,,CAPSULAS,Linea Farmacia,TITAN LABORATORIES PVT. LTD.,E.F.43.187,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21026.jpg,true,10.56,17.60
38812,ME43279/2,SULIXTRA DUO 0.4 MG - 0.5 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,,CAPSULAS,Linea Farmacia,TITAN LABORATORIES PVT. LTD.,E.F.43.279,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21023.jpg,true,10.03,16.72
38813,ME43279/3,SULIXTRA DUO 0.4 MG - 0.5 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,,CAPSULAS,Linea Farmacia,TITAN LABORATORIES PVT. LTD.,E.F.43.279,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21024.jpg,true,26.55,44.25
38838,ME18855,TAMOA 250 MG / 5 ML X 6 SUSPENSION,,SUSPENSION ORAL,Linea Farmacia,BIOTECH LABORATORIOS C.A.,E.F.18.855,,true,6.91,11.52
