producto_id,sku,nombre_comercial,molecula_texto,forma,linea,laboratorio,fuente_inhrr_ef,foto_url,disponible,costo_usd,precio_usd
39654,,ATORVASTATINA 40 MG X 14 TABLETAS RECUBIERTAS,Atorvastatina,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91726.jpg,false,,
39655,,AUGMENTIN BID 875 MG - 125 MG TABLETAS RECUBIERTAS,Amoxicilina - Clavulanico Acido,TABLETAS,Linea Farmacia,"GLAXOSMITHKLINE VENEZUELA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92934.jpg,false,,
39656,,AZITROMICINA 500 MG X 3 COMPRIMIDOS RECUBIERTOS,Azitromicina,COMPRIMIDOS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11009.jpg,false,,
39657,,AZITROMICINA 200 MG / 5 ML SUSPENSION ORAL,Azitromicina,SUSPENSION ORAL,Linea Farmacia,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21793.jpg,false,,
39658,,BACITRACINA 500 UI / 20 G UNGUENTO,Bacitracina,UNGUENTO,Linea Farmacia,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29019.jpg,false,,
39659,,BISACODILO 5 MG X 10 TABLETAS GASTRORRESISTENTES,Bisacodilo,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28708.jpg,false,,
39660,,BISOPROLOL FUMARATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS,Bisoprolol,COMPRIMIDOS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21371.jpg,false,,
39661,,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,Bisoprolol,TABLETAS,Linea Farmacia,"LABORATORIOS LETI, S.A.V.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98668.jpg,false,,
39662,,VALSARTAN 160 MG X 30 TABLETAS,Valsartan,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg,false,,
39663,,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,Bromhexina,JARABE,Linea Farmacia,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27452.jpg,false,,
39664,,BROMEXINA CLORHIDRATO 4 MG / 5 ML JARABE,Bromexina,JARABE,Linea Farmacia,"BIOQUIMICA INTERNACIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14190.jpg,false,,
39665,,BROMHEXINA PED4MG 5 ML / 120 ML JARABE,Bromhexina Ped4mg,JARABE,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,false,,
39666,,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,Linea Farmacia,"LABORATORIOS ZUZU, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52560.jpg,false,,
39667,,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,Carbamazepina,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION DAC55, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20947.jpg,false,,
39668,,CARBAMAZEPINA 200 MG X 30 TABLETAS,Carbamazepina,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23677.jpg,false,,
39669,,CARBAMAZEPINA 400 MG X 30 TABLETAS,Carbamazepina,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28515.jpg,false,,
39670,,CEFAZOLINA SODICO 1 G X 10 INYECTABLE,Cefazolina Sodico,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51988.jpg,false,,
39671,,CEFTRIAXONA 1 G X 1 AMPOLLA,Ceftriaxona,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51473.jpg,false,,
39672,,CEFTRIAXONA 1 G POLVO PARA SOLUCION INYECTABLE,Ceftriaxona,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51473.jpg,false,,
39673,,CELECOXIB 200 MG X 10 CAPSULAS,Celecoxib,CAPSULAS,Linea Farmacia,"LABORATORIOS VICENTI, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26739.jpg,false,,
39674,,CETIRIZINA 5 MG / 5 ML SOLUCION ORAL,Cetirizina,SOLUCION ORAL,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2328.jpg,false,,
39675,,CILOSTAZOL 50 MG X 30 TABLETAS RECUBIERTAS,Cilostazol,TABLETAS,Linea Farmacia,"CORPORACION CLEOPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25678.jpg,false,,
39676,,CILOSTAZOL 100 MG X 30 TABLETAS,Cilostazol,TABLETAS,Linea Farmacia,"CORPORACION CLEOPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52907.jpg,false,,
39677,,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,Ciprofloxacina,TABLETAS,Linea Farmacia,"ALESS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg,false,,
39678,,CIPROFLOXACINA INF INY200MG CRDIST 100 ML INYECTABLE,Ciprofloxacina Inf Iny200mg Crdist,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21337.jpg,false,,
39679,,CIPROFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,Ciprofloxacina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION DAC55, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20945.jpg,false,,
39680,,CIPROFLOXACINA 500 MG X 10 COMPRIMIDOS RECUBIERTOS,Ciprofloxacina,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION DAC55, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20945.jpg,false,,
39681,,CIPROFLOXACINA 500 MG X 6 COMPRIMIDOS RECUBIERTOS,Ciprofloxacina,COMPRIMIDOS,Linea Farmacia,"ALESS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg,false,,
39682,,CIPROFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,Ciprofloxacino,TABLETAS,Linea Farmacia,"BLUE MEDICAL PHARMACEUTICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50785.jpg,false,,
39683,,CITALOPRAM 40 MG X 10 TABLETAS RECUBIERTAS,Citalopram,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53032.jpg,false,,
39684,,CITRATO CA VIT D3 TABLETAS,Citrato Ca Vit D3,TABLETAS,Linea Farmacia,PHARMATECH USA CORP,,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23439.jpg,false,,
39685,,CLOMIFENO CITRATO 50 MG X 30 TABLETAS,Clomifeno,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28709.jpg,false,,
39686,,CLOPIDOGREL 75 MG X 20 COMPRIMIDOS RECUBIERTOS,Clopidogrel,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51767.jpg,false,,
39687,,CLOPIDOGREL 75 MG X 30 COMPRIMIDOS RECUBIERTOS,Clopidogrel,COMPRIMIDOS,Linea Farmacia,"ALESS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,false,,
39688,,CLOPIDOGREL 75 MG X 30 TABLETAS RECUBIERTAS,Clopidogrel,TABLETAS,Linea Farmacia,"ALESS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,false,,
39689,,CLORHID MEBEVERINA 200 MG X 30 CAPSULAS,Clorhid Mebeverina,CAPSULAS,Linea Farmacia,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54229.jpg,false,,
39690,,CLORURO SODICO 0.9 % INYECTABLE,Cloruro Sodico,INYECTABLE,Linea Hospitalaria,"IPS DE VENEZUELA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21357.jpg,false,,
39691,,CLORURO MAGNES 25 G LOCION,Cloruro Magnes,LOCION,Linea Farmacia,"LABORATORIO FINE CHEMICALS C.F.C., C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17780.jpg,false,,
39692,,CLOTRIMAZOL 100 MG X 6 OVULOS VAGINALES,Clotrimazol,OVULOS,Linea Farmacia,"TIARES, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26419.jpg,false,,
39693,,CLOTRIMAZOL 500 MG X 1 OVULO VAGINAL,Clotrimazol,OVULOS,Linea Farmacia,"TIARES, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26410.jpg,false,,
39694,,COMPLEJO 2 ML X 3 INYECTABLE,Complejo,INYECTABLE,Linea Hospitalaria,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5118.jpg,false,,
39695,,DILTIAZEM 60 MG X 30 COMPRIMIDOS,Diltiazem,COMPRIMIDOS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28519.jpg,false,,
39696,,6 MG X 30 COMPRIMIDOS,,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACIONES BELMARCA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52860.jpg,false,,
39697,,PORTU 4 MG X 100 COMPRIMIDOS,Portu,COMPRIMIDOS,Linea Farmacia,CASA DE REPRESENTACION MVGA PHARMA,,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25079.jpg,false,,
39698,,SODICO 4 MG / 1 ML X 10 INYECTABLE,Sodico,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23086.jpg,false,,
39699,,DEXAMETASONA FOSFATO SODICO 8 MG / 2 ML SOLUCION INYECTABLE,Sodico,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23087.jpg,false,,
39700,,SODICO 8 MG / 2 ML X 10 INYECTABLE,Sodico,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23087.jpg,false,,
39701,,DIACEREINA 50 MG X 10 CAPSULAS,Diacereina,CAPSULAS,Linea Farmacia,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50231.jpg,false,,
39702,,CARVEDILOL 25 MG X 30 TABLETAS,Carvedilol,TABLETAS,Linea Farmacia,"LABORATORIOS KIMICEG, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54225.jpg,false,,
39703,,DICLOFENACO SODICO 75 MG / 3 ML X 10 AMPOLLAS,Diclofenaco,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53115.jpg,false,,
39704,,DICLOFENACO POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,Diclofenaco,TABLETAS,Linea Farmacia,"BLUE MEDICAL PHARMACEUTICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54424.jpg,false,,
39705,,DICLOFENAC POTASICO 50 MG X 20 TABLETAS,Diclofenac Potasico,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION DAC55, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23145.jpg,false,,
39706,,DIOSMINA 600 MG X 30 TABLETAS RECUBIERTAS,Diosmina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION DAC55, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53521.jpg,false,,
39707,,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 30 TABLETAS RECUBIERTAS,Diosmina - Hesperidina,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52910.jpg,false,,
39708,,DIOSMINA-HESPERIDINA 450 MG-50 MG COMPRIMIDOS RECUBIERTOS,Diosmina Hesper,COMPRIMIDOS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52910.jpg,false,,
39709,,DOBUTAMINA 250 MG / 5 ML X 5 AMPOLLAS,Dobutamina,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION MEDVAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51161.jpg,false,,
39710,,DOMPERIDONA 10 MG X 10 TABLETAS,Domperidona,TABLETAS,Linea Farmacia,"KMPLUS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53481.jpg,false,,
39711,,DOMPERIDONA 10 MG X 15 TABLETAS,Domperidona,TABLETAS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11636.jpg,false,,
39712,,DOMPERIDONA 10 MG X 30 TABLETAS,Domperidona,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21373.jpg,false,,
39713,,DOXICICLINA 100 MG X 10 CAPSULAS,Doxiciclina Hiclato,CAPSULAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28543.jpg,false,,
39714,,ENALAPRIL 20 MG X 20 TABLETAS,Enalapril,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7965.jpg,false,,
39715,,ENALAPRIL MALEATO - HIDROCLOROTIAZIDA 20 MG - 12.5 MG TABLETAS,Enalapril - Hidroclorotiazida,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54045.jpg,false,,
39716,,ERITROMICINA 500 MG X 10 TABLETAS RECUBIERTAS,Eritromicina,TABLETAS,Linea Farmacia,"LABORATORIOS ZUZU, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52542.jpg,false,,
39717,,ESCITALOPRAM 10 MG X 56 COMPRIMIDOS RECUBIERTOS,Escitalopram,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION DOROPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22243.jpg,false,,
39718,,ESCITALOPRAM 10 MG X 14 COMPRIMIDOS RECUBIERTOS,Escitalopram,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23490.jpg,false,,
39719,,ESCITALOPRAM 20 MG X 28 COMPRIMIDOS RECUBIERTOS,Escitalopram,COMPRIMIDOS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53635.jpg,false,,
39720,,ESCITALOPRAM 10 MG X 30 TABLETAS RECUBIERTAS,Escitalopram,TABLETAS,Linea Farmacia,"CORPORACION CLEOPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25666.jpg,false,,
39721,,ESCITALOPRAM 20 MG X 30 TABLETAS RECUBIERTAS,Escitalopram,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50533.jpg,false,,
39722,,ESCITALOPRAM 5 MG X 30 TABLETAS RECUBIERTAS,Escitalopram,TABLETAS,Linea Farmacia,"CORPORACION CLEOPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25665.jpg,false,,
39723,,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,Fexofenadina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28713.jpg,false,,
39724,,FLAVOXUNI FLAVOXATO 200 MG X 20 COMPRIMIDOS,Flavoxuni Flavoxato,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION UNIPHARMA, C.A.",,https://pccentro.net.ve/img/s/9/2/2/5/5/92255-large_default.webp,false,,
39725,,FLAVOXATO 200 MG X 30 TABLETAS RECUBIERTAS,Flavoxato,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23673.jpg,false,,
39726,,FLAVOXATO CLORHIDRATO 200 MG X 10 TABLETAS RECUBIERTAS,Flavoxato,TABLETAS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99485.jpg,false,,
39727,,FLUCONAZOL 200 MG CAPSULAS,Fluconazol,CAPSULAS,Linea Farmacia,"GENFAR, S.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50070.jpg,false,,
39728,,FLUCONAZOL 200 MG / 100 ML INYECTABLE,Fluconazol,INYECTABLE,Linea Hospitalaria,"BLUE MEDICAL PHARMACEUTICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29940.jpg,false,,
39729,,FLUCONAZOL 200 MG TABLETAS RECUBIERTAS,Fluconazol,TABLETAS,Linea Farmacia,"GENFAR, S.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50070.jpg,false,,
39730,,FLUCONAZOL 200 MG / 100 ML SOLUCION INYECTABLE INTRAVENOSA,Fluconazol,INYECTABLE,Linea Hospitalaria,"BLUE MEDICAL PHARMACEUTICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29940.jpg,false,,
39731,,FLUCONAZOL 150 MG X 4 TABLETAS,Fluconazol,TABLETAS,Linea Farmacia,"LABORATORIOS ZUZU, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52581.jpg,false,,
39732,,FLUNARIZINA 10 MG X 30 TABLETAS RECUBIERTAS,Flunarizina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53116.jpg,false,,
39733,,FLUOXETINA 20 MG X 28 CAPSULAS,Fluoxetina,CAPSULAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50927.jpg,false,,
39734,,FUROSEMIDA 20 MG / 2 ML X 3 AMPOLLAS,Furosemida,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28787.jpg,false,,
39735,,GENTAMICINA 160 MG / 2 ML X 10 AMPOLLAS,Gentamicina,INYECTABLE,Linea Hospitalaria,"BLUE MEDICAL PHARMACEUTICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30124.jpg,false,,
39736,,GENTAMICINA 160 MG / 2 ML X 5 AMPOLLAS,Gentamicina,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52502.jpg,false,,
39737,,GLIBENCLAMIDA 5 MG X 10 COMPRIMIDOS,Glibenclamida,COMPRIMIDOS,Linea Farmacia,"KMPLUS PHARMACEUTICALS, C.A.",,https://pccentro.net.ve/img/s/4/1/1/3/7/41137-large_default.webp,false,,
39738,,GLIBENCLAMIDA 5 MG X 30 TABLETAS,Glibenclamida,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28525.jpg,false,,
39739,,GLIMEPIRIDA 2 MG X 30 TABLETAS,Glimepirida,TABLETAS,Linea Farmacia,"INVERSIONES ANGELUS HEALTH, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21362.jpg,false,,
39740,,IRBESARTAN 150 MG X 10 TABLETAS,Irbesartan,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94012.jpg,false,,
39741,,IRBESARTAN 300 MG X 10 TABLETAS,Irbesartan,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50766.jpg,false,,
39742,,ITRACONAZOL 100 MG X 10 CAPSULAS,Itraconazol,CAPSULAS,Linea Farmacia,"ALESS PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53012.jpg,false,,
39743,,KETOPROFENO 100 MG / 2 ML X 10 AMPOLLAS,Ketoprofeno,INYECTABLE,Linea Hospitalaria,"TIARES, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26418.jpg,false,,
39744,,KETOROLACO TROMETAMOL 30 MG / ML X 10 AMPOLLAS,Ketorolaco,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29479.jpg,false,,
39745,,KETOROLACO TROMETAMINA 30 MG / ML X 3 AMPOLLAS,Ketorolaco,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27131.jpg,false,,
39746,,KETOROLACO TROMETAMINA 20 MG X 10 COMPRIMIDOS,Ketorolaco Trometamina,COMPRIMIDOS,Linea Farmacia,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51770.jpg,false,,
39747,,LAMOTRIGINA 100 MG X 30 TABLETAS RECUBIERTAS,Lamotrigina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION LATTAN MEDIC, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23029.jpg,false,,
39748,,LAMOTRIGINA 100 MG X 28 TABLETAS DE LIBERACION PROLONGADA,Lamotrigina,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20096.jpg,false,,
39749,,LERCANIDIPINO 20 MG X 30 TABLETAS,Lercanidipino,TABLETAS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51324.jpg,false,,
39750,,LETROZOL 2.5 MG X 30 TABLETAS RECUBIERTAS,Letrozol,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53401.jpg,false,,
39751,,LEVETIRACETAM 500 MG X 30 TABLETAS RECUBIERTAS,Levetiracetam,TABLETAS,Linea Farmacia,"CORPORACION CLEOPHARMA, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25661.jpg,false,,
39752,,LEVOFLOXACINA INF CRDIST 500 MG / 100 ML INYECTABLE,Levofloxacina Inf Crdist,INYECTABLE,Linea Hospitalaria,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21338.jpg,false,,
39753,,LEVOFLOXACINA 750 MG X 5 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"CALOX INTERNATIONAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19718.jpg,false,,
39754,,LEVOFLOXACINA 750 MG X 10 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION DISTRILAB, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24415.jpg,false,,
39755,,LEVOFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION BIUMAK PHARMACEUTICALS, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26132.jpg,false,,
39756,,LEVOFLOXACINA 500 MG X 7 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"LABORATORIO LA SANTE, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24405.jpg,false,,
39757,,LEVOFLOXACINO 500 MG X 7 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION FARMACEUTICAS CCM, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20100.jpg,false,,
39758,,LEVOFLOXACINO 500 MG X 5 TABLETAS RECUBIERTAS,Levofloxacino,TABLETAS,Linea Farmacia,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53252.jpg,false,,
