id,sku,nombre_comercial,foto_url,activo
37444,ME35002,AMOXICILINA 250 mg / 5 ml POLVO PARA SUSPENSION ORAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,true
37446,ME23745,AMOXICILINA 125 mg / 5 mL SUSPENSION,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26127.jpg,true
37448,ME32409,AMOXICILINA - ACIDO CLAVULANICO 875 mg - 125 mg COMPRIMIDOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51479.jpg,true
37449,ME31313,AMOXIDUO 875 mg X 14 COMPRIMIDOS RECUBIERTOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1481.jpg,true
37450,ME21824,AMOXIVAL 500 mg X 12 CAPSULAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5739.jpg,true
37451,ME37262,AMOXIVAL 750 ml / 5 mL POLVO PARA SUSPENSION ORAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90776.jpg,true
37452,ME22089,AMOXIVAL 250 mg / 5 mL POLVO PARA SUSPENSION ORAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9638.jpg,true
37453,ME40054,AMOXIVAL 875 mg X 20 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98747.jpg,true
37454,ME24809,AMPICILINA 250 mg/5mL POLVO PARA SUSPENSION ORAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3301.jpg,true
37455,ME43076,AMPLIDER 50 mg X 10 CAPSULAS BLANDAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28394.jpg,true
37457,ME40477,ANANTY FORTE 160 mg / 5 mL SUSPENSION,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24237.jpg,true
37458,ME38820,ANANTY 120 mg / 5 mL SUSPENSION,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6865.jpg,true
37459,ME42977,ANANTY 650 mg X 10 TABLETAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6868.jpg,true
37460,ME44118,ANAPIRFLEX 600 mg – 4 mg X 10 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29669.jpg,true
37461,ME24592/2,ANASMOL 5 mg X 10 COMPRIMIDOS,https://pccentro.net.ve/img/s/1/8/6/5/4/18654-large_default.webp,true
37462,ME24592/3,ANASMOL 5 mg X 30 COMPRIMIDOS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95473.jpg,true
37463,ME42609,ANASTROZOL 1 mg X 30 TABLETAS RECUBIERTAS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26476.jpg,true
