id,sku,nombre_comercial,descripcion,marca_id,precio_usd,foto_url,activo,created_at,updated_at,molecula,linea,forma,disponible,requiere_cotizacion,visible_catalogo,es_cotizacion,pais_id,fuente_inhrr_ef,laboratorio,costo_usd,presentacion,unidades_por_presentacion
37661,ME35007/4,CANDESARTAN CILEXETIL 16 MG X 30 TABLETAS,CANDESARTAN,,6.00,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Candesartan,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.35.007,"LABORATORIOS VALMOR, C.A.",3.6,X 30 TABLETAS,30
37662,ME35006,CANDESARTAN CILEXETIL 8 MG X 28 TABLETAS,CANDESARTAN,,4.55,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Candesartan,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.35.006,"LABORATORIOS VALMOR, C.A.",2.73,X 28 TABLETAS,28
37663,ME37841,CANDESARTAN 8 MG X 30 TABLETAS,,,4.40,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.37.841,"LABORATORIO LA SANTE, C.A.",2.64,X 30 TABLETAS,30
37664,ME42861,CANDETIQUE 16 MG X 30 TABLETAS,CANDESARTAN,,18.15,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Candesartan,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.42.861,"LABORATORIO LA SANTE, C.A.",10.89,X 30 TABLETAS,30
37665,ME40335,CANFIR 500 MG X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,,,37.00,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.40.335,"LABORATORIOS LETI, S.A.V.",22.2,X 30 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,30
37666,ME43829,CANTIP 16 MG X 30 COMPRIMIDOS,CANDESARTAN CILEXETILO,,13.17,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Candesartan Cilexetilo,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.829,INTECH HEALTHCARE,7.9,X 30 COMPRIMIDOS,30
37667,ME43828,CANTIP 8 MG X 30 COMPRIMIDOS,CANDESARTAN CILEXETILO,,11.00,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Candesartan Cilexetilo,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.828,INTECH HEALTHCARE,6.6,X 30 COMPRIMIDOS,30
37668,MI1290,OXIGENO MEDICINAL,,,1.60,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,,true,false,true,false,,E.F.G.1.290,"AGA GAS, C.A.",0.96,,
37669,ME25978/3,CAPTOPRIL 25 MG X 30 COMPRIMIDOS,CAPTOPRIL,,6.53,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:09 GMT-0400 (hora de Venezuela),Captopril,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.25.978,"LABORATORIOS LETI, S.A.V.",3.92,X 30 COMPRIMIDOS,30
37670,ME25978/2,CAPTOPRIL 25 MG X 20 COMPRIMIDOS,CAPTOPRIL,,4.68,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Captopril,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.25.978,"LABORATORIOS LETI, S.A.V.",2.81,X 20 COMPRIMIDOS,20
37671,ME25738/2,CAPTOPRIL 25 MG X 20 TABLETAS,CAPTOPRIL,,6.37,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Captopril,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.25.738,"CALOX INTERNATIONAL, C.A.",3.82,X 20 TABLETAS,20
37672,ME25738/3,CAPTOPRIL 25 MG X 30 TABLETAS,CAPTOPRIL,,4.43,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Captopril,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.25.738,"CALOX INTERNATIONAL, C.A.",2.66,X 30 TABLETAS,30
37673,ME25737,CAPTOPRIL 50 MG X 30 TABLETAS,CAPTOPRIL,,6.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Captopril,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.25.737,"CALOX INTERNATIONAL, C.A.",3.61,X 30 TABLETAS,30
37674,ME27075,CARBAMAZEPINA 200 MG X 30 COMPRIMIDOS,CARBAMAZEPINA,,18.27,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.27.075,"LABORATORIOS LETI, S.A.V.",10.96,X 30 COMPRIMIDOS,30
37675,ME24815/4,CARBAMAZEPINA 200 MG X 30 COMPRIMIDOS,CARBAMAZEPINA,,7.18,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.24.815,"LABORATORIOS VALMOR, C.A.",4.31,X 30 COMPRIMIDOS,30
37676,ME24815/2,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,CARBAMAZEPINA,,2.17,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.24.815,"LABORATORIOS VALMOR, C.A.",1.3,X 10 COMPRIMIDOS,10
37677,ME24815/3,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,CARBAMAZEPINA,,3.57,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:10 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.24.815,"LABORATORIOS VALMOR, C.A.",2.14,X 20 COMPRIMIDOS,20
37678,ME28957,CARBAMAZEPINA 200 MG X 30 TABLETAS,CARBAMAZEPINA,,5.33,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.28.957,ESPROMED BIO C.A.,3.2,X 30 TABLETAS,30
37679,ME43783,CARBAMAZEPINA 200 MG X 30 TABLETAS,CARBAMAZEPINA,,7.32,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.43.783,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",4.39,X 30 TABLETAS,30
37680,ME43998,CARBAMAZEPINA 400 MG X 30 TABLETAS,CARBAMAZEPINA,,20.72,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carbamazepina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.43.998,BRAWN LABORATORIES LIMITED,12.43,X 30 TABLETAS,30
37681,ME33422/3,CARBATIL 12.5 MG X 30 TABLETAS,CARVEDILOL,,14.28,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.33.422,"BIOTECH LABORATORIOS, C.A.",8.57,X 30 TABLETAS,30
37682,ME33422/2,CARBATIL 12.5 MG X 10 TABLETAS,CARVEDILOL,,3.30,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.33.422,"BIOTECH LABORATORIOS, C.A.",1.98,X 10 TABLETAS,10
37683,ME33523,CARBATIL 6.25 MG X 30 TABLETAS,CARVEDILOL,,10.30,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.33.523,"BIOTECH LABORATORIOS, C.A.",6.18,X 30 TABLETAS,30
37684,ME32430,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,CARBONATO DE LITIO,,5.90,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Litio,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.32.430,"BIOTECH LABORATORIOS, C.A.",3.54,X 20 CAPSULAS,20
37685,ME1642,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,CARBONATO DE LITIO,,3.82,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:11 GMT-0400 (hora de Venezuela),Litio,Linea Farmacia,CAPSULAS,true,false,true,false,,P.F.G.1.642,"INDUSTRIAS DE MEDICAMENTOS GENERICOS R.X., C.A.",2.29,X 20 CAPSULAS,20
37686,ME31896,CARDIPIRINA 80 MG X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,ACIDO ACETILSALICILICO,,3.55,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Acetilsalicilico Acido,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.31.896,"LABORATORIOS VARGAS, S.A.",2.13,X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,30
37687,ME39963,CARIBAN 10 MG-10 MG X 30 COMPRIMIDOS ENTERICOS,,,27.50,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.39.963,"LABORATORIOS LETI, S.A.V.",16.5,X 30 COMPRIMIDOS ENTERICOS,30
37688,ME38877,CARNISIN 1 G / 10 ML SOLUCION ORAL LIBRE DE AZUCAR,LEVOCARNITINA,,9.60,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Levocarnitina,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.38.877,"LABORATORIOS LETI, S.A.V.",5.76,,
37689,ME33780,CARVEDIL 12.5 MG X 30 TABLETAS RECUBIERTAS,CARVEDILOL,,11.25,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.33.780,MACLEODS PHARMACEUTICALS LTD,6.75,X 30 TABLETAS RECUBIERTAS,30
37690,ME33806,CARVEDIL 6.25 MG X 30 TABLETAS RECUBIERTAS,CARVEDILOL,,8.12,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.33.806,MACLEODS PHARMACEUTICALS LTD,4.87,X 30 TABLETAS RECUBIERTAS,30
37691,ME31747,CARVEDILOL 12.5 MG X 30 COMPRIMIDOS,CARVEDILOL,,13.18,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.31.747,"LABORATORIOS LETI, S.A.V.",7.91,X 30 COMPRIMIDOS,30
37692,ME38916/3,CARVEDILOL 6.5 MG X 15 TABLETAS,CARVEDILOL,,8.23,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.38.916,"OKASA PHARMA,PVT,LTDA.",4.94,X 15 TABLETAS,15
37693,ME38916/6,CARVEDILOL 6.5 MG X 30 TABLETAS,CARVEDILOL,,6.98,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:12 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.38.916,"OKASA PHARMA,PVT,LTDA.",4.19,X 30 TABLETAS,30
37694,ME38916/4,CARVEDILOL 6.5 MG X 20 TABLETAS,CARVEDILOL,,4.20,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.38.916,"OKASA PHARMA,PVT,LTDA.",2.52,X 20 TABLETAS,20
37695,ME38916/2,CARVEDILOL 6.5 MG X 14 TABLETAS,CARVEDILOL,,5.05,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.38.916,"OKASA PHARMA,PVT,LTDA.",3.03,X 14 TABLETAS,14
37696,ME38916/5,CARVEDILOL 6.5 MG X 28 TABLETAS,CARVEDILOL,,8.63,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.38.916,"OKASA PHARMA,PVT,LTDA.",5.18,X 28 TABLETAS,28
37697,ME31748/3,CARVEDILOL 25 MG X 30 COMPRIMIDOS,CARVEDILOL,,4.07,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.31.748,"LABORATORIOS LETI, S.A.V.",2.44,X 30 COMPRIMIDOS,30
37698,ME31748/2,CARVEDILOL 25 MG X 15 COMPRIMIDOS,CARVEDILOL,,7.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.31.748,"LABORATORIOS LETI, S.A.V.",4.21,X 15 COMPRIMIDOS,15
37699,ME35572/3,CARVEDILOL 6.25 MG X 30 TABLETAS RECUBIERTAS,CARVEDILOL,,3.57,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.35.572,"LABORATORIOS KIMICEG, C.A.",2.14,X 30 TABLETAS RECUBIERTAS,30
37700,ME35572/2,CARVEDILOL 6.25 MG X 20 TABLETAS RECUBIERTAS,CARVEDILOL,,4.17,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.35.572,"LABORATORIOS KIMICEG, C.A.",2.5,X 20 TABLETAS RECUBIERTAS,20
37701,ME36321/2,CARVEDILOL 25 MG X 14 TABLETAS RECUBIERTAS,CARVEDILOL,,4.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:13 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.36.321,"CALOX INTERNATIONAL, C.A.",2.75,X 14 TABLETAS RECUBIERTAS,14
37702,ME36321/3,CARVEDILOL 25 MG X 28 TABLETAS RECUBIERTAS,CARVEDILOL,,8.20,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Carvedilol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.36.321,"CALOX INTERNATIONAL, C.A.",4.92,X 28 TABLETAS RECUBIERTAS,28
37703,ME23270,CEBION 1 G X 10 TABLETAS EFERVESCENTES SABOR A NARANJA,,,16.50,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.23.270,ALTEA FARMACEUTICA S.A.,9.9,X 10 TABLETAS EFERVESCENTES SABOR A NARANJA,10
37704,ME30368,CEFADROXILO 500 MG X 10 CAPSULAS,,,7.95,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.30.368,FARMACOOP LTDA.,4.77,X 10 CAPSULAS,10
37705,ME27532,CEFADROXILO 500 MG X 10 CAPSULAS,CEFADROXILO,,6.65,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.27.532,SYNTOFARMA S.A.,3.99,X 10 CAPSULAS,10
37706,ME28103,CEFADROXILO 500 MG X 10 CAPSULAS,CEFADROXILO,,10.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.28.103,"LABORATORIOS LETI, S.A.V.",6.01,X 10 CAPSULAS,10
37707,ME31345,CEFADROXILO 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,CEFADROXILO,,10.13,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,POLVO PARA RECONSTITUCION,true,false,true,false,,E.F.G.31.345,SYNTOFARMA S.A.,6.08,,
37708,ME42857,CEFADROXILO 500 MG X 10 TABLETAS,CEFADROXILO,,4.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.42.857,MARS REMEDIES PVT. LTD.,2.75,X 10 TABLETAS,10
37709,ME40269,CEFALEXINA 125 MG / 5 ML POLVO PARA SUSPENSION ORAL,CEFALEXINA,,8.77,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:14 GMT-0400 (hora de Venezuela),Cefalexina,Linea Farmacia,POLVO PARA RECONSTITUCION,true,false,true,false,,E.F.G.40.269,"EMPRESA FARMACEUTICA ""8 DE MARZO""",5.26,,
37710,HO25482,CEFALOTINA 1 G X 10 AMPOLLAS,CEFALOTINA,,112.47,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.25.482,"LABORATORIOS LETI, S.A.V.",67.48,X 10 AMPOLLAS,10
37711,HO44435,CEFAZOLINA 1 G X 10 AMPOLLAS,CEFAZOLINA SODICA,,120.35,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefazolina,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.44.435,FARMALOGICA S.A.,72.21,X 10 AMPOLLAS,10
37712,ME40533,CEFIXIMA 400 MG X 5 CAPSULAS,CEFIXIMA TRIHIDRATO,,36.27,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefixima,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.40.533,"LABORATORIOS LETI, S.A.V.",21.76,X 5 CAPSULAS,5
37713,ME40063,CEFIXIMA 100 MG / 5 ML POLVO PARA SUSPENSION ORAL,CEFIXIMA,,13.82,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefixima,Linea Farmacia,POLVO PARA RECONSTITUCION,true,false,true,false,,E.F.G.40.063,"LABORATORIOS LETI, S.A.V.",8.29,,
37714,ME44329,CEFIXIMA 400 MG X 5 TABLETAS RECUBIERTAS,CEFIXIMA TRIHIDRATO,,46.88,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefixima,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.44.329,"CALOX INTERNATIONAL, C.A.",28.13,X 5 TABLETAS RECUBIERTAS,5
37715,ME44129,CEFIXIMA 400 MG X 10 TABLETAS DISPERSABLES,CEFIXIMA TRIHIDRATO,,20.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefixima,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.44.129,BAROQUE PHARMACEUTICALS PVT. LTD.,12.35,X 10 TABLETAS DISPERSABLES,10
37716,ME27816,CEFONAX 500 MG X 16 CAPSULAS,CEFADROXILO,,16.77,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:15 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.27.816,SYNTOFARMA S.A.,10.06,X 16 CAPSULAS,16
37717,HO43171,CEFOPERAZONA - SULBACTAM 1 G - 0.5 G X 1 AMPOLLA,CEFOPERAZONA - SULBACTAM,,1.62,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Sulbactam,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.43.171,"REYOUNG PHARMACEUTICAL CO., LTD",0.97,X 1 AMPOLLA,1
37718,ME43917,CEFOTAS 500 MG X 20 CAPSULAS,CEFADROXILO MONOHIDRATO ,,21.38,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Cefadroxilo,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.43.917,SYNTOFARMA S.A.,12.83,X 20 CAPSULAS,20
37719,HO33864,CEFTRIAXONA 1 G X 1 AMPOLLA,,,4.13,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.33.864,VITALIS S.A.C.I.,2.48,X 1 AMPOLLA,1
37720,HO29420,CEFTRIAXONA 1 G POLVO PARA SOLUCION INYECTABLE,CEFTRIAXONA SODICA,,4.33,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Ceftriaxona,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.29.420,"EMPRESA FARMACEUTICA ""8 DE MARZO""",2.6,,
37721,ME38332,CELAY 5 MG / 5 ML SOLUCION ORAL,CETIRIZINA,,4.15,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Cetirizina,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.38.332,"LABORATORIO COFASA, S.A.",2.49,,
37722,ME41586,CELECOXIB 200 MG X 10 CAPSULAS,CELECOXIB,,17.60,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Celecoxib,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.41.586,"CALOX INTERNATIONAL, C.A.",10.56,X 10 CAPSULAS,10
37723,ME44307,CELESTREN 0.075 MG X 28 TABLETAS RECUBIERTAS,DESOGESTREL,,16.28,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:16 GMT-0400 (hora de Venezuela),Desogestrel,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.44.307,SYNOKEM PHARMACEUTICALS LIMITED,9.77,X 28 TABLETAS RECUBIERTAS,28
37724,ME43858,CETERIX 5 MG / 5 ML SOLUCION ORAL,CETIRIZINA CLORHIDRATO,,3.85,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:17 GMT-0400 (hora de Venezuela),Cetirizina,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.43.858,MEGALABS S.A.,2.31,,
37725,ME44376,CETIDEX 5 MG / 5 ML SOLUCION ORAL,CETIRIZINA DICLORHIDRATO,,8.82,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:17 GMT-0400 (hora de Venezuela),Cetirizina,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.44.376,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",5.29,,
37726,ME31148,CETIRIZINA DICLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,CETIRIZINA,,2.32,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Mon Sep 21 2026 19:04:17 GMT-0400 (hora de Venezuela),Cetirizina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.31.148,"CALOX INTERNATIONAL, C.A.",1.39,X 10 TABLETAS RECUBIERTAS,10
