id,sku,nombre_comercial,descripcion,marca_id,precio_usd,foto_url,activo,created_at,updated_at,molecula,linea,forma,disponible,requiere_cotizacion,visible_catalogo,es_cotizacion,pais_id,fuente_inhrr_ef,laboratorio,costo_usd,presentacion,unidades_por_presentacion
38260,ME42354,"ISBELA 2 mg - 0,035 mg X 21 TABLETAS RECUBIERTAS",CIPROTERONA - ETINILESTRADIOL,,22.23,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ciproterona - Etinilestradiol,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.42.354,"PROCAPS, S.A.",13.34,X 21 TABLETAS RECUBIERTAS,21
38261,ME43740,Itraconazol 100 mg X 10 Cápsulas,ITRACONAZOL,,3.82,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Itraconazol,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.43.740,K.A. MALLE PHARMACEUTICALS LTD,2.29,X 10 Cápsulas,10
38262,ME44504,"ITRASEC 33,33 mg – 166,66 mg X 12 CÁPSULAS",SECNIDAZOL - ITRACONAZOL,,21.98,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Itraconazol - Secnidazol Anhidro,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.44.504,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",13.19,X 12 CÁPSULAS,12
38263,ME35570,IVERMECTINA 6 mg X 4 TABLETAS,IVERMECTINA,,6.53,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ivermectina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.35.570,"CALOX INTERNATIONAL, C.A.",3.92,X 4 TABLETAS,4
38264,ME43469,IZABAN 10 mg X 30 COMPRIMIDOS RECUBIERTOS,EMPAGLIFLOZINA - DICLOFENAC DIETILAMONIO - MALEATO DE TRIMEBUTINA,,75.12,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Empagliflozina - Trimebutina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.469,"LABORATORIOS LETI, S.A.V.",45.07,X 30 COMPRIMIDOS RECUBIERTOS,30
38265,ME44047,IZABAN DPP 25 mg - 5 mg X 30 COMPRIMIDOS RECUBIERTOS,LINAGLIPTINA - EMPAGLIFLOZINA,,81.75,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Empagliflozina - Linagliptina,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.44.047,"LABORATORIOS LETI, S.A.V.",49.05,X 30 COMPRIMIDOS RECUBIERTOS,30
38266,ME35154/2,KAPET 75 mg X 14 TABLETAS RECUBIERTAS,CLOPIDOGREL,,7.77,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Clopidogrel,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.35.154,LABORATORIOS SIEGFRIED S.A.,4.66,X 14 TABLETAS RECUBIERTAS,14
38267,ME35154/3,KAPET 75 mg X 30 TABLETAS RECUBIERTAS,CLOPIDOGREL,,16.80,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Clopidogrel,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.35.154,LABORATORIOS SIEGFRIED S.A.,10.08,X 30 TABLETAS RECUBIERTAS,30
38268,HO38074,KATRIN 30 mg / mL X 1 AMPOLLAS,,,12.92,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.38.074,"LABORATORIO PISA, S.A. DE C.V",7.75,X 1 AMPOLLAS,1
38269,ME42567,KAYIVIS 10 % SOLUCION TOPICA,ACIDO SALICILICO,,11.22,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Salicilico Acido,Linea Farmacia,SOLUCION TOPICA,true,false,true,false,,E.F.42.567,"LABORATORIOS VINCENTI, C.A.",6.73,,
38270,HO30748/2,KELAC 30 mg / mL X 1 AMPOLLAS,KETOROLAC TROMETAMINA,,6.07,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.30.748,MEGALABS S.A.,3.64,X 1 AMPOLLAS,1
38271,HO30748/3,KELAC 30 mg / mL X 3 AMPOLLAS,KETOROLAC TROMETAMINA,,15.17,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.30.748,MEGALABS S.A.,9.1,X 3 AMPOLLAS,3
38272,HO30748/4,KELAC 30 mg / mL X 4 AMPOLLAS,KETOROLAC TROMETAMINA,,3.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.30.748,MEGALABS S.A.,2.15,X 4 AMPOLLAS,4
38273,ME42343,KELAC 30 mg X 4 TABLETAS SUBLINGUALES.,KETOROLACO,,7.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketorolaco,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.42.343,MEGALABS S.A.,4.55,X 4 TABLETAS SUBLINGUALES.,4
38274,ME31304,KELFEN 50 mg X 10 CAPSULAS,KETOPROFENO,,5.58,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.31.304,MEGALABS S.A.,3.35,X 10 CAPSULAS,10
38275,ME28589,KELFEN 100 mg X 20 COMPRIMIDOS CON CUBIERTA ENTERICA,KETOPROFENO,,10.82,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.28.589,MEGALABS S.A.,6.49,X 20 COMPRIMIDOS CON CUBIERTA ENTERICA,20
38276,ME37980,KEPPRA 1000 mg X 30 TABLETAS RECUBIERTAS,LEVETIRACETAM,,27.08,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Levetiracetam,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.37.980,UCB PHARMA S.A.,16.25,X 30 TABLETAS RECUBIERTAS,30
38277,ME37979,KEPPRA 500 mg X 30 TABLETAS RECUBIERTAS,LEVETIRACETAM,,29.55,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Levetiracetam,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.37.979,UCB PHARMA S.A.,17.73,X 30 TABLETAS RECUBIERTAS,30
38278,ME41404,KEPRORET 1 mg / mL SOLUCION ORAL,KETOPROFENO,,11.77,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.41.404,"LABORATORIOS L.O. OFTALMI, C.A.",7.06,,
38279,ME25621,KETAZOL 2 % CHAMPU,KETOCONAZOL,,21.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoconazol,Linea Farmacia,CHAMPU,true,false,true,false,,E.F.25.621,"LABORATORIOS VARGAS, S.A.",12.61,,
38280,ME25126,KETAZOL 2 % CREMA,KETOCONAZOL,,6.62,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoconazol,Linea Farmacia,CREMA,true,false,true,false,,E.F.25.126,"LABORATORIOS VARGAS, S.A.",3.97,,
38281,ME25867,KETAZOL 400 mg X 3 OVULOS,KETOCONAZOL,,21.83,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoconazol,Linea Farmacia,OVULOS,true,false,true,false,,E.F.25.867,"LABORATORIOS VARGAS, S.A.",13.1,X 3 OVULOS,3
38282,ME43274,CLINDAMICINA - KETOCONAZOL 100 mg - 400 mg OVULOS VAGINALES,KETOCONAZOL,,18.18,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoconazol,Linea Farmacia,OVULOS,true,false,true,false,,E.F.G.43.274,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",10.91,,
38283,ME42916,KETODEX 100 mg X 10 TABLETAS CON RECUBRIMIENTO ENTERICO,KETOPROFENO,,7.17,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.42.916,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",4.3,X 10 TABLETAS CON RECUBRIMIENTO ENTERICO,10
38284,HO35019/2,KETOPROFENO 100mg / 2 mL X 1 AMPOLLAS,KETOPROFENO,,4.33,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.35.019,"CALOX INTERNATIONAL, C.A.",2.6,X 1 AMPOLLAS,1
38285,HO35019/3,KETOPROFENO 100mg / 2 mL X 2 AMPOLLAS,KETOPROFENO,,25.38,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.35.019,"CALOX INTERNATIONAL, C.A.",15.23,X 2 AMPOLLAS,2
38286,HO35019/4,KETOPROFENO 100mg / 2 mL X 10 AMPOLLAS,KETOPROFENO,,5.15,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.35.019,"CALOX INTERNATIONAL, C.A.",3.09,X 10 AMPOLLAS,10
38287,HO35019/5,KETOPROFENO 100mg / 2 mL X 20 AMPOLLAS,KETOPROFENO,,7.63,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.35.019,"CALOX INTERNATIONAL, C.A.",4.58,X 20 AMPOLLAS,20
38288,ME29236/2,KETOPROFENO 100 mg X 10 CAPSULAS,KETOPROFENO,,3.75,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.29.236,"LABORATORIO LA SANTE, C.A.",2.25,X 10 CAPSULAS,10
38289,ME29236/3,KETOPROFENO 100 mg X 20 CAPSULAS,KETOPROFENO,,9.68,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.29.236,"LABORATORIO LA SANTE, C.A.",5.81,X 20 CAPSULAS,20
38290,ME41682/2,KETOPROFENO 100 mg X 10 CAPSULAS,KETOPROFENO,,5.43,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.41.682,"CALOX INTERNATIONAL, C.A.",3.26,X 10 CAPSULAS,10
38291,ME41682/3,KETOPROFENO 100 mg X 20 CAPSULAS,KETOPROFENO,,8.05,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.41.682,"CALOX INTERNATIONAL, C.A.",4.83,X 20 CAPSULAS,20
38292,ME35351/2,KETOPROFENO 100 mg X 10 CAPSULAS,KETOPROFENO,,4.37,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.35.351,"LABORATORIOS LETI, S.A.V.",2.62,X 10 CAPSULAS,10
38293,ME35351/3,KETOPROFENO 100 mg X 20 CAPSULAS,KETOPROFENO,,13.20,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.35.351,"LABORATORIOS LETI, S.A.V.",7.92,X 20 CAPSULAS,20
38294,HO43918,KETOPROFENO 50 mg / mL SOLUCIÓN INYECTABLE,KETOPROFENO,,14.80,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketoprofeno,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.43.918,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",8.88,,
38295,ME42483,KETOREL 30 mg X 4 COMPRIMIDOS ORODISPERSABLE,KETOROLAC TROMETAMINA,,12.13,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.42.483,"LABORATORIOS LETI, S.A.V.",7.28,X 4 COMPRIMIDOS ORODISPERSABLE,4
38296,HO42668/3,KETOROLACO TROMETAMOL 30 mg / mL X 10 AMPOLLAS,KETOROLACO,,24.25,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketorolaco,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.42.668,"LABORATORIO BIOSANO, S.A.",14.55,X 10 AMPOLLAS,10
38297,HO42668/2,KETOROLACO TROMETAMOL 30 mg / mL X 8 AMPOLLAS,KETOROLACO,,16.27,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ketorolaco,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.42.668,"LABORATORIO BIOSANO, S.A.",9.76,X 8 AMPOLLAS,8
38298,HO42686,KETOROLACO TROMETAMINA 30 mg / mL X 3 AMPOLLAS,,,7.48,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.G.42.686,CADILA PHARMACEUTICALS LIMITED,4.49,X 3 AMPOLLAS,3
38299,ME36886,KETOROLAC TROMETAMINA 20 mg X 10 COMPRIMIDOS,KETOROLAC TROMETAMINA,,2.22,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.G.36.886,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",1.33,X 10 COMPRIMIDOS,10
38300,ME43754/2,KEYDOL 400 mg - 4 mg X 10 COMPRIMIDOS RECUBIERTOS,IBUPROFENO - TIOCOLCHICOSIDO - IBUPROFENO,,6.53,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ibuprofeno - Tiocolchicosido,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.754,MEGALABS S.A.,3.92,X 10 COMPRIMIDOS RECUBIERTOS,10
38301,ME43754/3,KEYDOL 400 mg - 4 mg X 20 COMPRIMIDOS RECUBIERTOS,IBUPROFENO - TIOCOLCHICOSIDO - IBUPROFENO,,10.35,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ibuprofeno - Tiocolchicosido,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.754,MEGALABS S.A.,6.21,X 20 COMPRIMIDOS RECUBIERTOS,20
38302,ME43753/2,KEYDOL 600 mg - 4 mg X 10 COMPRIMIDOS RECUBIERTOS,TIOCOLCHICOSIDO - IBUPROFENO - IBUPROFENO,,8.43,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ibuprofeno - Tiocolchicosido,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.753,MEGALABS S.A.,5.06,X 10 COMPRIMIDOS RECUBIERTOS,10
38303,ME43753/3,KEYDOL 600 mg - 4 mg X 20 COMPRIMIDOS RECUBIERTOS,TIOCOLCHICOSIDO - IBUPROFENO - IBUPROFENO,,14.63,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ibuprofeno - Tiocolchicosido,Linea Farmacia,COMPRIMIDOS,true,false,true,false,,E.F.43.753,MEGALABS S.A.,8.78,X 20 COMPRIMIDOS RECUBIERTOS,20
38304,ME25409,KLAS 100 mg X 20 CAPSULAS,ACEBROFILINA,,5.43,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.25.409,"LABORATORIOS ELMOR, S.A.",3.26,X 20 CAPSULAS,20
38305,ME35022,L - CARNITINA 1 g / 10 mL SOLUCION ORAL,,,12.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,SOLUCION ORAL,true,false,true,false,,E.F.G.35.022,"LABORATORIOS VARGAS, S.A.",7.21,,
38306,ME36925/2,LACTBET 3000 U X 10 CAPSULAS,LACTASA,,5.20,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.36.925,"BIOTECH LABORATORIOS, C.A.",3.12,X 10 CAPSULAS,10
38307,ME36925/3,LACTBET 3000 U X 20 CAPSULAS,LACTASA,,10.32,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.36.925,"BIOTECH LABORATORIOS, C.A.",6.19,X 20 CAPSULAS,20
38308,ME16175,"LARFACAINA 2 mg - 1,5 mg X 16 PASTILLAS SABOR A TUTTI - FRUTTI",CLORURO DE CETILPIRIDINIO - CLORHIDRATO DE LIDOCAINA,,5.85,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Cetilpiridinio - Lidocaina,Linea Farmacia,PASTILLA,true,false,true,false,,E.F.16.175,"LABORATORIOS ELMOR, S.A.",3.51,X 16 PASTILLAS SABOR A TUTTI - FRUTTI,16
38309,ME42656,VITAMINA C 500 mg X 16 TABLETAS MASTICABLES SABOR A TUTTI FRUTTI,ACIDO ASCORBICO,,6.03,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Ascorbico Acido,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.42.656,"LABORATORIO LA SANTE, C.A.",3.62,X 16 TABLETAS MASTICABLES SABOR A TUTTI FRUTTI,16
38310,ME44410,LAMICTAL 25 mg X 30 TABLETAS DISPERSABLES-MASTICABLES,LAMOTRIGINA,,21.65,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Lamotrigina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.44.410,"DELPHARM POZNAN, S.A.",12.99,X 30 TABLETAS DISPERSABLES-MASTICABLES,30
38311,ME42689,LAMOTRIGINA 100 mg X 30 TABLETAS RECUBIERTAS,LAMOTRIGINA,,12.98,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Lamotrigina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.42.689,COOPER PHARMA LTD,7.79,X 30 TABLETAS RECUBIERTAS,30
38312,ME44647,LAMOTRIGINA 100 mg X 28 TABLETAS DE LIBERACION PROLONGADA,LAMOTRIGINA,,13.13,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Lamotrigina,Linea Farmacia,TABLETAS,true,false,true,false,,E.F.G.44.647,ZYDUS LIFESCIENCIES LIMITED,7.88,X 28 TABLETAS DE LIBERACION PROLONGADA,28
38313,HO44183,LAMPRAL 4 mg / 2 mL X 2 AMPOLLAS,TIOCOLCHICOSIDO,,6.75,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Tiocolchicosido,Linea Hospitalaria,INYECTABLE,true,false,true,false,,E.F.44.183,"BIOTECH LABORATORIOS, C.A.",4.05,X 2 AMPOLLAS,2
38314,ME28874,LANSOPRAZOL 30 mg X 28 CAPSULAS,LANSOPRAZOL,,12.07,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Lansoprazol,Linea Farmacia,CAPSULAS,true,false,true,false,,E.F.G.28.874,"CALOX INTERNATIONAL, C.A.",7.24,X 28 CAPSULAS,28
38315,ME352,"LECHE DE MAGNESIA 8,5 % SUSPENSION SABOR ORIGINAL",HIDROXIDO DE MAGNESIO,,10.02,,true,Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Wed Sep 09 2026 16:24:34 GMT-0400 (hora de Venezuela),Magnesio Hidroxido,Linea Farmacia,SUSPENSION ORAL,true,false,true,false,,P.F.352,"ASPEN VENEZUELA, C.A.",6.01,,
