producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata
37594,ME44328,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,BISOPROLOL FUMARATO,Bisoprolol,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,generico_otro_lab,cobeca,lab_generico,,BISOPROLOL FUMARATO COMP 5MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98668.jpg
37604,ME35864,BRASARTAN 160 MG X 30 TABLETAS RECUBIERTAS,BRASARTAN,Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,generico_otro_lab,cobeca,lab_generico,,VALSARTAN TAB REC 160MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg
37614,ME26069,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,CLORHIDRATO DE BROMEXINA,Bromhexina,JARABE,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,BROMEXINA JBE 8MG/5ML 120ML ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27452.jpg
37615,ME40260,BROMEXINA CLORHIDRATO 4 MG / 5 ML JARABE,BROMEXINA CLORHIDRATO,,JARABE,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,BROMEXINA JBE 4MG/5ML 120ML BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14190.jpg
37616,ME35158,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,BROMHEXINA CLORHIDRATO,,JARABE,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg
37617,ME36318,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,BROMHEXINA CLORHIDRATO,,JARABE,LABORATORIO BIOGALENIC C.A.,generico_otro_lab,cobeca,lab_generico,,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg
37663,ME37841,CANDESARTAN 8 MG X 30 TABLETAS,CANDESARTAN,,TABLETAS,LABORATORIO LA SANTE C.A.,generico_otro_lab,cobeca,lab_generico,,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg
37668,MI1290,OXIGENO MEDICINAL,OXIGENO MEDICINAL,,,AGA GAS C.A.,generico_otro_lab,cobeca,lab_generico,,CANULA D/OXIGENO PLUSMEDIC NASAL PED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21775.jpg
37670,ME25978/2,CAPTOPRIL 25 MG X 20 COMPRIMIDOS,CAPTOPRIL,Captopril,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg
37671,ME25738/2,CAPTOPRIL 25 MG X 20 TABLETAS,CAPTOPRIL,Captopril,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg
37676,ME24815/2,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,COMPRIMIDOS,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52560.jpg
37677,ME24815/3,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,COMPRIMIDOS,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X20 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20947.jpg
37678,ME28957,CARBAMAZEPINA 200 MG X 30 TABLETAS,CARBAMAZEPINA,Carbamazepina,TABLETAS,ESPROMED BIO C.A.,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23677.jpg
37679,ME43783,CARBAMAZEPINA 200 MG X 30 TABLETAS,CARBAMAZEPINA,Carbamazepina,TABLETAS,JIANGXI SYNERGY PHARMACEUTICAL CO. LTD,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23677.jpg
