producto_id,sku,nombre_comercial,nucleo,foto_url,fuente,detalle
37561,ME39719,BENZODIAZOL 0.25 MG - 5 MG X 16 PASTILLAS SABOR A LIMON - MIEL,BENZODIAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97346.jpg,cobeca,BENZODIAZOL TABMAST LIM/MIEL X16 SIEG
37562,ME16799,BENZODIAZOL 0.25 MG - 5 MG X 16 PASTILLAS SABOR A MENTA,BENZODIAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97346.jpg,cobeca,BENZODIAZOL TABMAST LIM/MIEL X16 SIEG
37564,ME33045/3,BENZODIAZOL 0.25 MG - 5 MG X 16 PASTILLAS SABOR A TUTTI FRUTTI,BENZODIAZOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97346.jpg,cobeca,BENZODIAZOL TABMAST LIM/MIEL X16 SIEG
37565,ME38253,BEPRODERM 0.05 % - 0.1 % CREMA,BEPRODERM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94044.jpg,cobeca,"BEPRODERM CREM 0,05%/0,1% 15G BIOTECH"
37568,HO16114,BETAGEN 4 MG / ML X 1 AMPOLLA,BETAGEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4359.jpg,cobeca,BETAGEN AMP 4MG/1ML X1 BIOTECH
37569,HO34949,BETAGEN 12 MG / 3 ML X 1 AMPOLLA,BETAGEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13138.jpg,cobeca,BETAGEN SOL INY 12MG/3ML X1 BIOTECH
37577,ME41747,BIOCOR AMLO 20 MG - 5 MG X 30 TABLETAS RECUBIERTAS,BIOCOR AMLO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17705.jpg,cobeca,BIOCOR AMLO TAB REC 20MG/5MG X30 CLX
37578,ME41748,BIOCOR AMLO 40 MG - 5 MG X 30 TABLETAS RECUBIERTAS,BIOCOR AMLO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17706.jpg,cobeca,BIOCOR AMLO TAB REC 40MG/5MG X30 CLX
37579,ME41691,BIOCOR 40 MG X 30 TABLETAS RECUBIERTAS,BIOCOR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15628.jpg,cobeca,BIOCOR TAB REC 40MG X30 CLX
39098,ME41690,BIOCOR 20 MG X 30 TABLETAS RECUBIERTAS,BIOCOR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15627.jpg,cobeca,BIOCOR TAB REC 20MG X30 CLX
37580,ME38247/2,BIOTALOL 2.5 MG X 10 COMPRIMIDOS RECUBIERTOS,BIOTALOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30302.jpg,cobeca,BIOTALOL COM/REC 2.5MG X 10
37581,ME38247/3,BIOTALOL 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,BIOTALOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98616.jpg,cobeca,"BIOTALOL COMP REC 2,5MG X30 LETI"
37582,ME42096,BIOTALOL 1.25 MG X 30 COMPRIMIDOS RECUBIERTOS,BIOTALOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26929.jpg,cobeca,"BIOTALOL COMP REC 1,25MG X30 LETI"
37583,ME38403,BIOTALOL 10 MG X 30 COMPRIMIDOS RECUBIERTOS,BIOTALOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98614.jpg,cobeca,BIOTALOL COMP REC 10MG X30 LETI
37584,ME28126,BIPRIN 300 MG X 10 CAPSULAS BLANDAS,BIPRIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9940.jpg,cobeca,BIPRIN CAP BLD 300MG X10 VIV
37585,ME44259/3,BIPROLIL HCT 5 MG - 6.25 MG X 30 COMPRIMIDOS RECUBIERTOS,BIPROLIL HCT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54525.jpg,cobeca,"BIPROLIL HCT COMP REC 5/6,25MG X30 VARG"
37596,ME40147/2,BLOCAX PLUS 16 MG - 12.5 MG X 10 TABLETAS,BLOCAX PLUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99775.jpg,cobeca,"BLOCAX PLUS TAB 16MG/12,5MG X10 BIOT"
37597,ME40147/3,BLOCAX PLUS 16 MG - 12.5 MG X 30 TABLETAS,BLOCAX PLUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19969.jpg,cobeca,"BLOCAX PLUS TAB 16MG/12,5MG X30 BIOTECH"
37598,ME41273/2,BLOCAX 8 MG X 10 TABLETAS,BLOCAX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13408.jpg,cobeca,BLOCAX TAB 8MG X 10
37599,ME41273/3,BLOCAX 8 MG X 30 TABLETAS,BLOCAX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/15065.jpg,cobeca,BLOCAX TAB 8MG X30 BIOTECH
37600,ME22761,BLOKIUM 100 MG X 30 COMPRIMIDOS,BLOKIUM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4312.jpg,cobeca,BLOKIUM COMP 100MG X30 LETI
37601,ME35863,BRASARTAN 80 MG X 30 TABLETAS RECUBIERTAS,BRASARTAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19231.jpg,cobeca,BRASARTAN CAP 80MG X30 FAR
39115,ME41912,BRASARTAN 80 MG X 30 CAPSULAS,BRASARTAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19231.jpg,cobeca,BRASARTAN CAP 80MG X30 FAR
37603,ME42224/3,BRASARTAN CTDN 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,BRASARTAN CTDN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22884.jpg,cobeca,"BRASARTAN CTDN TAB REC 80/12,5MG X30 FAR"
37605,ME22276,BREINOX 800 MG X 30 TABLETAS,BREINOX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4274.jpg,cobeca,BREINOX TAB 800MG X30 FAR
37606,ME43812/2,BRESIS 600 MG X 20 COMPRIMIDOS RECUBIERTOS,BRESIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54187.jpg,cobeca,BRESIS COMP REC 600MG X20 MEG
37607,ME43812/3,BRESIS 600 MG X 30 COMPRIMIDOS RECUBIERTOS,BRESIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53310.jpg,cobeca,BRESIS COMP REC 600MG X30 MEG
37608,ME21818,BREXIN 100 MG / ML SOLUCION ORAL,BREXIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4861.jpg,cobeca,BREXIN GTS 100MG/ML FRESA 15ML COFA
37610,ME43576,BROFLEMA 4 MG - 5 ML JARABE,BROFLEMA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52164.jpg,cobeca,BROFLEMA SOL ORAL 4MG/5ML PED 120ML BIOT
37611,ME40082,BROLAT 5 MG - 30 MG X 10 TABLETAS,BROLAT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98629.jpg,cobeca,BROLAT TAB 5MG/30MG X10 MEY
37619,ME41040,BRUDOL 200 MG - 65 MG X 20 COMPRIMIDOS RECUBIERTOS,BRUDOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16419.jpg,cobeca,BRUDOL COMP REC 200MG/65MG X20 ELM
37620,ME40856,BRUDOL 400 MG - 65 MG X 20 COMPRIMIDOS RECUBIERTOS,BRUDOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16420.jpg,cobeca,BRUDOL COMP REC 400MG/65MG X20 ELM
37621,ME19149,BRUGESIC 400 MG X 10 COMPRIMIDOS,BRUGESIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22102.jpg,cobeca,BRUGESIC COMP 400MG X10 ELM
37623,ME40290,BRUGESIC FORTE 800 MG X 10 COMPRIMIDOS,BRUGESIC FORTE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27805.jpg,cobeca,BRUGESIC FORTE COMP 800MG X10 ELM
37625,ME41132,BUCOXOLGAR 3 MG - 1 MG X 12 TABLETAS MASTICABLES SABOR A MIEL LIMON,BUCOXOLGAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19870.jpg,cobeca,BUCOXOLGAR TAB MAST 3/1MG F/ROJX10PHARME
39590,ME41676,BUCOXOLGAR 0.15 % - 0.25 % SOLUCION TOPICA BUCAL ATOMIZADORA SABOR A MENTA FRESCA,BUCOXOLGAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19885.jpg,cobeca,"BUCOXOLGAR 0,15/0,25% F/ROJ 120ML PHARME"
37626,ME30917,BUDECORT 1 MG / ML SUSPENSION PARA INHALAR,BUDECORT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30268.jpg,cobeca,BUDECORT SUSP P/INH 1 MG/ML X 15ML
37627,ME44539,BUDEQUIT 1 MG / ML SUSPENSION PARA INHALACION ORAL,BUDEQUIT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54403.jpg,cobeca,BUDEQUIT SUSP INH 1MG/1ML X10ML CR 2N
37628,HO24616,BUMELEX 0.5 MG / 2 ML X 3 AMPOLLAS,BUMELEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6678.jpg,cobeca,BUMELEX AMP 2ML X3 MEG
37629,ME22582/3,BUMELEX 1 MG X 30 COMPRIMIDOS,BUMELEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50048.jpg,cobeca,BUMELEX COM 1 MG X 30
37630,ME22582/2,BUMELEX 1 MG X 16 COMPRIMIDOS,BUMELEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1999.jpg,cobeca,BUMELEX COMP 1MG X16 MEG
37631,ME32358,BUMETIN RETARD 300 MG X 20 TABLETAS DE LIBERACION PROLONGADA,BUMETIN RETARD,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8304.jpg,cobeca,BUMETIN RETARD TAB 300MG X20 PHARME
37633,ME43035/3,BUTAL 8 MG X 20 TABLETAS RECUBIERTAS,BUTAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52802.jpg,cobeca,BUTAL TAB REC 8MG X20 SIEG
37636,ME37532,CABERTRIX 0.5 MG X 4 COMPRIMIDOS,CABERTRIX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29371.jpg,cobeca,CABERTRIX COM 0.5MG X 4
37641,ME34121,CALCITREX D3 950 MG - 200 UI X 30 TABLETAS,CALCITREX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5529.jpg,cobeca,CALCITREX D3 TAB 950MG/200UI X30 L.O
37642,ME30823/2,CALMOX 15 MG X 10 TABLETAS,CALMOX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/644.jpg,cobeca,CALMOX TAB 15MG X10 MEY
37643,ME30823/3,CALMOX 15 MG X 20 TABLETAS,CALMOX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24411.jpg,cobeca,CALMOX TAB 15MG X20 MEY
37644,ME30822,CALMOX 7.5 MG X 10 TABLETAS,CALMOX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/643.jpg,cobeca,"CALMOX TAB 7,5MG X10 MEY"
37645,ME36763/2,CALOXPIRINA 81 MG X 30 TABLETAS ENTERICAS,CALOXPIRINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92195.jpg,cobeca,CALOXPIRINA TAB 81MG X30 CLX
37646,ME36763/3,CALOXPIRINA 81 MG X 100 TABLETAS ENTERICAS,CALOXPIRINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29545.jpg,cobeca,CALOXPIRINA TAB ENTERICAS 81MG X100
37647,ME43646,CAMPAL 1 % GEL,CAMPAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53178.jpg,cobeca,"CAMPAL GEL 1,16 % 25G SIEG"
37649,ME40363/3,CANDER HCT 16 MG - 12.5 MG X 30 TABLETAS,CANDER HCT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99153.jpg,cobeca,"CANDER HCT TAB 16MG/12,5MG X30 VLM"
37651,ME41061/3,CANDER 32 MG X 30 TABLETAS,CANDER,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14972.jpg,cobeca,CANDER TAB 32MG X 30
37652,ME41061/2,CANDER 32 MG X 15 TABLETAS,CANDER,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51481.jpg,cobeca,CANDER TAB 32MG X15 VLM
37653,ME37346/2,CANDER 8 MG X 10 TABLETAS,CANDER,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50515.jpg,cobeca,CANDER TAB 8MG X 10
37659,ME35007/3,CANDESARTAN CILEXETIL 16 MG X 28 TABLETAS,CANDESARTAN CILEXETIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50190.jpg,cobeca,CANDESARTAN CILEXETIL TAB 16MG X 30 GENC
37660,ME35007/2,CANDESARTAN CILEXETIL 16 MG X 10 TABLETAS,CANDESARTAN CILEXETIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50190.jpg,cobeca,CANDESARTAN CILEXETIL TAB 16MG X 30 GENC
37661,ME35007/4,CANDESARTAN CILEXETIL 16 MG X 30 TABLETAS,CANDESARTAN CILEXETIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50190.jpg,cobeca,CANDESARTAN CILEXETIL TAB 16MG X 30 GENC
37662,ME35006,CANDESARTAN CILEXETIL 8 MG X 28 TABLETAS,CANDESARTAN CILEXETIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94869.jpg,cobeca,CANDESARTAN CILEXETIL TAB 8MG X10 GENCER
37664,ME42861,CANDETIQUE 16 MG X 30 TABLETAS,CANDETIQUE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27011.jpg,cobeca,CANDETIQUE TAB 16MG X30 PHARME
37666,ME43829,CANTIP 16 MG X 30 COMPRIMIDOS,CANTIP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29751.jpg,cobeca,CANTIP COMP 16MG X 30
37681,ME33422/3,CARBATIL 12.5 MG X 30 TABLETAS,CARBATIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6143.jpg,cobeca,"CARBATIL TAB 12,5MG X30 BIOTECH"
37683,ME33523,CARBATIL 6.25 MG X 30 TABLETAS,CARBATIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6142.jpg,cobeca,"CARBATIL TAB 6,25MG X30 BIOTECH"
37686,ME31896,CARDIPIRINA 80 MG X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,CARDIPIRINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4758.jpg,cobeca,CARDIPIRINA CAP 80MG X30 ZUO
37687,ME39963,CARIBAN 10 MG-10 MG X 30 COMPRIMIDOS ENTERICOS,CARIBAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99559.jpg,cobeca,CARIBAN COMP REC 10MG X30 LETI
37688,ME38877,CARNISIN 1 G / 10 ML SOLUCION ORAL LIBRE DE AZUCAR,CARNISIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50337.jpg,cobeca,CARNISIN SOL ORAL 1G/10ML UVA 120ML LETI
37689,ME33780,CARVEDIL 12.5 MG X 30 TABLETAS RECUBIERTAS,CARVEDIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94090.jpg,cobeca,"CARVEDIL TAB 12,5MG X30 BHR"
37703,ME23270,CEBION 1 G X 10 TABLETAS EFERVESCENTES SABOR A NARANJA,CEBION,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5017.jpg,cobeca,CEBION TAB EFERV NAR TUBO 1G X10 FAR
37710,HO25482,CEFALOTINA 1 G X 10 AMPOLLAS,CEFALOTINA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51987.jpg,cobeca,CEFALOTINA PVO SOL INY 1G X10 CR DIST
37716,ME27816,CEFONAX 500 MG X 16 CAPSULAS,CEFONAX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11648.jpg,cobeca,CEFONAX CAP 500MG X16 ELM
37721,ME38332,CELAY 5 MG / 5 ML SOLUCION ORAL,CELAY,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96253.jpg,cobeca,CELAY SOL 5MG/5ML 100ML COFA
37723,ME44307,CELESTREN 0.075 MG X 28 TABLETAS RECUBIERTAS,CELESTREN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50668.jpg,cobeca,CELESTREN TAB 0.075MG X28 TIAR
37724,ME43858,CETERIX 5 MG / 5 ML SOLUCION ORAL,CETERIX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53603.jpg,cobeca,CETERIX SOL ORAL PED 5MG/5ML 60ML MEG
37725,ME44376,CETIDEX 5 MG / 5 ML SOLUCION ORAL,CETIDEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54330.jpg,cobeca,CETIDEX SOL ORAL 5MG/5ML 120ML PLX
37731,ME37217,CETRAL D 5 MG - 60 MG / 5 ML SOLUCION ORAL,CETRAL D,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91326.jpg,cobeca,CETRAL D SOL ORAL 5MG/5ML 60ML MEY
37732,ME29123,CETRAL 10 MG / ML SOLUCION ORAL,CETRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/645.jpg,cobeca,CETRAL SOL GTS 10MG 10ML MEY
37733,ME29095,CETRAL 10 MG X 10 TABLETAS,CETRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/626.jpg,cobeca,CETRAL TAB 10MG X10 MEY
39137,ME32977,CETRAL 5 MG / 5 ML SOLUCION ORAL,CETRAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3876.jpg,cobeca,CETRAL SOL ORAL 5MG/5ML 60ML MEY
37736,ME33112,CIALIS 20 MG X 1 COMPRIMIDO RECUBIERTO,CIALIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3344.jpg,cobeca,CIALIS TAB 20MG X1 CR CCM
37737,HO41522/2,CIATAL 500 MG / 2 ML X 1 AMPOLLA,CIATAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51327.jpg,cobeca,CIATAL SOL INY 500MG/2ML X1 SIEG
37738,HO41522/3,CIATAL 500 MG / 2 ML X 9 AMPOLLAS,CIATAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25233.jpg,cobeca,CIATAL SOL INY 500MG/2ML X9 MEY
37740,HO36631,CICLOKAN 500 MG / 5 ML X 1 AMPOLLA,CICLOKAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94107.jpg,cobeca,CICLOKAN AMP 500MG/5ML X1
37741,ME41819,CICLOKAN 500 MG X 21 COMPRIMIDOS RECUBIERTOS,CICLOKAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16882.jpg,cobeca,CICLOKAN COMP REC 500MG X21 MEG
37746,ME24520,CINAREN 75 MG X 20 CAPSULAS,CINAREN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7434.jpg,cobeca,CINAREN CAP 75MG X20 DLR
37747,ME24519,CINAREN 25 MG X 30 COMPRIMIDOS,CINAREN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28507.jpg,cobeca,CINAREN COM 25 MG X 30
37750,ME25520,CIPROFLOX 500 MG X 12 TABLETAS RECUBIERTAS,CIPROFLOX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91927.jpg,cobeca,CIPROFLOX TAB 500MG X12 ELM
37772,ME23978/2,CLENBUNAL 0.020 MG X 10 COMPRIMIDOS,CLENBUNAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7942.jpg,cobeca,"CLENBUNAL COMP 0,020MG X10 MEG"
37773,ME23978/3,CLENBUNAL 0.020 MG X 20 COMPRIMIDOS,CLENBUNAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5981.jpg,cobeca,CLENBUNAL COMP X20 MEG
37779,ME25351,CLENBUNAL 0.01 MG / 5 ML JARABE,CLENBUNAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7209.jpg,cobeca,"CLENBUNAL JBE PED 0,005MG 120ML MEG"
37780,ME42462,CLENOSAN 90 MG X 30 COMPRIMIDOS RECUBIERTOS,CLENOSAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52057.jpg,cobeca,CLENOSAN COMP REC 90MG X30 LETI
37781,ME41052,CLINAC 1 % - 5 % GEL,CLINAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14908.jpg,cobeca,CLINAC GEL 1%/5% X 30 G
37785,ME17975,CLODOXIN 10 MG - 100 MG X 10 COMPRIMIDOS RECUBIERTOS,CLODOXIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29066.jpg,cobeca,CLODOXIN COMP 10MG X 10
37786,ME29523,CLOFEN 100 MG X 10 CAPSULAS DE ACCION PROLONGADA,CLOFEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/433.jpg,cobeca,CLOFEN CAP AP 100MG X10 DLR
37790,ME42084,CLONATRIL 1 MG X 30 COMPRIMIDOS,CLONATRIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20153.jpg,cobeca,CLONATRIL COMP 1MG X30 MEG
37791,ME33201,CLONATRIL 2 MG X 30 COMPRIMIDOS,CLONATRIL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6642.jpg,cobeca,CLONATRIL COMP 2MG X30 MEG
37796,ME22956,CLONIPRES 0.150 MG X 20 COMPRIMIDOS,CLONIPRES,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8267.jpg,cobeca,CLONIPRES COMP X20 MEG
37798,ME40816,CLONZEP 0.5 MG X 30 TABLETAS,CLONZEP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13114.jpg,cobeca,"CLONZEP TAB 0,5MG X30 VLM"
37799,ME40818,CLONZEP 2 MG X 30 TABLETAS,CLONZEP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13115.jpg,cobeca,CLONZEP TAB 2MG X30 VLM
37800,ME39070,CLOPIDEX 75 MG X 30 TABLETAS RECUBIERTAS,CLOPIDEX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94886.jpg,cobeca,CLOPIDEX TAB REC 75MG X30 PLX
37808,ME37160,CLOPIVAL 75 MG X 30 TABLETAS RECUBIERTAS,CLOPIVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11595.jpg,cobeca,CLOPIVAL TAB REC 75MG X30 VLM
37809,ME43778,CLOPTAN 75 MG X 30 TABLETAS RECUBIERTAS,CLOPTAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20161.jpg,cobeca,CLOPTAN TAB 75MG X30 ZORIAK
37811,ME29690/3,CLORACE 500 MG - 4 MG X 20 TABLETAS,CLORACE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97306.jpg,cobeca,CLORACE TAB 500 MG/4MG X20 COFA
37812,ME29690/2,CLORACE 500 MG - 4 MG X 10 TABLETAS,CLORACE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9598.jpg,cobeca,CLORACE TAB 500MG/4MG X10 COFA
37813,ME43777,CLORACOLD 30 MG - 5 MG / 5 ML SOLUCION ORAL,CLORACOLD,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53063.jpg,cobeca,CLORACOLD SOL ORAL 30MG/5MG 120ML COFA
37815,ME43585/2,DOPALEN 200 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,DOPALEN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28633.jpg,cobeca,DOPALEN CAP LIB/PROL 200MG X 10
37826,ME41502,CODEBROMIL PLUS 15 MG - 3 MG / 15 ML JARABE,CODEBROMIL PLUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19724.jpg,cobeca,CODEBROMIL PLUS JBE 15MG/3MG 90ML VIN
37828,ME33110,COLFENE 400 MG - 4 MG X 10 COMPRIMIDOS RECUBIERTOS,COLFENE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6165.jpg,cobeca,COLFENE COMP 400MG/4MG X10 ELM
37829,ME39320,COLFENE 600 MG - 4 MG X 15 COMPRIMIDOS RECUBIERTOS,COLFENE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97446.jpg,cobeca,COLFENE COMP REC 600MG/4MG X15 ELM
37833,ME23524,COLVAL 4 MG X 12 COMPRIMIDOS,COLVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8062.jpg,cobeca,COLVAL COMP 4MG X12 VLM
39156,HO23451,COLVAL 4 MG / 2 ML X 2 AMPOLLAS,COLVAL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8563.jpg,cobeca,COLVAL AMP SOL INY IM/IV 2ML X2 VLM
37834,ME32060,COLYPAN 200 MG X 10 TABLETAS,COLYPAN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/16762.jpg,cobeca,COLYPAN TAB 200MG X10 FAR
37836,ME34013,CONEXINE 50 MG X 30 COMPRIMIDOS RECUBIERTOS,CONEXINE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29374.jpg,cobeca,CONEXINE COM 50MG X 30
37837,ME43002,CONTRADOL 100 MG / ML SOLUCION ORAL,CONTRADOL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50553.jpg,cobeca,CONTRADOL SOL/GTA 100MG 15ML
37838,ME28460,CORAZEM 60 MG X 20 TABLETAS RECUBIERTAS,CORAZEM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10134.jpg,cobeca,CORAZEM TAB 60MG X20 FAR
37839,ME40574,CORBIS 10 MG X 30 COMPRIMIDOS RECUBIERTOS,CORBIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23009.jpg,cobeca,CORBIS COMP 10MG X30 MEY
37840,ME42767,CORBIS 5 MG X 30 COMPRIMIDOS RECUBIERTOS,CORBIS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23008.jpg,cobeca,CORBIS COMP 5MG X30 MEY
37843,ME39494/2,CORENTEL 1.25 MG X 10 COMPRIMIDOS RECUBIERTOS,CORENTEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28209.jpg,cobeca,"CORENTEL COMP REC 1,25MG X10 MEG"
37845,ME35620/3,CORENTEL 5 MG X 30 COMPRIMIDOS RECUBIERTOS,CORENTEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10042.jpg,cobeca,CORENTEL COMP REC 5MG X30 MEG
37846,ME35620/2,CORENTEL 5 MG X 10 COMPRIMIDOS RECUBIERTOS,CORENTEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10024.jpg,cobeca,CORENTEL COMP REC 5MG X10 MEG
