producto_id,nombre,sku,fuente,enlazada,ref_id,atc_id
39901,HIOSCINA N-BUTILBROMURO 10 MG X 10 TABLETAS RECUBIERTAS,,Butilbrom Hioscina,Butilescopolamina Bromuro,553,237
39910,GLUTAMINA VIT B12 X 60 INYECTABLE,,Glutamina Vit B12,Vitamina B12,3726,714
39917,DIOSMINA HESPER 450 MG X 30 TABLETAS,,Diosmina Hesper,Hesperidina,1729,1778
37302,ACIDO IBANDRONICO 150 MG X 1 TABLETA RECUBIERTA,ME43094,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,61,4828
37335,ACICLOVIR CREMA 5 %,ME43512,PROPILENGLICOL - PARAFINA LIQUIDA LIGERA - PARAFINA BLANDA BLANCA - FOSFATO DE HIDROGENO D,Parafina Blanda,2668,361
37335,ACICLOVIR CREMA 5 %,ME43512,PROPILENGLICOL - PARAFINA LIQUIDA LIGERA - PARAFINA BLANDA BLANCA - FOSFATO DE HIDROGENO D,Parafina Liquida,2669,359
37482,APLACAL 750 MG X 80 TABLETAS MASTICABLES SABOR A BANANA,ME42366/3,CARBONATO DE CALCIO,Calcio Carbonato,572,80
37483,APLACAL 750 MG X 10 TABLETAS MASTICABLES SABOR A BANANA,ME42366/2,CARBONATO DE CALCIO,Calcio Carbonato,572,80
37506,ASTRIMOL 2.5 MG X 30 TABLETAS RECUBIERTAS,ME43710,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37562,BENZODIAZOL 0.25 MG - 5 MG X 16 PASTILLAS SABOR A MENTA,ME16799,CLORURO DE DECUALINIO - LIDOCAINA,Decualinio,994,2518
37572,BETAMETASONA - GENTAMICINA - CLOTRIMAZOL 0.5 MG - 1 MG - 10 MG CREMA,ME42631,BETAMETASONA DIPROPIONATO - SULFATO DE GENTAMICINA - CLOTRIMAZOL,Gentamicina,1614,6641
37585,BIPROLIL HCT 5 MG - 6.25 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44259/3,HIDROCLOROTIAZIDA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37586,BIPROLIL HCT 5 MG - 6.25 MG X 15 COMPRIMIDOS RECUBIERTOS,ME44259/2,HIDROCLOROTIAZIDA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37588,BISOBLOC H 5 MG - 6.25 MG TABLETAS RECUBIERTAS,ME40280,FUMARATO DE BISOPROLOL - HIDROCLOROTIAZIDA,Bisoprolol,3830,1815
37593,BISOPROLOL FUMARATO 10 MG X 30 TABLETAS RECUBIERTAS,ME43801,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37594,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,ME44328,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37610,BROFLEMA 4 MG - 5 ML JARABE,ME43576,CLORHIDRATO DE BROMHEXINA,Bromhexina,530,6110
37614,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,ME26069,CLORHIDRATO DE BROMHEXINA,Bromhexina,530,6110
37618,BROMURO DE IPRATROPIO 20 MCG / DOSIS SOLUCION PARA INHALACION ORAL,ME44085,BROMURO DE IPRATROPIO,Bromuro De Ipratropio Monohidratado,537,4951
37625,BUCOXOLGAR 3 MG - 1 MG X 12 TABLETAS MASTICABLES SABOR A MIEL LIMON,ME41132,BENCIDAMINA CLORHIDRATO - CLORURO DE CETILPIRIDINIO,Cetilpiridinio,3925,2533
37632,BUPIVACAINA 50 MG / 10 ML SOLUCION INYECTABLE,HO43908,CLORHIDRATO DE BUPIVACAINA,Bupivacaina,545,4925
37637,CALCIBON 200 MG X 30 TABLETAS RECUBIERTOS,ME30197,CITRATO DE CALCIO TETRAHIDRATADO,Calcio Carbonato,572,80
37684,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,ME32430,CARBONATO DE LITIO,Litio,4183,5297
37685,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,ME1642,CARBONATO DE LITIO,Litio,4183,5297
37739,CICLOFTAL1 % SOLUCION OFTALMICA,ME27924,CLORHIDRATO DE CICLOPENTOLATO,Ciclopentolato,732,6511
37768,CALCITREX D3 1500 MG - 200 UI X 30 TABLETAS,ME33790,CITRATO DE CALCIO,Calcio,571,93
37783,CLINDAMICINA 300 MG X 16 CAPSULAS,ME44654,CLORHIDRATO DE CLINDAMICINA,Clindamicina,812,2609
37809,CLOPTAN 75 MG X 30 TABLETAS RECUBIERTAS,ME43778,CLOPIDOGREL BISULFATO,Clopidogrel,3940,936
37814,DOPALEN 200 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,ME43585/4,CLORHIDRATO DE MEBEVERINA - CLORHIDRATO DE MEBEVERINA,Mebeverina,2204,172
37815,DOPALEN 200 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,ME43585/2,CLORHIDRATO DE MEBEVERINA - CLORHIDRATO DE MEBEVERINA,Mebeverina,2204,172
37816,DOPALEN 200 MG X 20 CAPSULAS DE LIBERACION PROLONGADA,ME43585/3,CLORHIDRATO DE MEBEVERINA - CLORHIDRATO DE MEBEVERINA,Mebeverina,2204,172
37946,DIKLASON 1.8 MG / ML SUSPENSION ORAL,ME34580,DICLOFENACO ÁCIDO,Diclofenaco,1073,2675
37949,DILUXEN 60 MG X 20 TABLETAS,ME42159,BROMURO DE PIRIDOSTIGMINA,Piridostigmina,2787,5604
37979,DONEPEZILO CLORHIDRATO 10 MG X 56 CAPSULAS,ME44460/3,CLORHIDRATO DE DONEPEZILO - CLORHIDRATO DE DONEPEZILO,Donepezilo,4026,5588
37980,DONEPEZILO CLORHIDRATO 10 MG X 10 CAPSULAS,ME44460/2,CLORHIDRATO DE DONEPEZILO - CLORHIDRATO DE DONEPEZILO,Donepezilo,4026,5588
37992,TAMSULON DUO 0.5 MG - 0.4 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,ME44389/2,DUTASTERIDE - CLORHIDRATO DE TAMSULOSINA,Tamsulosina,3293,3009
37993,TAMSULON DUO 0.5 MG - 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,ME44389/3,DUTASTERIDE - CLORHIDRATO DE TAMSULOSINA,Tamsulosina,3293,3009
38001,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 MG – 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43620,MALEATO DE ENALAPRIL - CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38001,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 MG – 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43620,MALEATO DE ENALAPRIL - CLORHIDRATO DE LERCANIDIPINO,Enalapril,1227,1922
38002,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 MG - 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43619,MALEATO DE ENALAPRIL - CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38002,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 MG - 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43619,MALEATO DE ENALAPRIL - CLORHIDRATO DE LERCANIDIPINO,Enalapril,1227,1922
38007,ENALAPRIL MALEATO - HIDROCLOROTIAZIDA 20 MG - 12.5 MG TABLETAS,ME44613,HIDROCLOROTIAZIDA - MALEATO DE ENALAPRIL,Enalapril,1227,1922
38132,FOSFATO DE POTASIO MONOBASICO 1 MEQ / ML SOLUCION INYECTABLE I.V.,HO21515,FOSFATO DE POTASIO MONOBASICO,Potasio Fosfato,2851,
38170,GLIPTIN 500 MG - 50 MG X 10 COMPRIMIDOS RECUBIERTOS,ME44696/2,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Sitagliptina,3184,651
38171,GLIPTIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44696/3,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Sitagliptina,3184,651
38184,GYNOMET 750 MG - 200 MG X 7 OVULOS,ME43566,NITRATO DE MICONAZOL - METRONIDAZOL,Miconazol,2332,456
38187,HEPAFOL B12 X 30 TABLETAS RECUBIERTAS,ME28801,ACIDO FOLICO - SULFATO DE COBRE,Cobre,3857,6733
38204,IBANDROMET 150 MG X 1 TABLETA RECUBIERTA,ME38784,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,61,4828
38212,IBUN 600 MG X 10 TABLETAS RECUBIERTAS,ME44745,IBUPROFENO DC 90,Ibuprofeno,3877,4605
38264,IZABAN 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43469,EMPAGLIFLOZINA - DICLOFENAC DIETILAMONIO - MALEATO DE TRIMEBUTINA,Trimebutina,3514,173
38308,LARFACAINA 2 MG - 1.5 MG X 16 PASTILLAS SABOR A TUTTI - FRUTTI,ME16175,CLORURO DE CETILPIRIDINIO - CLORHIDRATO DE LIDOCAINA,Lidocaina,2081,1297
38308,LARFACAINA 2 MG - 1.5 MG X 16 PASTILLAS SABOR A TUTTI - FRUTTI,ME16175,CLORURO DE CETILPIRIDINIO - CLORHIDRATO DE LIDOCAINA,Cetilpiridinio,3925,2533
38315,LECHE DE MAGNESIA 8.5 % SUSPENSION SABOR ORIGINAL,ME352,HIDROXIDO DE MAGNESIO,Magnesio Hidroxido,2164,408
38321,DIHIDROLIP 20 MG X 10 COMPRIMIDOS RECUBIERTOS,ME44041/2,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38322,LERCANIDIPINO 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44041/3,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38323,LERCANIDIPINO CLOHIDRATO 10 MG X 30 TABLETAS RECUBIERTAS,ME43991,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38324,LERCANIDIPNO 20 MG X 30 TABLETAS RECUBIERTAS,ME44311,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38354,LIDOCAINA 2 % CON ADRENALINA 1: 80.000 SOLUCION INYECTABLE,HO43916,ADRENALINA - CLORHIDRATO DE LIDOCAINA,Lidocaina,2081,1297
38359,LIPEND 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44241,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38360,LIPEND 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44242,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38420,MADECASSOL 1 % UNGUENTO,ME14881,Centella asiatica,Centella Asiatica Exto,703,6619
38421,MAALOX 460 MG - 400 MG / 4.3 ML X 30 SUSPENSION,ME37893,HIDROXIDO DE ALUMINIO - HIDROXIDO DE MAGNESIO,Magnesio Hidroxido,2164,408
38421,MAALOX 460 MG - 400 MG / 4.3 ML X 30 SUSPENSION,ME37893,HIDROXIDO DE ALUMINIO - HIDROXIDO DE MAGNESIO,Aluminio Hidroxido,173,78
38432,MAXIFUR 50 MG X 30 CAPSULAS,ME44317,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38467,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS,HO44684,CLORHIDRATO DE METOCLOPRAMIDA ,Metoclopramida,2307,288
38484,METRONIDAZOL - MICONAZOL 750 MG - 200 MG X 6 OVULOS,ME43956,METRONIDAZOL - NITRATO DE MICONAZOL,Miconazol,2332,456
38532,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS,ME43615,SUCCINATO DE SUMATRIPTAN - NAPROXENO SODICO,Sumatriptan,3262,5090
38564,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS,ME44220/2,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38565,NITROFURANTOINA 50 MG X 30 TABLETAS RECUBIERTAS,ME44220/3,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38623,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,ME44637,CLORURO DE SODIO - CITRATO DE SODIO DIHIDRATO - DEXTROSA ANHIDRA - GLUCONATO DE ZINC - CLO,Zinc,4009,164
38624,ORALZINC SALES DE REHIDRATACION X 1 POLVO PARA SOLUCION ORAL SABOR A COCO,ME41670,CITRATO DE SODIO DIHIDRATO - CLORURO DE POTASIO - CLORURO DE SODIO - DEXTROSA ANHIDRA - SU,Zinc Sulfato Heptahidrato,3783,
38630,OXIDREN 150 MG X 1 COMPRIMIDO RECUBIERTO,ME38580,RISEDRONATO SODICO,Risedronato Sodio,3037,
38665,PINAVIX 100 MG X 30 COMPRIMIDOS RECUBIERTOS,ME40606/3,BROMURO DE PINAVERIO,Pinaverio,2772,218
38666,PINAVIX 100 MG X 20 COMPRIMIDOS RECUBIERTOS,ME40606/2,BROMURO DE PINAVERIO,Pinaverio,2772,218
38682,PRENIL 3 MG / 1 ML SOLUCION ORAL,ME44096,FOSFATO SODICO DE PREDNISOLONA,Prednisolona,2873,3087
38724,REUMAQUINE 200 MG X 20 TABLETAS RECUBIERTAS,ME44650,SULFATO DE HIDROXICLOROQUINA,Hidroxicloroquina,1758,5711
38774,SELENE 400 UI - 70 MCG X 30 CAPSULAS BLANDAS,ME33722,VITAMINA E - SELENIO,Vitamina A,3724,6805
38775,SELENE 100 UI - 70 MCG X 60 CAPSULAS BLANDAS,ME37708,VITAMINA E - SELENIO,Vitamina A,3724,6805
38790,SIGLUTAN 50 MG-500 MG X 30 TABLETAS RECUBIERTAS,ME44582,SITAGLIPTINA FOSFATO MONOHIDRATADO - METFORMINA CLORHIDRATO,Sitagliptina,3184,651
38791,SILDENAFILO 50 MG X 1 TABLETA RECUBIERTA,ME43690/2,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
38792,SILDENAFILO 50 MG X 2 TABLETAS RECUBIERTAS,ME43690/3,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
38793,SILDENAFILO 50 MG X 4 TABLETAS RECUBIERTAS,ME43690/4,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
38802,METFORMINA CLORHIDRATO - SITAGLIPTINA 850 MG - 50 MG X 28 TABLETAS RECUBIERTAS,ME44367,SITAGLIPTINA FOSFATO MONOHIDRATADO - METFORMINA CLORHIDRATO,Sitagliptina,3184,651
38883,TORIVAS 50 MG X 30 TABLETAS RECUBIERTAS,ME41710,BROMURO DE PINAVERIO,Pinaverio,2772,218
38892,TRIMBUTOP 200 MG X 10 COMPRIMIDOS,ME43627,MALEATO DE TRIMEBUTINA,Trimebutina,3514,173
38909,URODUTAN 200 MG X 10 TABLETAS RECUBIERTAS,ME43520,CLORHIDRATO DE FLAVOXATO,Flavoxato,1461,2969
38968,VITAMINA E 400 UI X 30 CAPSULAS BLANDAS,ME32842/2,VITAMINA E,Vitamina A,3724,6805
38969,VITAMINA E 400 UI X 50 CAPSULAS BLANDAS,ME32842/3,VITAMINA E,Vitamina A,3724,6805
38974,HISTAGRIP FORTE X 10 TABLETAS RECUBIERTAS,ME36327,ACETAMINOFEN - CLORHIDRATO DE PSEUDOEFEDRINA,Pseudoefedrina,2938,5911
38980,VONAU FLASH 4 MG TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS,ME44590,CLORHIDRATO DE ONDANSETRON DIHIDRATADO,Ondansetron,2587,301
38988,PRAMIPEXOL 1 MG X 28 TABLETAS,ME44211,ESTEARATO DE MAGNESIO - POVIDONA - MANITOL - AEROSIL - AGUA PURIFICADA - ALMIDON DE MAIZ -,Pramipexol,2861,5212
38989,YONALIN 4 MG / ML SOLUCION ORAL GOTAS,ME43770,DEXTROMETORFANO BROMHIDRATO MONOHIDRATO,Dextrometorfano,1053,6140
38993,VITADYN C ZINC 500 MG - 7.5 MG X 30 CAPSULAS,ME43669/2,SULFATO DE ZINC HEPTAHIDRATO - ACIDO ASCORBICO,Zinc Sulfato Heptahidrato,3783,
38994,VITADYN C ZINC 500 MG - 7.5 MG X 60 CAPSULAS,ME43669/3,SULFATO DE ZINC HEPTAHIDRATO - ACIDO ASCORBICO,Zinc Sulfato Heptahidrato,3783,
39025,AIREX 0.05 % SOLUCION NASAL,ME43679,CLORHIDRATO DE OXIMETAZOLINA,Oximetazolina,2622,5850
39026,OLOCOF 0.02 % SOLUCION OFTALMICA,ME44293,CLORHIDRATO DE OLOPATADINA,Olopatadina,2579,6542
39039,BISOPROLOL FUMARATO - AMLODIPINA 5 MG - 10 MG COMPRIMIDOS,ME44262,AMLODIPINA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39054,ANTAAR 2.5 MG X 30 TABLETAS RECUBIERTAS,ME40060/3,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39055,ANTAAR 2.5 MG X 10 TABLETAS RECUBIERTAS,ME40060/2,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39056,ANTAAR 5 MG X 30 TABLETAS RECUBIERTAS,ME40058,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39064,APLACAL 750 MG TABLETAS MASTICABLES SABOR A FRAMBUESA X 10 TABLETAS,ME42368/2,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39065,APLACAL 750 MG TABLETAS MASTICABLES SABOR A FRAMBUESA X 80 TABLETAS,ME42368/3,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39066,APLACAL 750 MG X 10 TABLETAS MASTICABLES SABOR A MENTA,ME42365/2,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39067,APLACAL 750 MG X 120 TABLETAS MASTICABLES SABOR A MENTA,ME42365/4,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39068,APLACAL 750 MG X 80 TABLETAS MASTICABLES SABOR A MENTA,ME42365/3,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39069,APLACAL 750 MG X 80 TABLETAS MASTICABLES SABOR A MANDARINA,ME42367,CARBONATO DE CALCIO,Calcio Carbonato,572,80
39079,ASTRIMOL 5 MG X 30 TABLETAS RECUBIERTAS,ME43853,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39100,CARIBAN FORTE 20 MG - 20 MG X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,ME44036,CLORHIDRATO DE PIRIDOXINA - SUCCINATO DE DOXILAMINA - CLORHIDRATO DE PIRIDOXINA - SUCCINAT,Piridoxina,2789,729
39100,CARIBAN FORTE 20 MG - 20 MG X 20 COMPRIMIDOS RECUBIERTOS DE LIBERACION CONTROLADA,ME44036,CLORHIDRATO DE PIRIDOXINA - SUCCINATO DE DOXILAMINA - CLORHIDRATO DE PIRIDOXINA - SUCCINAT,Doxilamina,1159,6189
39102,BIOTALOL HCT 2.5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,ME43579,HIDROCLOROTIAZIDA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
39112,BONAMES 150 MG X 1 TABLETA RECUBIERTA,ME37009,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,61,4828
39159,TERAGRIPFORTE DIA 650 MG - 30 MG X 20 TABLETAS RECUBIERTAS,ME34030,ACETAMINOFEN - CLORHIDRATO DE PSEUDOEFEDRINA - PARACETAMOL,Pseudoefedrina,2938,5911
39190,LERCANIDIPINO 10 MG X 10 COMPRIMIDOS RECUBIERTOS,ME43966,ACETAMINOFEN - CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
39197,DUOVENT 0.4 MG - 1 MG AEROSOL,ME28504,BROMURO DE IPRATROPIO - FENOTEROL BROMHIDRATO,Bromuro De Ipratropio Monohidratado,537,4951
39197,DUOVENT 0.4 MG - 1 MG AEROSOL,ME28504,BROMURO DE IPRATROPIO - FENOTEROL BROMHIDRATO,Fenoterol,4239,2787
39220,FLENOX 30 MG / 5 ML SOLUCION ORAL,ME38610,CLORHIDRATO DE AMBROXOL,Ambroxol,181,5950
39264,ISOSPRAY PLUS 0.15 % - 0.25 % SOLUCION,ME39925,CLORURO DE CETILPIRIDINIO,Cetilpiridinio,3925,2533
39265,IVAGAN FORTE X 100 TABLETAS RECUBIERTAS,ME33620,ACETAMINOFEN - MESILATO DE DIHIDROERGOTAMINA - CAFEINA,Dihidroergotamina,4241,5079
39281,LANOLZINC 15 % - 11 % POMADA,ME6400,OXIDO DE ZINC - ACEITE DE HIGADO DE BACALAO,Zinc Oxido,4011,2205
39305,MIGRADORIXINA 125 MG - 1 MG COMPRIMIDOS RECUBIERTOS,ME33482,CLONIXINATO DE LISINA - TARTRATO DE ERGOTAMINA,Ergotamina,1267,5080
39311,OTOCORT 1 MG - 5 MG - 5000 UI / ML SUSPENSION OTICA,ME43662,DEXAMETASONA FOSFATO SÓDICO - SULFATO DE NEOMICINA - SULFATO DE POLIMIXINA B,Neomicina,2433,1177
39311,OTOCORT 1 MG - 5 MG - 5000 UI / ML SUSPENSION OTICA,ME43662,DEXAMETASONA FOSFATO SÓDICO - SULFATO DE NEOMICINA - SULFATO DE POLIMIXINA B,Polimixina B,2832,6638
