producto_id,nombre,molecula_usada,ref_id,ref_nombre,atc_id,metodo,ventana,resultado
"39869","BITEX COMPLEJO VITAMINA B1 B2 B6 B12 NATURALIFES X 30 TABLETAS","vitamina b1","3725","Vitamina B1","714","exacto","2 tok @2","INSERTADO"
