id,nombre,sinonimos,atc_id,descripcion
583,Camellia Sinensis,,,
584,Camomila,,,
590,Canela,,,
602,Capsicum,,,
603,Capsicum Oleorresina,,,
608,Carbetapentano,,,
610,Carbidopa,,,
611,Carbidopa Monohidrato,,,
615,Carbolico Acido,,,
616,Carbomero,,,
618,Carbon Adsorbente,,,
619,Carbon Cafe,,,
621,Carbon Ultraactivo,,,
622,Carbonildiamida,,,
623,Carbono-99m Tc (aerosol),,,
625,Carbopol,,,
627,Cardo Bendito,,,
628,Cardo Mariano,,,
634,Carmelosa Sodica,,,
635,Carmin De Indigo,,,
638,Carnitina Hidrocloruro,,,
639,Carnosina,,,
640,Carragahen,,,
641,Carragenano,,,
644,Carum Carvi L.,,,
645,Carum Carvi L. Fruto,,,
647,Cas 276,,,
652,Cassia Angustifolia,,,
653,Cassia Angustifolia Exto,,,
654,Cassia Angustifolia Exto Liquido,,,
655,Cassia Angustifolia Frutos,,,
656,Cassia Angustifolia Frutos Extracto Seco,,,
657,Cassia Angustifolia Hoja O Foliola,,,
658,Cassia Angustifolia Polvo,,,
3848,Cb-154,,,
661,Cbdca,,,
662,Cdp-colina,,,
663,Cedazuridina,,,
3916,Cedro,,,
3923,Cefonicid Sodico,,,
686,Ceftolozano Sulfato,,,
692,Celidonia  Mayor,,,
693,Celulas Cd3+ Autologas Transducidas Anti Cd19,,,
694,"Celulas Epiteliales Corneales Humanas Autologas, Expandidas Ex Vivo, Entre Las Que Se Encuentran Celulas Madre",,,
695,Celulas T Autologas Transducidas Con El Vector Lentiviral Que Contienen El Receptor Antigeno Quimerico Directo Anti-cd19,,,
696,"Celulas T Cd4+ Y Cd8+ Autologas Derivadas De Sangre Periferica Y Activadas Con Anticuerpos Especificos De Cd3 Y Cd28, Transducidas Con Un Vector Retroviral, Que Expresa El Receptor Quimerico Especifico De Cd19 Que Incluye Dominios De Cd28/cd3-zeta, Y Cult",,,
698,Cemivameran,,,
702,Centaurium Umbellatum,,,
704,Cepa Similar A A/astrakhan/3212/2020 (h5n8) (cber-rg8a),,,
705,Cerio Nitrato,,,
3852,Cetilpiridinio Bromuro,,,
709,Cetiltrimetilamonio,,,
713,Ceto Fenilalanina Calcica,,,
714,Ceto Isoleucina,,,
715,Ceto Isoleucina Calcica,,,
716,Ceto Leucina,,,
717,Ceto Leucina Calcica,,,
718,Ceto Valina,,,
719,Ceto Valina Calcica,,,
721,Chelidonia Majus,,,
