id,nombre,sinonimos,atc_id,descripcion
2025,Lavandula Spica  L.,,,
4042,Ldk378,,,
2028,Lea29y,,,
4103,Lee-011,,,
2041,Leonorus Cardiaca L,,,
2042,Lepidium Latifolium L Sumidad Florida,,,
2043,Lepidium Latifolium L Sumidad Florida Polvo,,,
2050,Leucomicina-a3,,,
2051,Leuprolida,,,
2055,Levarterenol,,,
3969,Levistico,,,
2057,Levisticum Officinale Koch.,,,
2069,Levofolinico Acido,,,
4106,Levomentol,,,
4172,Lgx-818,,,
4181,Limon,,,
2089,Lino Semilla,,,
2090,Linum Usitatissimum (semilla),,,
2097,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia A),,,
2098,Lipoproteina Recombinante Fhbp De Neisseria Meningitidis Del Serogrupo B (rlp2086; Subfamilia B),,,
2099,Lippia Triphilla,,,
2113,Llanten Menor,,,
4213,Lm-1158,,,
2114,Lobelia Inflata,,,
2115,Lobelia Inflata Tintura,,,
2120,Lonoctocog Alfa,,,
3972,Lutecio (177) Cloruro,,,
2148,Lutecio (177lu) Psma-617,,,
4214,Ly 146032,,,
4215,Ly-170053,,,
2179,M-amsa,,,
3880,M-dihidroxibenceno,,,
2158,Magnesio Bromuro,,,
2161,Magnesio Cloruro,,,
2162,Magnesio Cloruro Hexahidrato,,,
2163,Magnesio Fluoruro,,,
2165,Magnesio Ioduro,,,
2166,Magnesio Orotato Dihidrato,,,
2172,Maiz,,,
2173,Maiz Exto Seco,,,
2174,Malico Acido,,,
2175,Maltodextrina,,,
2177,Malva Officinalis,,,
2178,Malvavisco,,,
2180,Manganeso,,,
2183,Manganeso (cloruro De) Tetrahidrato,,,
2181,Manganeso Carbonato,,,
2182,Manganeso Cloruro,,,
2184,Manganeso Sulfato Monohidrato,,,
2189,Manzana,,,
2190,Manzana Exto Liquido,,,
2191,Manzanilla,,,
2199,Mateina,,,
2200,Matricaria Chamomilla   L.rydb.,,,
2201,Matricaria Recutita L.rauschert,,,
4116,Me1207,,,
2208,Meclicina,,,
4109,Mek-3475,,,
2225,Melissa Officinalis,,,
2226,Melissa Officinalis Extracto Seco,,,
2227,Melissa Officinalis Hojas,,,
2234,Menotropina,,,
2238,Menta Piperita Hoja,,,
2239,Mentha Pulegium,,,
4110,Mentol,,,
2240,Meperidina,,,
2241,Mepifilina,,,
2248,Meracovateina,,,
2253,Mercaptobenzotiazol,,,
2254,Mercaptobenzotiazol Morfolinil,,,
2258,Mercuriotiolato,,,
3973,Mercurocromo,,,
2262,Mertiolato Sodio,,,
2270,Metaminodiazepoxido,,,
2272,Metamizol Magnesico,,,
2273,Metamizol Magnesico Hexahidrato,,,
2276,Metano,,,
2282,Metilandrostenolona,,,
3881,Metilbenceno,,,
2284,Metilcloroisotiazolinona,,,
2285,Metildibromo-glutaronitrilo,,,
2288,Metilergobasina,,,
2291,Metilergonovina,,,
2297,Metilparaben,,,
2298,Metilpolisiloxano,,,
2302,Metimazol,,,
2303,Metionil G-csf Recombinante Humano,,,
2315,Metoxaleno,,,
2318,Metoxisaleno,,,
2354,Mirtecaina,,,
2355,Mirtecaina Laurilsulfato,,,
4205,Mk 787,,,
4206,Mk 791,,,
4207,Mk 906,,,
4208,Mk-383,,,
4209,Mk-507,,,
4216,Mln 9708,,,
2367,Molibdato (99mo) De Sodio,,,
3882,Molibdeno,,,
2373,Monacolina K Lactona,,,
4185,Monuril,,,
2382,Moroctocog Alfa,,,
2387,Mpdl3280a,,,
2390,Muramidasa,,,
2391,Musgo De Encina,,,
3884,Myrcludex B,,,
2392,Myristica Fragans Fruto,,,
2525,N-metil-d-glucamina,,,
2526,N-metilglucamina,,,
2527,N-n-dimetilbiguanida,,,
2401,Nafronil,,,
2402,Naftazolina,,,
2405,Naftionato T,,,
2406,Naftizina,,,
2420,Naranja,,,
2421,Naranjo Flor,,,
2424,Narcotina,,,
2427,Navelbina,,,
4117,Ne-58095,,,
2447,Netupitant,,,
2448,Neumococo Antigeno Polisacarido Capsular,,,
2449,Neumococo Antigeno Polisacarido Capsular Serotipo 1,,,
2450,Neumococo Antigeno Polisacarido Capsular Serotipo 10a,,,
2451,Neumococo Antigeno Polisacarido Capsular Serotipo 11a,,,
2452,Neumococo Antigeno Polisacarido Capsular Serotipo 12f,,,
2453,Neumococo Antigeno Polisacarido Capsular Serotipo 14,,,
2454,Neumococo Antigeno Polisacarido Capsular Serotipo 15a,,,
2455,Neumococo Antigeno Polisacarido Capsular Serotipo 15b,,,
2456,Neumococo Antigeno Polisacarido Capsular Serotipo 16f,,,
2457,Neumococo Antigeno Polisacarido Capsular Serotipo 17f,,,
2458,Neumococo Antigeno Polisacarido Capsular Serotipo 18c,,,
2459,Neumococo Antigeno Polisacarido Capsular Serotipo 19a,,,
2460,Neumococo Antigeno Polisacarido Capsular Serotipo 19f,,,
2461,Neumococo Antigeno Polisacarido Capsular Serotipo 2,,,
2462,Neumococo Antigeno Polisacarido Capsular Serotipo 20,,,
2463,Neumococo Antigeno Polisacarido Capsular Serotipo 20a,,,
2464,Neumococo Antigeno Polisacarido Capsular Serotipo 22f,,,
2465,Neumococo Antigeno Polisacarido Capsular Serotipo 23a,,,
2466,Neumococo Antigeno Polisacarido Capsular Serotipo 23b,,,
2467,Neumococo Antigeno Polisacarido Capsular Serotipo 23f,,,
2468,Neumococo Antigeno Polisacarido Capsular Serotipo 24f,,,
2469,Neumococo Antigeno Polisacarido Capsular Serotipo 3,,,
2470,Neumococo Antigeno Polisacarido Capsular Serotipo 31,,,
2471,Neumococo Antigeno Polisacarido Capsular Serotipo 33f,,,
2472,Neumococo Antigeno Polisacarido Capsular Serotipo 35b,,,
2473,Neumococo Antigeno Polisacarido Capsular Serotipo 4,,,
2474,Neumococo Antigeno Polisacarido Capsular Serotipo 5,,,
2475,Neumococo Antigeno Polisacarido Capsular Serotipo 6a,,,
2476,Neumococo Antigeno Polisacarido Capsular Serotipo 6b,,,
2477,Neumococo Antigeno Polisacarido Capsular Serotipo 7f,,,
2478,Neumococo Antigeno Polisacarido Capsular Serotipo 8,,,
2479,Neumococo Antigeno Polisacarido Capsular Serotipo 9n,,,
2480,Neumococo Antigeno Polisacarido Capsular Serotipo 9v,,,
2481,Neurotoxina De Clostridium Botulinum Tipo A 148.2 Kda,,,
2482,Neurotoxina De Clostridium Botulinum Tipo E 150 Kda,,,
2485,Niacina,,,
2486,Niacinamida,,,
2490,Nicotamida,,,
2498,Niflumico Acido,,,
2504,Nipagin,,,
4118,Niquel,,,
2506,Niquel Sulfato,,,
2507,Niquel Sulfato Hexahidrato,,,
3977,Nitrico Oxido,,,
4048,Nitrito Sodio,,,
2519,Nitrofurazona,,,
2523,Nitroso Acido,,,
2531,Nonacog Beta Pegol,,,
2532,Nonacog Gamma,,,
2533,Nonaetilenglicol Monododecil Eter,,,
2534,Nopoxamina,,,
2535,Noradrenalina,,,
2536,Noramidopirina Metanosulfonico Acido,,,
2542,Noretindrona,,,
2551,Novaminsulfona,,,
2552,Novocaina,,,
2553,Nuez Moscada,,,
2554,O-acetoxibenzoico,,,
2568,O-hidroxibenzamida,,,
3888,O-hidroxibenzoico,,,
3978,O-metoxifenil Gliceril Eter,,,
2556,Occitocina,,,
2559,Octafluoropropano,,,
2571,Olea Europea,,,
4123,Oleogomenol,,,
2572,Olezarsen,,,
2590,Opuntia Ficus Indica,,,
2591,Oregano,,,
2592,Oregano Tintura,,,
4173,Org-32489,,,
4174,Org-9426,,,
2593,Origanum,,,
2594,Origanum Majorana,,,
2595,Origanum Vulgare,,,
2600,Ornitina Hidrocloruro,,,
2601,Orthosiphon Stamineus  Benth  Hoja,,,
2607,Oteracilo,,,
2608,Oteracilo Potasico,,,
2611,Oxibato Sodio,,,
2612,Oxibico Acido,,,
2620,Oxidronato Sodio,,,
2621,Oxidronico Acido,,,
2625,Oxipolietoxidodecano,,,
2629,Oxoprolina,,,
2630,Oxpentilfilina,,,
2645,P-amino Benzoato De 2-(dietilamino)etilo,,,
2646,P-aminobencensulfonamida,,,
2647,P-aminobenzoato De Etilo,,,
2652,P-anilinsulfonamida,,,
2754,P-hidroxibenzoato De Butilo,,,
2756,P-hidroxibenzoato De Metilo,,,
2757,P-hidroxibenzoato De Propilo,,,
2858,P-oxibenzoato De Metilo,,,
2943,P-sulfamido Anilina,,,
2859,"P,p-sulfodianilina",,,
2649,Panax Ginseng,,,
2650,Pancreatina,,,
2651,Pancrin,,,
2659,Pantotenato Calcio,,,
2660,Pantotenato Sodio,,,
2661,Pantotenico Acido,,,
2662,Pantotenol,,,
2665,Parafenilendiamina,,,
2666,Parafenilendiamina Difenil,,,
2667,Parafenilendiamina Isopropilfenil,,,
2670,Parathormona,,,
2675,Parotina,,,
2680,Parpona,,,
2681,Partenolida,,,
2684,Passiflora Incarnata,,,
2685,Passiflora Incarnata Exto Seco,,,
2686,Passiflora Incarnata Parte Aerea Extracto Seco,,,
2687,Passiflora Incarnata Sumidad,,,
2688,Passiflora Incarnata Tintura Madre,,,
2690,Patiromer Sorbitex Calcio,,,
2706,Pelargonium Sidoides,,,
2707,Pelargonium Sidoides Extracto Liquido De Raiz,,,
2708,Pelargonium Sidoides Extracto Seco Raiz,,,
2716,Penicilina G,,,
2717,Penicilina V,,,
2718,Penicilina-benetamina,,,
2721,Pentamidina Isetionato,,,
2722,Pentetato Calcio Trisodio,,,
2723,Pentetico Acido,,,
2725,Pentosan Polisulfato Acido,,,
2726,Pentosano Polisulfato Sodio,,,
2734,Perbinafina,,,
4126,Perflutreno,,,
2745,"Pertecnetato (99mtc) De Sodio Obtenido Por Fision, Disolucion Inyectable De",,,
2744,Pertecnetato 99mtc  Sodio,,,
2749,Petrolato,,,
2750,Peumus Boldus  M. Extracto Seco,,,
3891,Peumus Boldus M.,,,
2751,Peumus Boldus M. Hoja,,,
2752,Pez Griega,,,
4164,Pf-07321332,,,
2758,Phleum Pratense Extracto De Polen,,,
3892,Phmb,,,
4179,Phosphorus,,,
2760,Picosulfato Sodio,,,
2761,Picosulfurico Acido,,,
2764,Pidolato Magnesio,,,
2765,Pidolico Acido,,,
4128,Pimiento,,,
2770,Pimpinella Anisum,,,
2771,Pimpinella Anisum Frutos,,,
2780,Piperaquina Tetrafosfato Tetrahidrato,,,
2782,Piranisamina,,,
2790,Piridoxina Alfa-cetoglutarato,,,
2791,Piridoxina Hidrocloruro,,,
4054,Piridoxol,,,
2792,Pirilamina,,,
2799,Pistocaina,,,
2808,Pizotilina,,,
3982,Pkc-412,,,
2809,Plantago Lanceolata L.,,,
2810,Plantago Lanceolata L. Extracto Liquido Hojas,,,
2811,Plantago Lanceolata L. Extracto Seco,,,
2812,Plantago Ovata Forskk.,,,
2814,Plantago Ovata Forskk. Semilla,,,
2815,Plantago Ovata Forskk. Semilla Cuticula,,,
2816,Plantago Psyllium  L,,,
2817,Plasminogeno Activador Tisular,,,
2821,Plozasiran,,,
4220,Pm01183,,,
2824,Polen Graminea Extracto Alergenico,,,
4130,Poleo,,,
2825,Polidimetilsiloxano,,,
2827,Poliestirenosulfonato,,,
2828,Poliestirenosulfonato Calcio,,,
2829,Poliestirenosulfonato Sodio,,,
3983,Polietilenglicol 4000,,,
2831,Polimaltosa Hierro,,,
2834,Poliovirus Inactivado Tipo 1 (mahoney) Producido En Celulas Vero,,,
2835,Poliovirus Inactivado Tipo 2 (mef-1) Producido En Celulas Vero,,,
2836,Poliovirus Inactivado Tipo 3  (saukett Producido En Celulas Vero,,,
2837,Polisacarido Capsular Haemophillus Influenzae Tipo B (prp),,,
2838,Polividona,,,
2839,Polivinil Pirrolidona,,,
2840,Polixilano Sulfonico,,,
3984,Polypodium Leucotomos,,,
2841,Polypodium Leucotomos Extracto,,,
2846,Potasio Bicarbonato,,,
2847,Potasio Clorato,,,
2848,Potasio Cloruro Anhidro,,,
2849,Potasio Dicromato,,,
2850,Potasio Dihidrogenofosfato,,,
2851,Potasio Fosfato,,,
2852,Potasio Hidrogenofosfato,,,
2855,Potasio Sulfoguayacolato,,,
2885,Primula,,,
3985,Procetofeno,,,
2894,Proconvertina,,,
2898,Prolina,,,
2903,Propanocaina,,,
2904,Propanocaina Hidrocloruro,,,
2906,Propanotriol,,,
2909,Propilparaben,,,
2914,Prostaglandina E2,,,
2922,Proteina De La Espicula Del Sars-cov-2 (omicron Jn.1),,,
2924,Proteina Plasmatica Humana,,,
2925,Proteina Recombinante De Fusion Fhbp De Neisseria Meningitidis Del Grupo B,,,
2926,Proteina Recombinante De Fusion Nhba De Neisseria Meningitidis Del Grupo B,,,
2927,Proteina Recombinante Nada De Neisseria Meningitidis Del Grupo B,,,
2928,Proteina S,,,
2930,Proteinas Plasmaticas,,,
2931,Proteinsuccinilato Hierro,,,
3986,Prp-crm 197,,,
2936,Prunus Africana Exto,,,
2937,Prunus Amygdalus,,,
2941,Pseudomonico Acido,,,
4188,Psi 7977,,,
3987,Pulmon Porcino,,,
2945,Quaternium-15,,,
2947,Quenodesoxicolico Acido,,,
3894,Quercus Robur,,,
4190,Quinolin-8-ol,,,
4189,Quinolinol,,,
2960,Radamts13,,,
2974,Rapamicina,,,
2981,Raxtozinameran,,,
3988,Rcfp-10,,,
2983,Rdesat-6,,,
2987,Regaliz,,,
2992,Relebactam Monohidrato,,,
4133,Renio Re -186,,,
4134,Renio Re-186 Sulfuro,,,
4135,Renio Sulfuro,,,
2999,Resina Epoxi,,,
3001,Resorcina,,,
3002,Resorcinftaleina,,,
3005,Retinoico (trans) Acido,,,
3010,Rh Dnasa,,,
3011,Rhamnus  Frangula L. Corteza,,,
3012,Rhamnus Frangula L. Extracto Seco,,,
3013,Rhamnus Frangula L. Polvo,,,
3014,Rhamnus Purshiana Dc. Corteza,,,
3015,Rhamnus Purshiana Dc. Extracto Seco,,,
3016,Rhodiola Rosea,,,
3017,Rhodiola Rosea Raiz Extracto Seco,,,
3020,Riboflavina Fosfato Sodio,,,
3021,Riboneurina,,,
3030,Riltozinameran,,,
3037,Risedronato Sodio,,,
3038,Risedronato Sodio Hemipentahidrato,,,
4222,Ro 15-1788,,,
4223,Ro 31-8959,,,
4224,Ro-14-4767,,,
4225,Ro-4-3780,,,
4226,Ro-4964913,,,
3899,Roble,,,
3059,Rosmarinus Officinalis,,,
3063,Rotavirus Humano,,,
3064,Rotavirus Humano Serotipo G1,,,
3065,Rotavirus Humano Serotipo G2,,,
3066,Rotavirus Humano Serotipo G3,,,
3067,Rotavirus Humano Serotipo G4,,,
3068,Rotavirus Humano Serotipo P1,,,
4227,Rp 56976,,,
3993,Rrr-α-tocoferol,,,
4229,Rs-61443,,,
3073,Rt-pa,,,
3075,Rubus Idaeus L.,,,
3081,Rurioctocog Alfa Pegol,,,
3084,Ruscus Aculeatus Exto,,,
4231,S 808490,,,
3129,S-carboximetilcisteina,,,
3191,S-lactato Sodio,,,
3192,S-lactico Acido,,,
3088,Sabal Serrulata,,,
3089,Sabal Serrulata Exto Blando,,,
3090,Sabal Serrulata Exto Seco,,,
3091,Sacarato Calcio Tetrahidrato,,,
3092,Sacarato Hierro,,,
3097,Sacubitrilo Sodio,,,
3098,Sacubitrilo Trometamina,,,
3102,"Sal Tetrasodica Ac 33 Difosfono-1,2 Propdicarbox",,,
3103,Salazopirina,,,
3110,Salicil-azo-sulfanilamidopiridina,,,
3108,Salicilato Dietilamina,,,
3109,Salicilato Metilo,,,
3115,"Salmonella Typhi Cepa Ty-21a,germenes Vivos",,,
3116,Salmonella Typhi Polisacarido Capsular Vi,,,
3117,Salvia,,,
3118,Salvia Officinalis,,,
3126,Sauzgatillo,,,
3994,Sch 29851,,,
4059,Selenio Oxido,,,
4140,Selenio Sulfuro,,,
3137,Selenito Sodio Anhidro,,,
3138,Selenito Sodio Pentahidrato,,,
4141,Selenium,,,
3142,Selvacovateina,,,
3144,Senosidos A-b,,,
3145,Senosidos A-b Calcicos,,,
3148,Serenoa Repens Extracto Lipido Esterolico,,,
3149,Serenoa Repens Tintura Madre,,,
3150,Serenoa Serrulata,,,
3163,Sideritis Angustifolia,,,
3164,Sideritis Angustifolia Sumidad Florida,,,
3167,Silibina,,,
3168,Silibinina,,,
3169,Silibinina Succinato Sodio,,,
3171,Silicona Antiespumante,,,
3172,Silicona Antiespumante Activada,,,
3176,Silybum Marianum L.,,,
3177,"Silybum Marianum L. ,  Flavolignanos",,,
3178,Silybum Marianum L. Extracto Seco,,,
3179,Simeticona,,,
3180,Simoctocog Alfa,,,
4166,Sk&f 108566,,,
4217,Sl 85-0324,,,
3194,Sodio Carbonato,,,
3195,Sodio Carbonato Anhidro,,,
3196,Sodio Cromoglicato,,,
3197,Sodio Dihidrogenofosfato,,,
4063,Sodio Fluoruro,,,
3198,Sodio Fosfato,,,
3199,Sodio Hidrogeno Carbonato,,,
3200,Sodio Hidrogenofosfato,,,
4064,Sodio Hidroxido,,,
3201,Sodio Molibdato,,,
3202,Sodio Perborato,,,
3203,Sodio Pirofosfato,,,
3204,Sodio Sulfato,,,
3205,Sodio Sulfato Anhidro,,,
3208,Solidago Gigantea,,,
3209,Solidago Gigantea Extracto Seco,,,
3219,Somatotropina,,,
3223,Somatulina,,,
3231,Spergularia Rubra,,,
3232,Spergularia Rubra Parte Aerea,,,
4230,Sr 47436,,,
3233,Succinilcolina,,,
3234,Succinildicolina,,,
3247,Sulfametiltiadiazol,,,
3252,Sulfanilamidodiazina,,,
3253,Sulfapirimidina,,,
3255,Sulfazina,,,
3256,Sulfobituminato Amonico,,,
3257,Sulfoguayacol,,,
3258,Sulfoguayacolato Potasio,,,
3270,Suxametonio Cloruro Dihidrato,,,
3285,Talco,,,
3289,Talio 201 Cloruro,,,
3295,Tanico Acido,,,
3301,Taraxaco,,,
3302,Taraxacum Officinale F.h. Wigg,,,
3303,Taraxacum Officinale F.h. Wigg Extracto Seco,,,
3304,Tardoak,,,
3306,Tartarico Acido,,,
3309,Taurocolico Acido,,,
4065,Te Verde,,,
3316,Tecnecio 99 Mtc Tilmanocept,,,
3339,Tensioactivo Pulmonar Porcino,,,
4146,Tesit,,,
3367,Tetradecil Sulfato Sodio,,,
3368,Tetrahidrozolina,,,
3370,Tetrametiltiuramo Monosulfuro,,,
3371,Tetrametiluramo Disulfuro,,,
3375,Tetrofosmina (bis)tetrafluoroborato,,,
3997,Thc,,,
3379,Thermobacterium Bulgaricus,,,
4147,Thesit,,,
3998,Thiocol,,,
3380,Thymus Vulgaris,,,
3381,Tiadipona,,,
3385,Tiamina Hidrocloruro,,,
3386,Tiamina Nitrato,,,
3387,Tiamina Pirofosfato,,,
3397,Tila; Flor Tilo,,,
3399,"Tilia Cordata Miller, Tilia Platyphyllos Scop., Tilia X Vulgaris Heyne, Flor",,,
3400,"Tilia Tomentosa Moench, Flor",,,
3401,Timerosal,,,
3402,Timico Acido,,,
4001,Tiocolol,,,
3418,Tipiracilo,,,
3434,Titanio,,,
3435,Titanio Oxido,,,
3446,Todo-alfa-tocoferol,,,
3448,Todo-rac-alfa-tocoferilo Acetato De,,,
3449,Todo-rac-alfa-tocoferol,,,
4149,Tolueno,,,
4219,Toluol,,,
4198,Tomillo,,,
4150,Tomillo Exto,,,
3457,Tomillo Extracto Liquido,,,
3458,Tomillo Extracto Seco,,,
4068,Tomudex,,,
3466,Toxina Botulinica Tipo A,,,
3467,Toxina Botulinica Tipo B,,,
3468,Toxina Colera Recombinante Subunidad B,,,
3470,Tozinameran,,,
3490,Trementina Birectificada,,,
3491,Trementina Cedro,,,
3492,Trementina De Venecia,,,
3493,Treonina,,,
3502,Triclorometildimetilcarbinol,,,
3510,Trigliceridos Cadena Media,,,
4005,Trihexifenidil Hidrocloruro,,,
3512,Trihidroxietilrutina,,,
3513,Triiodotironina,,,
3516,Trimeprazina,,,
3522,Trinitrina,,,
3523,Trioxietilrutina,,,
3524,Trioxifenam,,,
3533,Trishidroximetilaminometano,,,
3538,Trometamina,,,
4153,Tumenol,,,
3545,Turoctocog Alfa,,,
3546,Turoctocog Alfa Pegol,,,
4210,"Uk-109,496",,,
4211,"Uk-116,044",,,
4212,"Uk-88,525",,,
3560,Urtica Sp,,,
3561,Usnico Acido,,,
3563,Uva Ursi,,,
3565,Vaccinium Macrocarpum,,,
3579,Vacuna (rsvpref) De Subunidad F Estabilizada En Prefusion Frente Al Virus Respiratorio Sincitial.,,,
3566,Vacuna De Arnm Frente A Covid-19 (biontech/pfizer),,,
3567,Vacuna De Arnm Frente A Covid-19 (moderna),,,
3568,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Kp.2),,,
3569,Vacuna De Arnm Que Codifica La Proteina De La Espicula (s) Viral Del Sars-cov-2 (omicron Lp.8.1),,,
3570,Vacuna De Nanoparticulas De Proteina Recombinante De La Espicula De Sars-cov-2 Con Adyuvante Matrix-m1,,,
3571,"Vacuna De Proteina De Espicula Recombinante Prefusion, Delta Tm Frente A Covid-19 (sanofi Pasteur)",,,
3572,Vacuna De Proteina Recombinante De Heterodimeros Del Dominio De Union Al Receptor (rbd) Del Virus Sars-cov-2 Adyuvada (hipra),,,
3573,Vacuna De Proteina Recombinante De Homodimeros De Fusion Del Dominio De Union Al Receptor (rbd) De La Proteina De La Espicula (s) Del Virus Sars-cov-2 (cepa Omicron Xfg.1.1 – Xfg.1.1) Adyuvada,,,
3574,Vacuna De Proteina Recombinante De La Espicula De Sars-cov-2 (omicron Xbb.1.5)(novavax),,,
3575,Vacuna De Proteina Recombinante De La Espicula Frente A Covid-19 (novavax),,,
3576,"Vacuna De Vector Vaccinia Ankara Modificado, Multivalente, Viva, Recombinante, No Replicativo En Celulas Humanas, Que Expresa Las Glicoproteinas (gp) De Los Virus Del Ebola Mayinga, Sudan Gulu, Marburgo Y Musoke Y Nucloproteina Del Virus Tai Forest",,,
3577,Vacuna Recombinante (ad26) Frente A Covid-19 (j&j/janssen),,,
3578,Vacuna Recombinante (chadox1-s) Frente A Covid-19 (astrazeneca),,,
3580,Vadadustat,,,
3581,Vainilla,,,
3585,Valeriana Extracto Hidroalcoholico Seco,,,
3586,Valeriana Extracto Seco,,,
3587,Valeriana Officinalis Tintura Madre,,,
3588,Valeriana Raiz,,,
3589,Valeriana Rizoma,,,
3592,Valina,,,
3594,Valproato Sodio,,,
3603,Vanilla Planifolia Fruto,,,
3604,Vanzacaftor Calcico Dihidrato,,,
3605,Vara De Oro Gigante,,,
3615,Vector Adenovirus De Tipo 26 (ad26) Que Codifica La Glucoproteina (gp) De La Variante Mayinga De Zaire Ebolavirus,,,
3621,Veneno De Abeja,,,
3622,Veneno De Apis Mellifera,,,
3623,Veneno De Avispa,,,
3624,Veneno De Vespula Spp,,,
3630,Verde Indocianina,,,
3631,Verde Indocianina Sodico,,,
3636,Vesiculas De La Membrana Externa (omv) De Neisseria Meningitidis Grupo B (cepa Nz98/254 Medidas Como La Cantidad Total De Proteina Que Contiene El Pora P1.4),,,
3638,Vibrio Cholerae  Cepa Cvd 103hgr,,,
3639,"Vibrio Cholerae O1 Inaba, Biotipo Clasico (inactivado Por Calor)",,,
3640,Vid Roja,,,
3643,Vilanterol Trifenatato,,,
3658,Virus Canaripox Recombinante De La Rabia (vcp65),,,
3659,Virus Chikungunya De Proteinas De Particulas Seudovirales,,,
3660,"Virus Chikungunya, Vivo Atenuado Cepa Chikv Lr2006-opy1",,,
3661,"Virus Chikungunya, Vivo Atenuado Cepa Delta5nsp3",,,
3662,Virus Encefalitis Japonesa Cepa Sa 14-2 Inactivada,,,
3663,Virus Fiebre Amarilla Cepa 17d,,,
3664,Virus Fiebre Chikunguya Vivo Atenuado,,,
3665,Virus Gripe A H1n1 Atenuado,,,
3666,Virus Gripe A H1n1 Inactivado,,,
3667,Virus Gripe A H1n1 Inactivado Fraccionado,,,
3668,Virus Gripe A H1n1 Inactivado Hemaglutinina,,,
3669,Virus Gripe A H1n1 Recombinante Hemaglutinina,,,
3670,Virus Gripe A H3n2 Atenuado,,,
3671,Virus Gripe A H3n2 Inactivado,,,
3672,Virus Gripe A H3n2 Inactivado Fraccionado,,,
3673,Virus Gripe A H3n2 Inactivado Hemaglutinina,,,
3674,Virus Gripe A H3n2 Recombinante Hemaglutinina,,,
3675,Virus Gripe A H5n1 Inactivado,,,
3676,Virus Gripe A H5n1 Vivo Atenuado,,,
3680,Virus Gripe B (victoria) Atenuado,,,
3681,Virus Gripe B (victoria) Recombinante,,,
3682,Virus Gripe B (yamagata) Atenuado,,,
3683,Virus Gripe B (yamagata) Recombinante,,,
3677,Virus Gripe B Inactivado,,,
3678,Virus Gripe B Inactivado Fraccionado,,,
3679,Virus Gripe B Inactivado Hemaglutinina,,,
3684,Virus Influenza Gripe A/thailand/8/2022 (h3n2) Ivr-237 Cepa Similar A (a/thailand/8/2022),,,
3685,"Virus Influenza Gripe A/victoria/4897/2022 Ivr-238 (h1n1), Inactivado",,,
3686,"Virus Influenza Gripe Cepa Similar A B/austria/1359417/2021-(b/austria/1359417/2021, Bvr-26)",,,
3689,"Virus Influenza Gripe Reasortante,vivo, Atenuado, Cepa Similar A B/ Tokyo/eis13-175/2025",,,
3688,"Virus Influenza Gripe, Reasortante, Vivo Atenuado Cepa Similar A A/darwin/1454/2025 (h3n2), (a/darwin/1369/2025, Medi 406666)",,,
3687,"Virus Influenza Gripe, Reasortante, Vivo Atenuado, Cepa Similar A A/ Missouri/11/2025 (h1n1) Pdm09",,,
3690,Virus Papiloma Humano,,,
3691,Virus Papiloma Humano Tipo 11 Proteina L1,,,
3692,Virus Papiloma Humano Tipo 16 Proteina L1,,,
3693,Virus Papiloma Humano Tipo 18 Proteina L1,,,
3694,Virus Papiloma Humano Tipo 31 Proteina L1,,,
3695,Virus Papiloma Humano Tipo 33 Proteina L1,,,
3696,Virus Papiloma Humano Tipo 45 Proteina L1,,,
3697,Virus Papiloma Humano Tipo 52 Proteina L1,,,
3698,Virus Papiloma Humano Tipo 58 Proteina L1,,,
3699,Virus Papiloma Humano Tipo 6 Proteina L1,,,
3700,Virus Parotiditis,,,
3701,Virus Parotiditis Atenuado,,,
4200,Virus Polio Tipo I,,,
4201,Virus Polio Tipo Ii,,,
4202,Virus Polio Tipo Iii,,,
3702,Virus Rabia,,,
3703,Virus Rabia Inactivado,,,
3706,"Virus Rabia Inactivado, Cepa G52",,,
3708,"Virus Rabia Inactivado, Cepa Pasteur Vp-13",,,
3709,"Virus Rabia Inactivado, Cepa Sad Vnukovo-32",,,
3712,"Virus Rabia Vivo Atenuado, Cepa Sag2",,,
3704,"Virus Rabia, Inactivado, Cepa Cvs",,,
3705,"Virus Rabia, Inactivado, Cepa Flury Lep",,,
3707,"Virus Rabia, Inactivado, Cepa Pasteur Riv",,,
3710,"Virus Rabia, Inactivado, Cepa Vp12",,,
3711,"Virus Rabia, Inactivado, Cepa Wistar (pm/wi 38-1503-3m)",,,
3713,"Virus Rabia, Vivo Atenuado, Cepa Spbn Gagas",,,
3714,Virus Rubeola,,,
3715,Virus Rubeola Hiperatenuado,,,
3716,Virus Sarampion,,,
3717,Virus Sarampion (edmonston),,,
3718,Virus Sarampion Hiperatenuado,,,
3719,"Virus Sincitial Respiratorio, Subgroupo A, Subunidad F Proteina 847a Estabilizada En Prefusion",,,
3720,"Virus Sincitial Respiratorio, Subgroupo B, Subunidad F Proteina 847b Estabilizada En Prefusion",,,
3721,Virus Varicela,,,
3722,Virus Varicela-zoster Atenuados Cepa Oka,,,
3723,Virus Vivo Modificado De La Viruela Vacunoide Ankara,,,
3727,Vitamina B12a,,,
3728,Vitamina B2,,,
3729,Vitamina B3,,,
3731,Vitamina B9,,,
3732,Vitamina C,,,
3733,Vitamina D,,,
3734,Vitamina D2,,,
3735,Vitamina D3,,,
3736,Vitamina E,,,
3737,Vitamina H,,,
3738,Vitamina K,,,
