producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio
39389,ME44419/2,TERAGRIPFORTE NOCHE 650 MG - 4 MG X 4 TABLETAS RECUBIERTAS,TERAGRIPFORTE NOCHE,Acetaminofen - Clorfeniramina,TABLETAS,LABORATORIOS FARMA S.A.
39390,ME44419/4,TERAGRIPFORTE NOCHE 650 MG-4 MG X 10 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE NOCHE,Acetaminofen - Clorfeniramina,GRANULADOS,LABORATORIOS FARMA S.A.
39391,ME37166,TERAGRIPSUPRA X 10 TABLETAS RECUBIERTAS,TERAGRIPSUPRA X,Acetaminofen - Dextrometorfano - Pseudoefedrina,TABLETAS,LABORATORIOS FARMA S.A.
39397,ME30908,TRIMETOPRIM / SULFAMETOXASOL 40 MG - 200 MG / 5 ML SUSPENSION,TRIMETOPRIM / SULFAMETOXASOL,,SUSPENSION ORAL,"LABORATORIOS KIMICEG, C.A."
39401,ME37747,VALSARTAN CON HIDROCLOROTIAZIDA 160 MG - 12.5 MG COMPRIMIDOS RECUBIERTOS,VALSARTAN CON HIDROCLOROTIAZIDA,Hidroclorotiazida - Valsartan,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A."
39403,ME36230,VALSARTAN-HIDROCLOROTIAZIDA 160 MG-12.5 MG X 30 COMPRIMIDOS RECUBIERTOS,VALSARTAN-HIDROCLOROTIAZIDA,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
39407,HO43946,VERALEN P 75 MG / 3 ML X 1 AMPOLLA,VERALEN P,Diclofenaco,INYECTABLE,"LABORATORIO COFASA, S.A."
39414,ME28666,YONAL 15 MG / 5 ML SOLUCION ORAL,YONAL,Dextrometorfano,SOLUCION ORAL,"BIOTECH LABORATORIOS, C.A."
39415,ME42111,YONALAT 15 MG - 3 MG / 5 ML SOLUCION ORAL,YONALAT,Clorfeniramina,SOLUCION ORAL,"BIOTECH LABORATORIOS, C.A."
39416,ME43457,ZUDENINA PEB 0.1 % - 2.5 % GEL,ZUDENINA PEB,Adapaleno - Benzoilo Peroxido,GEL,MEGALABS S.A.
39417,ME21870,SAX X 10 SOLUCION,SAX X,,LOCION,"BIOTECH LABORATORIOS, C.A."
39418,ME32679,ACRYLARM 0.2 % GEL OFTALMICO,ACRYLARM,,GEL,LABORATORIOS POEN S.A.U.
39422,ME34071,ALERVAX 120 MG X 10 TABLETAS RECUBIERTAS,ALERVAX,Fexofenadina,TABLETAS,"PROCAPS, S.A."
39424,ME34809,ANALPERNAX 250 MG X 10 CAPSULAS,ANALPERNAX,Naproxeno,CAPSULAS,"LABORATORIO LA SANTE, C.A."
39426,ME1482,ANGIOFLUX (SULODEXIDA) 250 LSU X 25 CAPSULAS BLANDAS,ANGIOFLUX (SULODEXIDA),Sulodexida,CAPSULAS,CATALENT ITALY S.P.A
39430,ME31240,CO-APROVEL 150 MG - 12.5 MG X 28 COMPRIMIDOS RECUBIERTOS,CO-APROVEL,Hidroclorotiazida - Irbesartan,COMPRIMIDOS,SANOFI WINTHROP INDUSTRIE
39431,ME34821,ULTRAFEN FORTE 650 MG X 10 CAPSULAS BLANDAS,ULTRAFEN FORTE,Acetaminofen,CAPSULAS,"INDUSTRIAS INTERCAPS DE VENEZUELA, C.A."
39440,HO37882,PREDNIDET 500 MG X 1 AMPOLLA,PREDNIDET,Metilprednisolona,INYECTABLE,INSTITUTO BIOLOGICO CONTEMPORANEO S.A.
39441,ME31588,OTALEX 0.2 % - 1 % SUSPENSION OTICA,OTALEX,Ciprofloxacino - Hidrocortisona,SUSPENSION ORAL,MEGALABS S.A.
39449,ME43037,HIOSCINA N-BUTILBROMURO 10 MG X 10 TABLETAS RECUBIERTAS,HIOSCINA N-BUTILBROMURO,,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD"
39453,ME44550,CIBROLIP 100 MG X 30 CAPSULAS,CIBROLIP,,CAPSULAS,INTECH HEALTHCARE
39454,ME38185,CILOSTAL 100 MG X 30 TABLETAS,CILOSTAL,Cilostazol,TABLETAS,ALTEA FARMACEUTICA S.A.
39457,ME44393,DOLMOBROX 15 MG / 5 ML SOLUCION ORAL,DOLMOBROX,Dextrometorfano,SOLUCION ORAL,MEGALABS S.A.
39460,ME43843,CLORDITAN 12.5 MG X 30 TABLETAS,CLORDITAN,Clortalidona,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED
39461,ME34036,SOLUCION PARA DIALISIS PERITONEAL CON DEXTROSA AL 1.5 % BAJA EN MAGNESIO,SOLUCION PARA DIALISIS PERITONEAL CON DEXTROSA AL,Citrato Magnesio,LOCION,LABORATORIO BIOGALENIC C.A.
39464,ME31523,CORASPIRINA 81 MG X 100 TABLETAS CON CUBIERTA ENTERICA,CORASPIRINA,Acetilsalicilico Acido,TABLETAS,"BAYER, S.A."
39469,ME44385,DUNIXI 10 MG X 30 COMPRIMIDOS RECUBIERTOS,DUNIXI,Dapagliflozina,COMPRIMIDOS,MALVIYA CHEMICALS & PHARMACEUTICALS (P) LTD
39471,ME37218,MEDIGRIP DIA 500 MG - 2 MG - 3 MG X 10 COMPRIMIDOS,MEDIGRIP DIA,Acetaminofen - Cafeina - Clorfeniramina,COMPRIMIDOS,"SM PHARMA, C.A."
39474,ME42875,AUTEX 0.1 % CREMA,AUTEX,Mometasona Furoato,CREMA,"LABORATORIOS LETI, S.A.V."
39478,ME33867,MARVELON 28 0.15 MG - 0.03 MG X 21 COMPRIMIDOS,MARVELON,Desogestrel - Etinilestradiol,COMPRIMIDOS,N.V ORGANON
39480,HO44743,DEXABIOL 4 MG / ML X 1 AMPOLLA,DEXABIOL,Dexametasona,INYECTABLE,PLICA VACCINES PVT. LTD.
39484,ME43166,IBUVIN 600 MG X 20 CAPSULAS BLANDAS,IBUVIN,Ibuprofeno,CAPSULAS,DROMEX S.R.L.
39485,ME36125,CLOTRIMAZOL - NEOMICINA - DEXAMETASONA 1 % - 0.5 % - 0.04 % X 1 CREMA,CLOTRIMAZOL - NEOMICINA - DEXAMETASONA,Clotrimazol - Dexametasona,CREMA,"LABORATORIO LA SANTE, C.A."
39487,ME24286,DEOXICAL 500 MG X 30 CAPSULAS,DEOXICAL,Dobesilato De Calcio,CAPSULAS,"LABORATORIO LA SANTE, C.A."
39488,ME44089,ALIVETOS 3 MG - 15 MG / 5 ML SOLUCION ORAL,ALIVETOS,Clorfenamina - Dextrometorfano,SOLUCION ORAL,"LABORATORIOS LETI, S.A.V."
39492,ME30819,BALSADER GEL TOPICO,BALSADER GEL TOPICO,Alcanfor - Mentol,GEL,"LABORATORIOS KIMICEG, C.A."
39496,ME42542,CARBONATO DE CALCIO 750 MG X 20 TABLETAS MASTICABLES SABOR MENTA,CARBONATO DE CALCIO,,TABLETAS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
39499,ME44466,ELOK 0.1 % CREMA,ELOK,Mometasona Furoato,CREMA,RECKON ORGANICS PVT. LTD.
39500,ME36507,INSPRA 50 MG X 30 TABLETAS RECUBIERTAS,INSPRA,Eplerenona,TABLETAS,"PFIZER VENEZUELA, S.A."
39501,ME42489,ESOFLUX 20 MG X 30 TABLETAS CON RECUBRIMIENTO ENTERICO,ESOFLUX,Esomeprazol Magnesico,TABLETAS,DEUTSCHE LABS. INC.
39504,MI44615,SIEGEXANIA 0.05 % EMULSION,SIEGEXANIA,Clobetasol Propionato,INYECTABLE,LABORATORIOS SIEGFRIED S.A.
39511,ME32076,SYMBICORT TURBUHALER 160 MCG - 4.5 MCG / DOSIS X 60 POLVO INHALACION ORAL,SYMBICORT TURBUHALER,Budesonida - Formoterol,POLVO PARA RECONSTITUCION,ASTRAZENECA A.B
39512,ME35724,GABICTAL 400 MG X 15 COMPRIMIDOS RECUBIERTOS,GABICTAL,Gabapentina,COMPRIMIDOS,"MONTE VERDE, S.A."
39513,ME35723,GABICTAL 300 MG X 30 COMPRIMIDOS RECUBIERTOS,GABICTAL,Gabapentina,COMPRIMIDOS,"MONTE VERDE, S.A."
39520,ME42581,PEDIALYTE ZINC 60 MEQ SOLUCION ELECTROLITICA DE USO ORAL SABOR A UVA X 60 SOLUCION ORAL,PEDIALYTE ZINC,Glucosa - Zinc,SOLUCION ORAL,"ABBOTT LABORATORIES DE MEXICO, S.A. DE C.V"
39521,HO41500/2,GLUTANIL AL 20 % X 30 AMPOLLAS,GLUTANIL AL,Glutamina,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39522,HO41500/3,GLUTANIL AL 20 % X 60 AMPOLLAS,GLUTANIL AL,Glutamina,INYECTABLE,"LABORATORIO BEHRENS, C.A."
39524,HO44584,BIOCORTIN 500 MG X 1 AMPOLLA,BIOCORTIN,Hidrocortisona,INYECTABLE,SUNLIFE PHARMA SERVICES - NIXI LABORATORIES PVT. LTD.
39529,ME41832,JARIT 100 MG X 30 CAPSULAS BLANDAS,JARIT,Progesterona,CAPSULAS,"PROCAPS, S.A."
39532,ME35431,BIOKETOF 2.5 % GEL PARA USO T,BIOKETOF,Ketoprofeno,GEL,LABORATORIO BIOGALENIC C.A.
39538,ME40272,LEVOFERIN 30 MG / 5 ML SOLUCION,LEVOFERIN,Levodropropizina,LOCION,"LABORATORIOS VINCENTI, C.A."
39540,ME44316,MAXIFURFORTE 100 MG X 30 CAPSULAS,MAXIFURFORTE,,CAPSULAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD"
39541,ME16930,DEPO - PROVERA 150 MG / ML X 1 AMPOLLA,DEPO - PROVERA,Medroxiprogesterona,INYECTABLE,PHARMACIA & UPJOHN COMPANY LLC.
39542,ME43601,MINOXIDIL FORTE 5 % SOLUCION TOPICA,MINOXIDIL FORTE,Minoxidil,SOLUCION TOPICA,"LABORATORIO LA SANTE, C.A."
39543,ME41549,MITAR 50 MCG / DOSIS SOLUCION PARA INHALACION NASAL,MITAR,Mometasona,INHALACION,ROEMMERS S.A.I.C.F
39547,ME44057/3,ACECOL 600 MG X 100 POLVO PARA SOLUCION ORAL,ACECOL,,POLVO PARA RECONSTITUCION,XL LABORATORIES PVT. LTD.
39548,ME44057/2,ACECOL 600 MG X 10 POLVO PARA SOLUCION ORAL,ACECOL,,POLVO PARA RECONSTITUCION,XL LABORATORIES PVT. LTD.
39549,ME13354,FANASAL 0.05 % SOLUCION NASAL,FANASAL,Nafazolina,SOLUCION NASAL,"LABORATORIO QUIM-FAR, C.A."
39550,ME43190,NEMAX 16 % - 6 % SOLUCION RECTAL,NEMAX,,LOCION,WEST-COAST PHARMACEUTICAL WORKS LTD
39551,MI44357,FOSFATO DE SODIO MONOBASICO 16 % - FOSFATO DE SODIO DIBASICO 6 %,FOSFATO DE SODIO MONOBASICO,,,AIRELA INDUSTRIA FARMACEUTICA LTDA.
39552,HO39021/2,NEUROALFA X 1 AMPOLLA,NEUROALFA X,Vitamina B12,INYECTABLE,LABORATORIOS ALFA S.R.L.
39553,HO39021/3,NEUROALFA X 3 AMPOLLAS,NEUROALFA X,Vitamina B12,INYECTABLE,LABORATORIOS ALFA S.R.L.
39556,ME44095,OPRABLU 20 MG X 30 CAPSULAS,OPRABLU,Omeprazol,CAPSULAS,OLON S.P.A
39557,HO44280,OLXAC 40 MG X 1 AMPOLLA,OLXAC,Omeprazol,INYECTABLE,"SHANDONG YUXIN PHARMACEUTICAL, CO., LTD"
39559,ME44305,BIOTADIN 0.2 % SOLUCION OFTALMICA,BIOTADIN,Olopatadina,SOLUCION OFTALMICA,ARION HEALTHCARE
39561,ME42565,PATFLUX 40 MG X 1 TABLETA CON RECUBRIMIENTO ENTERICO,PATFLUX,Pantoprazol,TABLETAS,DEUTSCHE LABS. INC.
39564,ME41980,DUSTALOX 0.5 % SOLUCION OFTALMICA,DUSTALOX,,SOLUCION OFTALMICA,LABORATORIOS SOPHIA S.A. DE C.V
39565,ME31563,POENTOBRAL PLUS 0.3 %- 0.1 % SUSPENSION OFTALMICA,POENTOBRAL PLUS,Dexametasona - Tobramicina,SUSPENSION ORAL,LABORATORIOS POEN S.A.U.
39567,ME44199,PREGATAN 75 MG X 30 CAPSULAS,PREGATAN,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.
39576,ME42256,FLUDINAX 0.9 % SOLUCION NASAL,FLUDINAX,,SOLUCION NASAL,"LABORATORIO BEHRENS, C.A."
39578,ME43590,SIMULTAN DUO 50 MG - 850 MG X 30 COMPRIMIDOS RECUBIERTOS,SIMULTAN DUO,Metformina - Sitagliptina,COMPRIMIDOS,"ESPECIALIDADES DOLLDER, C.A."
39581,ME44749,ESLIPEL MET 50 MG - 1000 MG X 10 COMPRIMIDOS RECUBIERTOS,ESLIPEL MET,Metformina - Sitagliptina,COMPRIMIDOS,LABORATORIO ELEA PHOENIX S.A.
39583,ME26303,ULCIRAM 1 G / 5 ML X 20 SUSPENSION ORAL,ULCIRAM,,SUSPENSION ORAL,"LABORATORIOS VARGAS, S.A."
39586,ME44180,TADAFER 5 MG X 15 TABLETAS RECUBIERTAS,TADAFER,Tadalafilo,TABLETAS,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A."
39593,ME43940,TOMYCIN DEX 0.3 % - 0.1 % SUSPENSION OFTALMICA,TOMYCIN DEX,Dexametasona - Tobramicina,SOLUCION OFTALMICA,THE IBN SINA PHARMACEUTICAL INDUSTRY LTD
39598,ME44209,VERICOLAN 450 MG - 50 MG X 30 TABLETAS RECUBIERTAS,VERICOLAN,Diosmina - Hesperidina,TABLETAS,"LABORATORIO COFASA, S.A."
39600,ME43973,FLOGAREN 1.16 % GEL,FLOGAREN,,GEL,C.A. PRODUCTOS RONAVA
39602,ME35193,GYNOCLOCIM 2 % CREMA VAGINAL,GYNOCLOCIM,Clotrimazol,CREMA,"LABORATORIOS KIMICEG, C.A."
