producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio
39573,ME38530,ESOZ 10 MG X 10 MICROGRANULOS ENTERICOS PARA SUSPENSION ORAL,ESOZ,Esomeprazol Magnesico,SOLUCION ORAL,"LABORATORIO LA SANTE, C.A."
38044,ME35208,ESPARFLIN 0.5 MG / ML X 10 JARABE,ESPARFLIN,Desloratadina,JARABE,MEGALABS S.A.
38048,ME43795,ESQUIDONE 1 MG / ML X 30 SOLUCION ORAL,ESQUIDONE,Risperidona,SOLUCION ORAL,"LABORATORIOS VALMOR, C.A."
39207,ME44071,EVABOLIN 10 MG X 30 TABLETAS RECUBIERTAS,EVABOLIN,Empagliflozina,TABLETAS,"LABORATORIO COFASA, S.A."
38066,ME42311,FEBRATIC 15 MG / ML SUSPENSION ORAL,FEBRATIC,,SUSPENSION ORAL,MEGALABS S.A.
39213,ME38628,FEBRATIC 10 MG / 5 ML SUSPENSION ORAL,FEBRATIC,Diclofenaco,SOLUCION ORAL,MEGALABS S.A.
38075,ME27405/2,FERGANIC 40 MG X 14 CAPSULAS,FERGANIC,,CAPSULAS,MEGALABS S.A.
38078,ME27552,FERGANIC 20 MG / ML SOLUCION ORAL,FERGANIC,,SOLUCION ORAL,MEGALABS S.A.
39216,ME33238/4,FERGANIC FOLIC 40 MG - 350 MCG X 24 TABLETAS MASTICABLES,FERGANIC FOLIC,Folico Acido,TABLETAS,MEGALABS S.A.
39217,ME33238/2,FERGANIC FOLIC 40 MG - 350 MCG X 14 TABLETAS MASTICABLES,FERGANIC FOLIC,Folico Acido,TABLETAS,MEGALABS S.A.
38086,ME1319/2,FESTAL (PANCREATINA DE ORIGEN PORCINO) X 10 GRAGEAS,FESTAL (PANCREATINA DE ORIGEN PORCINO) X,,GRAGEAS,"CALOX INTERNATIONAL, C.A."
38087,ME1319/3,FESTAL (PANCREATINA DE ORIGEN PORCINO) X 20 GRAGEAS,FESTAL (PANCREATINA DE ORIGEN PORCINO) X,,GRAGEAS,"CALOX INTERNATIONAL, C.A."
38088,ME36163,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,FEXOFENADINA CLORHIDRATO,Fexofenadina,TABLETAS,"CALOX INTERNATIONAL, C.A."
38092,ME784,NIAZOL 1 MG / ML X 10 SOLUCION NASAL,NIAZOL,,SOLUCION NASAL,"BIOTECH LABORATORIOS, C.A."
38093,ME13715,MONOSULPA X 260 SOLUCION NASAL,MONOSULPA X,,SOLUCION NASAL,"LABORATORIOS LETI, S.A.V."
38099,ME35935,FLATORIL 80 MG / ML SUSPENSION GOTAS,FLATORIL,Simeticona,SUSPENSION ORAL,"LABORATORIOS ELMOR, S.A."
38104,ME41029,FLAVOXATO CLORHIDRATO 200 MG X 10 TABLETAS RECUBIERTAS,FLAVOXATO CLORHIDRATO,Flavoxato,TABLETAS,"LABORATORIO LA SANTE, C.A."
39220,ME38610,FLENOX 30 MG / 5 ML SOLUCION ORAL,FLENOX,Ambroxol,SOLUCION ORAL,"BIOTECH LABORATORIOS, C.A."
38112,ME41686,FLUCON 200 MG X 4 CAPSULAS,FLUCON,Fluconazol,CAPSULAS,MEGALABS S.A.
38113,HO36216,EXOMAX 200 MG / 100 ML X 1 AMPOLLA,EXOMAX,Fluconazol,INYECTABLE,BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED
38132,HO21515,FOSFATO DE POTASIO MONOBASICO 1 MEQ / ML SOLUCION INYECTABLE I.V.,FOSFATO DE POTASIO MONOBASICO,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
38134,ME31562,FOTORRETIN 0.5 % - 5 % SOLUCION OFTALMICA,FOTORRETIN,Tropicamida,SOLUCION OFTALMICA,LABORATORIOS POEN S.A.U.
38137,ME35373,FULGRAM 600 MG - 42.9 MG / 5 ML POLVO PARA SUSPENSION,FULGRAM,Amoxicilina - Clavulanico Acido,POLVO PARA RECONSTITUCION,"LABORATORIOS LETI, S.A.V."
38146,ME37992,GABAPANTINA 300 MG X 20 CAPSULAS,GABAPANTINA,Gabapentina,CAPSULAS,"CALOX INTERNATIONAL, C.A."
38153,ME39975/2,GENESA 3 MG-20 MCG X 21 COMPRIMIDOS RECUBIERTOS,GENESA,,COMPRIMIDOS,"LABORATORIOS LEON FARMA, S.A."
38157,ME24164,GENURIN 200 MG X 10 COMPRIMIDOS RECUBIERTOS,GENURIN,,COMPRIMIDOS,"LABORATORIOS ELMOR, S.A."
38160,ME39843,METFORMINA CLORHIDRATO - GLIBENCLAMIDA 500 MG - 5 MG TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO - GLIBENCLAMIDA,Glibenclamida,TABLETAS,LEK PHARMACEUTICALS D.D
38169,ME32727,GLIMERID 2 MG X 30 TABLETAS,GLIMERID,Glimepirida,TABLETAS,"LABORATORIO LA SANTE, C.A."
38172,ME35866,GLUCOFAGE 500 MG XR X 30 TABLETAS DE LIBERACION RETARDADA,GLUCOFAGE,,TABLETAS,MERCK SANTE S.A.S.
38173,ME37958,GLUCONATO FERROSO (50 MG / 15 ML DE HIERRO ELEMENTAL) SOLUCION ORAL,GLUCONATO FERROSO,,SOLUCION ORAL,"BIOQUIMICA INTERNACIONAL, C.A."
38182,ME22169,GULAPER 100 MG / 5 ML ORAL,GULAPER,,SOLUCION ORAL,MEGALABS S.A.
39241,ME44628,GULAPER 100 MG / 5 ML SOLUCION ORAL SABOR CHICLE,GULAPER,S-carboximetilcisteina,SOLUCION ORAL,MEGALABS S.A.
38192,ME36876,VALSARTAN -HIDROCLOROTIAZIDA 160 MG-25 MG X 20 TABLETAS RECUBIERTAS,VALSARTAN -HIDROCLOROTIAZIDA,,TABLETAS,"CALOX INTERNATIONAL, C.A."
38198,HO35867,BUTILBROMURO DE HIOSCINA 20 MG / ML SOLUCION INYECTABLE,BUTILBROMURO DE HIOSCINA,,INYECTABLE,GLAND PHARMA LIMITED
38200,ME1384,HIRUDOID (POLISULFATO DE MUCOPOLISACARIDO) 25.000 UI / 100 G GEL,HIRUDOID (POLISULFATO DE MUCOPOLISACARIDO),,GEL,CIFARMA S.A.C
38202,ME41648,HISTIVERT 16 MG X 30 COMPRIMIDOS,HISTIVERT,Betahistina,COMPRIMIDOS,"EUROFARMA LABORATORIOS, S.A."
38240,ME37122,ILANA 600 MG X 1 CAPSULA BLANDA VAGINAL,ILANA,,CAPSULAS,"PROCAPS, S.A."
39255,ME42947,IMAZOL DUAL 100 MG CAPSULAS BLANDAS VAGINALES - 1 % X 6 CREMA VAGINAL,IMAZOL DUAL,Clotrimazol,CAPSULAS,LABORATORIOS SIEGFRIED S.A.
38249,ME40027,FLUTIXAIR 125 MG - 25 MCG / DOSIS X 200 SUSPENSION INHALACION ORAL,FLUTIXAIR,,SOLUCION ORAL,LABORATORIOS HAYMANN S.A.
38896,ME40028,FLUTIXAIR 250 MCG -25 MCG / DOSIS X 120 SUSPENSION PARA INHALACION ORAL,FLUTIXAIR,,SOLUCION ORAL,LABORATORIOS HAYMANN S.A.
38250,ME36328,IPORET 40 MG / ML SUSPENSION ORAL GOTAS,IPORET,Ibuprofeno,SOLUCION ORAL,"LABORATORIOS L.O. OFTALMI, C.A."
38258,ME36807,IRBESARTAN -HIDROCLOROTIAZIDA 150 MG -12.5 MG X 28 TABLETAS,IRBESARTAN -HIDROCLOROTIAZIDA,,TABLETAS,"CALOX INTERNATIONAL, C.A."
38259,ME43716,IRBETIAZID 150 MG - 12.5 MG X 28 TABLETAS,IRBETIAZID,Hidroclorotiazida - Irbesartan,TABLETAS,LABORATORIOS SIEGFRIED S.A.
38262,ME44504,ITRASEC 33.33 MG – 166.66 MG X 12 CAPSULAS,ITRASEC,Itraconazol - Secnidazol Anhidro,CAPSULAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD"
39266,ME44048,IZABAN DPP 10 MG - 5 MG COMPRIMIDOS RECUBIERTOS,IZABAN DPP,Empagliflozina - Linagliptina,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38272,HO30748/4,KELAC 30 MG / ML X 4 AMPOLLAS,KELAC,,INYECTABLE,MEGALABS S.A.
38278,ME41404,KEPRORET 1 MG / ML SOLUCION ORAL,KEPRORET,Ketoprofeno,SOLUCION ORAL,"LABORATORIOS L.O. OFTALMI, C.A."
38296,HO42668/3,KETOROLACO TROMETAMOL 30 MG / ML X 10 AMPOLLAS,KETOROLACO TROMETAMOL,Ketorolaco,INYECTABLE,"LABORATORIO BIOSANO, S.A."
38297,HO42668/2,KETOROLACO TROMETAMOL 30 MG / ML X 8 AMPOLLAS,KETOROLACO TROMETAMOL,Ketorolaco,INYECTABLE,"LABORATORIO BIOSANO, S.A."
38298,HO42686,KETOROLACO TROMETAMINA 30 MG / ML X 3 AMPOLLAS,KETOROLACO TROMETAMINA,,INYECTABLE,CADILA PHARMACEUTICALS LIMITED
38299,ME36886,KETOROLAC TROMETAMINA 20 MG X 10 COMPRIMIDOS,KETOROLAC TROMETAMINA,,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
38307,ME36925/3,LACTBET 3000 U X 20 CAPSULAS,LACTBET,,CAPSULAS,"BIOTECH LABORATORIOS, C.A."
38308,ME16175,LARFACAINA 2 MG - 1.5 MG X 16 PASTILLAS SABOR A TUTTI - FRUTTI,LARFACAINA,Cetilpiridinio - Lidocaina,PASTILLA,"LABORATORIOS ELMOR, S.A."
39190,ME43966,LERCANIDIPINO 10 MG X 10 COMPRIMIDOS RECUBIERTOS,LERCANIDIPINO,Acetaminofen - Lercanidipino,COMPRIMIDOS,"LABORATORIOS VARGAS, S.A."
38323,ME43991,LERCANIDIPINO CLOHIDRATO 10 MG X 30 TABLETAS RECUBIERTAS,LERCANIDIPINO CLOHIDRATO,Lercanidipino,TABLETAS,ANG LIFESCIENCES INDIA LTD
38324,ME44311,LERCANIDIPNO 20 MG X 30 TABLETAS RECUBIERTAS,LERCANIDIPNO,Lercanidipino,TABLETAS,AXA PARENTERALS LTD
38327,ME33641/3,LETISAN 500 MG X 30 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA,LETISAN,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38353,HO32824,LIDOCAINA - EPINEFRINA 2 % - 1:50.000 SOLUCION INYECTABLE,LIDOCAINA - EPINEFRINA,,INYECTABLE,EMPRESA LABORATORIOS AICA
38355,HO40559,LINEZID 2 MG / ML SOLUCION INYECTABLE PARA INFUSION IV,LINEZID,,INYECTABLE,"LABORATORIO BEHRENS, C.A."
38356,MI318,LIOLACTIL X 20 SOBRES,LIOLACTIL X,,,"LABORATORIOS ELMOR, S.A."
38357,ME1264,LIOLACTIL (LACTOBACILOS RHAMNOSUS) 1.5 G X 6 POLVO PARA SUSPENSION ORAL SOBRES,LIOLACTIL (LACTOBACILOS RHAMNOSUS),,POLVO PARA RECONSTITUCION,"LABORATORIOS ELMOR, S.A."
38358,ME39972,LIPACOMB 40 MG - 10 MG X 30 TABLETAS,LIPACOMB,,TABLETAS,LABORATORIOS FARMA S.A.
38365,ME22407,LISOMUCIN 8 MG / 5 ML JARABE,LISOMUCIN,,JARABE,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
38369,ME39867,LODIPIN VL 10 MG - 160 MG X 30 CAPSULAS,LODIPIN VL,,CAPSULAS,MEGALABS S.A.
38370,ME28967,LOFLOX 400 MG X 10 TABLETAS RECUBIERTAS,LOFLOX,,TABLETAS,LABORATORIOS SIEGFRIED S.A.
38371,ME22858,LOGANIL 250 MG / 5 ML JARABE,LOGANIL,,JARABE,"BIOTECH LABORATORIOS, C.A."
38375,ME27475,LONGACEF 100 MG / 5 ML POLVO PARA SUSPENSION,LONGACEF,Cefixima,POLVO PARA RECONSTITUCION,"LABORATORIOS LETI, S.A.V."
38385,ME40440,LORATADINA - AMBROXOL CLORHIDRATO 5 MG - 30 MG / 5 ML SOLUCION ORAL,LORATADINA - AMBROXOL CLORHIDRATO,Ambroxol - Loratadina,SOLUCION ORAL,"LABORATORIOS KIMICEG, C.A."
38390,ME42490,LORATADINA - BETAMETASONA 5 MG - 0.25 MG COMPRIMIDOS,LORATADINA - BETAMETASONA,Betametasona - Loratadina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A."
38393,ME37256,LORECORT 1 MG - 0.05 MG / 5 ML SOLUCION ORAL,LORECORT,,SOLUCION ORAL,"LABORATORIOS L.O. OFTALMI, C.A."
38405,ME36110/2,LOSARTAN POTASICO - HIDROCLOROTIZADA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,LOSARTAN POTASICO - HIDROCLOROTIZADA,Hidroclorotiazida - Losartan,TABLETAS,"CALOX INTERNATIONAL, C.A."
38406,ME36110/3,LOSARTAN POTASICO - HIDROCLOROTIZADA 100 MG - 25 MG X 30 TABLETAS RECUBIERTAS,LOSARTAN POTASICO - HIDROCLOROTIZADA,Hidroclorotiazida - Losartan,TABLETAS,"CALOX INTERNATIONAL, C.A."
39292,ME16064,MACRODANTINA 100 MG X 30 CAPSULAS,MACRODANTINA,Nitrofurantoina,CAPSULAS,LABORATORIOS FARMA S.A.
38421,ME37893,MAALOX 460 MG - 400 MG / 4.3 ML X 30 SUSPENSION,MAALOX,Aluminio Hidroxido - Magnesio Hidroxido,SUSPENSION ORAL,SANOFI AVENTIS S.P.A ITALIA
38422,ME38235,GLETOP 20 MG X 60 TABLETAS CON CUBIERTA ENTERICA,GLETOP,Esomeprazol Magnesio Trihidrato,TABLETAS,GLENMARK PHARMACEUTICALS LIMITED
38426,HO15879,MANITOL AL 18 % SOLUCION INYECTABLE INTRAVENOSA,MANITOL AL,Manitol,INYECTABLE,"LABORATORIO BEHRENS, C.A."
38430,ME41135,MATERNAVIT X 30 CAPSULAS BLANDAS,MATERNAVIT X,,CAPSULAS,LAMBO LABORATORIA N.V
38433,ME42290,MAXOTEN 25 MG X 30 COMPRIMIDOS RECUBIERTOS,MAXOTEN,Eplerenona,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38442,ME43017/2,MEMANTINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD
38443,ME43017/4,MEMANTINA CLORHIDRATO 10 MG X 28 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD
38444,ME43017/3,MEMANTINA CLORHIDRATO 10 MG X 14 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD
38446,MI4470,FRICSOL 10 % - 10 % LINIMENTO,FRICSOL,Mentol - Salicilato Metilo,UNGUENTO,LABORATORIOS FARMA S.A.
38451,HO21983/3,DIPIRONA 1 G / 2 ML X 5 AMPOLLAS,DIPIRONA,,INYECTABLE,"LABORATORIOS VALMOR, C.A."
38452,ME37735,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,CLORHIDRATO DE METFORMINA,Metformina,TABLETAS,EMPRESA LABORATORIOS MEDSOL
38463,MI41036,SITAGLIPTINA-METFORMINA CLORHIDRATO 50 MG-1000 MG X 30 COMP RECUBIERTOS,SITAGLIPTINA-METFORMINA CLORHIDRATO,,,"LABORATORIOS LETI, S.A.V."
38465,ME40568,SITAGLIPTINA -METFORMINA CLORHIDRATO 50 MG-500 MG X 30 COMPRIMIDOS,SITAGLIPTINA -METFORMINA CLORHIDRATO,,COMPRIMIDOS,"LABORATORIOS LETI, S.A.V."
38470,ME37626,BETALOCZOK 47.5 MG X 30 COMPRIMIDOS DE LIBERACION CONTROLADA,BETALOCZOK,Metoprolol,COMPRIMIDOS,ASTRAZENECA AB.
38472,ME29532/3,METREN 500 MG X 15 CAPSULAS BLANDAS VAGINALES,METREN,Metronidazol,CAPSULAS,LABORATORIOS SIEGFRIED S.A.
38479,ME31064,METRONIDAZOL BENZOIL 125 MG / 5 ML SUSPENSION ORAL,METRONIDAZOL BENZOIL,,SUSPENSION ORAL,"LABORATORIOS KIMICEG, C.A."
38480,ME31012,METRONIDAZOL BENZOIL 250 MG / 5 ML SUSPENSION ORAL,METRONIDAZOL BENZOIL,Metronidazol,SUSPENSION ORAL,"LABORATORIOS KIMICEG, C.A."
38487,ME34758,MICROSER 16 MG X 20 TABLETAS,MICROSER,Betahistina,TABLETAS,TECNANDINA S.A.
38492,HO23464/3,MIOVIT COMPOSITUM CON LIDOCAINA X 3 AMPOLLAS,MIOVIT COMPOSITUM CON LIDOCAINA X,,INYECTABLE,"LABORATORIO COFASA, S.A."
38493,HO23464/2,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA,MIOVIT COMPOSITUM CON LIDOCAINA X,,INYECTABLE,"LABORATORIO COFASA, S.A."
38494,HO23464/4,MIOVIT COMPOSITUM CON LIDOCAINA X 6 AMPOLLAS,MIOVIT COMPOSITUM CON LIDOCAINA X,,INYECTABLE,"LABORATORIO COFASA, S.A."
38495,ME22476/2,MIOVIT X 10 COMPRIMIDOS RECUBIERTOS,MIOVIT X,,COMPRIMIDOS,"LABORATORIO COFASA, S.A."
38496,ME22476/3,MIOVIT X 30 COMPRIMIDOS RECUBIERTOS,MIOVIT X,,COMPRIMIDOS,"LABORATORIO COFASA, S.A."
38497,ME43809,VERNATE 0.05 % CREMA,VERNATE,Clobetasol Propionato,CREMA,"BIOTECH LABORATORIOS, C.A."
38501,ME43794/2,MIRTAZAVAL 15 MG X 10 TABLETAS RECUBIERTAS,MIRTAZAVAL,Mirtazapina,TABLETAS,"LABORATORIOS VALMOR, C.A."
38503,ME42742,MISULVAN FORTE 30 MG - 5 MG / 5 ML SOLUCION ORAL,MISULVAN FORTE,Ambroxol - Loratadina,SOLUCION ORAL,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A."
38509,ME39173,MONTRAX 4 MG X 10 TABLETAS MASTICABLES,MONTRAX,,TABLETAS,"BIOTECH LABORATORIOS, C.A."
38520,ME20385,MUCOBROL 4 MG / 5 ML JARABE,MUCOBROL,,JARABE,"LABORATORIO COFASA, S.A."
38521,ME40502,MUCOMAX 15 MG / 5 ML SOLUCION ORAL USO PEDIATRICO,MUCOMAX,Ambroxol,SOLUCION ORAL,"LABORATORIOS KIMICEG, C.A."
38524,ME11776,MULTIVIRAL X 30 CAPSULAS,MULTIVIRAL X,,CAPSULAS,LABORATORIOS SIEGFRIED S.A.
38528,HO36014,N-BUTIL BROMURO DE HIOSCINA 20 MG / ML X 5 AMPOLLAS,N-BUTIL BROMURO DE HIOSCINA,,INYECTABLE,VITALIS S.A.C.I.
38532,ME43615,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS,TRASS (NAPROXENO SODICO,Naproxeno - Sumatriptan,TABLETAS,"PROCAPS, S.A."
38534,ME31384/5,NEFROTAL H 50 MG - 12.5 MG X 30 COMPRIMIDOS RECUBIERTOS,NEFROTAL H,Hidroclorotiazida - Losartan,COMPRIMIDOS,MEGALABS S.A.
38535,ME31384/4,NEFROTAL H 50 MG - 12.5 MG X 15 COMPRIMIDOS RECUBIERTOS,NEFROTAL H,Hidroclorotiazida - Losartan,COMPRIMIDOS,MEGALABS S.A.
38536,ME31384/2,NEFROTAL H 50 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS,NEFROTAL H,Hidroclorotiazida - Losartan,COMPRIMIDOS,MEGALABS S.A.
38542,ME43802,CORIOSYL 500 U.I. - 3.5 MG - 10.000 U.I. / G UNGUENTO,CORIOSYL,Bacitracina - Neomicina - Polimixina B,UNGUENTO,"LABORATORIOS LETI, S.A.V."
38543,HO7099/2,NEOSTIGMINA 0.5 MG / ML X 3 AMPOLLAS,NEOSTIGMINA,,INYECTABLE,MEGALABS S.A.
38544,HO7099/3,NEOSTIGMINA 0.5 MG / ML X 6 AMPOLLAS,NEOSTIGMINA,,INYECTABLE,MEGALABS S.A.
39317,HO44715,NEULEVAL 500 MG / 100 ML X 10 AMPOLLAS,NEULEVAL,Levofloxacino,INYECTABLE,"LABORATORIOS VALMOR, C.A."
38549,ME38421/3,NEURIXA 75 MG X 21 CAPSULAS,NEURIXA,Pregabalina,CAPSULAS,LABORATORIOS FARMA S.A.
38550,ME43041,NEUROMIX X 30 SOLUCION ORAL,NEUROMIX X,Cianocobalamina - Nicotinamida - Piridoxina - Riboflavina - Tiamina,SOLUCION ORAL,"LABORATORIOS LETI, S.A.V."
38551,ME42077,NEVAC 0.1 % SUSPENSION OFTALMICA,NEVAC,Nepafenaco,SUSPENSION ORAL,"LABORATORIOS L.O. OFTALMI, C.A."
38557,ME35202,NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES,NIPE PLUS GRANULADO PARA SUSPENSION SABOR A FRUTAS TROPICALES,,GRANULADOS,"LABORATORIOS VARGAS, S.A."
38558,ME39909,NIPE 100 MG - 0.25 MG / ML X 6 SOLUCION ORAL EN GOTAS,NIPE,Acetaminofen,SOLUCION ORAL,"LABORATORIOS VARGAS, S.A."
38561,ME37921,NITAZOXANIDA 500 MG X 6 TABLETAS RECUBIERTAS,NITAZOXANIDA,,TABLETAS,"LABORATORIO LA SANTE, C.A."
38577,ME27271/2,NOTOLAC 20 MG X 4 TABLETAS,NOTOLAC,,TABLETAS,LABORATORIOS FARMA S.A.
38579,ME42194,NOXPIRIN GRIP X 12 TABLETAS,NOXPIRIN GRIP X,Acetaminofen,TABLETAS,LABORATORIOS SIEGFRIED S.A.
38580,ME37707,NYTAXIN 500 MG X 6 CAPSULAS BLANDAS,NYTAXIN,,CAPSULAS,"PROCAPS, S.A."
38585,ME26287,OFTERRA UNGUENTO OFTALMICO,OFTERRA UNGUENTO OFTALMICO,,UNGUENTO,"LABORATORIOS L.O. OFTALMI, C.A."
38614,ME1221,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,OMMUNAL (LISADO BACTERIANO),,CAPSULAS,OM PHARMA SA
38622,HO35150/3,ONDATRIN 2 MG / ML X 5 AMPOLLAS,ONDATRIN,Ondansetron,INYECTABLE,"LABORATORIO BEHRENS, C.A."
38623,ME44637,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39369,ME44642,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A CHICLE,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39370,ME44638,SUEROLITO ZINC 75 MEQL / L SOLUCION ELECTROLITICA USO ORAL SABOR A COCO,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39371,ME44639,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRESA,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39372,ME44641,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANDARINA,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39373,ME44640,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A UVA,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
39374,ME44643,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A MANZANA,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.
38624,ME41670,ORALZINC SALES DE REHIDRATACION X 1 POLVO PARA SOLUCION ORAL SABOR A COCO,ORALZINC SALES DE REHIDRATACION X,Dextrosa - Zinc Sulfato Heptahidrato,POLVO PARA RECONSTITUCION,"LABORATORIOS VARGAS, S.A."
38628,ME8463,OTANOL 50 MG / ML SOLUCION OTICA,OTANOL,,SOLUCION OTICA,"LABORATORIO ETICOS ETIFAR, C.A."
38631,ME25936,OXOLAMINA JARABE,OXOLAMINA JARABE,,JARABE,"LABORATORIOS ELMOR, S.A."
38637,ME44653,ATAREM 100 MG / 5 ML SOLUCION ORAL,ATAREM,Paracetamol,SOLUCION ORAL,LABORATORIOS SIEGFRIED S.A.
38643,ME42399,PASOLAX POLVO PARA SOLUCION ORAL,PASOLAX POLVO PARA SOLUCION ORAL,,POLVO PARA RECONSTITUCION,LABORATORIOS SIEGFRIED S.A.
38644,ME34116,PAXIL CR 25 MG X 30 TABLETAS DE LIBERACION CONTROLADA,PAXIL CR,Paroxetina,TABLETAS,GLAXOSMITHKLINE INC
38647,ME39670/3,PEGYT 150 MG X 30 CAPSULAS,PEGYT,Pregabalina,CAPSULAS,"LABORATORIOS LETI, S.A.V."
38652,ME44126,PEPTO-BISMOL 525 MG / 30 ML SUSPENSION ORAL,PEPTO-BISMOL,,SOLUCION ORAL,LABORATORIOS FARMA S.A.
38653,ME12460,PEREBRON 28 MG / 5 ML JARABE SABOR A FRAMBUESA,PEREBRON,,JARABE,"LABORATORIOS ELMOR, S.A."
38654,ME41148,PEREBRON 28 MG / 5 ML JARABE SABOR MIEL - LIMON,PEREBRON,,JARABE,"LABORATORIOS ELMOR, S.A."
38656,ME42593,PEROXIDO DE BENZOILO 2.5 % GEL,PEROXIDO DE BENZOILO,Benzoilo Peroxido,GEL,AUROCHEM LABORATORIES (INDIA) PVT. LTD.
38663,ME37698/2,PINAVERIUM BROMURO 100 MG X 20 TABLETAS RECUBIERTAS,PINAVERIUM BROMURO,,TABLETAS,"CALOX INTERNATIONAL, C.A."
38664,ME37698/3,PINAVERIUM BROMURO 100 MG X 30 TABLETAS RECUBIERTAS,PINAVERIUM BROMURO,,TABLETAS,"CALOX INTERNATIONAL, C.A."
38674,ME8400,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.,OTODON,,GOTAS,ORGANIFAR S.A.
38682,ME44096,PRENIL 3 MG / 1 ML SOLUCION ORAL,PRENIL,Prednisolona,SOLUCION ORAL,LABORATORIOS LEGRAND S.A.
38696,ME44579/3,PREGALIS 75 MG X 30 CAPSULAS,PREGALIS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.
38697,ME44579/2,PREGALIS 75 MG X 14 CAPSULAS,PREGALIS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.
38701,ME14671,PREVERAL CON CODEINA JARABE,PREVERAL CON CODEINA JARABE,,JARABE,"LABORATORIOS WYETH, S.A."
39343,MI25491,PROTOSULFIL 1 % POLVO,PROTOSULFIL,,POLVO PARA RECONSTITUCION,MEGALABS S.A.
38705,ME40343,PROVICAR 2 G / 10 ML SOLUCION ORAL,PROVICAR,,SOLUCION ORAL,"LABORATORIOS ELMOR, S.A."
38711,ME39822,QUETIAZIC 300 MG X 30 COMPRIMIDOS RECUBIERTOS,QUETIAZIC,Quetiapina,COMPRIMIDOS,"MONTE VERDE, S.A."
38716,ME29673,OTIRILIN 4 % - 1 % SOLUCION OTICA,OTIRILIN,,SOLUCION OTICA,BIOCODEX
38723,ME43467,RESEQUIL 0.1 % LOCION TOPICA,RESEQUIL,Mometasona Furoato,SOLUCION TOPICA,"LABORATORIOS L.O. OFTALMI, C.A."
38724,ME44650,REUMAQUINE 200 MG X 20 TABLETAS RECUBIERTAS,REUMAQUINE,Hidroxicloroquina,TABLETAS,NEEL NAYAN PHARMA PVT. LTD.
