id,sku,nombre_comercial,foto_url
38063,ME43399,EZOLIUM 40 MG X 30 CAPSULAS,
38064,ME28167,FAMULCER 40 MG X 10 TABLETAS,
38065,ME37251,FARBICIL 1 % CREMA,
38067,ME31439,FEBRILIX 120 MG / 5 ML SOLUCION ORAL,
38068,ME32558,FEBRILIX 500 MG X 20 TABLETAS,
38069,ME43813,FEBRIP 500 MG X 20 COMPRIMIDOS,
38070,ME42457,FEBRIP 180 MG / 5 ML SOLUCION ORAL,
38076,ME27405/3,FERGANIC 40 MG X 24 CAPSULAS,
38077,ME27405/4,FERGANIC 40 MG X 30 CAPSULAS,
38082,ME27514,FERGANIC 40 MG / 15 ML SOLUCION ORAL,
38083,HO43195,FERGANIC 100 MG / 5 ML X 1 AMPOLLA,
38079,ME33240/3,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 20 JARABE,
38080,ME33240/2,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 1 JARABE,
38081,ME33240/4,FERGANIC FOLIC 40 MG - 360 MCG / 15 ML X 30 JARABE,
39218,ME33238/5,FERGANIC FOLIC 40 MG - 350 MCG X 30 TABLETAS MASTICABLES,
39219,ME33238/3,FERGANIC FOLIC 40 MG - 350 MCG X 20 TABLETAS MASTICABLES,
38090,ME41359,FEXORAT 30 MG / 5 ML SUSPENSION ORAL,
38091,ME30089,FINASTERIDE 5 MG X 30 TABLETAS RECUBIERTAS,
38094,ME29110,FISIOLIN 0.65 % SOLUCION NASAL,
38095,ME38634/2,FITEX 20 MG X 1 TABLETA,
38096,ME38634/3,FITEX 20 MG X 2 TABLETAS,
38097,ME39597/2,FITEX 5 MG X 10 TABLETAS,
38100,ME29074,FLAVOL 300 MG X 20 CAPSULAS,
38105,HO24421,FLEMIBAR 20 MG - 2500 MG / 5 ML X 3 AMPOLLAS,
38106,ME24420,FLEMIBAR 10 MG - 250 MG X 10 COMPRIMIDOS RECUBIERTOS,
38107,ME38680,FLENOX 15 MG / 5 ML SOLUCION ORAL,
38108,ME35680,FLINAS 0.05 % X 140 SUSPENSION NASAL PARA NEBULIZAR,
38109,MI27670,FLODONT 0.15 % ENJUAGUE BUCAL,
38110,ME41019,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL ATOMIZADORA,
39222,ME41147,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL,
38111,ME27243,FLUCON 150 MG X 2 CAPSULAS,
38122,ME28326/2,FLUDIL 10 MG X 20 TABLETAS,
38123,ME28326/3,FLUDIL 10 MG X 40 TABLETAS,
38124,HO42815,FLUMAZENIL 0.5 MG / 5 ML X 1 AMPOLLA,
38130,ME21985,FOLIFER B-12 X 30 TABLETAS,
38133,ME41993,FOSFOLIT 21.6 G - 8.1 G / 45 ML SOLUCION ORAL,
38135,ME24373,FUGOLIN 1 % SOLUCION,
38136,ME31637,FULGRAM 875 MG - 125 MG X 16 COMPRIMIDOS RECUBIERTOS,
38138,ME43354,FUNTRAZOL 100 MG X 10 CAPSULAS,
38149,ME20787,GABOX 200 MG X 20 COMPRIMIDOS,
38150,ME24868,GARABET 0.3 % - 0.1 % SOLUCION OFTALMICA,
38151,ME26651,GARDENAL 100 MG X 30 COMPRIMIDOS,
38152,ME39975/3,GENESA 3 MG-20 MCG X 28 COMPRIMIDOS RECUBIERTOS,
38161,ME40365,GLICAZET 500 MG / 5 MG TABLETAS RECUBIERTAS,
38163,ME27630,GLIDAN 80 MG X 20 TABLETAS,
38164,ME43215,GLIFORMIN 1000 MG X 30 TABLETAS RECUBIERTAS,
38165,ME43214,GLIFORMIN 850 MG X 30 TABLETAS RECUBIERTAS,
38170,ME44696/2,GLIPTIN 500 MG - 50 MG X 10 COMPRIMIDOS RECUBIERTOS,
38171,ME44696/3,GLIPTIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS,
38174,ME44000,GLUCOVAL 10 MG X 30 TABLETAS RECUBIERTAS,
38175,ME44001,GLUCOVAL 25 MG X 30 TABLETAS RECUBIERTAS,
38178,ME35120,GRATIO 500 MG X 10 TABLETAS RECUBIERTAS,
38180,ME24672,GULAPER 250 MG / 5 ML SOLUCION ORAL,
38181,ME44629,GULAPER 250 MG / 5 ML SOLUCION ORAL SABOR A MENTA,
38183,ME25838,GYNODERAIN 0.6 G X 6 OVULOS,
38184,ME43566,GYNOMET 750 MG - 200 MG X 7 OVULOS,
38186,ME25273,HELAL 200 MG X 2 COMPRIMIDOS,
38187,ME28801,HEPAFOL B12 X 30 TABLETAS RECUBIERTAS,
38188,ME36675,HEPROX 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38189,ME43345,HEXANTFLEM 250 MG / 5 ML SOLUCION ORAL,
39243,ME43494,HEXANTFLEM 100 MG - 5 ML SOLUCION ORAL,
38197,ME39520,HIDROTEN 12.5 MG X 30 TABLETAS,
38199,ME43845,PASIM FEM 20 MG - 400 MG X 10 COMPRIMIDOS RECUBIERTOS,
38201,ME39098,HISTALER 5 MG X 10 TABLETAS RECUBIERTAS,
38203,ME41649,HISTIVERT 24 MG X 30 COMPRIMIDOS,
38204,ME38784,IBANDROMET 150 MG X 1 TABLETA RECUBIERTA,
38205,ME42272,IBECAR 150 MG X 30 TABLETAS RECUBIERTAS,
38206,ME42142,IBECAR 300 MG X 30 TABLETAS RECUBIERTAS,
38207,ME43775,IBLUFEN 800 MG X 10 TABLETAS,
38208,ME39249/2,IBUCOLVAL 600 MG - 4 MG X 10 TABLETAS RECUBIERTAS,
38209,ME39249/3,IBUCOLVAL 600 MG - 4 MG X 20 TABLETAS RECUBIERTAS,
38210,ME21722,IBUFENAC 400 MG X 20 CAPSULAS,
38211,ME43466,IBUMAX 100 MG / 5 ML SUSPENSION ORAL,
38212,ME44745,IBUN 600 MG X 10 TABLETAS RECUBIERTAS,
38213,ME44025,IBUN 800 MG X 10 TABLETAS RECUBIERTAS,
38226,ME27398,IBUTAN 100 MG / 5 ML SUSPENSION,
38227,ME38880,IBUTAN 200 MG / 5 ML SUSPENSION,
38228,ME42600,IBUTAN 200 MG X 10 TABLETAS,
38229,ME19994/2,IBUTAN 400 MG X 10 TABLETAS,
38230,ME19994/3,IBUTAN 400 MG X 20 TABLETAS,
38231,ME39059,IBUTAN 600 MG X 10 TABLETAS,
38232,ME40927/2,IBUTANCOL 400 MG - 4 MG X 10 TABLETAS,
38233,ME40927/3,IBUTANCOL 400 MG - 4 MG X 20 TABLETAS,
38234,ME39405/2,IBUTANCOL 600 MG - 4 MG X 10 TABLETAS,
38235,ME39405/3,IBUTANCOL 600 MG - 4 MG X 20 TABLETAS,
38236,ME42479/2,IBUTANFEM 400 MG - 20 MG X 20 TABLETAS RECUBIERTAS,
38237,ME42479/3,IBUTANFEM 400 MG - 20 MG X 30 TABLETAS RECUBIERTAS,
38238,ME32276,IDOXEN 75 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38239,ME32277,IDOXEN 150 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,
38241,ME38150,ILTUX 20 MG X 28 COMPRIMIDOS RECUBIERTOS,
38242,ME42948,IMAZOL DUAL 500 MG CAPSULA BLANDA VAGINAL + 1 % X 1 CREMA VAGINAL,
38243,MI30271,IMAZOL 1 % POLVO,
38244,ME30272,IMAZOL 1 % SOLUCION TOPICA ATOMIZADOR,
38245,ME20148,IMAZOL 100 MG X 6 TABLETAS VAGINALES,
39256,ME20149,IMAZOL 1 % SOLUCION,
38246,ME41339,INIBIL 20 MG X 14 COMPRIMIDOS CON CUBIERTA ENTERICA,
38247,ME41338,INIBIL 40 MG X 14 COMPRIMIDOS CON CUBIERTA ENTERICA,
38248,ME22931,IPALAT 1 % CREMA,
38251,ME27981,IPROXIN 500 MG X 12 TABLETAS RECUBIERTAS,
38252,ME44404,IPROXIN 750 MG X 10 TABLETAS RECUBIERTAS,
39259,ME43717,IRBETIAZID 300 MG - 12.5 MG X 28 TABLETAS,
38260,ME42354,ISBELA 2 MG - 0.035 MG X 21 TABLETAS RECUBIERTAS,
38264,ME43469,IZABAN 10 MG X 30 COMPRIMIDOS RECUBIERTOS,
38265,ME44047,IZABAN DPP 25 MG - 5 MG X 30 COMPRIMIDOS RECUBIERTOS,
38266,ME35154/2,KAPET 75 MG X 14 TABLETAS RECUBIERTAS,
38268,HO38074,KATRIN 30 MG / ML X 1 AMPOLLA,
38269,ME42567,KAYIVIS 10 % SOLUCION TOPICA,
38270,HO30748/2,KELAC 30 MG / ML X 1 AMPOLLA,
38271,HO30748/3,KELAC 30 MG / ML X 3 AMPOLLAS,
38273,ME42343,KELAC 30 MG X 4 TABLETAS SUBLINGUALES.,
38274,ME31304,KELFEN 50 MG X 10 CAPSULAS,
38275,ME28589,KELFEN 100 MG X 20 COMPRIMIDOS CON CUBIERTA ENTERICA,
38279,ME25621,KETAZOL 2 % CHAMPU,
38280,ME25126,KETAZOL 2 % CREMA,
38281,ME25867,KETAZOL 400 MG X 3 OVULOS,
38283,ME42916,KETODEX 100 MG X 10 TABLETAS CON RECUBRIMIENTO ENTERICO,
38295,ME42483,KETOREL 30 MG X 4 COMPRIMIDOS ORODISPERSABLE,
38300,ME43754/2,KEYDOL 400 MG - 4 MG X 10 COMPRIMIDOS RECUBIERTOS,
38301,ME43754/3,KEYDOL 400 MG - 4 MG X 20 COMPRIMIDOS RECUBIERTOS,
38302,ME43753/2,KEYDOL 600 MG - 4 MG X 10 COMPRIMIDOS RECUBIERTOS,
38303,ME43753/3,KEYDOL 600 MG - 4 MG X 20 COMPRIMIDOS RECUBIERTOS,
38304,ME25409,KLAS 100 MG X 20 CAPSULAS,
38305,ME35022,L - CARNITINA 1 G / 10 ML SOLUCION ORAL,
38306,ME36925/2,LACTBET 3000 U X 10 CAPSULAS,
38310,ME44410,LAMICTAL 25 MG X 30 TABLETAS DISPERSABLES-MASTICABLES,
39535,ME44412,LAMICTAL 100 MG X 30 TABLETAS DISPERSABLES-MASTICABLES,
39536,ME44411,LAMICTAL 50 MG X 30 TABLETAS DISPERSABLES - MASTICABLES,
38313,HO44183,LAMPRAL 4 MG / 2 ML X 2 AMPOLLAS,
38317,ME38587,LENTOCILIN 6.3.3 X 1 AMPOLLA,
38318,ME37188,LEPRIT 25 MG X 30 TABLETAS,
38319,ME17826,LEPTAZINE 10 MG X 24 COMPRIMIDOS,
38320,ME16386,LEPTAZINE 5 MG X 30 COMPRIMIDOS,
38326,ME33641/2,LETISAN 500 MG X 10 COMPRIMIDOS RECUBIERTOS DE ACCION PROLONGADA,
39284,ME38543,LETISAN 500 MG X 10 TABLETAS MASTICABLES SABOR UVA,
38329,ME42905,LEVAMOX 750 MG X 10 TABLETAS RECUBIERTAS,
38345,ME43586,LEVOPRIDE 25 MG X 30 COMPRIMIDOS,
38346,ME42231,LEVORAT 5 MG / ML X 10 SOLUCION ORAL,
38348,ME37085,LEVOSULPIRIDE 25 MG X 30 TABLETAS,
38352,ME43146,LIBERDUX 5 MG X 10 TABLETAS RECUBIERTAS,
38354,HO43916,LIDOCAINA 2 % CON ADRENALINA 1: 80.000 SOLUCION INYECTABLE,
38359,ME44241,LIPEND 10 MG X 30 COMPRIMIDOS RECUBIERTOS,
38360,ME44242,LIPEND 20 MG X 30 COMPRIMIDOS RECUBIERTOS,
38361,ME28540,LIPONTAL 900 MG X 10 TABLETAS,
38362,ME26675,LISILET 10 MG X 30 COMPRIMIDOS,
38363,ME29414,LISILETIC 20 MG -12.5 MG X 30 COMPRIMIDOS,
38364,ME17740,LISOMUCIN 4 MG / 5 ML JARABE,
38366,ME43571,LODESTAR 100 MG X 30 TABLETAS RECUBIERTAS,
38367,ME41446,LODESTAR HCT 50 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,
38368,ME41901,LODIPIN 10 MG X 10 COMPRIMIDOS,
38372,ME22859,LOGANIL 100 MG / 5 ML JARABE,
38373,ME30293,LOKARIN 5 MG - 60 MG / 5 ML JARABE,
38374,ME39217,LONGACEF 400 MG X 5 CAPSULAS,
38376,ME22142/2,LOPERAM 2 MG X 4 TABLETAS,
38377,ME22142/3,LOPERAM 2 MG X 10 TABLETAS,
38380,ME36543,LORADEX 10 MG X 10 TABLETAS,
38391,ME29808,LORAVAL 5 MG / 5 ML JARABE,
38392,ME29176,LORAVAL 10 MG X 10 TABLETAS,
38412,ME38053,LOTEMICIN 0.5 % - 0.3 % SUSPENSION OFTALMICA,
38413,HO32377,LOWPRES 150 MCG / ML X 5 AMPOLLAS,
38414,ME42760,LUDROX 75 MG X 30 TABLETAS RECUBIERTAS,
38415,ME24925,LUMBAX 200 MG X 10 TABLETAS,
38416,ME29063,LUMBAX 400 MG X 10 TABLETAS,
38417,ME30211,LUMBAX 600 MG X 10 TABLETAS,
38418,ME37320,LUMBAX 800 MG X 6 COMPRIMIDOS RECUBIERTOS,
38419,ME16065,MACRODANTINA 50 MG X 30 CAPSULAS,
38420,ME14881,MADECASSOL 1 % UNGUENTO,
38423,ME34990/2,MAILEN 5 MG X 10 COMPRIMIDOS RECUBIERTOS,
38424,ME34990/3,MAILEN 5 MG X 30 COMPRIMIDOS RECUBIERTOS,
38425,ME34952,MAILEN 2.5 MG / 5 ML JARABE,
38427,ME39216,MARTESIA 25 MG X 30 CAPSULAS,
38428,ME38501,MARTESIA 300 MG X 14 CAPSULAS,
38429,ME38503,MARTESIA 75 MG X 14 CAPSULAS,
38431,ME23582,MATILOL 0.5 % SOLUCION OFTALMICA,
38432,ME44317,MAXIFUR 50 MG X 30 CAPSULAS,
39294,ME42291,MAXOTEN 50 MG COMPRIMIDOS RECUBIERTOS,
38436,ME44574,MELIF 50 MG - 500 MG X 30 COMPRIMIDOS RECUBIERTOS,
38437,ME43285,MELIGEN 10 MG X 30 TABLETAS RECUBIERTAS,
38449,HO41258,MESPEN 500 MG X 1 AMPOLLA,
38450,HO21983/2,DIPIRONA 1 G / 2 ML X 3 AMPOLLAS,
38466,HO43316,METILPREDNISOLONA 125 MG X 1 AMPOLLA,
38471,ME29532/2,METREN 500 MG X 10 CAPSULAS BLANDAS VAGINALES,
38473,ME29922,METREN 250 MG / 5 ML SUSPENSION,
38474,ME28780,METREN 500 MG X 10 TABLETAS,
38485,ME42156,METSIGLIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS,
38486,ME40057,MICONAX 15 % - 4 % CREMA VAGINAL,
38488,ME31976/2,MIGRAVAL 100 MG X 2 COMPRIMIDOS RECUBIERTOS,
38489,ME31976/3,MIGRAVAL 100 MG X 4 COMPRIMIDOS RECUBIERTOS,
38490,ME31976/4,MIGRAVAL 100 MG X 8 COMPRIMIDOS RECUBIERTOS,
38491,ME42475,MILAX 50 % X 20 SOLUCION ORAL,
38500,ME43794/3,MIRTAZAVAL 15 MG X 30 TABLETAS RECUBIERTAS,
38502,ME28425,MISULVAN 30 MG / 5 ML JARABE,
38507,ME38837/2,MONTRAX 10 MG X 10 TABLETAS,
38508,ME38837/3,MONTRAX 10 MG X 30 TABLETAS,
38510,ME39174/2,MONTRAX 5 MG X 10 TABLETAS MASTICABLES,
38511,ME39174/3,MONTRAX 5 MG X 30 TABLETAS MASTICABLES,
38512,ME35105,MONUKAST 5 MG X 30 TABLETAS MASTICABLES,
38513,ME43308,MOPERID 10 MG X 20 TABLETAS,
38514,ME35996,MOVIMEX 15 MG X 10 TABLETAS,
38515,ME40494,MOXIDEX 0.5 -0.1 % SOLUCION OFTALMICA ESTERIL,
38519,ME40642,MUCLAR 30 MG - 5 MG X 10 COMPRIMIDOS,
38522,ME43440,MUCOXOL 30 MG / 5 ML JARABE,
38523,ME40019,MULTIDERM 2 % UNGUENTO,
38525,ME35710,MUPIROCIN 2 % UNGUENTO,
38526,ME38101,MUVETT 300 MG X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,
38527,ME28565,MYCOFENTIN 2 % CREMA,
38529,ME22739,NACLODIN 0.150 MG X 30 TABLETAS,
38530,ME30624,NAFINA 1 % CREMA,
38533,ME41823,NEFROTAL AMLO 50 MG - 5 MG X 30 COMPRIMIDOS,
38537,ME31384/3,NEFROTAL H 50 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS,
38541,ME35489,NEFROTAL H 100 MG - 25 MG X 10 COMPRIMIDOS RECUBIERTOS,
39316,ME38329,NEFROTAL H 100 MG - 12.5 MG COMPRIMIDOS RECUBIERTOS,
38538,ME35488/4,NEFROTAL 100 MG X 30 COMPRIMIDOS RECUBIERTOS,
38539,ME35488/2,NEFROTAL 100 MG X 10 COMPRIMIDOS RECUBIERTOS,
38540,ME35488/3,NEFROTAL 100 MG X 14 COMPRIMIDOS RECUBIERTOS,
38545,ME41608,NEULEVAL 500 MG X 10 TABLETAS RECUBIERTAS,
38546,ME41609,NEULEVAL 750 MG X 5 TABLETAS RECUBIERTAS,
38547,ME38422,NEURIXA 150 MG X 14 CAPSULAS,
38548,ME38421/2,NEURIXA 75 MG X 14 CAPSULAS,
38556,ME38246,NIMODIPINA 30 MG X 30 COMPRIMIDOS,
38560,ME42837,NITAX 500 MG X 6 TABLETAS RECUBIERTAS,
38567,ME42319/2,NONAFOL 10 MG X 10 TABLETAS,
38568,ME42319/3,NONAFOL 10 MG X 20 TABLETAS,
38569,ME42319/4,NONAFOL 10 MG X 30 TABLETAS,
38570,ME42320/2,NONAFOL 5 MG X 10 TABLETAS,
38571,ME42320/3,NONAFOL 5 MG X 20 TABLETAS,
38572,ME42320/4,NONAFOL 5 MG X 30 TABLETAS,
39319,ME42092,NONAFOL 10 MG / ML X 10 SOLUCION ORAL,
38574,ME35872,NORSINA 500 MG - 10 MG X 12 TABLETAS,
38575,ME43718,NORTRICOL 200 MG X 20 CAPSULAS,
38576,ME27271/3,NOTOLAC 20 MG X 10 TABLETAS,
38578,ME23563,NOVARONA 200 MG X 10 COMPRIMIDOS,
38582,ME38888,OFAFLAN 50 MG X 10 COMPRIMIDOS CON CUBIERTA ENTERICA,
38584,ME38721,OFAFLAN 2 MG / ML SUSPENSION ORAL,
38587,ME39403,OLMECAR 20 MG X 30 COMPRIMIDOS RECUBIERTOS,
38588,ME39297,OLMECAR 40 MG X 30 COMPRIMIDOS RECUBIERTOS,
38595,ME42770,OLMETIQUE 20 MG X 30 TABLETAS RECUBIERTAS,
38612,ME44039,JUVILOC 20 MG X 20 TABLETAS GASTRORRESISTENTE,
38621,HO35150/2,ONDATRIN 2 MG / ML X 1 AMPOLLA,
38625,ME39093,ORLIDIET 120 MG X 30 CAPSULAS,
38626,ME40197,ORLIDIET 60 MG X 30 CAPSULAS,
38630,ME38580,OXIDREN 150 MG X 1 COMPRIMIDO RECUBIERTO,
38640,ME43713,PASIM PLUS 10 MG - 500 MG X 10 COMPRIMIDOS RECUBIERTOS,
38641,ME43239,PASIM PLUS 2 MG - 100 MG / ML SOLUCION ORAL,
38642,ME41590,PASIM 10 MG / ML SOLUCION ORAL,
38645,ME41358,PEDIACORT 3 MG / ML SOLUCION ORAL,
38646,ME39670/2,PEGYT 150 MG X 20 CAPSULAS,
38648,ME43568,PEGYT 25 MG X 30 CAPSULAS,
38649,ME39669,PEGYT 75 MG X 20 CAPSULAS,
39338,ME43569,PEGYT 50 MG X 30 CAPSULAS,
38655,ME29292,PERIDONT 0.12 % SOLUCION TOPICA BUCAL,
38657,ME40348,PERTEN 1 % SOLUCION TOPICA,
38658,ME40673,PERTEN 1 % GEL TOPICO,
38659,ME40357,PERTEN 1 % SOLUCION ATOMIZADORA PARA USO TOPICO,
38660,ME41064,PERTEN 250 MG X 20 TABLETAS,
39340,ME37330,PERTEN 1 % CREMA,
38661,ME42325,PIGRAL 75 MG X 14 COMPRIMIDOS RECUBIERTOS,
38662,ME44538,PIMADOL 10 MG X 10 TABLETAS RECUBIERTAS,
38665,ME40606/3,PINAVIX 100 MG X 30 COMPRIMIDOS RECUBIERTOS,
38666,ME40606/2,PINAVIX 100 MG X 20 COMPRIMIDOS RECUBIERTOS,
38667,ME40639,PIPERAZINA 500 MG / 5 ML JARABE,
38670,ME30588,PLAVIX 75 MG X 14 COMPRIMIDOS RECUBIERTOS,
38671,ME31051,PLIDAN COMPUESTO 10 MG / 125 MG X 10 COMPRIMIDOS RECUBIERTOS,
38672,HO31052/2,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 1 AMPOLLA,
38675,HO29980,POLIAMIN 10 % (AMINOACIDOS CRISTALINOS) SOLUCION INYECTABLE INTRAVENOSA,
38676,ME30697,POSTINOR 2 0.75 MG X 2 COMPRIMIDOS,
38677,ME42051,POTAX 10 MEQ X 100 TABLETAS DE LIBERACION PROLONGADA,
38678,ME41289,PRALINA 75 MG X 14 CAPSULAS,
38679,ME15805/2,PRAXONA 150 MG X 10 COMPRIMIDOS,
38680,ME15805/3,PRAXONA 150 MG X 24 COMPRIMIDOS,
38681,ME37032,PREDNA 15 MG / 5 ML SOLUCION ORAL,
38698,ME41141,PRELIVAL 150 MG X 20 CAPSULAS,
38699,ME41142,PRELIVAL 75 MG X 20 CAPSULAS,
38700,ME36047,PRESIDERM 2 % UNGUENTO,
38704,ME23774,PROTOSULFIL 1 % CREMA,
38706,ME35378,PROXIME 750 MG X 5 COMPRIMIDOS RECUBIERTOS,
38707,ME37253,PULMOLET 1 MG / ML SUSPENSION PARA NEBULIZAR,
38712,ME42736,QUETIVAL 100 MG X 30 TABLETAS RECUBIERTAS,
38713,ME43563,QUETIVAL 200 MG X 30 TABLETAS RECUBIERTAS,
38714,ME42737,QUETIVAL 25 MG X 30 TABLETAS RECUBIERTAS,
38715,ME35503,QUINOMAX 0.5 % SOLUCION OFTALMICA,
38717,ME40243,RAMIPRES 5 MG X 30 COMPRIMIDOS,
38722,ME39265,REGULIP 20 MG X 30 TABLETAS,
38725,ME30106,RIDAL 2 MG X 20 COMPRIMIDOS RECUBIERTOS,
38726,ME30105,RIDAL 3 MG X 20 COMPRIMIDOS RECUBIERTOS,
38727,ME36450,RIDAL 1 MG X 20 COMPRIMIDOS RECUBIERTOS,
38728,ME39709,RIDAL 1 MG / ML SOLUCION ORAL,
38729,ME39775/3,RIFAMIX 200 MG X 12 COMPRIMIDOS RECUBIERTOS,
39355,ME35116,RINARIS 5 MG - 60 MG X 10 TABLETAS RECUBIERTAS,
38734,ME32231,RINOLAST 120 MG X 10 TABLETAS RECUBIERTAS,
38735,ME30711,RINOMAX 0.25 % - 0.125 % - 0.25 % SOLUCION NASAL,
38736,ME28992,RISPERID 2 MG X 30 COMPRIMIDOS RECUBIERTOS,
38737,ME28993,RISPERID 3 MG X 30 COMPRIMIDOS RECUBIERTOS,
38738,ME36861,RISPERID 1 MG / ML X 30 SOLUCION ORAL,
38741,ME44735,RISTONEL 100 MG X 30 COMPRIMIDOS RECUBIERTOS,
38742,ME44734,RISTONEL 50 MG X 30 COMPRIMIDOS RECUBIERTOS,
38743,ME42436,RITROMI 500 MG X 10 TABLETAS RECUBIERTAS,
38747,ME43974,RONARES 500 MG - 4 MG X 10 COMPRIMIDOS,
38753,ME35905,ROVARTAL 10 MG X 30 COMPRIMIDOS RECUBIERTOS,
38754,ME38325,ROVARTAL 40 MG X 30 COMPRIMIDOS RECUBIERTOS,
38755,ME37201/2,ROWELUK 5 MG X 10 COMPRIMIDOS MASTICABLES,
38756,ME37201/3,ROWELUK 5 MG X 30 COMPRIMIDOS MASTICABLES,
38758,ME37200/3,ROWELUK 4 MG X 30 COMPRIMIDOS MASTICABLES,
38759,ME37200/2,ROWELUK 4 MG X 10 COMPRIMIDOS MASTICABLES,
38760,ME43848,RUBIZON 20 MG X 35 TABLETAS RECUBIERTAS,
38761,ME43810,SADOXOL 50 MG X 30 TABLETAS,
38766,ME29493,SAVER 500 MG X 5 COMPRIMIDOS RECUBIERTOS,
38773,ME37680,SECNIDEX 500 MG X 4 TABLETAS RECUBIERTAS,
38774,ME33722,SELENE 400 UI - 70 MCG X 30 CAPSULAS BLANDAS,
38776,ME31374,SERETIDE 25 MCG - 50 MCG DOSIS X 120 SUSPENSION PARA INHALACION ORAL,
38777,ME32712,SERLINE 100 MG X 10 COMPRIMIDOS,
38778,ME30171/2,SERLINE 50 MG X 10 COMPRIMIDOS,
38787,ME34530,SESAREN XR 150 MG X 15 CAPSULAS CON MICROGRANULOS DE LIBERACION PROLONGADA,
38788,ME43900,SIDAZOL 100 MG X 30 TABLETAS,
38789,ME43899,SIDAZOL 50 MG X 30 TABLETAS,
38790,ME44582,SIGLUTAN 50 MG-500 MG X 30 TABLETAS RECUBIERTAS,
38794,ME42444/2,SILDEX 100 MG X 1 TABLETA RECUBIERTA,
38795,ME42444/3,SILDEX 100 MG X 2 TABLETAS RECUBIERTAS,
38796,ME37030/2,SILDEX 50 MG X 1 TABLETA RECUBIERTA,
38797,ME37030/3,SILDEX 50 MG X 2 TABLETAS RECUBIERTAS,
38798,ME41645,SINUTIL 80 MG - 0.5 MG / ML SOLUCION ORAL,
38803,ME40375,SITAGLIS MET 50 MG-1000 MG X 28 COMPRIMIDOS RECUBIERTOS,
38804,ME31026,SOMAZINA 500 MG X 30 COMPRIMIDOS RECUBIERTOS,
38811,ME43187,SULIXTRA 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38812,ME43279/2,SULIXTRA DUO 0.4 MG - 0.5 MG X 10 CAPSULAS DE LIBERACION PROLONGADA,
38813,ME43279/3,SULIXTRA DUO 0.4 MG - 0.5 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38814,ME44472,SULPIR 25 MG X 30 COMPRIMIDOS,
38816,ME44577,SULTRIM 400 MG – 80 MG X 20 TABLETAS,
38817,ME28856,SUPRAMYCINA FORTE 200 MG X 10 TABLETAS,
38818,ME28673,SUPRAMYCINA 100 MG X 10 TABLETAS,
38819,ME39943,SURIDE 25 MG X 30 COMPRIMIDOS RECUBIERTOS,
38820,ME40210,TACHIFORTE 1 G X 20 TABLETAS,
38821,ME35368,TACHIFORTE 650 MG X 10 TABLETAS,
38822,ME23819,TACHIPIRIN 125 MG X 6 SUPOSITORIOS,
38824,ME38718/2,TADAFOX 20 MG X 1 TABLETA RECUBIERTA,
38825,ME38718/3,TADAFOX 20 MG X 2 TABLETAS RECUBIERTAS,
38829,ME41780,TADIFIL 5 MG X 30 COMPRIMIDOS RECUBIERTOS,
38830,ME38637/2,TADIFIL 20 MG X 1 COMPRIMIDO RECUBIERTO,
38831,ME38637/3,TADIFIL 20 MG X 2 COMPRIMIDOS RECUBIERTOS,
38832,ME32057,TALERC 10 MG X 10 COMPRIMIDOS,
39587,ME33286,TALERC 10 MG / ML SOLUCION ORAL,
38835,ME28274,TALZIC 10 MG X 10 COMPRIMIDOS RECUBIERTOS,
38836,ME29348,TALZIC 10 MG / ML SOLUCION ORAL,
38837,ME32457,TALZIC 1 MG / ML SOLUCION ORAL,
39383,ME39471,TAMOA 250 MG COMPRIMIDOS MASTICABLES,
38839,ME42467/3,TAMOSTIN 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38848,ME36643/3,TEKRON 200 MG X 30 COMPRIMIDOS RECUBIERTOS,
38849,ME28561/3,TENSOMAX 30 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
38851,ME24973,TENSOPIN 20 MG / ML SOLUCION ORAL,
38857,ME38849,TIALIN 100 MG X 10 COMPRIMIDOS,
38858,ME30062/2,TIALIN 50 MG X 10 COMPRIMIDOS,
38859,ME30062/3,TIALIN 50 MG X 30 COMPRIMIDOS,
38860,ME43421,TIDOR 2 % - 0.5 % SOLUCION OFTALMICA,
38865,ME42787,TIOCHAX PLUS 400 MG - 4 MG X 10 TABLETAS RECUBIERTAS,
38866,ME21386,TIOCHAX 4 MG X 12 COMPRIMIDOS,
