producto_id,nombre,sku,fuente,principio_activo,molecula_enlazada,ref_id,atc_id
37472,ANTAAR 10 MG X 30 TABLETAS RECUBIERTAS,ME39619,INHRR,BISOPROLOL FUMARATO,Bisoprolol,3830,1815
37484,APLEXIL 550 MG X 10 TABLETAS RECUBIERTAS,ME43975,INHRR,NAPROXENO SODICO,Naproxeno,2418,2796
37485,ARANDA 2.5 MG - 50 MG X 10 CAPSULAS,ME37211/2,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
37486,ARANDA 2.5 MG - 50 MG X 30 CAPSULAS,ME37211/3,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
37487,ARANDA 5 MG - 100 MG X 10 CAPSULAS,ME37212,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
37506,ASTRIMOL 2.5 MG X 30 TABLETAS RECUBIERTAS,ME43710,INHRR,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37535,AVODART 0.5 MG CAPSULAS BLANDAS,ME34732,INHRR,DUTASTERIDE,Dutasterida,1177,3018
37536,AXOKINE 400 MG X 5 COMPRIMIDOS RECUBIERTOS,ME33902,INHRR,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,2384,6360
37560,BENFLUX 30 MG X 20 TABLETAS,ME25332,INHRR,AMBROXOL CLORHIDRATO,Ambroxol,181,5950
37562,BENZODIAZOL 0.25 MG - 5 MG X 16 PASTILLAS SABOR A MENTA,ME16799,INHRR,CLORURO DE DECUALINIO - LIDOCAINA,Decualinio,994,2518
37571,BETAHISTINA 16 MG X 20 TABLETAS RECUBIERTAS,ME38280,INHRR,BETAHISTINA CLORHIDRATO,Betahistina,453,5638
37572,BETAMETASONA - GENTAMICINA - CLOTRIMAZOL 0.5 MG - 1 MG - 10 MG CREMA,ME42631,INHRR,BETAMETASONA DIPROPIONATO - SULFATO DE GENTAMICINA - CLOTRIMAZOL,Gentamicina,1614,6641
37585,BIPROLIL HCT 5 MG - 6.25 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44259/3,INHRR,HIDROCLOROTIAZIDA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37586,BIPROLIL HCT 5 MG - 6.25 MG X 15 COMPRIMIDOS RECUBIERTOS,ME44259/2,INHRR,HIDROCLOROTIAZIDA - FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37588,BISOBLOC H 5 MG - 6.25 MG TABLETAS RECUBIERTAS,ME40280,INHRR,FUMARATO DE BISOPROLOL - HIDROCLOROTIAZIDA,Bisoprolol,3830,1815
37590,BISOPROLOL FUMARATO 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,ME39140,INHRR,BISOPROLOL FUMARATO,Bisoprolol,3830,1815
37591,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG X 30 TABLETAS,ME36891,INHRR,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA,Bisoprolol,3830,1815
37592,BISOPROLOL FUMARATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME42421,INHRR,BISOPROLOL FUMARATO,Bisoprolol,3830,1815
37593,BISOPROLOL FUMARATO 10 MG X 30 TABLETAS RECUBIERTAS,ME43801,INHRR,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37594,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,ME44328,INHRR,FUMARATO DE BISOPROLOL,Bisoprolol,3830,1815
37610,BROFLEMA 4 MG - 5 ML JARABE,ME43576,INHRR,CLORHIDRATO DE BROMHEXINA,Bromhexina,530,6110
37614,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,ME26069,INHRR,CLORHIDRATO DE BROMHEXINA,Bromhexina,530,6110
37618,BROMURO DE IPRATROPIO 20 MCG / DOSIS SOLUCION PARA INHALACION ORAL,ME44085,INHRR,BROMURO DE IPRATROPIO,Bromuro De Ipratropio Monohidratado,537,4951
37625,BUCOXOLGAR 3 MG - 1 MG X 12 TABLETAS MASTICABLES SABOR A MIEL LIMON,ME41132,INHRR,BENCIDAMINA CLORHIDRATO - CLORURO DE CETILPIRIDINIO,Cetilpiridinio,3925,2533
37625,BUCOXOLGAR 3 MG - 1 MG X 12 TABLETAS MASTICABLES SABOR A MIEL LIMON,ME41132,INHRR,BENCIDAMINA CLORHIDRATO - CLORURO DE CETILPIRIDINIO,Bencidamina,416,62
37632,BUPIVACAINA 50 MG / 10 ML SOLUCION INYECTABLE,HO43908,INHRR,CLORHIDRATO DE BUPIVACAINA,Bupivacaina,545,4925
37633,BUTAL 8 MG X 20 TABLETAS RECUBIERTAS,ME43035/3,INHRR,BETAHISTINA CLORHIDRATO,Betahistina,453,5638
37634,BUTAL 8 MG X 10 TABLETAS RECUBIERTAS,ME43035/2,INHRR,BETAHISTINA CLORHIDRATO,Betahistina,453,5638
37637,CALCIBON 200 MG X 30 TABLETAS RECUBIERTOS,ME30197,INHRR,CITRATO DE CALCIO TETRAHIDRATADO,Calcio Carbonato,572,80
37647,CAMPAL 1 % GEL,ME43646,INHRR,DICLOFENAC DIETILAMONIO,Diclofenaco Dietilamina,1074,2675
37684,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,ME32430,INHRR,CARBONATO DE LITIO,Litio,4183,5297
