producto_id,nombre,sku,fuente,principio_activo,molecula_enlazada,ref_id,atc_id
38170,GLIPTIN 500 MG - 50 MG X 10 COMPRIMIDOS RECUBIERTOS,ME44696/2,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Sitagliptina,3184,651
38171,GLIPTIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44696/3,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Metformina,2280,598
38171,GLIPTIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44696/3,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA FOSFATO MONOHIDRATADO,Sitagliptina,3184,651
38184,GYNOMET 750 MG - 200 MG X 7 OVULOS,ME43566,INHRR,NITRATO DE MICONAZOL - METRONIDAZOL,Miconazol,2332,456
38187,HEPAFOL B12 X 30 TABLETAS RECUBIERTAS,ME28801,INHRR,ACIDO FOLICO - SULFATO DE COBRE,Cobre,3857,6733
38190,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 30 COMPRIMIDOS RECUBIERTOS,ME35183/3,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38191,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 COMPRIMIDOS RECUBIERTOS,ME35183/2,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38193,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG -12.5 MG X 30 TABLETAS RECUBIERTAS,ME31250/3,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38194,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG -12.5 MG X 10 TABLETAS RECUBIERTAS,ME31250/2,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38202,HISTIVERT 16 MG X 30 COMPRIMIDOS,ME41648,INHRR,BETAHISTINA CLORHIDRATO,Betahistina,453,5638
38203,HISTIVERT 24 MG X 30 COMPRIMIDOS,ME41649,INHRR,BETAHISTINA CLORHIDRATO,Betahistina,453,5638
38204,IBANDROMET 150 MG X 1 TABLETA RECUBIERTA,ME38784,INHRR,ACIDO IBANDRONICO,Acido Ibandronico Sodio Monohidrato,61,4828
38212,IBUN 600 MG X 10 TABLETAS RECUBIERTAS,ME44745,INHRR,IBUPROFENO DC 90,Ibuprofeno,3877,4605
38252,IPROXIN 750 MG X 10 TABLETAS RECUBIERTAS,ME44404,INHRR,CIPROFLOXACINO CLORHIDRATO,Ciprofloxacino,764,6356
38262,ITRASEC 33.33 MG – 166.66 MG X 12 CAPSULAS,ME44504,INHRR,SECNIDAZOL - ITRACONAZOL,Secnidazol Anhidro,3131,5682
38264,IZABAN 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43469,INHRR,EMPAGLIFLOZINA - DICLOFENAC DIETILAMONIO - MALEATO DE TRIMEBUTINA,Trimebutina,3514,173
38264,IZABAN 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME43469,INHRR,EMPAGLIFLOZINA - DICLOFENAC DIETILAMONIO - MALEATO DE TRIMEBUTINA,Diclofenaco Dietilamina,1074,2675
38270,KELAC 30 MG / ML X 1 AMPOLLA,HO30748/2,INHRR,KETOROLAC TROMETAMINA,Ketorolaco Trometamol,1957,1161
38271,KELAC 30 MG / ML X 3 AMPOLLAS,HO30748/3,INHRR,KETOROLAC TROMETAMINA,Ketorolaco Trometamol,1957,1161
38272,KELAC 30 MG / ML X 4 AMPOLLAS,HO30748/4,INHRR,KETOROLAC TROMETAMINA,Ketorolaco Trometamol,1957,1161
38295,KETOREL 30 MG X 4 COMPRIMIDOS ORODISPERSABLE,ME42483,INHRR,KETOROLAC TROMETAMINA,Ketorolaco Trometamol,1957,1161
38299,KETOROLAC TROMETAMINA 20 MG X 10 COMPRIMIDOS,ME36886,INHRR,KETOROLAC TROMETAMINA,Ketorolaco Trometamol,1957,1161
38304,KLAS 100 MG X 20 CAPSULAS,ME25409,INHRR,ACEBROFILINA,Claritromicina,801,3365
38308,LARFACAINA 2 MG - 1.5 MG X 16 PASTILLAS SABOR A TUTTI - FRUTTI,ME16175,INHRR,CLORURO DE CETILPIRIDINIO - CLORHIDRATO DE LIDOCAINA,Lidocaina,2081,1297
38308,LARFACAINA 2 MG - 1.5 MG X 16 PASTILLAS SABOR A TUTTI - FRUTTI,ME16175,INHRR,CLORURO DE CETILPIRIDINIO - CLORHIDRATO DE LIDOCAINA,Cetilpiridinio,3925,2533
38319,LEPTAZINE 10 MG X 24 COMPRIMIDOS,ME17826,INHRR,TRIFLUOPERAZINA CLORHIDRATO,Trifluoperazina,4246,5239
38321,DIHIDROLIP 20 MG X 10 COMPRIMIDOS RECUBIERTOS,ME44041/2,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38322,LERCANIDIPINO 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44041/3,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38323,LERCANIDIPINO CLOHIDRATO 10 MG X 30 TABLETAS RECUBIERTAS,ME43991,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38324,LERCANIDIPNO 20 MG X 30 TABLETAS RECUBIERTAS,ME44311,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38332,LEVOFLOXACINA 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,HO37449,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38333,LEVOFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,ME43817,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38334,LEVOFLOXACINA 500 MG X 10 COMPRIMIDOS RECUBIERTOS,ME32188,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38335,LEVOFLOXACINA 750 MG X 5 TABLETAS RECUBIERTAS,ME43531/2,INHRR,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,2067,6358
38336,LEVOFLOXACINA 750 MG X 7 TABLETAS RECUBIERTAS,ME43531/3,INHRR,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,2067,6358
38337,LEVOFLOXACINA 750 MG X 10 TABLETAS RECUBIERTAS,ME43531/4,INHRR,LEVOFLOXACINA HEMIHIDRATO,Levofloxacino,2067,6358
38338,LEVOFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,ME35920/3,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38339,LEVOFLOXACINA 500 MG X 7 TABLETAS RECUBIERTAS,ME35920/2,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38340,LEVOFLOXACINO 500 MG X 7 TABLETAS RECUBIERTAS,ME38925/3,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38341,LEVOFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,ME38925/4,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38342,LEVOFLOXACINO 500 MG X 5 TABLETAS RECUBIERTAS,ME38925/2,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38343,LEVOFLOXACINO 750 MG X 5 TABLETAS RECUBIERTAS,ME38926,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38349,LEVOTIROXINA SODICA 100 MCG X 10 TABLETAS,ME42576/2,INHRR,LEVOTIROXINA SODICA,Levotiroxina,2078,3113
38350,LEVOTIROXINA SODICA 100 MCG X 50 TABLETAS,ME42576/3,INHRR,LEVOTIROXINA SODICA,Levotiroxina,2078,3113
38351,LEVOTIROXINA SODICA 50 MCG X 50 TABLETAS,ME43141,INHRR,LEVOTIROXINA SODICA,Levotiroxina,2078,3113
38354,LIDOCAINA 2 % CON ADRENALINA 1: 80.000 SOLUCION INYECTABLE,HO43916,INHRR,ADRENALINA - CLORHIDRATO DE LIDOCAINA,Lidocaina,2081,1297
38359,LIPEND 10 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44241,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38360,LIPEND 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44242,INHRR,CLORHIDRATO DE LERCANIDIPINO,Lercanidipino,2044,1891
38366,LODESTAR 100 MG X 30 TABLETAS RECUBIERTAS,ME43571,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38367,LODESTAR HCT 50 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS,ME41446,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38374,LONGACEF 400 MG X 5 CAPSULAS,ME39217,INHRR,CEFIXIMA TRIHIDRATO,Cefixima,675,3285
38385,LORATADINA - AMBROXOL CLORHIDRATO 5 MG - 30 MG / 5 ML SOLUCION ORAL,ME40440,INHRR,LORATADINA - AMBROXOL CLORHIDRATO,Ambroxol,181,5950
38389,LORATADINA - AMBROXOL CLORHIDRATO 5 MG - 30 MG X 10 TABLETAS,ME43383,INHRR,AMBROXOL CLORHIDRATO - LORATADINA,Ambroxol,181,5950
38395,LOSARTAN POTASICO 50 MG X 30 COMPRIMIDOS RECUBIERTOS,ME29469/4,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38396,LOSARTAN POTASICO 50 MG X 10 COMPRIMIDOS RECUBIERTOS,ME29469/2,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38397,LOSARTAN POTASICO 50 MG X 20 COMPRIMIDOS RECUBIERTOS,ME29469/3,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38399,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,ME37542/2,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38400,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 30 TABLETAS RECUBIERTAS,ME37542/3,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38401,LOSARTAN POTASICO 50 MG X 30 TABLETAS RECUBIERTAS,ME35008,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38404,LOSARTAN POTASICO 50 MG X 30 TABLETAS RECUBIERTAS,ME42945,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38405,LOSARTAN POTASICO - HIDROCLOROTIZADA 100 MG - 25 MG X 10 TABLETAS RECUBIERTAS,ME36110/2,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38406,LOSARTAN POTASICO - HIDROCLOROTIZADA 100 MG - 25 MG X 30 TABLETAS RECUBIERTAS,ME36110/3,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38407,LOSARTAN POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,ME31205/2,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38408,LOSARTAN POTASICO 50 MG X 30 TABLETAS RECUBIERTAS,ME31205/4,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38409,LOSARTAN POTASICO 50 MG X 20 TABLETAS RECUBIERTAS,ME31205/3,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38410,LOSARTAN POTASICO 50 MG X 30 TABLETAS RECUBIERTAS,ME34265,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38411,LOSARTAN POTASICO 100 MG X 30 COMPRIMIDOS RECUBIERTOS,ME34979,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38412,LOTEMICIN 0.5 % - 0.3 % SUSPENSION OFTALMICA,ME38053,INHRR,TOBRAMICINA SULFATO,Tobramicina,3442,3385
38420,MADECASSOL 1 % UNGUENTO,ME14881,productos.molecula,Centella asiatica,Centella Asiatica Exto,703,6619
38431,MATILOL 0.5 % SOLUCION OFTALMICA,ME23582,INHRR,TIMOLOL MALEATO,Timolol,4196,1797
38432,MAXIFUR 50 MG X 30 CAPSULAS,ME44317,INHRR,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38434,MEDROXIPROGESTERONA 10 MG X 10 TABLETAS,ME43537/2,INHRR,MEDROXIPROGESTERONA ACETATO,Medroxiprogesterona,2213,2842
38435,MEDROXIPROGESTERONA 10 MG X 28 TABLETAS,ME43537/3,INHRR,MEDROXIPROGESTERONA ACETATO,Medroxiprogesterona,2213,2842
38436,MELIF 50 MG - 500 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44574,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA CLORHIDRATO,Sitagliptina,3184,651
38436,MELIF 50 MG - 500 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44574,INHRR,METFORMINA CLORHIDRATO - SITAGLIPTINA CLORHIDRATO,Metformina,2280,598
38452,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,ME37735,INHRR,METFORMINA CLORHIDRATO,Metformina,2280,598
38453,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS RECUBIERTAS,ME43925/4,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,Metformina,2280,598
38453,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS RECUBIERTAS,ME43925/4,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,(+)-tetrabenazina,3360,5286
38454,METFORMINA CLORHIDRATO 850 MG X 14 TABLETAS RECUBIERTAS,ME43925/2,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,Metformina,2280,598
38454,METFORMINA CLORHIDRATO 850 MG X 14 TABLETAS RECUBIERTAS,ME43925/2,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,(+)-tetrabenazina,3360,5286
38455,METFORMINA CLORHIDRATO 850 MG X 28 TABLETAS RECUBIERTAS,ME43925/3,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,Metformina,2280,598
38455,METFORMINA CLORHIDRATO 850 MG X 28 TABLETAS RECUBIERTAS,ME43925/3,INHRR,CLORHIDRATO DE METFORMINA CD 95% - METFORMINA CLORHIDRATO,(+)-tetrabenazina,3360,5286
38459,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,ME44619,INHRR,METFORMINA CLORHIDRATO,Metformina,2280,598
38467,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS,HO44684,INHRR,CLORHIDRATO DE METOCLOPRAMIDA ,Metoclopramida,2307,288
38484,METRONIDAZOL - MICONAZOL 750 MG - 200 MG X 6 OVULOS,ME43956,INHRR,METRONIDAZOL - NITRATO DE MICONAZOL,Miconazol,2332,456
38487,MICROSER 16 MG X 20 TABLETAS,ME34758,INHRR,BETAHISTINA DICLORHIDRATO,Betahistina,453,5638
38502,MISULVAN 30 MG / 5 ML JARABE,ME28425,INHRR,AMBROXOL CLORHIDRATO,Ambroxol,181,5950
38503,MISULVAN FORTE 30 MG - 5 MG / 5 ML SOLUCION ORAL,ME42742,INHRR,AMBROXOL CLORHIDRATO - LORATADINA,Ambroxol,181,5950
38516,MOXIFLOXACINA 400 MG X 7 TABLETAS RECUBIERTAS,ME37148,INHRR,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,2384,6360
38517,MOXIFLOXACINA 400 MG X 10 COMPRIMIDOS RECUBIERTOS,ME36486,INHRR,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,2384,6360
38518,MOXIFLOXACINA 400 MG X 5 TABLETAS RECUBIERTAS,ME37302,INHRR,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,2384,6360
38522,MUCOXOL 30 MG / 5 ML JARABE,ME43440,INHRR,AMBROXOL CLORHIDRATO,Ambroxol,181,5950
38532,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS,ME43615,INHRR,SUCCINATO DE SUMATRIPTAN - NAPROXENO SODICO,Naproxeno,2418,2796
38532,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS,ME43615,INHRR,SUCCINATO DE SUMATRIPTAN - NAPROXENO SODICO,Sumatriptan,3262,5090
38533,NEFROTAL AMLO 50 MG - 5 MG X 30 COMPRIMIDOS,ME41823,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38534,NEFROTAL H 50 MG - 12.5 MG X 30 COMPRIMIDOS RECUBIERTOS,ME31384/5,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38535,NEFROTAL H 50 MG - 12.5 MG X 15 COMPRIMIDOS RECUBIERTOS,ME31384/4,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38536,NEFROTAL H 50 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS,ME31384/2,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38537,NEFROTAL H 50 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS,ME31384/3,INHRR,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Losartan,2131,1968
38538,NEFROTAL 100 MG X 30 COMPRIMIDOS RECUBIERTOS,ME35488/4,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38539,NEFROTAL 100 MG X 10 COMPRIMIDOS RECUBIERTOS,ME35488/2,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38540,NEFROTAL 100 MG X 14 COMPRIMIDOS RECUBIERTOS,ME35488/3,INHRR,LOSARTAN POTASICO,Losartan,2131,1968
38550,NEUROMIX X 30 SOLUCION ORAL,ME43041,INHRR,RIBOFLAVINA FOSFATO SODICO - TIAMINA - CIANOCOBALAMINA - PIRIDOXINA - NICOTINAMIDA,Riboflavina,3019,731
38552,NIFEDIPINA 10 MG X 14 CAPSULAS,ME28779,INHRR,NIFEDIPINA,Nifedipino,4045,1883
38553,NIFEDIPINA 10 MG X 30 COMPRIMIDOS DISPERSABLES,ME25984/3,INHRR,NIFEDIPINA,Nifedipino,4045,1883
38554,NIFEDIPINA 10 MG X 10 COMPRIMIDOS DISPERSABLES,ME25984/2,INHRR,NIFEDIPINA,Nifedipino,4045,1883
38555,NIFEDIPINO 10 MG X 30 TABLETAS RECUBIERTAS,ME43990,INHRR,NIFEDIPINA,Nifedipino,4045,1883
38564,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS,ME44220/2,INHRR,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38565,NITROFURANTOINA 50 MG X 30 TABLETAS RECUBIERTAS,ME44220/3,INHRR,NITROFURANTOINA MACROCRISTALES,Nitrofurantoina,2518,3455
38578,NOVARONA 200 MG X 10 COMPRIMIDOS,ME23563,INHRR,AMIODARONA CLORHIDRATO,Amiodarona,206,1308
38582,OFAFLAN 50 MG X 10 COMPRIMIDOS CON CUBIERTA ENTERICA,ME38888,INHRR,DICLOFENACO POTASICO,Diclofenaco,1073,2675
38583,DICLOFENAC POTASICO 15 MG / ML SUSPENSION ORAL,ME38330,INHRR,DICLOFENACO POTASICO,Diclofenaco,1073,2675
38603,OMEPRAZOL 20 MG X 10 CAPSULAS GASTRORRESISTENTES,ME43675/4,INHRR,OMEPRAZOL  - OMEPRAZOL PELLET 7.5%,(+)-tetrabenazina,3360,5286
38604,OMEPRAZOL 20 MG X 20 CAPSULAS GASTRORRESISTENTES,ME43675/5,INHRR,OMEPRAZOL  - OMEPRAZOL PELLET 7.5%,(+)-tetrabenazina,3360,5286
38605,OMEPRAZOL 20 MG X 30 CAPSULAS GASTRORRESISTENTES,ME43675/6,INHRR,OMEPRAZOL  - OMEPRAZOL PELLET 7.5%,(+)-tetrabenazina,3360,5286
38606,OMEPRAZOL 20 MG X 7 CAPSULAS GASTRORRESISTENTES,ME43675/2,INHRR,OMEPRAZOL  - OMEPRAZOL PELLET 7.5%,(+)-tetrabenazina,3360,5286
38607,OMEPRAZOL 20 MG X 8 CAPSULAS GASTRORRESISTENTES,ME43675/3,INHRR,OMEPRAZOL  - OMEPRAZOL PELLET 7.5%,(+)-tetrabenazina,3360,5286
38613,OMEPRAZOL 40 MG X 1 AMPOLLA,HO33836,INHRR,OMEPRAZOL SODICO,Omeprazol,2584,130
38623,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,ME44637,INHRR,CLORURO DE SODIO - CITRATO DE SODIO DIHIDRATO - DEXTROSA ANHIDRA - GLUCONATO DE ZINC - CLORURO DE POTASIO - GLUCONATO DE,Zinc,4009,164
38623,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,ME44637,INHRR,CLORURO DE SODIO - CITRATO DE SODIO DIHIDRATO - DEXTROSA ANHIDRA - GLUCONATO DE ZINC - CLORURO DE POTASIO - GLUCONATO DE,Dextrosa,1055,
38624,ORALZINC SALES DE REHIDRATACION X 1 POLVO PARA SOLUCION ORAL SABOR A COCO,ME41670,INHRR,CITRATO DE SODIO DIHIDRATO - CLORURO DE POTASIO - CLORURO DE SODIO - DEXTROSA ANHIDRA - SULFATO DE ZINC HEPTAHIDRATO,Dextrosa,1055,
38630,OXIDREN 150 MG X 1 COMPRIMIDO RECUBIERTO,ME38580,INHRR,RISEDRONATO SODICO,Risedronato Sodio,3037,
38632,OXOLAMINA CITRATO 50 MG / 5 ML JARABE,ME26219,INHRR,OXOLAMINA CITRATO,Oxolamina,4270,6151
38640,PASIM PLUS 10 MG - 500 MG X 10 COMPRIMIDOS RECUBIERTOS,ME43713,INHRR,ACETAMINOFEN DC 90% - N-BUTILBROMURO DE HIOSCINA - ACETAMINOFEN,(+)-tetrabenazina,3360,5286
38642,PASIM 10 MG / ML SOLUCION ORAL,ME41590,INHRR,N-BUTILBROMURO DE HIOSCINA,Butilescopolamina Bromuro,553,237
38643,PASOLAX POLVO PARA SOLUCION ORAL,ME42399,INHRR,POLIETILENGLICOL 3350,Senosidos A-b,3144,
38658,PERTEN 1 % GEL TOPICO,ME40673,INHRR,TERBINAFINA,Clotrimazol,878,2720
38662,PIMADOL 10 MG X 10 TABLETAS RECUBIERTAS,ME44538,INHRR,N-BUTILBROMURO DE HIOSCINA,Butilescopolamina Bromuro,553,237
38665,PINAVIX 100 MG X 30 COMPRIMIDOS RECUBIERTOS,ME40606/3,INHRR,BROMURO DE PINAVERIO,Pinaverio,2772,218
38666,PINAVIX 100 MG X 20 COMPRIMIDOS RECUBIERTOS,ME40606/2,INHRR,BROMURO DE PINAVERIO,Pinaverio,2772,218
38671,PLIDAN COMPUESTO 10 MG / 125 MG X 10 COMPRIMIDOS RECUBIERTOS,ME31051,INHRR,CLONIXINATO DE LISINA,Clonixino Lisina,831,1222
38672,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 1 AMPOLLA,HO31052/2,INHRR,CLONIXINATO DE LISINA,Clonixino Lisina,831,1222
38673,PLIDAN COMPUESTO 15 MG / 2 ML - 100 MG / 2 ML X 2 AMPOLLAS,HO31052/3,INHRR,CLONIXINATO DE LISINA,Clonixino Lisina,831,1222
38682,PRENIL 3 MG / 1 ML SOLUCION ORAL,ME44096,INHRR,FOSFATO SODICO DE PREDNISOLONA,Prednisolona,2873,3087
38706,PROXIME 750 MG X 5 COMPRIMIDOS RECUBIERTOS,ME35378,INHRR,LEVOFLOXACINA,Levofloxacino,2067,6358
38713,QUETIVAL 200 MG X 30 TABLETAS RECUBIERTAS,ME43563,INHRR,QUETIAPINA FUMARATO,Quetiapina,2948,5281
38715,QUINOMAX 0.5 % SOLUCION OFTALMICA,ME35503,INHRR,MOXIFLOXACINO CLORHIDRATO,Moxifloxacino,2384,6360
38722,REGULIP 20 MG X 30 TABLETAS,ME39265,INHRR,ROSUVASTATINA CALCICA,Rosuvastatina,3060,2020
38724,REUMAQUINE 200 MG X 20 TABLETAS RECUBIERTAS,ME44650,INHRR,SULFATO DE HIDROXICLOROQUINA,Hidroxicloroquina,1758,5711
38741,RISTONEL 100 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44735,INHRR,SACUBITRILO SODICO - VALSARTAN,Sacubitrilo,3096,1998
38742,RISTONEL 50 MG X 30 COMPRIMIDOS RECUBIERTOS,ME44734,INHRR,SACUBITRILO SODICO - VALSARTAN,Sacubitrilo,3096,1998
38747,RONARES 500 MG - 4 MG X 10 COMPRIMIDOS,ME43974,INHRR,ACETAMINOFEN - CLORFENIRAMINA MALEATO,Clorfeniramina,847,2282
38748,ROSUTAN 10 MG X 30 TABLETAS RECUBIERTAS,ME44475,INHRR,ROSUVASTATINA CALCICA,Rosuvastatina,3060,2020
38758,ROWELUK 4 MG X 30 COMPRIMIDOS MASTICABLES,ME37200/3,INHRR,MONTELUKAST SÓDICO,Montelukast,2375,6078
38759,ROWELUK 4 MG X 10 COMPRIMIDOS MASTICABLES,ME37200/2,INHRR,MONTELUKAST SÓDICO,Montelukast,2375,6078
38760,RUBIZON 20 MG X 35 TABLETAS RECUBIERTAS,ME43848,INHRR,ROSUVASTATINA CALCICA,Rosuvastatina,3060,2020
38765,SAVER 200 MG / 5 ML X 37 POLVO PARA SUSPENSION ORAL,ME38854,INHRR,AZITROMICINA DIHIDRATO,Azitromicina,366,3366
38767,SECNIDAZOL 500 MG X 4 TABLETAS RECUBIERTAS,ME30953,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38768,SECNIDAZOL 1 G COMPRIMIDOS RECUBIERTOS,ME32717,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38769,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS,ME37061,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38770,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS,ME31560,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38771,SECNIDAZOL 500 MG X 4 COMPRIMIDOS,ME37852,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38772,SECNIDAZOL 1 G X 2 TABLETAS RECUBIERTAS,ME37617,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38773,SECNIDEX 500 MG X 4 TABLETAS RECUBIERTAS,ME37680,INHRR,SECNIDAZOL,Secnidazol Anhidro,3131,5682
38774,SELENE 400 UI - 70 MCG X 30 CAPSULAS BLANDAS,ME33722,INHRR,VITAMINA E - SELENIO,Vitamina A,3724,6805
38775,SELENE 100 UI - 70 MCG X 60 CAPSULAS BLANDAS,ME37708,INHRR,VITAMINA E - SELENIO,Vitamina A,3724,6805
38790,SIGLUTAN 50 MG-500 MG X 30 TABLETAS RECUBIERTAS,ME44582,INHRR,SITAGLIPTINA FOSFATO MONOHIDRATADO - METFORMINA CLORHIDRATO,Metformina,2280,598
38790,SIGLUTAN 50 MG-500 MG X 30 TABLETAS RECUBIERTAS,ME44582,INHRR,SITAGLIPTINA FOSFATO MONOHIDRATADO - METFORMINA CLORHIDRATO,Sitagliptina,3184,651
38791,SILDENAFILO 50 MG X 1 TABLETA RECUBIERTA,ME43690/2,INHRR,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
38792,SILDENAFILO 50 MG X 2 TABLETAS RECUBIERTAS,ME43690/3,INHRR,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
38793,SILDENAFILO 50 MG X 4 TABLETAS RECUBIERTAS,ME43690/4,INHRR,CITRATO DE SILDENAFIL,Sildenafilo,3165,2984
