producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,motivo
38103,ME44088,FLAVOXATO 200 MG X 30 TABLETAS RECUBIERTAS,FLAVOXATO,Flavoxato,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38113,HO36216,EXOMAX 200 MG / 100 ML X 1 AMPOLLA,EXOMAX,Fluconazol,INYECTABLE,BAXTER PHARMACEUTICALS INDIA PRIVATE LIMITED,sin_desc_lab
38115,ME43733,FLUCONAZOL 150 MG X 2 CAPSULAS,FLUCONAZOL,Fluconazol - Gelatina,CAPSULAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38118,ME43904,FLUCONAZOL 200 MG TABLETAS RECUBIERTAS,FLUCONAZOL,Fluconazol,TABLETAS,BOEHRINGER INGELHEIM PHARMA GMBH & CO. KG.,sin_desc_lab
38119,HO40840,FLUCONAZOL 200 MG / 100 ML SOLUCION INYECTABLE INTRAVENOSA,FLUCONAZOL,Fluconazol,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38120,ME42709/2,FLUCONAZOL 150 MG X 2 TABLETAS,FLUCONAZOL,Fluconazol,TABLETAS,MASCOT HEALTH SERIES PVT. LTD.,sin_desc_lab
38121,ME42709/3,FLUCONAZOL 150 MG X 4 TABLETAS,FLUCONAZOL,Fluconazol,TABLETAS,MASCOT HEALTH SERIES PVT. LTD.,sin_desc_lab
38125,ME43024,FLUNARIZINA 10 MG X 30 TABLETAS RECUBIERTAS,FLUNARIZINA,Flunarizina,TABLETAS,MASCOT HEALTH SERIES PVT. LTD.,sin_desc_lab
38134,ME31562,FOTORRETIN 0.5 % - 5 % SOLUCION OFTALMICA,FOTORRETIN,Tropicamida,SOLUCION OFTALMICA,LABORATORIOS POEN S.A.U.,sin_desc_lab
38147,ME34981/2,GABAPENTINA 300 MG X 14 CAPSULAS,GABAPENTINA,Gabapentina,CAPSULAS,KERN PHARMA S.L.,sin_desc_lab
38148,ME34981/3,GABAPENTINA 300 MG X 30 CAPSULAS,GABAPENTINA,Gabapentina,CAPSULAS,KERN PHARMA S.L.,sin_desc_lab
38153,ME39975/2,GENESA 3 MG-20 MCG X 21 COMPRIMIDOS RECUBIERTOS,GENESA,,COMPRIMIDOS,"LABORATORIOS LEON FARMA, S.A.",sin_desc_lab
38154,HO36306/3,GENTAMICINA 160 MG / 2 ML X 10 AMPOLLAS,GENTAMICINA,Gentamicina,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38155,HO36306/2,GENTAMICINA 160 MG / 2 ML X 5 AMPOLLAS,GENTAMICINA,Gentamicina,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38160,ME39843,METFORMINA CLORHIDRATO - GLIBENCLAMIDA 500 MG - 5 MG TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO - GLIBENCLAMIDA,Glibenclamida,TABLETAS,LEK PHARMACEUTICALS D.D,sin_desc_lab
38172,ME35866,GLUCOFAGE 500 MG XR X 30 TABLETAS DE LIBERACION RETARDADA,GLUCOFAGE,,TABLETAS,MERCK SANTE S.A.S.,sin_desc_lab
38177,ME35616,GLYMAR 4 MG X 20 TABLETAS,GLYMAR,Glimepirida,TABLETAS,MEYER PRODUCTOS TERAPEUTICOS S.A.,sin_desc_lab
38185,HO32537,HALOPERIDOL 5 MG / ML X 30 AMPOLLAS,HALOPERIDOL,Haloperidol,INYECTABLE,EMPRESA LABORATORIOS AICA,sin_desc_lab
38198,HO35867,BUTILBROMURO DE HIOSCINA 20 MG / ML SOLUCION INYECTABLE,BUTILBROMURO DE HIOSCINA,,INYECTABLE,GLAND PHARMA LIMITED,sin_desc_lab
38200,ME1384,HIRUDOID (POLISULFATO DE MUCOPOLISACARIDO) 25.000 UI / 100 G GEL,HIRUDOID (POLISULFATO DE MUCOPOLISACARIDO),,GEL,CIFARMA S.A.C,sin_desc_lab
38216,ME34468,IBUPROFENO 100 MG / 5 ML SUSPENSION,IBUPROFENO,Ibuprofeno,SUSPENSION ORAL,"SM PHARMA, C.A.",sin_desc_lab
38240,ME37122,ILANA 600 MG X 1 CAPSULA BLANDA VAGINAL,ILANA,,CAPSULAS,"PROCAPS, S.A.",sin_desc_lab
38249,ME40027,FLUTIXAIR 125 MG - 25 MCG / DOSIS X 200 SUSPENSION INHALACION ORAL,FLUTIXAIR,,SOLUCION ORAL,LABORATORIOS HAYMANN S.A.,sin_desc_lab
38253,ME36068/3,IRBESARTAN 150 MG X 28 TABLETAS,IRBESARTAN,Irbesartan,TABLETAS,"SM PHARMA, C.A.",sin_desc_lab
38254,ME36068/2,IRBESARTAN 150 MG X 10 TABLETAS,IRBESARTAN,Irbesartan,TABLETAS,"SM PHARMA, C.A.",sin_desc_lab
38255,ME36068/4,IRBESARTAN 150 MG X 30 TABLETAS,IRBESARTAN,Irbesartan,TABLETAS,"SM PHARMA, C.A.",sin_desc_lab
38261,ME43740,ITRACONAZOL 100 MG X 10 CAPSULAS,ITRACONAZOL,Itraconazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38262,ME44504,ITRASEC 33.33 MG – 166.66 MG X 12 CAPSULAS,ITRASEC,Itraconazol - Secnidazol Anhidro,CAPSULAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38276,ME37980,KEPPRA 1000 MG X 30 TABLETAS RECUBIERTAS,KEPPRA,Levetiracetam,TABLETAS,UCB PHARMA S.A.,sin_desc_lab
38277,ME37979,KEPPRA 500 MG X 30 TABLETAS RECUBIERTAS,KEPPRA,Levetiracetam,TABLETAS,UCB PHARMA S.A.,sin_desc_lab
38294,HO43918,KETOPROFENO 50 MG / ML SOLUCION INYECTABLE,KETOPROFENO,Ketoprofeno,INYECTABLE,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38296,HO42668/3,KETOROLACO TROMETAMOL 30 MG / ML X 10 AMPOLLAS,KETOROLACO TROMETAMOL,Ketorolaco,INYECTABLE,"LABORATORIO BIOSANO, S.A.",sin_desc_lab
38297,HO42668/2,KETOROLACO TROMETAMOL 30 MG / ML X 8 AMPOLLAS,KETOROLACO TROMETAMOL,Ketorolaco,INYECTABLE,"LABORATORIO BIOSANO, S.A.",sin_desc_lab
38298,HO42686,KETOROLACO TROMETAMINA 30 MG / ML X 3 AMPOLLAS,KETOROLACO TROMETAMINA,,INYECTABLE,CADILA PHARMACEUTICALS LIMITED,sin_desc_lab
38299,ME36886,KETOROLAC TROMETAMINA 20 MG X 10 COMPRIMIDOS,KETOROLAC TROMETAMINA,,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38311,ME42689,LAMOTRIGINA 100 MG X 30 TABLETAS RECUBIERTAS,LAMOTRIGINA,Lamotrigina,TABLETAS,COOPER PHARMA LTD,sin_desc_lab
38312,ME44647,LAMOTRIGINA 100 MG X 28 TABLETAS DE LIBERACION PROLONGADA,LAMOTRIGINA,Lamotrigina,TABLETAS,ZYDUS LIFESCIENCIES LIMITED,sin_desc_lab
38323,ME43991,LERCANIDIPINO CLOHIDRATO 10 MG X 30 TABLETAS RECUBIERTAS,LERCANIDIPINO CLOHIDRATO,Lercanidipino,TABLETAS,ANG LIFESCIENCES INDIA LTD,sin_desc_lab
38324,ME44311,LERCANIDIPNO 20 MG X 30 TABLETAS RECUBIERTAS,LERCANIDIPNO,Lercanidipino,TABLETAS,AXA PARENTERALS LTD,sin_desc_lab
38328,ME37661,LETROZOL 2.5 MG X 30 TABLETAS RECUBIERTAS,LETROZOL,Letrozol,TABLETAS,INTAS PHARMACEUTICAS LTD. INDIA,sin_desc_lab
38330,ME41919,LEVETIRACETAM 1000 MG X 10 COMPRIMIDOS RECUBIERTOS,LEVETIRACETAM,Levetiracetam,COMPRIMIDOS,"BLUEPHARMA - INDUSTRIA FARMACEUTICA, S.A.",sin_desc_lab
38331,ME43729,LEVETIRACETAM 500 MG X 30 TABLETAS RECUBIERTAS,LEVETIRACETAM,Levetiracetam,TABLETAS,SG HEALTHCARE PVT. LTD.,sin_desc_lab
38333,ME43817,LEVOFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,LEVOFLOXACINO,Levofloxacino,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38335,ME43531/2,LEVOFLOXACINA 750 MG X 5 TABLETAS RECUBIERTAS,LEVOFLOXACINA,Levofloxacino,TABLETAS,ANG LIFESCIENCES INDIA LTD,sin_desc_lab
38336,ME43531/3,LEVOFLOXACINA 750 MG X 7 TABLETAS RECUBIERTAS,LEVOFLOXACINA,Levofloxacino,TABLETAS,ANG LIFESCIENCES INDIA LTD,sin_desc_lab
38337,ME43531/4,LEVOFLOXACINA 750 MG X 10 TABLETAS RECUBIERTAS,LEVOFLOXACINA,Levofloxacino,TABLETAS,ANG LIFESCIENCES INDIA LTD,sin_desc_lab
38338,ME35920/3,LEVOFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,LEVOFLOXACINA,Levofloxacino,TABLETAS,"PROCAPS, S.A.",sin_desc_lab
38339,ME35920/2,LEVOFLOXACINA 500 MG X 7 TABLETAS RECUBIERTAS,LEVOFLOXACINA,Levofloxacino,TABLETAS,"PROCAPS, S.A.",sin_desc_lab
38344,ME43297,LEVONORGESTREL 1.5 MG X 1 TABLETA RECUBIERTA,LEVONORGESTREL,Levonorgestrel,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED,sin_desc_lab
38349,ME42576/2,LEVOTIROXINA SODICA 100 MCG X 10 TABLETAS,LEVOTIROXINA SODICA,Levotiroxina,TABLETAS,MACLEODS PHARMACEUTICALS LTD,sin_desc_lab
38350,ME42576/3,LEVOTIROXINA SODICA 100 MCG X 50 TABLETAS,LEVOTIROXINA SODICA,Levotiroxina,TABLETAS,MACLEODS PHARMACEUTICALS LTD,sin_desc_lab
38351,ME43141,LEVOTIROXINA SODICA 50 MCG X 50 TABLETAS,LEVOTIROXINA SODICA,Levotiroxina,TABLETAS,HIRAL LABS LIMITED,sin_desc_lab
38353,HO32824,LIDOCAINA - EPINEFRINA 2 % - 1:50.000 SOLUCION INYECTABLE,LIDOCAINA - EPINEFRINA,,INYECTABLE,EMPRESA LABORATORIOS AICA,sin_desc_lab
38365,ME22407,LISOMUCIN 8 MG / 5 ML JARABE,LISOMUCIN,,JARABE,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38378,ME40887,LOPERAMIDA 2 MG X 10 TABLETAS,LOPERAMIDA,Loperamida,TABLETAS,"SM PHARMA, C.A.",sin_desc_lab
38379,ME43709,LOPERAMIDA 2 MG X 100 COMPRIMIDOS,LOPERAMIDA,Loperamida,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38382,ME30034,LORATADINA 1 MG / ML JARABE,LORATADINA,Loratadina,JARABE,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38386,ME28201,LORATADINA 5 MG / 5 ML JARABE,LORATADINA,Loratadina,JARABE,"GENVEN GENERICOS VENEZOLANOS, S.A.",sin_desc_lab
38390,ME42490,LORATADINA - BETAMETASONA 5 MG - 0.25 MG COMPRIMIDOS,LORATADINA - BETAMETASONA,Betametasona - Loratadina,COMPRIMIDOS,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38402,ME35402/3,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG X 30 COMPRIMIDOS RECU,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,,COMPRIMIDOS,LABORATORIO CHILE S.A.,sin_desc_lab
38403,ME35402/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG - 12.5 MG X 15 COMPRIMIDOS RECU,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,,COMPRIMIDOS,LABORATORIO CHILE S.A.,sin_desc_lab
38421,ME37893,MAALOX 460 MG - 400 MG / 4.3 ML X 30 SUSPENSION,MAALOX,Aluminio Hidroxido - Magnesio Hidroxido,SUSPENSION ORAL,SANOFI AVENTIS S.P.A ITALIA,sin_desc_lab
38422,ME38235,GLETOP 20 MG X 60 TABLETAS CON CUBIERTA ENTERICA,GLETOP,Esomeprazol Magnesio Trihidrato,TABLETAS,GLENMARK PHARMACEUTICALS LIMITED,sin_desc_lab
38430,ME41135,MATERNAVIT X 30 CAPSULAS BLANDAS,MATERNAVIT X,,CAPSULAS,LAMBO LABORATORIA N.V,sin_desc_lab
38434,ME43537/2,MEDROXIPROGESTERONA 10 MG X 10 TABLETAS,MEDROXIPROGESTERONA,Medroxiprogesterona,TABLETAS,ACCENT PHARMACEUTICALS & DIAGNOSTICS,sin_desc_lab
38435,ME43537/3,MEDROXIPROGESTERONA 10 MG X 28 TABLETAS,MEDROXIPROGESTERONA,Medroxiprogesterona,TABLETAS,ACCENT PHARMACEUTICALS & DIAGNOSTICS,sin_desc_lab
38442,ME43017/2,MEMANTINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD,sin_desc_lab
38443,ME43017/4,MEMANTINA CLORHIDRATO 10 MG X 28 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD,sin_desc_lab
38444,ME43017/3,MEMANTINA CLORHIDRATO 10 MG X 14 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO,Memantina,TABLETAS,MACLEODS PHARMACEUTICALS LTD,sin_desc_lab
38447,HO34365,MEROPENEM 1 G X 10 AMPOLLAS,MEROPENEM,Meropenem,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38448,HO42154,MEROPENEM 1 G - 0.5 G X 1 AMPOLLA,MEROPENEM,,INYECTABLE,"REYOUNG PHARMACEUTICAL CO., LTD",sin_desc_lab
38452,ME37735,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,CLORHIDRATO DE METFORMINA,Metformina,TABLETAS,EMPRESA LABORATORIOS MEDSOL,sin_desc_lab
38456,ME42410,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO,Metformina,TABLETAS,LEK PHARMACEUTICALS D.D,sin_desc_lab
38458,ME36815,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,METFORMINA,,TABLETAS,AUROBINDO PHARMA LIMITED,sin_desc_lab
38460,ME37538,METFORMINA CLORHIDRATO 500 MG X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO,Metformina,TABLETAS,BAROQUE PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38464,ME42625,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO,,TABLETAS,FLAMINGO PHARMACEUTICALS LTD,sin_desc_lab
38467,HO44684,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS,METOCLOPRAMIDA,Metoclopramida,INYECTABLE,"CASA DE REPRESENTACIONES JMW, C.A.",sin_desc_lab
38469,ME36811,METOCLOPRAMIDA 10 MG X 10 TABLETAS,METOCLOPRAMIDA,Metoclopramida,TABLETAS,"CORPORACION INFARMASA, S.A.",sin_desc_lab
38470,ME37626,BETALOCZOK 47.5 MG X 30 COMPRIMIDOS DE LIBERACION CONTROLADA,BETALOCZOK,Metoprolol,COMPRIMIDOS,ASTRAZENECA AB.,sin_desc_lab
38475,ME42520,METRONIDAZOL 0.75 % GEL,METRONIDAZOL,Metronidazol,GEL,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38476,HO42390,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION.,METRONIDAZOL,,INYECTABLE,"SHANDONG SHENGLU PHARMACEUTICAL CO., LTD",sin_desc_lab
38477,ME42530,METRONIDAZOL 500 MG X 10 OVULOS VAGINALES,METRONIDAZOL,Metronidazol,OVULOS,BLISS GVS PHARMA LTD,sin_desc_lab
38478,HO33361,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,METRONIDAZOL,Metronidazol,INYECTABLE,LABORATORIO BIOGALENIC C.A.,sin_desc_lab
38483,ME43038,METRONIDAZOL 500 MG X 30 TABLETAS,METRONIDAZOL,Metronidazol,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",sin_desc_lab
38484,ME43956,METRONIDAZOL - MICONAZOL 750 MG - 200 MG X 6 OVULOS,METRONIDAZOL - MICONAZOL,Metronidazol - Miconazol,OVULOS,BLISS GVS PHARMA LTD,sin_desc_lab
38487,ME34758,MICROSER 16 MG X 20 TABLETAS,MICROSER,Betahistina,TABLETAS,TECNANDINA S.A.,sin_desc_lab
38498,ME43124,MIRTAZAPINA 15 MG X 30 TABLETAS RECUBIERTAS,MIRTAZAPINA,Mirtazapina,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38499,ME37308,MIRTAZAPINA 30 MG X 30 TABLETAS RECUBIERTAS,MIRTAZAPINA,Mirtazapina,TABLETAS,NOVARTIS LIMITED . BANGLADESH,sin_desc_lab
38517,ME36486,MOXIFLOXACINA 400 MG X 10 COMPRIMIDOS RECUBIERTOS,MOXIFLOXACINA,Moxifloxacino,COMPRIMIDOS,"SM PHARMA, C.A.",sin_desc_lab
38528,HO36014,N-BUTIL BROMURO DE HIOSCINA 20 MG / ML X 5 AMPOLLAS,N-BUTIL BROMURO DE HIOSCINA,,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38531,ME34793,NAPROXENO 250 MG X 10 TABLETAS,NAPROXENO,Naproxeno,TABLETAS,EMPRESA LABORATORIOS MEDSOL,sin_desc_lab
38532,ME43615,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS,TRASS (NAPROXENO SODICO,Naproxeno - Sumatriptan,TABLETAS,"PROCAPS, S.A.",sin_desc_lab
38555,ME43990,NIFEDIPINO 10 MG X 30 TABLETAS RECUBIERTAS,NIFEDIPINO,Nifedipino,TABLETAS,ANG LIFESCIENCES INDIA LTD,sin_desc_lab
38559,ME44261,NISTATINA 100.000 UI / ML SUSPENSION,NISTATINA,Nistatina,SUSPENSION ORAL,ASPEN BIOPHARMA LABS PVT. LTD.,sin_desc_lab
38562,ME43051/3,NITROFURANTOINA 100 MG X 300 TABLETAS RECUBIERTAS,NITROFURANTOINA,Nitrofurantoina,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38563,ME43051/2,NITROFURANTOINA 100 MG X 10 TABLETAS RECUBIERTAS,NITROFURANTOINA,Nitrofurantoina,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38566,ME34437,NITROFURAZONA 0.2 % CREMA,NITROFURAZONA,Nitrofurazona,CREMA,EMPRESA LABORATORIO FARMACEUTICO ROBERTO ESCUDERO UNIDAD EMPRESARIAL DE BASE (UEB) PRODUCCION DE SEMISOLIDOS,sin_desc_lab
38580,ME37707,NYTAXIN 500 MG X 6 CAPSULAS BLANDAS,NYTAXIN,,CAPSULAS,"PROCAPS, S.A.",sin_desc_lab
38586,ME42964,OLANZAPINA 5 MG X 30 TABLETAS ORODISPERSABLES,OLANZAPINA,Olanzapina,TABLETAS,"PSICOFARMA, S.A. DE C.V",sin_desc_lab
38590,ME42752/2,OLMESARTAN MEDOXOMILO 20 MG X 10 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED,sin_desc_lab
38591,ME42752/3,OLMESARTAN MEDOXOMILO 20 MG X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED,sin_desc_lab
38593,ME42751/2,OLMESARTAN MEDOXOMILO 40 MG X 10 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED,sin_desc_lab
38594,ME42751/3,OLMESARTAN MEDOXOMILO 40 MG X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO,Olmesartan Medoxomilo,TABLETAS,SYNOKEM PHARMACEUTICALS LIMITED,sin_desc_lab
38603,ME43675/4,OMEPRAZOL 20 MG X 10 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL,(+)-tetrabenazina - Omeprazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38604,ME43675/5,OMEPRAZOL 20 MG X 20 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL,(+)-tetrabenazina - Omeprazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38605,ME43675/6,OMEPRAZOL 20 MG X 30 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL,(+)-tetrabenazina - Omeprazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38606,ME43675/2,OMEPRAZOL 20 MG X 7 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL,(+)-tetrabenazina - Omeprazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38607,ME43675/3,OMEPRAZOL 20 MG X 8 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL,(+)-tetrabenazina - Omeprazol,CAPSULAS,K.A. MALLE PHARMACEUTICALS LTD,sin_desc_lab
38613,HO33836,OMEPRAZOL 40 MG X 1 AMPOLLA,OMEPRAZOL,Omeprazol,INYECTABLE,VITALIS S.A.C.I.,sin_desc_lab
38614,ME1221,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,OMMUNAL (LISADO BACTERIANO),,CAPSULAS,OM PHARMA SA,sin_desc_lab
38617,HO37763/2,ONDANSETRON 8 MG / 4 ML X 1 AMPOLLA,ONDANSETRON,,INYECTABLE,EMPRESA LABORATORIOS AICA,sin_desc_lab
38618,HO37763/3,ONDANSETRON 8 MG / 4 ML X 5 AMPOLLAS,ONDANSETRON,,INYECTABLE,EMPRESA LABORATORIOS AICA,sin_desc_lab
38623,ME44637,SUEROLITO ZINC 75 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A FRUTAS TROPICALES,SUEROLITO ZINC,Dextrosa - Zinc,SOLUCION ORAL,LABORATORIOS BALKER C.A.,sin_desc_lab
38628,ME8463,OTANOL 50 MG / ML SOLUCION OTICA,OTANOL,,SOLUCION OTICA,"LABORATORIO ETICOS ETIFAR, C.A.",sin_desc_lab
38629,ME43862,OXCARBAZEPINA 300 MG X 30 TABLETAS RECUBIERTAS,OXCARBAZEPINA,Oxcarbazepina,TABLETAS,"JIANGXI SYNERGY PHARMACEUTICAL CO., LTD",sin_desc_lab
38632,ME26219,OXOLAMINA CITRATO 50 MG / 5 ML JARABE,OXOLAMINA CITRATO,,JARABE,"LABORATORIOS SPEFAR VENEZOLANOS, S.A.",sin_desc_lab
38633,HO41149,PALONOSETRON 0.25 MG / 5 ML SOLUCION INYECTABLE,PALONOSETRON,Palonosetron,INYECTABLE,"DIF, S.A.",sin_desc_lab
38635,HO39516,PANTOPRAZOL 40 MG X 1 AMPOLLA,PANTOPRAZOL,,INYECTABLE,WEXFORD LABORATORIES PVT. LTD.,sin_desc_lab
38636,ME43468,PANTOPRAZOL 40 MG X 7 TABLETAS DE LIBERACION RETARDADA,PANTOPRAZOL,,TABLETAS,REMUS PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38638,HO44116,PARACETAMOL 1 G / 100 ML SOLUCION PARA INFUSION,PARACETAMOL,Paracetamol,INYECTABLE,"SHIJIAZHUANG NO 4 PHARMACEUTICAL CO., LTD",sin_desc_lab
38639,ME37850,PAROXETINA 20 MG X 30 COMPRIMIDOS RECUBIERTAS,PAROXETINA,Paroxetina,COMPRIMIDOS,KERN PHARMA S.L.,sin_desc_lab
38644,ME34116,PAXIL CR 25 MG X 30 TABLETAS DE LIBERACION CONTROLADA,PAXIL CR,Paroxetina,TABLETAS,GLAXOSMITHKLINE INC,sin_desc_lab
38650,HO38517,PENTOXIFILINA 300 MG / 15 ML X 5 AMPOLLAS,PENTOXIFILINA,Pentoxifilina,INYECTABLE,EMPRESA LABORATORIOS AICA,sin_desc_lab
38656,ME42593,PEROXIDO DE BENZOILO 2.5 % GEL,PEROXIDO DE BENZOILO,Benzoilo Peroxido,GEL,AUROCHEM LABORATORIES (INDIA) PVT. LTD.,sin_desc_lab
38674,ME8400,OTODON 2 % - 5 % SOLUCION GOTAS USO OTICO.,OTODON,,GOTAS,ORGANIFAR S.A.,sin_desc_lab
38682,ME44096,PRENIL 3 MG / 1 ML SOLUCION ORAL,PRENIL,Prednisolona,SOLUCION ORAL,LABORATORIOS LEGRAND S.A.,sin_desc_lab
38683,ME43177,PREDNISOLONA ACETATO 1 % SUSPENSION OFTALMICA,PREDNISOLONA ACETATO,Prednisolona,SOLUCION OFTALMICA,INDIANA OPHTHALMICS,sin_desc_lab
38684,ME43039/2,PREDNISOLONA 5 MG X 10 TABLETAS,PREDNISOLONA,,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",sin_desc_lab
38685,ME43039/3,PREDNISOLONA 5 MG X 30 TABLETAS,PREDNISOLONA,,TABLETAS,"JIANGXI XIER KANGTAI PHARMACEUTICAL CO., LTD",sin_desc_lab
38686,ME42866/2,PREDNISOLONA 5 MG X 10 TABLETAS,PREDNISOLONA,Prednisolona,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38687,ME42866/3,PREDNISOLONA 5 MG X 30 TABLETAS,PREDNISOLONA,Prednisolona,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38694,ME42570/3,PREGABALINA 150 MG X 30 CAPSULAS,PREGABALINA,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38695,ME42570/2,PREGABALINA 150 MG X 20 CAPSULAS,PREGABALINA,Pregabalina,CAPSULAS,REMUS PHARMACEUTICALS PVT. LTD.,sin_desc_lab
38696,ME44579/3,PREGALIS 75 MG X 30 CAPSULAS,PREGALIS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.,sin_desc_lab
38697,ME44579/2,PREGALIS 75 MG X 14 CAPSULAS,PREGALIS,Pregabalina,CAPSULAS,PINNACLE LIFE SCIENCE PVT. LTD.,sin_desc_lab
38701,ME14671,PREVERAL CON CODEINA JARABE,PREVERAL CON CODEINA JARABE,,JARABE,"LABORATORIOS WYETH, S.A.",sin_desc_lab
38708,ME43431/2,QUETIAPINA 100 MG X 10 TABLETAS RECUBIERTAS,QUETIAPINA,,TABLETAS,PINNACLE LIFE SCIENCE PVT. LTD.,sin_desc_lab
38709,ME43431/3,QUETIAPINA 100 MG X 30 TABLETAS RECUBIERTAS,QUETIAPINA,,TABLETAS,PINNACLE LIFE SCIENCE PVT. LTD.,sin_desc_lab
38710,ME43426,QUETIAPINA 25 MG X 30 TABLETAS RECUBIERTAS,QUETIAPINA,,TABLETAS,PINNACLE LIFE SCIENCE PVT. LTD.,sin_desc_lab
38711,ME39822,QUETIAZIC 300 MG X 30 COMPRIMIDOS RECUBIERTOS,QUETIAZIC,Quetiapina,COMPRIMIDOS,"MONTE VERDE, S.A.",sin_desc_lab
38716,ME29673,OTIRILIN 4 % - 1 % SOLUCION OTICA,OTIRILIN,,SOLUCION OTICA,BIOCODEX,sin_desc_lab
