producto_id,sku,nombre_comercial,nucleo,molecula,laboratorio,foto_url,fuente,detalle
37787,ME33581,CLOFEN 1.8 MG / ML SUSPENSION ORAL,CLOFEN,,"ESPECIALIDADES DOLLDER, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23946.jpg,cobeca,"CLOFEN SUSP 1,8MG 120ML DLR"
37801,ME34084/2,CLOPIDOGREL 75 MG X 14 COMPRIMIDOS RECUBIERTOS,CLOPIDOGREL,Clopidogrel,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52340.jpg,cobeca,CLOPIDOGREL COMP REC 75MG X14 LETI
37804,ME36122,CLOPIDOGREL 75 MG X 14 TABLETAS RECUBIERTAS,CLOPIDOGREL,Clopidogrel,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96822.jpg,cobeca,CLOPIDOGREL TABR 75MGX30 VLM
37810,ME29314,CLORACE 125 - 0.5 MG / 5 ML SOLUCION ORAL,CLORACE,,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21579.jpg,cobeca,"CLORACE JBE125/0,5MG/5ML S/AZU120ML COFA"
37821,ME43020,CLOTRIMAZOL 200 MG CAPSULAS BLANDAS VAGINALES,CLOTRIMAZOL,Clotrimazol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9750.jpg,cobeca,VIT E CAP BLD 400MG X30 VIV
37822,ME37900,CLOTRIMAZOL 10 % CREMA VAGINAL,CLOTRIMAZOL,Clotrimazol,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9819.jpg,cobeca,CLOTRIMAZOL CREM 1% 20G KIMIC
37825,ME25498,CO-SULTRIN 40 MG - 200 MG / 5 ML X 20 SUSPENSION,CO-SULTRIN,,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7332.jpg,cobeca,CO SULTRIN SUSP 100ML VLM
37827,ME44294,COZOMINA T 2 % - 0.5 % SOLUCION OFTALMICA,COZOMINA T,Dorzolamida - Timolol,"LABORATORIO COFASA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5891.jpg,cobeca,MIOVIT GTS ORAL 20ML COFA
37830,ME38685,COLGESIC 400 MG - 40 MG X 15 COMPRIMIDOS RECUBIERTOS,COLGESIC,Ibuprofeno - Tiocolchicosido,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94735.jpg,cobeca,COLGESIC COMP 400MG/4MG X15 BIOTECH
37841,ME35619/2,CORENTEL 10 MG X 10 COMPRIMIDOS RECUBIERTOS,CORENTEL,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28403.jpg,cobeca,"CORENTEL H COMP 10MG/6,25MG X10 MEG"
37842,ME35619/3,CORENTEL 10 MG X 30 COMPRIMIDOS RECUBIERTOS,CORENTEL,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95725.jpg,cobeca,"CORENTEL COMP REC 2,5MG X30 MEG"
37844,ME39494/3,CORENTEL 1.25 MG X 30 COMPRIMIDOS RECUBIERTOS,CORENTEL,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95725.jpg,cobeca,"CORENTEL COMP REC 2,5MG X30 MEG"
37847,ME38312/2,COROPRES HCT 16 MG - 12.5 MG X 10 COMPRIMIDOS,COROPRES HCT,Candesartan Cilexetilo - Hidroclorotiazida,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28208.jpg,cobeca,"COROPRES H COMP 16MG/12,5MG X10 MEG"
37848,ME38312/3,COROPRES HCT 16 MG - 12.5 MG X 30 COMPRIMIDOS,COROPRES HCT,Candesartan Cilexetilo - Hidroclorotiazida,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96010.jpg,cobeca,"COROPRES H COMP 16MG/12,5MG X30 MEG"
37866,HO13931,DECALONA 4 MG / ML X 1 AMPOLLA,DECALONA,,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10111.jpg,cobeca,DECALONA AMP 2ML X1
37871,ME37306/2,DEFLAZACORT 30 MG X 10 TABLETAS,DEFLAZACORT,Deflazacort,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22262.jpg,cobeca,DEFLAZACORT TAB 30MG X10 CLX
37872,ME37306/3,DEFLAZACORT 30 MG X 30 TABLETAS,DEFLAZACORT,Deflazacort,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91498.jpg,cobeca,DEFLAZACORT TAB 30MG X30 CLX
37873,ME37255,DEFLAZACORT 6 MG X 10 TABLETAS,DEFLAZACORT,Deflazacort,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91527.jpg,cobeca,DEFLAZACORT TAB 6MG X10 CLX
37877,ME4931,DENCORUB CREMA,DENCORUB CREMA,Alcanfor - Mentol - Salicilato Metilo,"LABORATORIOS PONCE, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27052.jpg,cobeca,WAMPOLE EMUL NAR 200ML PONCE
37882,MI37676,DERMACORTINE 0.1 % EMULSION,DERMACORTINE,Mometasona,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9868.jpg,cobeca,VIT B12 SOL INY IM 1000MCG/ML X3 MEG
37892,ME36268,DESLORATADINA 2.5 MG / 5 ML X 10 JARABE,DESLORATADINA,Desloratadina,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9955.jpg,cobeca,"DESLORATADINA JBE 2,5MG 60ML KIMIC"
37894,ME37996,DESLORATADINA 5 MG X 10 TABLETAS RECUBIERTAS,DESLORATADINA,Desloratadina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97003.jpg,cobeca,DESLORATADINA TAB 5MG X10 CLX
37895,ME35486,DESLORATADINA 5 MG X 10 COMPRIMIDOS RECUBIERTOS,DESLORATADINA,Desloratadina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8560.jpg,cobeca,DESLORATADINA COMP REC 5MG X10 LETI
37903,HO43012,DEXAMETASONA FOSFATO 8 MG / 2 ML X 1 AMPOLLA,DEXAMETASONA FOSFATO,Dexametasona,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2117.jpg,cobeca,BETAMETASONA INY 4MG/1ML X1 VLM
37905,ME26356,DEXAMETASONA 0.5 MG X 30 TABLETAS,DEXAMETASONA,Dexametasona,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54029.jpg,cobeca,"DEXAMETASONA TAB 0,5MG X30 VARG"
37907,ME42573,DEXTAMIN 0.5 MG / ML X 10 SOLUCION ORAL,DEXTAMIN,Desloratadina,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29065.jpg,cobeca,"DEXTAMIN SOL ORAL 0,5MG/ML X 120ML"
37912,ME10432,DI-EUDRIN 50 MG X 30 TABLETAS,DI-EUDRIN,Hidroclorotiazida,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27188.jpg,cobeca,"DI-EUDRIN TAB 12,5MG X30 BIOTECH"
37918,ME35040,DIAGESIC 1.8 MG / ML SUSPENSION ORAL,DIAGESIC,,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8465.jpg,cobeca,"DIAGESIC SUSP PED 1,8MG/ML 120ML BIOTECH"
37921,ME44533,DICARVEX 25 MG X 30 TABLETAS,DICARVEX,Carvedilol,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54331.jpg,cobeca,"DICARVEX TAB 6,25MG X30 PLX"
37922,ME43814,DICLODEX 1.8 MG / ML SUSPENSION ORAL,DICLODEX,Diclofenaco,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97992.jpg,cobeca,DICLODEX 50MG X10 PLX
37933,ME29516,DICLOFENAC SODICO 50 MG TABLETAS RECUBIERTAS,DICLOFENAC SODICO,Diclofenaco,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/55.jpg,cobeca,DICLOFENACO POTA TAB 50MG X20 KIMIC
37950,ME43969/4,DIOSMINA 600 MG X 30 COMPRIMIDOS RECUBIERTOS,DIOSMINA,Diosmina,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53053.jpg,cobeca,DIOSMINA COMP REC 600MG X30 VARG
37952,ME43969/3,DIOSMINA 600 MG X 15 COMPRIMIDOS RECUBIERTOS,DIOSMINA,Diosmina,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24175.jpg,cobeca,VEDINOR COMP REC 600MG X15 VARG
37953,ME38177/3,DIOSMINA 600 MG X 28 TABLETAS RECUBIERTAS,DIOSMINA,Diosmina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29796.jpg,cobeca,DIOSMINA TAB 600MG X 28 CLX
37954,ME38177/2,DIOSMINA 600 MG X 14 TABLETAS RECUBIERTAS,DIOSMINA,Diosmina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97147.jpg,cobeca,DIOSMINA TAB 600MG X14 CLX
37998,ME44046,EMPAGLIFLOZINA - LINAGLIPTINA 10 MG - 5 MG X 30 COMPRIMIDOS RECUBIERTOS,EMPAGLIFLOZINA - LINAGLIPTINA,Empagliflozina - Linagliptina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
37999,ME44045,EMPAGLIFLOZINA - LINAGLIPTINA 25 MG - 5 MG X 30 COMPRIMIDOS RECUBIERTOS,EMPAGLIFLOZINA - LINAGLIPTINA,Empagliflozina - Linagliptina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
38000,ME26688,ENALAPRIL MALEATO 10 MG X 20 COMPRIMIDOS RECUBIERTOS,ENALAPRIL MALEATO,Enalapril,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30351.jpg,cobeca,ENALAPRIL MALEATO COMP 10MG X 30 GNV
38001,ME43620,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO 10 MG – 20 MG X 30 COMPRIMIDOS RECUBIERTOS,LERCANIDIPINA CLORHIDRATO – ENALAPRIL MALEATO,Enalapril - Lercanidipino,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
38002,ME43619,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO 10 MG - 10 MG X 30 COMPRIMIDOS RECUBIERTOS,LERCANIDIPINA CLORHIDRATO - ENALAPRIL MALEATO,Enalapril - Lercanidipino,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
38005,ME26416/3,ENALAPRIL 20 MG X 30 TABLETAS,ENALAPRIL,Enalapril,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99636.jpg,cobeca,ENALAPRIL TAB 20MG X30 CLX
38006,ME34824,ENALAPRIL MALEATO 20 MG X 30 TABLETAS,ENALAPRIL MALEATO,Enalapril,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13265.jpg,cobeca,ENALAPRIL TAB 20MG X30 PLX
38012,ME19381,ERILON 1 MG / ML LOCION,ERILON,,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95605.jpg,cobeca,"ERILON CREM TUB 0,05% 15G BIOTECH"
38020,ME40835,ESCITALOPRAM 1 MG / ML SOLUCION ORAL,ESCITALOPRAM,Escitalopram,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19850.jpg,cobeca,ESCITALOPRAM SOL ORAL 1MG/ML 120ML MEG
38022,ME38504/2,ESCITALOPRAM 10 MG X 28 TABLETAS RECUBIERTAS,ESCITALOPRAM,,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22208.jpg,cobeca,ESCITALOPRAM TAB REC 10MG X28 CLX
38024,ME41771/2,ESCITALOPRAM 20 MG X 14 TABLETAS RECUBIERTAS,ESCITALOPRAM,Escitalopram,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29792.jpg,cobeca,ESCITALOPRAM TAB/REC 20MG X 14 CLX
38033,ME37458/2,ESOMEPRAZOL 20 MG X 16 CAPSULAS CON MICROGRANULOS DE LIBERACION ENTERICA,ESOMEPRAZOL,Esomeprazol Magnesico,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29950.jpg,cobeca,OMEPRAZOL CAP/MICRO G 20MG X 30 GENVEN
38034,ME37458/3,ESOMEPRAZOL 20 MG X 28 CAPSULAS CON MICROGRANULOS DE LIBERACION ENTERICA,ESOMEPRAZOL,Esomeprazol Magnesico,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29950.jpg,cobeca,OMEPRAZOL CAP/MICRO G 20MG X 30 GENVEN
38035,ME38579,ESOMEPRAZOL 20 MG X 20 TABLETAS CON CUBIERTA ENTERICA,ESOMEPRAZOL,,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96831.jpg,cobeca,ESOMEPRAZOL TAB 20MG X20 VIV
38036,ME35130/3,ESOMEPRAZOL 20 MG X 20 TABLETAS RECUBIERTAS,ESOMEPRAZOL,Esomeprazol Magnesico,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96831.jpg,cobeca,ESOMEPRAZOL TAB 20MG X20 VIV
38037,ME35130/2,ESOMEPRAZOL 20 MG X 14 TABLETAS RECUBIERTAS,ESOMEPRAZOL,Esomeprazol Magnesico,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21060.jpg,cobeca,OMEPRAZOL CAP 20MG X14 CLX
38045,ME33352/2,ESPIRONOLACTONA 25 MG X 10 TABLETAS,ESPIRONOLACTONA,Espironolactona,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5829.jpg,cobeca,ESPIRONOLACTONA TAB 100MG X10 MEY
38046,ME33352/4,ESPIRONOLACTONA 25 MG X 30 TABLETAS,ESPIRONOLACTONA,Espironolactona,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51325.jpg,cobeca,ESPIRONOLACTONA TAB 25MG X30 SIEG
38047,ME33352/3,ESPIRONOLACTONA 25 MG X 20 TABLETAS,ESPIRONOLACTONA,Espironolactona,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5474.jpg,cobeca,ESPIRONOLACTONA TAB 25MG X20 MEY
38051,ME41333,ETORICOXIB 60 MG X 10 TABLETAS RECUBIERTAS,ETORICOXIB,Etoricoxib,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18990.jpg,cobeca,ETORICOXIB TAB 60MG X10 CLX
38052,ME41306,ETORICOXIB 90 MG X 10 TABLETAS RECUBIERTAS,ETORICOXIB,Etoricoxib,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/18572.jpg,cobeca,ETORICOXIB TAB REC 90MG X10 CLX
38066,ME42311,FEBRATIC 15 MG / ML SUSPENSION ORAL,FEBRATIC,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95717.jpg,cobeca,FEBRATIC SUSP 10MG/5ML 120ML MEG
38078,ME27552,FERGANIC 20 MG / ML SOLUCION ORAL,FERGANIC,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93560.jpg,cobeca,FERGANIC FOLIC GTS 20MG/80MCG 30ML MEG
38088,ME36163,FEXOFENADINA CLORHIDRATO 180 MG X 10 TABLETAS RECUBIERTAS,FEXOFENADINA CLORHIDRATO,Fexofenadina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92005.jpg,cobeca,FEXOFENADINA TAB 120MG X10 CLX
38114,ME27527,FLUCONAZOL 150 MG X 2 CAPSULAS,FLUCONAZOL,Fluconazol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9668.jpg,cobeca,FLUCONAZOL CAP 150MG X2 CLX
38116,ME28339,FLUCONAZOL 150 MG X 2 CAPSULAS,FLUCONAZOL,Fluconazol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4546.jpg,cobeca,FLUCONAZOL CAP 150MG X2 LETI
38117,ME34692,FLUCONAZOL 150 MG X 2 CAPSULAS,FLUCONAZOL,Fluconazol,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8645.jpg,cobeca,FLUCONAZOL CAP 150MG X2 VLM
38127,ME28981,FLUOXETINA 20 MG X 14 CAPSULAS,FLUOXETINA,Fluoxetina,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3221.jpg,cobeca,FLUOXETINA CAP 20MG X14 BIOTECH
38137,ME35373,FULGRAM 600 MG - 42.9 MG / 5 ML POLVO PARA SUSPENSION,FULGRAM,Amoxicilina - Clavulanico Acido,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13416.jpg,cobeca,AMOXICI/AC CLAVU 400/57MG/5ML 70ML LETI
38140,ME33438/2,FUROSEMIDA 20 MG X 12 TABLETAS,FUROSEMIDA,Furosemida,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5054.jpg,cobeca,FUROSEMIDA TAB 20MG X12 MEY
38141,ME33438/3,FUROSEMIDA 20 MG X 24 TABLETAS,FUROSEMIDA,Furosemida,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5296.jpg,cobeca,FUROSEMIDA TAB 40MG X24 MEY
38142,ME23618,FUROSEMIDA 40 MG X 12 COMPRIMIDOS,FUROSEMIDA,Furosemida,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23177.jpg,cobeca,FUROSEMIDA TAB 40MG X12 PLX
38143,ME33388/2,FUROSEMIDA 40 MG X 12 TABLETAS,FUROSEMIDA,Furosemida,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51326.jpg,cobeca,FUROSEMIDA TAB 40MG X12 SIEG
38144,ME33388/3,FUROSEMIDA 40 MG X 24 TABLETAS,FUROSEMIDA,Furosemida,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5296.jpg,cobeca,FUROSEMIDA TAB 40MG X24 MEY
38146,ME37992,GABAPANTINA 300 MG X 20 CAPSULAS,GABAPANTINA,Gabapentina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97483.jpg,cobeca,GABAPENTINA CAP 300MG X20 CLX
38156,ME26131,GENTAMICINA 0.3 % SOLUCION OFTALMICA,GENTAMICINA,Gentamicina,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28243.jpg,cobeca,"TOBRAMICINA SOL OFT 0,3% 5ML L.O"
38162,ME43877,GLICERINA 2.44 G X 6 SUPOSITORIOS,GLICERINA,Glicerina,"LABORATORIOS ELMOR, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51657.jpg,cobeca,"GLICERINA SUP PED 1,11G X6 ELM"
38166,ME32187,GLIMEPIRIDA 2 MG X 30 COMPRIMIDOS,GLIMEPIRIDA,Glimepirida,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92481.jpg,cobeca,GLIMEPIRIDA COMP 4MG X30 GVN
38167,ME36207,GLIMEPIRIDA 4 MG X 15 COMPRIMIDOS,GLIMEPIRIDA,Glimepirida,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92481.jpg,cobeca,GLIMEPIRIDA COMP 4MG X30 GVN
38176,ME35669,GLYMAR 2 MG X 20 TABLETAS,GLYMAR,Glimepirida,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9455.jpg,cobeca,GLYMAR TAB 2MG X20 MEY
38182,ME22169,GULAPER 100 MG / 5 ML ORAL,GULAPER,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98836.jpg,cobeca,GULAPER GTS 50MG/ML 30ML MEG
38190,ME35183/3,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 30 COMPRIMIDOS RECUBIERTOS,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Hidroclorotiazida - Losartan,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99300.jpg,cobeca,LOSARTAN POT/HIDROC COM/REC 50/12.5MGX30
38191,ME35183/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 10 COMPRIMIDOS RECUBIERTOS,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Hidroclorotiazida - Losartan,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99300.jpg,cobeca,LOSARTAN POT/HIDROC COM/REC 50/12.5MGX30
38194,ME31250/2,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 50 MG -12.5 MG X 10 TABLETAS RECUBIERTAS,LOSARTAN POTASICO - HIDROCLOROTIAZIDA,Hidroclorotiazida - Losartan,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/93777.jpg,cobeca,"LOSARTAN POTA/HCT 50/12,5MG X10 KIMIC"
38214,ME26800,IBUPROFENO 600 MG X 10 COMPRIMIDOS RECUBIERTOS,IBUPROFENO,Ibuprofeno,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3823.jpg,cobeca,IBUPROFENO COMP 600MG X10 LETI
38215,ME40877,IBUPROFENO 800 MG X 10 COMPRIMIDOS,IBUPROFENO,Ibuprofeno,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50176.jpg,cobeca,IBUPROFENO COMP 800MG X 10 LETI
38217,ME32828,IBUPROFENO 100 MG / 5 ML SUSPENSION ORAL,IBUPROFENO,Ibuprofeno,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99047.jpg,cobeca,IBUPROFENO SUSP 100MG/5ML 90ML LETI
38218,ME38405,IBUPROFENO 400 MG X 20 TABLETAS,IBUPROFENO,Ibuprofeno,"BIOQUIMICA INTERNACIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/24334.jpg,cobeca,IBUPROFENO TAB 400MG X20 BIOQ
38219,ME30509,IBUPROFENO 600 MG X 10 TABLETAS,IBUPROFENO,Ibuprofeno,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29649.jpg,cobeca,IBUPROFENO TAB 600MG X 10 VARG
38221,ME38318,IBUPROFENO - TIOCOLCHICOSIDO 400 MG - 4 MG X 10 TABLETAS RECUBIERTAS,IBUPROFENO - TIOCOLCHICOSIDO,Ibuprofeno - Tiocolchicosido,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/94963.jpg,cobeca,IBUPROFENO/TIOCOL TAB 400/4MG X10 CLX
38222,ME27688/2,IBUPROFENO 400 MG X 10 TABLETAS RECUBIERTAS,IBUPROFENO,Ibuprofeno,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10070.jpg,cobeca,IBUPROFENO TAB REC 400MG X10 CLX
38223,ME27688/3,IBUPROFENO 400 MG X 20 TABLETAS RECUBIERTAS,IBUPROFENO,Ibuprofeno,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2408.jpg,cobeca,KETOPROFENO CAP 100MG X20 CLX
38224,ME33973,IBUPROFENO 400 MG X 10 TABLETAS RECUBIERTAS ENTERICAS,IBUPROFENO,Ibuprofeno,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92855.jpg,cobeca,IBUPROFENO TAB REC 400MG X10 PLX
38225,ME35615,IBUPROFENO 600 MG X 10 TABLETAS RECUBIERTAS,IBUPROFENO,Ibuprofeno,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10263.jpg,cobeca,IBUPROFENO TAB REC 600MG X10 CLX
38256,ME35908/3,IRBESARTAN 300 MG X 28 TABLETAS,IRBESARTAN,Irbesartan,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28779.jpg,cobeca,IRBESARTAN TAB 300 MG X 28 CLX
38259,ME43716,IRBETIAZID 150 MG - 12.5 MG X 28 TABLETAS,IRBETIAZID,Hidroclorotiazida - Irbesartan,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8960.jpg,cobeca,DOCE PLEX ELIX  120ML MEY
