producto_id,sku,nombre_comercial,nucleo,molecula,laboratorio,foto_url,fuente,detalle
37357,ME38298,ACIDO FOLICO 10 MG X 30 COMPRIMIDOS,ACIDO FOLICO,Folico Acido,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98454.jpg,cobeca,ACIDO FOLICO COMP 10MG X30 LETI
37358,ME4631,ACIDO FOLICO 10 MG / ML SOLUCION ORAL,ACIDO FOLICO,Folico Acido,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25.jpg,cobeca,ACIDO FOLICO GTS 15ML MEG
37359,ME33559,ACIDO FOLICO 10 MG X 30 TABLETAS,ACIDO FOLICO,Folico Acido,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29544.jpg,cobeca,ACIDO FOLICO TAB 10MG X 30 CLX
37360,ME36039,ACIDO FOLICO 5 MG X 30 TABLETAS,ACIDO FOLICO,Folico Acido,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23782.jpg,cobeca,ACIDO FOLICO TAB 5MG X30 PLX
37385,ME34122/2,ALBENDAZOL 200 MG X 2 TABLETAS,ALBENDAZOL,Albendazol,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17968.jpg,cobeca,ALBENDAZOL TAB 200MG X2 PLX
37386,ME34122/3,ALBENDAZOL 200 MG X 6 TABLETAS,ALBENDAZOL,Albendazol,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20302.jpg,cobeca,ALBENDAZOL TAB 200MG X6 PLX
37387,ME35827,ALBENDAZOL 200 MG X 6 TABLETAS MASTICABLES,ALBENDAZOL,Albendazol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/13063.jpg,cobeca,ALBENDAZOL TAB MAST T/FRUTTI 200MGX2 CLX
37398,ME34933,AMITAFEN FORTE 650 MG X 10 TABLETAS,AMITAFEN FORTE,Acetaminofen,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6236.jpg,cobeca,ACETAMINOFEN TAB 650MG X10 CLX
37404,ME28860,ALPRAZOLAM 0.5 MG X 30 TABLETAS,ALPRAZOLAM,Alprazolam,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10378.jpg,cobeca,"ALPRAZOLAM TAB 0,5MG X30 CLX"
37405,ME28861,ALPRAZOLAM 1 MG X 30 TABLETAS,ALPRAZOLAM,Alprazolam,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10377.jpg,cobeca,ALPRAZOLAM TAB 1MG X30 CLX
37406,ME39231,ALPRAZOLAM 2 MG X 30 TABLETAS,ALPRAZOLAM,Alprazolam,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97351.jpg,cobeca,ALPRAZOLAM TAB 2MG X30
37421,ME31452,AMIODARONA CLORHIDRATO 200 MG X 10 COMPRIMIDOS,AMIODARONA CLORHIDRATO,Amiodarona,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3505.jpg,cobeca,AMIODARONA COMP 200MG X10 VLM
37422,ME32403,AMIODARONA CLORHIDRATO 200 MG X 10 TABLETAS,AMIODARONA CLORHIDRATO,Amiodarona,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4602.jpg,cobeca,AMIODARONA TAB 200MG X10 BIOTECH
37423,ME30206/3,AMLODIPINA 10 MG X 30 COMPRIMIDOS,AMLODIPINA,Amlodipino,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51432.jpg,cobeca,NIFEDIPINA COMP 10MG X30 LETI
37426,ME38145,AMLODIPINA 5 MG X 30 COMPRIMIDOS,AMLODIPINA,Amlodipino,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9206.jpg,cobeca,AMLODIPINA COMP 5MG X30 LETI
37428,ME32016/3,AMLODIPINA 10 MG X 30 TABLETAS,AMLODIPINA,Amlodipino,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/12054.jpg,cobeca,AMLODIPINA TAB 10MG X30 CLX
37432,ME28705/3,AMLODIPINA 5 MG X 30 TABLETAS,AMLODIPINA,Amlodipino,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/10982.jpg,cobeca,AMLODIPINA TAB 5MG X30 CLX
37434,ME40038,AMLODIPINA - VALSARTAN 5 MG - 160 MG X 30 COMPRIMIDOS RECUBIERTOS,AMLODIPINA - VALSARTAN,Amlodipino - Valsartan,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
37443,ME26817,AMOXICILINA 500 MG X 12 CAPSULAS,AMOXICILINA,Amoxicilina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25978.jpg,cobeca,AMOXICILINA CAP 500MG X12 LETI
37444,ME35002,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,AMOXICILINA,Amoxicilina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,cobeca,AMOXICILINA PVO PED 250MG/5ML 60ML CLX
37445,ME20104,AMOXICILINA 125 MG / 5 ML POLVO PARA SUSPENSION,AMOXICILINA,Amoxicilina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,cobeca,AMOXICILINA PVO PED 250MG/5ML 60ML CLX
37448,ME32409,AMOXICILINA - ACIDO CLAVULANICO 875 MG - 125 MG COMPRIMIDOS,AMOXICILINA - ACIDO CLAVULANICO,Amoxicilina - Clavulanico Acido,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23206.jpg,cobeca,NEUROMIX COMP REC X30 LETI
37471,ME43410/2,ANTAAR 1.25 MG X 10 TABLETAS RECUBIERTAS,ANTAAR,,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21067.jpg,cobeca,ANTAAR TAB REC 5MG X10 CLX
37476,ME42864,APIRET 120 MG / 5 ML SOLUCION ORAL,APIRET,,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19584.jpg,cobeca,APIRET SOL ORAL 180MG/5ML 60ML L.O
37477,ME42860,APIRET 160 MG / 5 ML SOLUCION ORAL,APIRET,,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19584.jpg,cobeca,APIRET SOL ORAL 180MG/5ML 60ML L.O
37502,ME31150,ASCAFYL PLUS X 10 TABLETAS RECUBIERTAS,ASCAFYL PLUS X,Acetaminofen - Cafeina,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8960.jpg,cobeca,DOCE PLEX ELIX  120ML MEY
37503,ME17492,ASCAFYL X 10 TABLETAS RECUBIERTAS,ASCAFYL X,Acetaminofen - Cafeina,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8960.jpg,cobeca,DOCE PLEX ELIX  120ML MEY
37508,ME19621/2,ATAMEL 500 MG X 10 TABLETAS,ATAMEL,Acetaminofen,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2337.jpg,cobeca,ACETAMINOFEN TAB 500MG X10 CLX
37514,ME25982,ATENOLOL 50 MG X 30 COMPRIMIDOS,ATENOLOL,Atenolol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3271.jpg,cobeca,ATENOLOL COM 100 MG X 30 GENVEN
37517,ME32690/2,ATORVASTATINA 20 MG X 10 COMPRIMIDOS RECUBIERTOS,ATORVASTATINA,Atorvastatina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4070.jpg,cobeca,ATORVASTATINA COMP 20MG X10 LETI
37519,ME32690/4,ATORVASTATINA 20 MG X 30 COMPRIMIDOS RECUBIERTOS,ATORVASTATINA,Atorvastatina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97977.jpg,cobeca,ATORVASTATINA COMP REC 20MG X30 LETI
37520,ME35911,ATORVASTATINA 40 MG X 30 COMPRIMIDOS RECUBIERTOS,ATORVASTATINA,Atorvastatina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg,cobeca,ATORVASTATINA COMP 40MG X30 LETI
37521,ME36444,ATORVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,Atorvastatina,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51293.jpg,cobeca,ATORVASTATINA TAB REC 20MG X30 VLM
37523,ME35340/3,ATORVASTATINA 40 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,Atorvastatina,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96976.jpg,cobeca,FARMA D TAB 1000UI X30 FAR
37548,ME34643,AZITROMICINA 500 MG X 5 TABLETAS RECUBIERTAS,AZITROMICINA,Azitromicina,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92571.jpg,cobeca,AZITROMICINA TAB REC 500MG X5 VLM
37586,ME44259/2,BIPROLIL HCT 5 MG - 6.25 MG X 15 COMPRIMIDOS RECUBIERTOS,BIPROLIL HCT,Bisoprolol - Hidroclorotiazida,"LABORATORIOS VARGAS, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51584.jpg,cobeca,"BIPROLIL HCT COMP REC 2,5/6,25MGX30 VARG"
37588,ME40280,BISOBLOC H 5 MG - 6.25 MG TABLETAS RECUBIERTAS,BISOBLOC H,Bisoprolol - Hidroclorotiazida,"GLOBAL FARMA, S.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19057.jpg,cobeca,"BISOBLOC/HCT TAB 5/6,25MG X30 GFAR"
37590,ME39140,BISOPROLOL FUMARATO 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,BISOPROLOL FUMARATO,Bisoprolol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98667.jpg,cobeca,"BISOPROLOL FUMARATO COMP 2,5MG X30 LETI"
37591,ME36891,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG X 30 TABLETAS,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA,Bisoprolol - Hidroclorotiazida,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/19127.jpg,cobeca,"ANTAAR/HCT TAB 5MG/6,25MG X30 CLX"
37593,ME43801,BISOPROLOL FUMARATO 10 MG X 30 TABLETAS RECUBIERTAS,BISOPROLOL FUMARATO,Bisoprolol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97002.jpg,cobeca,"BISOPROLOL TAB 2,5MG X 30 CALOX"
37604,ME35864,BRASARTAN 160 MG X 30 TABLETAS RECUBIERTAS,BRASARTAN,Valsartan,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/96976.jpg,cobeca,FARMA D TAB 1000UI X30 FAR
37612,ME31206,BROMAZEPAM 3 MG X 30 COMPRIMIDOS,BROMAZEPAM,Bromazepam,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1301.jpg,cobeca,BROMAZEPAM COM 3 MG X 30 MEGALABS
37613,ME31207,BROMAZEPAM 6 MG X 30 COMPRIMIDOS,BROMAZEPAM,Bromazepam,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1302.jpg,cobeca,BROMAZEPAM COMP 6MG X30 MEG
37632,HO43908,BUPIVACAINA 50 MG / 10 ML SOLUCION INYECTABLE,BUPIVACAINA,Bupivacaina,"MEDVAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21715.jpg,cobeca,"BUPIVACAINA INY 0,50% 10ML MEDV"
37634,ME43035/2,BUTAL 8 MG X 10 TABLETAS RECUBIERTAS,BUTAL,Betahistina,LABORATORIOS SIEGFRIED S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28648.jpg,cobeca,BUTAL TAB/REC 16MG X 10 MEYER
37637,ME30197,CALCIBON 200 MG X 30 TABLETAS RECUBIERTOS,CALCIBON,,LABORATORIOS FARMA S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51482.jpg,cobeca,CALCIBON D TAB REC 1500MG/800UI X30 FAR
37656,ME43971,CANDESARTAN CILEXETILO 16 MG X 10 COMPRIMIDOS,CANDESARTAN CILEXETILO,Candesartan Cilexetilo,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25976.jpg,cobeca,OLMESARTAN MEDOXOM COMP REC 20MGX14 LETI
37657,ME32214/2,CANDESARTAN 8 MG X 10 COMPRIMIDOS,CANDESARTAN,Candesartan,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51789.jpg,cobeca,CANDESARTAN COMP 8MG X10 LETI
37658,ME32214/3,CANDESARTAN 8 MG X 30 COMPRIMIDOS,CANDESARTAN,Candesartan,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14216.jpg,cobeca,CANDESARTAN COMP 8MG X30 LETI
37669,ME25978/3,CAPTOPRIL 25 MG X 30 COMPRIMIDOS,CAPTOPRIL,Captopril,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/97972.jpg,cobeca,CAPTOPRIL COMP 25MG X30 LETI
37672,ME25738/3,CAPTOPRIL 25 MG X 30 TABLETAS,CAPTOPRIL,Captopril,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99739.jpg,cobeca,CAPTOPRIL TAB 25MG X30 CLX
37673,ME25737,CAPTOPRIL 50 MG X 30 TABLETAS,CAPTOPRIL,Captopril,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99741.jpg,cobeca,CAPTOPRIL TAB 50MG X30 CLX
37674,ME27075,CARBAMAZEPINA 200 MG X 30 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99338.jpg,cobeca,CARBAMAZEPINA COMP 200MG X30 LETI
37675,ME24815/4,CARBAMAZEPINA 200 MG X 30 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51392.jpg,cobeca,CARBAMAZEPINA COMP 200MG X30 VLM
37682,ME33422/2,CARBATIL 12.5 MG X 10 TABLETAS,CARBATIL,Carvedilol,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/95748.jpg,cobeca,"CARBATIL TAB 6,25 MG X10 BIOT"
37684,ME32430,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,CARBONATO DE LITIO,Litio,"BIOTECH LABORATORIOS, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4553.jpg,cobeca,CARBONATO D/LITIO CAP 300MG X20 BIOTECH
37691,ME31747,CARVEDILOL 12.5 MG X 30 COMPRIMIDOS,CARVEDILOL,Carvedilol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99061.jpg,cobeca,"CARVEDILOL COMP 12,5 MG X 30 GENVEN"
37697,ME31748/3,CARVEDILOL 25 MG X 30 COMPRIMIDOS,CARVEDILOL,Carvedilol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99061.jpg,cobeca,"CARVEDILOL COMP 12,5 MG X 30 GENVEN"
37698,ME31748/2,CARVEDILOL 25 MG X 15 COMPRIMIDOS,CARVEDILOL,Carvedilol,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99061.jpg,cobeca,"CARVEDILOL COMP 12,5 MG X 30 GENVEN"
37699,ME35572/3,CARVEDILOL 6.25 MG X 30 TABLETAS RECUBIERTAS,CARVEDILOL,Carvedilol,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54223.jpg,cobeca,"CARVEDILOL TAB REC 6,25MG X30 KIMIC"
37700,ME35572/2,CARVEDILOL 6.25 MG X 20 TABLETAS RECUBIERTAS,CARVEDILOL,Carvedilol,"LABORATORIOS KIMICEG, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9486.jpg,cobeca,"CARVEDILOL TAB REC 6,25MG X20 KIMIC"
37701,ME36321/2,CARVEDILOL 25 MG X 14 TABLETAS RECUBIERTAS,CARVEDILOL,Carvedilol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91208.jpg,cobeca,"CARVEDILOL TAB REC 6,25MG X14 CLX"
37702,ME36321/3,CARVEDILOL 25 MG X 28 TABLETAS RECUBIERTAS,CARVEDILOL,Carvedilol,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30061.jpg,cobeca,CARVEDILOL TAB/REC 25MG X 28 CLX
37706,ME28103,CEFADROXILO 500 MG X 10 CAPSULAS,CEFADROXILO,Cefadroxilo,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg,cobeca,CEFADROXILO CAP 500MG X10 LETI
37712,ME40533,CEFIXIMA 400 MG X 5 CAPSULAS,CEFIXIMA,Cefixima,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29896.jpg,cobeca,CEFIXIMA CAP 400MG X5 LETI
37726,ME31148,CETIRIZINA DICLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,CETIRIZINA DICLORHIDRATO,Cetirizina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1505.jpg,cobeca,CETIRIZINA TAB REC 10MG X10 CLX
37728,ME27761,CETIRIZINA 10 MG X 10 COMPRIMIDOS RECUBIERTOS,CETIRIZINA,Cetirizina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11497.jpg,cobeca,CETIRIZINA COMP 10MG X10 LETI
37739,ME27924,CICLOFTAL1 % SOLUCION OFTALMICA,,Ciclopentolato,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9675.jpg,cobeca,CICLOFTAL SOL OFT 1% 15ML L.O
37748,ME35819,CINNARIZINA 75 MG X 10 CAPSULAS,CINNARIZINA,Cinnarizina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/90809.jpg,cobeca,CINNARIZINA CAP 75MG X10 CLX
37757,ME27827/5,CIPROFLOXACINA 500 MG X 14 TABLETAS RECUBIERTAS,CIPROFLOXACINA,,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/12057.jpg,cobeca,CIPROFLOXACINA TAB 500MG X14 CLX
37762,ME30890,CIPROFLOXACINO 500 MG X 14 TABLETAS RECUBIERTAS,CIPROFLOXACINO,,"LABORATORIOS VALMOR, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54467.jpg,cobeca,CIPROFLOXACINO TAB 500MG X14 VLM
37764,ME41565/2,CITICOLINA 500 MG X 10 TABLETAS RECUBIERTAS,CITICOLINA,Citicolina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/9109.jpg,cobeca,CITICOLINA TAB 500MG X10 CLX
37765,ME41565/3,CITICOLINA 500 MG X 30 TABLETAS RECUBIERTAS,CITICOLINA,Citicolina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22770.jpg,cobeca,CITICOLINA TAB 500MG X30 CLX
37770,ME31140,CLARITROMICINA 500 MG X 10 TABLETAS RECUBIERTAS,CLARITROMICINA,Claritromicina,"CALOX INTERNATIONAL, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1501.jpg,cobeca,CLARITROMICINA TAB 500MG X 10 CALOX
37771,ME25929,CLARIX 0.25 MG / ML SOLUCION NASAL,CLARIX,,"LABORATORIOS L.O. OFTALMI, C.A.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/8501.jpg,cobeca,"CLARIX SOL GTS 0,05% 15ML L.O"
37774,ME23979,CLENBUNAL 0.005 MG / 5 ML SOLUCION ORAL,CLENBUNAL,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7938.jpg,cobeca,CLENBUNAL SOL GTS 15ML MEG
37775,ME29289,CLENBUNAL 0.014 MG / ML SOLUCION ORAL,CLENBUNAL,,MEGALABS S.A.,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7938.jpg,cobeca,CLENBUNAL SOL GTS 15ML MEG
37782,HO27704,CLINDAMICINA 600 MG / 4 ML X 1 AMPOLLA,CLINDAMICINA,Clindamicina,"LABORATORIOS LETI, S.A.V.",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5821.jpg,cobeca,CLINDAMICINA AMP 600MG/4ML X1 LETI
