producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata,sigla,clave_real,lab_real,lab_nuevo,nota
37319,ME23275/2,ACETAMINOFEN 500 MG X 10 TABLETAS,ACETAMINOFEN,Acetaminofen,TABLETAS,LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS PLUSANDEX C.A.,generico_otro_lab,cobeca,lab_generico,,ACETAMINOFEN COMP 500MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22931.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37320,ME23275/3,ACETAMINOFEN 500 MG X 12 TABLETAS,ACETAMINOFEN,Acetaminofen,TABLETAS,LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS PLUSANDEX C.A.,generico_otro_lab,cobeca,lab_generico,,ACETAMINOFEN TAB 500MG X12 BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22400.jpg,BIOQ,BIOQ,"BIOQUIMICA INTERNACIONAL, C.A.",si,
37321,ME23275/4,ACETAMINOFEN 500 MG X 24 TABLETAS,ACETAMINOFEN,Acetaminofen,TABLETAS,LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS PLUSANDEX C.A.,generico_otro_lab,cobeca,lab_generico,,ACETAMINOFEN TAB 500MG X24 BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22401.jpg,BIOQ,BIOQ,"BIOQUIMICA INTERNACIONAL, C.A.",si,
37324,ME37095,ACETAMINOFEN 500 MG X 20 TABLETAS,ACETAMINOFEN,Acetaminofen,TABLETAS,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,ACETAMINOFEN TAB 500MG X20 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7537.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37327,ME34148/3,ACETAZOLAMIDA 250 MG X 20 TABLETAS,ACETAZOLAMIDA,Acetazolamida,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ACETAZOLAMIDA TAB 250MG X20 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53492.jpg,KMP,KMP,"KMPLUS PHARMACEUTICALS, C.A.",si,
37328,ME34148/2,ACETAZOLAMIDA 250 MG X 10 TABLETAS,ACETAZOLAMIDA,Acetazolamida,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ACETAZOLAMIDA TAB 250MG X10 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53177.jpg,CR MT,CR MT,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,
37336,HO40581,ACICLOVIR 250 MG POLVO LIOFILIZADO PARA SOLUCION INYECTABLE PARA INFUSION INTRAVENOSA,ACICLOVIR,Aciclovir,INYECTABLE,VITALIS S.A.C.I.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR PVO SOL INY 250MG VIAL X1 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51935.jpg,DIST,DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37339,ME26178/3,ACICLOVIR 200 MG X 20 TABLETAS,ACICLOVIR,Aciclovir,TABLETAS,LABORATORIO PIFANO C.A.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR TAB 200MG X 20 POLINAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29551.jpg,POLINAC,POLINAC,"LABORATORIOS POLINAC, C.A.",no,
37341,ME26178/4,ACICLOVIR 200 MG X 24 TABLETAS,ACICLOVIR,Aciclovir,TABLETAS,LABORATORIO PIFANO C.A.,generico_otro_lab,cobeca,lab_generico,,ACICLOVIR TAB 200MG X24 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7859.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37347,HO44464,ACIDO ASCORBICO 500 MG / 5 ML SOLUCION INYECTABLE,ACIDO ASCORBICO,Ascorbico Acido,INYECTABLE,GUIZHOU TIANDI PHARMACEUTICAL CO. LTD,generico_otro_lab,cobeca,lab_generico,,ACIDO ASCORBICO AMP 500MG/5MLX10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23088.jpg,CR DIST,CR DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37350,HO3187/3,ACIDO FOLICO 10 MG / ML X 10 AMPOLLAS,ACIDO FOLICO,Folico Acido,INYECTABLE,MEGALABS S.A.,generico_otro_lab,cobeca,lab_generico,,ACIDO FOLICO AMP 10MG/2ML X10 CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22846.jpg,CR DIST,CR DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37356,ME4630/2,ACIDO FOLICO 10 MG X 10 COMPRIMIDOS,ACIDO FOLICO,Folico Acido,COMPRIMIDOS,MEGALABS S.A.,generico_otro_lab,cobeca,lab_generico,,ACIDO FOLICO TAB 10MG X10 MEY,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20330.jpg,MEY,MEY,"LABORATORIOS SIEGFRIED, S.A.",no,
37368,ME43334,ADAPALENO - CLINDAMICINA 0.1 % - 1 % GEL,ADAPALENO - CLINDAMICINA,Adapaleno,GEL,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,"ADAPALENO GEL TOP 0,1% 15G HM",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52420.jpg,HM,HM,"CASA DE REPRESENTACION H&M MEDICAL GROUP, C.A.",si,
37369,HO34745,ADRENALINA 1 MG / ML X 5 AMPOLLAS,ADRENALINA,Adrenalina,INYECTABLE,LABORATORIO BIOSANO S.A.,generico_otro_lab,cobeca,lab_generico,,ADRENALINA SOL INY 1MG/ML X5 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52500.jpg,DIST,DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37374,HO32804,AGUA BIDESTILADA INYECTABLE,AGUA BIDESTILADA INYECTABLE,,INYECTABLE,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,AGUA OXIG ALVA AL 3% 1L,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28584.jpg,(override),(override),"ALCOHOLES VALENCIA, C.A.",si,agua_oxig_alva
37375,HO1694,AGUA DESTILADA ESTERIL SOLUCION INYECTABLE,AGUA DESTILADA ESTERIL SOLUCION INYECTABLE,,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AGUA OXIG ALVA AL 3% 1L,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28584.jpg,(override),(override),"ALCOHOLES VALENCIA, C.A.",si,agua_oxig_alva
37381,ME43288,ALBENDAZOL 400 MG X 10 TABLETAS MASTICABLES,ALBENDAZOL,Albendazol,TABLETAS,CORAL LABORATORIES LTD,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL 400MG TAB MAST X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52550.jpg,ZUZU,ZUZU,"LABORATORIOS ZUZU, C.A.",si,
37383,ME40605/2,ALBENDAZOL 200 MG X 2 COMPRIMIDOS,ALBENDAZOL,Albendazol,COMPRIMIDOS,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL TAB 200MG X2 PLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17968.jpg,PLX,PLX,"LABORATORIO PLUSANDEX DE FARMACEUTICOS UNIDOS, PLUSANDEX, C.A.",no,
37384,ME40605/3,ALBENDAZOL 200 MG X 6 COMPRIMIDOS,ALBENDAZOL,Albendazol,COMPRIMIDOS,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,ALBENDAZOL TAB 200MG X6 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/1526.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37391,ME32131,ALENDRONATO SODICO 70 MG X 4 COMPRIMIDOS,ALENDRONATO SODICO,Alendronico Acido,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ALENDRONATO SOD TAB 70MG X 4 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50383.jpg,ZUZU,ZUZU,"LABORATORIOS ZUZU, C.A.",si,
37418,HO23247,AMIKACINA 500 MG / 2 ML X 1 AMPOLLA,AMIKACINA,Amikacina,INYECTABLE,C.A. PRODUCTOS RONAVA,generico_otro_lab,cobeca,lab_generico,,AMIKACINA AMP 500MG/2ML X1 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27450.jpg,ADN,ADN,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,
37419,HO24946,AMIKACINA 500 MG / 2 ML X 1 AMPOLLA,AMIKACINA,Amikacina,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMIKACINA AMP 500MG/2ML X1 ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27450.jpg,ADN,ADN,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,
37420,HO26424,AMIKACINA 100 MG / 2 ML X 10 AMPOLLAS,AMIKACINA,,INYECTABLE,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMIKACINA INY IM/IV 100MG/2ML X10 KMP,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53493.jpg,KMP,KMP,"KMPLUS PHARMACEUTICALS, C.A.",si,
37424,ME30206/4,AMLODIPINA 10 MG X 60 COMPRIMIDOS,AMLODIPINA,Amlodipino,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA COMP 10MG X60 DORO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20112.jpg,DORO,DORO,"CASA DE REPRESENTACION DOROPHARMA, C.A.",si,
37425,ME30206/2,AMLODIPINA 10 MG X 10 COMPRIMIDOS,AMLODIPINA,Amlodipino,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 10MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2419.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37429,ME39126/2,AMLODIPINA 10 MG X 20 TABLETAS,AMLODIPINA,,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 10MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92638.jpg,KIMIC,KIMIC,"LABORATORIOS KIMICEG, C.A.",no,
37433,ME31230,AMLODIPINA 5 MG X 30 TABLETAS,AMLODIPINA,,TABLETAS,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,AMLODIPINA TAB 5MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/99081.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37438,ME43040,AMOXICILINA 500 MG X 10 CAPSULAS,AMOXICILINA,,CAPSULAS,JIANGXI XIER KANGTAI PHARMACEUTICAL CO. LTD,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X 10 DISTR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30058.jpg,DISTR,DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37440,ME20340/3,AMOXICILINA 500 MG X 10 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X 10 DISTR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30058.jpg,DISTR,DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37441,ME20340/4,AMOXICILINA 500 MG X 12 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X12 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25978.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37442,ME20340/2,AMOXICILINA 500 MG X 6 CAPSULAS,AMOXICILINA,Amoxicilina,CAPSULAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA CAP 500MG X6 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5265.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37446,ME23745,AMOXICILINA 125 MG / 5 ML SUSPENSION,AMOXICILINA,,SUSPENSION ORAL,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA SUSP 125MG/5ML BIU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26127.jpg,BIU,BIU,"CASA DE REPRESENTACION BIUMAK PHARMACEUTICALS, C.A.",si,
37447,ME25639,AMOXICILINA 250 MG / 5 ML POLVO PARA SUSPENSION,AMOXICILINA,Amoxicilina,POLVO PARA RECONSTITUCION,SYNTOFARMA S.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,CLX,CLX,"CALOX INTERNATIONAL, C.A.",no,
37452,ME22089,AMOXIVAL 250 MG / 5 ML POLVO PARA SUSPENSION ORAL,AMOXIVAL,Amoxicilina,POLVO PARA RECONSTITUCION,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,AMOXICILINA PVO PED 250MG/5ML 60ML CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51378.jpg,CLX,CLX,"CALOX INTERNATIONAL, C.A.",no,
37463,ME42609,ANASTROZOL 1 MG X 30 TABLETAS RECUBIERTAS,ANASTROZOL,Anastrozol,TABLETAS,SALUTAS PHARMA GMBH.,generico_otro_lab,cobeca,lab_generico,,ANASTROZOL TAB 1MG X30 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26476.jpg,CR MT,CR MT,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,
37480,ME44489,APITENA 2.5 MG X 30 COMPRIMIDOS RECUBIERTOS,APITENA,Apixaban,COMPRIMIDOS,FARMACEUTICA PARAGUAYA S.A.,generico_otro_lab,cobeca,lab_generico,,APIXABAN TAB/REC 2.5MG X 30 MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/30329.jpg,MT,MT,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,
37510,ME43445,ATAPEC 100 MG X 30 TABLETAS RECUBIERTAS,ATAPEC,,TABLETAS,TITAN LABORATORIES PVT. LTD.,generico_otro_lab,cobeca,lab_generico,,ATAPEC TAB 100MG X30 FC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25050.jpg,FC,FC,"LABORATORIOS FC PHARMA, C.A.",si,
37512,ME25816,ATENOLOL 100 MG X 30 TABLETAS,ATENOLOL,Atenolol,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 100MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/7789.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37513,ME25817,ATENOLOL 50 MG X 30 TABLETAS,ATENOLOL,Atenolol,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 50MG X30 BUKA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23700.jpg,BUKA,BUKA,"LABORATORIOS BUKA, C.A.",si,
37514,ME25982,ATENOLOL 50 MG X 30 COMPRIMIDOS,ATENOLOL,Atenolol,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ATENOLOL TAB 50MG X30 BUKA,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23700.jpg,BUKA,BUKA,"LABORATORIOS BUKA, C.A.",si,
37516,ME39468/3,ATORVACOF 20 MG X 30 TABLETAS RECUBIERTAS,ATORVACOF,Atorvastatina,TABLETAS,LABORATORIO COFASA S.A.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB REC 20MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22227.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37518,ME32690/3,ATORVASTATINA 20 MG X 14 COMPRIMIDOS RECUBIERTOS,ATORVASTATINA,Atorvastatina,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB 20MG X14 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11565.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37522,ME37775,ATORVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,,TABLETAS,EMPRESA LABORATORIOS MEDSOL,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB REC 20MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22227.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37523,ME35340/3,ATORVASTATINA 40 MG X 30 TABLETAS RECUBIERTAS,ATORVASTATINA,Atorvastatina,TABLETAS,LABORATORIOS FARMA S.A.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA COMP 40MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98292.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37524,ME35340/2,ATORVASTATINA 40 MG X 14 TABLETAS RECUBIERTAS,ATORVASTATINA,Atorvastatina,TABLETAS,LABORATORIOS FARMA S.A.,generico_otro_lab,cobeca,lab_generico,,ATORVASTATINA TAB REC 40MG X14 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91726.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37532,ME29902,AUGMENTIN BID 875 MG - 125 MG TABLETAS RECUBIERTAS,AUGMENTIN BID,Amoxicilina - Clavulanico Acido,TABLETAS,SMITHKLINE BEECHAM LIMITED,generico_otro_lab,cobeca,lab_generico,,AUGMENTIN TAB 875MG/125MG X 14 GSK,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/92934.jpg,GSK,GSK,"GLAXOSMITHKLINE VENEZUELA, C.A.",si,
37544,ME31564/3,AZITROMICINA 500 MG X 5 COMPRIMIDOS RECUBIERTOS,AZITROMICINA,Azitromicina,COMPRIMIDOS,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,AZITROMICINA COMP 500MG X5 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6090.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37545,ME31564/2,AZITROMICINA 500 MG X 3 COMPRIMIDOS RECUBIERTOS,AZITROMICINA,Azitromicina,COMPRIMIDOS,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,AZITROMICINA TAB 500MG X3 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11009.jpg,CLX,CLX,"CALOX INTERNATIONAL, C.A.",no,
37546,ME42509,AZITROMICINA 200 MG / 5 ML SUSPENSION ORAL,AZITROMICINA,Azitromicina,SUSPENSION ORAL,COOPER PHARMA LTD,generico_otro_lab,cobeca,lab_generico,,AZITROMICINA SUSP 200MG/5ML 15ML CR DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21793.jpg,CR DIST,CR DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37547,ME42465,AZITROMICINA 500 MG X 5 TABLETAS RECUBIERTAS,AZITROMICINA,,TABLETAS,COOPER PHARMA LTD,generico_otro_lab,cobeca,lab_generico,,AZITROMICINA COMP 500MG X5 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6090.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37550,ME20140,BACITRACINA 500 UI - G UNGUENTO,BACITRACINA,Bacitracina,UNGUENTO,C.A. PRODUCTOS RONAVA,generico_otro_lab,cobeca,lab_generico,,BACITRACINA UNG 500UI/G X 20G DISTRILAB,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29019.jpg,DISTRILAB,DIST,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,
37573,HO36271/2,BETAMETASONA 4 MG / ML X 1 AMPOLLA,BETAMETASONA,Betametasona,INYECTABLE,PHARMAYECT S.A.,generico_otro_lab,cobeca,lab_generico,,BETAMETASONA INY 4MG/1ML X1 VLM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2117.jpg,VLM,VLM,"LABORATORIOS VALMOR, C.A.",no,
37587,ME43626,BISACODILO 5 MG X 10 TABLETAS GASTRORRESISTENTES,BISACODILO,Bisacodilo,TABLETAS,SG HEALTHCARE PVT. LTD.,generico_otro_lab,cobeca,lab_generico,,BISACODILO TAB 5MG X 10 FM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28708.jpg,FM,FM,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,
37591,ME36891,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG X 30 TABLETAS,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA,Bisoprolol - Hidroclorotiazida,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,farmanselmo,lab_generico,,BIOTALOL HCT BISOPROLOL FUMARATO+HIDROCLOROTIAZIDA 5MG+6.25MG x30 COMPRIMIDOS LETI (E),https://pccentro.net.ve/img/s/6/8/7/3/8/68738-large_default.webp,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37592,ME42421,BISOPROLOL FUMARATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS,BISOPROLOL FUMARATO,Bisoprolol,COMPRIMIDOS,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,BISOPROLOL TAB 10MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21371.jpg,ANG/H,ANG/H,"INVERSIONES ANGELUS HEALTH, C.A.",si,
37594,ME44328,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,BISOPROLOL FUMARATO,Bisoprolol,TABLETAS,RONALD PHARMACEUTICALS PVT. LTD.,generico_otro_lab,cobeca,lab_generico,,BISOPROLOL FUMARATO COMP 5MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98668.jpg,LETI,LETI,"LABORATORIOS LETI, S.A.V.",no,
37604,ME35864,BRASARTAN 160 MG X 30 TABLETAS RECUBIERTAS,BRASARTAN,Valsartan,TABLETAS,LABORATORIOS FARMA S.A.,generico_otro_lab,cobeca,lab_generico,,VALSARTAN TAB REC 160MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg,ANG/H,ANG/H,"INVERSIONES ANGELUS HEALTH, C.A.",si,
37614,ME26069,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,CLORHIDRATO DE BROMEXINA,Bromhexina,JARABE,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,BROMEXINA JBE 8MG/5ML 120ML ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27452.jpg,ADN,ADN,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,
37615,ME40260,BROMEXINA CLORHIDRATO 4 MG / 5 ML JARABE,BROMEXINA CLORHIDRATO,,JARABE,SM PHARMA C.A.,generico_otro_lab,cobeca,lab_generico,,BROMEXINA JBE 4MG/5ML 120ML BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14190.jpg,BIOQ,BIOQ,"BIOQUIMICA INTERNACIONAL, C.A.",si,
37616,ME35158,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,BROMHEXINA CLORHIDRATO,,JARABE,LABORATORIOS SPEFAR VENEZOLANOS S.A.,generico_otro_lab,cobeca,lab_generico,,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37617,ME36318,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,BROMHEXINA CLORHIDRATO,,JARABE,LABORATORIO BIOGALENIC C.A.,generico_otro_lab,cobeca,lab_generico,,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37663,ME37841,CANDESARTAN 8 MG X 30 TABLETAS,CANDESARTAN,,TABLETAS,LABORATORIO LA SANTE C.A.,generico_otro_lab,cobeca,lab_generico,,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg,PHARME,PHARME,"LABORATORIO LA SANTE, C.A.",no,
37670,ME25978/2,CAPTOPRIL 25 MG X 20 COMPRIMIDOS,CAPTOPRIL,Captopril,COMPRIMIDOS,LABORATORIOS LETI S.A.V.,generico_otro_lab,cobeca,lab_generico,,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg,KIMIC,KIMIC,"LABORATORIOS KIMICEG, C.A.",no,
37671,ME25738/2,CAPTOPRIL 25 MG X 20 TABLETAS,CAPTOPRIL,Captopril,TABLETAS,CALOX INTERNATIONAL C.A.,generico_otro_lab,cobeca,lab_generico,,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg,KIMIC,KIMIC,"LABORATORIOS KIMICEG, C.A.",no,
37676,ME24815/2,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,COMPRIMIDOS,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52560.jpg,ZUZU,ZUZU,"LABORATORIOS ZUZU, C.A.",si,
37677,ME24815/3,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,CARBAMAZEPINA,Carbamazepina,COMPRIMIDOS,LABORATORIOS VALMOR C.A.,generico_otro_lab,cobeca,lab_generico,,CARBAMAZEPINA TAB 200MG X20 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20947.jpg,CR DAC,CR DAC,"CASA DE REPRESENTACION DAC55, C.A.",no,
