id,sku,nombre_comercial,foto_url
39140,ME40297,CIPROFLOXACINA 500 MG COMPRIMIDOS RECUBIERTOS DE LIBERACION PROGRAMADA,
39141,ME30837,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,
39146,ME34986,GYNO CLOCIM 1 % CREMA VAGINAL,
39148,ME44238/2,CLORACE 500 MG – 4 MG X 10 GRANULOS PARA SOLUCION ORAL SABOR A LIMON,
39149,ME44238/3,CLORACE 500 MG – 4 MG X 20 GRANULOS PARA SOLUCION ORAL SABOR A LIMON,
39152,ME34772,CLOTRIMAZOL 1 % CREMA VAGINAL,
39153,ME26813,CLOTRIMAZOL 1 % CREMA,
39173,ME42426,ZARCOT 6 MG X 10 TABLETAS,
39177,ME42524,DESLORATADINA 2.5 MG / 5 ML JARABE,
39178,ME42540,DESLORATADINA 2.5 MG / 5 ML SOLUCION ORAL,
39179,ME43570,DESLORATADINA - MONTELUKAST 5 MG - 10 MG COMPRIMIDOS RECUBIERTOS,
39180,ME36359,DESLORATADINA 5 MG X 10 TABLETAS RECUBIERTAS,
39181,ME43091,DESLORATADINA 5 MG X 10 TABLETAS RECUBIERTAS,
39183,ME36983/2,DICLOFENAC POTASICO 50 MG X 10 TABLETAS RECUBIERTAS,
39184,ME36983/3,DICLOFENAC POTASICO 50 MG X 30 TABLETAS RECUBIERTAS,
39185,ME30174,DICLOFENACO POTASICO 50 MG X 20 TABLETAS RECUBIERTAS,
39186,ME28153,DICLOFENAC POTASICO 50 MG COMPRIMIDOS RECUBIERTOS,
39198,HO32341,DURACAINA HIPERBARA 5 MG - 80 MG / ML X 1 AMPOLLA,
39199,ME26689,ENALAPRIL MALEATO 20 MG COMPRIMIDOS RECUBIERTOS,
39200,ME27590,ENALAPRIL MALEATO 20 MG X 30 TABLETAS,
39202,ME36883,ESOMEPRAZOL 40 MG X 16 CAPSULAS CON MICROGRANULOS DE LIBERACION ENTERICA.,
39203,ME43295,DESLORATADINA 5 MG COMPRIMIDOS RECUBIERTOS,
39213,ME38628,FEBRATIC 10 MG / 5 ML SUSPENSION ORAL,
39214,MI28667,FEM DUCHA VAGINAL,
39221,ME21233,FLODONT EN FILMORASE UNGUENTO BUCAL,
39223,ME28575,FLUCONAZOL 150 MG X 2 CAPSULAS,
39228,ME43741,GEMKAST 10 MG X 30 TABLETAS RECUBIERTAS,
39234,ME44761,GLICILAX 1.72 G SUPOSITORIOS,
39235,ME44763,GLICILAX 0.86 G SUPOSITORIOS,
39236,ME33712,GLICERINA 1.68 G SUPOSITORIOS,
39237,ME33713,GLICERINA 2.88 G SUPOSITORIOS,
39240,ME37715,GLYMAR 4 MG X 20 TABLETAS,
39241,ME44628,GULAPER 100 MG / 5 ML SOLUCION ORAL SABOR CHICLE,
39246,ME41692,HIDROCLOROTIAZIDA 12.5 MG COMPRIMIDOS,
39250,ME26698,IBUPROFENO 400 MG COMPRIMIDOS RECUBIERTOS,
39251,ME30069,IBUPROFENO 400 MG X 10 TABLETAS RECUBIERTAS,
39253,ME39079,IBUPROFENO - TIOCOLCHICOSIDO 600 MG - 4 MG COMPRIMIDOS RECUBIERTOS,
39257,ME36204,IRBESARTAN 150 MG X 28 TABLETAS,
39260,ME43610,IRGEM 150 MG X 30 TABLETAS,
39265,ME33620,IVAGAN FORTE X 100 TABLETAS RECUBIERTAS,
39266,ME44048,IZABAN DPP 10 MG - 5 MG COMPRIMIDOS RECUBIERTOS,
39271,HO30273/2,KETOPROFENO 100 MG / 2 ML X 1 AMPOLLA,
39288,ME43559,LORATADINA 1 MG / ML SOLUCION ORAL,
39290,ME36589,LOSARTAN POTASICO 100 MG X 10 TABLETAS RECUBIERTAS,
39295,ME42819,MELOXICAM 7.5 MG X 10 TABLETAS,
39300,ME42761,METFORMINA CLORHIDRATO 500 MG X 30 TABLETAS,
39302,ME32763,SECNIDAZOL 500 MG X 10 TABLETAS,
39310,ME42894,MONTELUKAST 5 MG X 30 TABLETAS MASTICABLES,
39315,ME42653,NEBLUM 50 MG X 30 TABLETAS RECUBIERTAS,
39318,ME42160,NEUROMIX COMPRIMIDOS RECUBIERTOS,
39323,ME40510,OLMESARTAN MEDOXOMIL - HIDROCLOROTIAZIDA 40 MG - 12.5 MG COMPRIMIDOS RECUBIERTOS,
39324,ME38921,OLMESARTAN MEDOXOMIL 20 MG COMPRIMIDOS RECUBIERTOS,
39326,ME43452/2,OMEPRAZOL 40 MG X 7 CAPSULAS GASTRORRESISTENTES,
39327,ME43452/3,OMEPRAZOL 40 MG X 30 CAPSULAS GASTRORRESISTENTES,
39329,ME35417/3,OMEPRAZOL 20 MG X 30 CAPSULAS,
39330,ME35417/2,OMEPRAZOL 20 MG X 7 CAPSULAS,
39334,ME26053,OXOLAMINA 28 MG / 5 ML JARABE,
39335,ME26052,OXOLAMINA 50 MG / 5 ML JARABE,
39353,ME42037,REHIDROSOL 45 MEQ / L SOLUCION ELECTROLITICA USO ORAL SABOR A UVA,
39363,ME34458,SILDENAFIL 50 MG X 2 TABLETAS RECUBIERTAS,
39364,ME34567,SILDENAFIL 50 MG X 4 TABLETAS RECUBIERTAS,
39365,ME43701,SITALUX 100 MG X 30 TABLETAS RECUBIERTAS,
39366,ME40535,SITAGLIS MET 50 MG - 850 MG COMPRIMIDOS RECUBIERTOS,
39368,ME40123,STAMYLFORTE 300 MG - 100 MG X 20 TABLETAS RECUBIERTAS,
39379,ME25934,ACETAMINOFEN 250 MG SUPOSITORIOS,
39382,ME42125,TADALAFILO 5 MG COMPRIMIDOS RECUBIERTOS,
39388,ME44419/3,TERAGRIPFORTE NOCHE 650 MG-4 MG X 6 GRANULADO PARA SOLUCION ORAL,
39389,ME44419/2,TERAGRIPFORTE NOCHE 650 MG - 4 MG X 4 TABLETAS RECUBIERTAS,
39391,ME37166,TERAGRIPSUPRA X 10 TABLETAS RECUBIERTAS,
39395,ME36574,TOBRAMICINA 0.3 % SOLUCION OFTALMICA,
39396,ME28025,TOBRASOL 3 MG / G UNGUENTO OFTALMICO,
39401,ME37747,VALSARTAN CON HIDROCLOROTIAZIDA 160 MG - 12.5 MG COMPRIMIDOS RECUBIERTOS,
39402,ME38569,VALSARTAN 160 MG CAPSULAS,
39404,ME38568,VALSARTAN 80 MG CAPSULAS,
39405,ME42915,VALSARTAN 80 MG COMPRIMIDOS RECUBIERTOS,
39408,ME998,VITAMINA C 100 MG / 5 ML JARABE,
39412,ME6025/3,VITAMINA B12 250 MCG X 20 CAPSULAS,
39413,ME36008,VITAMINA C 50 MG / 5 ML JARABE,
39439,ME36242,CLOBETASOL PROPIONATO 0.05 % UNGUENTO,
39462,ME35192,CLOTRIMAZOL 2 % CREMA VAGINAL,
39531,ME26276,KETOCONAZOL 2 % CREMA,
39537,ME36952,LESTECOL 40 MG X 30 TABLETAS RECUBIERTAS,
39602,ME35193,GYNOCLOCIM 2 % CREMA VAGINAL,
37310,ME43639/3,ACETAMINOFEN 650 MG X 20 TABLETAS,
37400,ME44004,ALOPURINOL 100 MG X 30 TABLETAS,
37427,ME32016/2,AMLODIPINA 10 MG X 10 TABLETAS,
37431,ME28705/2,AMLODIPINA 5 MG X 10 TABLETAS,
37511,ME42297,ATENOLOL 100 MG X 30 COMPRIMIDOS,
37525,ME32812,ATORVASTATINA 20 MG X 30 TABLETAS RECUBIERTAS,
37571,ME38280,BETAHISTINA 16 MG X 20 TABLETAS RECUBIERTAS,
37893,ME36998,DESLORATADINA 2.5 MG / 5 ML JARABE,
37899,ME42492/2,DEXAMETASONA 4 MG X 10 COMPRIMIDOS,
38017,ME40959/3,ESCITALOPRAM 10 MG X 30 COMPRIMIDOS RECUBIERTOS,
38018,ME40960/3,ESCITALOPRAM 20 MG X 30 COMPRIMIDOS RECUBIERTOS,
38029,ME35847/2,ESOMEPRAZOL 40 MG X 10 TABLETAS RECUBIERTAS,
38030,ME35847/5,ESOMEPRAZOL 40 MG X 20 TABLETAS RECUBIERTAS,
38031,ME35847/4,ESOMEPRAZOL 40 MG X 16 TABLETAS RECUBIERTAS,
38032,ME35847/3,ESOMEPRAZOL 40 MG X 14 TABLETAS RECUBIERTAS,
38129,ME43528,FLUOXETINA 20 MG X 30 TABLETAS RECUBIERTAS,
38220,ME31850,IBUPROFENO 800 MG X 10 TABLETAS RECUBIERTAS,
38288,ME29236/2,KETOPROFENO 100 MG X 10 CAPSULAS,
38289,ME29236/3,KETOPROFENO 100 MG X 20 CAPSULAS,
38309,ME42656,VITAMINA C 500 MG X 16 TABLETAS MASTICABLES SABOR A TUTTI FRUTTI,
38400,ME37542/3,LOSARTAN POTASICO - HIDROCLOROTIAZIDA 100 MG - 25 MG X 30 TABLETAS RECUBIERTAS,
38459,ME44619,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS,
38481,ME28549/2,METRONIDAZOL 500 MG X 10 TABLETAS,
38583,ME38330,DICLOFENAC POTASICO 15 MG / ML SUSPENSION ORAL,
38771,ME37852,SECNIDAZOL 500 MG X 4 COMPRIMIDOS,
38780,ME32466/3,SERTRALINA 50 MG X 30 TABLETAS,
38782,ME32466/2,SERTRALINA 50 MG X 10 TABLETAS,
38827,ME38493/3,TADALAFILO 20 MG X 2 TABLETAS RECUBIERTAS,
38828,ME43450,TADALAFILO 5 MG X 30 TABLETAS RECUBIERTAS,
38873,ME37086,TIOCOLCHICOSIDO 4 MG X 12 TABLETAS,
38895,ME40389,TRIMEBUTINA 300 MG X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,
39001,ME43207,ZOPICLONA 7.5 MG X 10 TABLETAS RECUBIERTAS,
39007,ME39020,ACETAMINOFEN 1000 MG COMPRIMIDOS,
39012,ME43427/3,ACETAMINOFEN 500 MG X 30 TABLETAS,
39021,ME22033,ACIDO FOLICO 10 MG COMPRIMIDOS,
39085,ME39008,ATORVASTATINA 20 MG COMPRIMIDOS RECUBIERTOS,
39132,ME36892,CARVEDILOL 6.25 MG COMPRIMIDOS,
39147,ME36885,CLOPIDOGREL 75 MG COMPRIMIDOS RECUBIERTOS,
39172,ME42595,DEFLAZACORT 6 MG COMPRIMIDOS,
39187,ME35439,DICLOFENAC POTASICO 50 MG X 20 COMPRIMIDOS RECUBIERTOS,
39196,ME35688,DOMPERIDONA 10 MG COMPRIMIDOS,
39208,ME31252,FAMOTIDINA 40 MG X 10 COMPRIMIDOS,
39226,ME37496,GABAPENTINA 300 MG X 20 CAPSULAS,
39269,ME32070,KETOPROFENO 100 MG COMPRIMIDOS ENTERICOS,
39289,ME36662,LOSARTAN POTASICO 50 MG X 14 TABLETAS RECUBIERTAS,
39297,ME42459,METFORMINA CLORHIDRATO 1000 MG COMPRIMIDOS,
39298,ME37583,METFORMINA CLORHIDRATO 500 MG COMPRIMIDOS,
39301,ME37062,METRONIDAZOL 500 MG COMPRIMIDOS,
39309,ME37063,MONTELUKAST 10 MG X 10 TABLETAS RECUBIERTAS,
39342,ME42493,PREDNISONA 5 MG COMPRIMIDOS,
39347,ME42527,QUETIAPINA 100 MG COMPRIMIDOS,
39400,ME42451,VALSARTAN 160 MG X 20 CAPSULAS,
39455,ME40067,CITICOLINA 500 MG X 30 COMPRIMIDOS RECUBIERTOS,
39554,ME34528,NIFEDIPINA 30 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,
