id,campo,antes,despues
38417,nombre_comercial,LUMBAX 600 mg X 10 TABLETAS,LUMBAX 600 MG X 10 TABLETAS
38418,nombre_comercial,LUMBAX 800 mg X 6 COMPRIMIDOS RECUBIERTOS,LUMBAX 800 MG X 6 COMPRIMIDOS RECUBIERTOS
38419,nombre_comercial,MACRODANTINA 50 mg X 30 CAPSULAS,MACRODANTINA 50 MG X 30 CAPSULAS
38420,nombre_comercial,MADECASSOL 1% UNGUENTO,MADECASSOL 1 % UNGUENTO
38421,nombre_comercial,MAALOX 460 mg - 400 mg / 4.3 mL X 30 SUSPENSION,MAALOX 460 MG - 400 MG / 4.3 ML X 30 SUSPENSION
38422,nombre_comercial,GLETOP 20 mg X 60 TABLETAS CON CUBIERTA ENTERICA,GLETOP 20 MG X 60 TABLETAS CON CUBIERTA ENTERICA
38423,nombre_comercial,MAILEN 5 mg X 10 COMPRIMIDOS RECUBIERTOS,MAILEN 5 MG X 10 COMPRIMIDOS RECUBIERTOS
38424,nombre_comercial,MAILEN 5 mg X 30 COMPRIMIDOS RECUBIERTOS,MAILEN 5 MG X 30 COMPRIMIDOS RECUBIERTOS
38425,nombre_comercial,"MAILEN 2,5 mg / 5 mL JARABE",MAILEN 2.5 MG / 5 ML JARABE
38427,nombre_comercial,MARTESIA 25 mg X 30 CAPSULAS,MARTESIA 25 MG X 30 CAPSULAS
38428,nombre_comercial,MARTESIA 300 mg X 14 CAPSULAS,MARTESIA 300 MG X 14 CAPSULAS
38429,nombre_comercial,MARTESIA 75 mg X 14 CAPSULAS,MARTESIA 75 MG X 14 CAPSULAS
38431,nombre_comercial,"MATILOL 0,5 % SOLUCION OFTALMICA",MATILOL 0.5 % SOLUCION OFTALMICA
38432,nombre_comercial,MAXIFUR 50 mg X 30 CAPSULAS,MAXIFUR 50 MG X 30 CAPSULAS
38433,nombre_comercial,MAXOTEN 25 mg X 30 COMPRIMIDOS RECUBIERTOS,MAXOTEN 25 MG X 30 COMPRIMIDOS RECUBIERTOS
38434,nombre_comercial,Medroxiprogesterona 10mg X 10 Tabletas,MEDROXIPROGESTERONA 10 MG X 10 TABLETAS
38434,presentacion,X 10 Tabletas,X 10 TABLETAS
38435,nombre_comercial,Medroxiprogesterona 10mg X 28 Tabletas,MEDROXIPROGESTERONA 10 MG X 28 TABLETAS
38435,presentacion,X 28 Tabletas,X 28 TABLETAS
38436,nombre_comercial,MELIF 50 mg - 500 mg X 30 COMPRIMIDOS RECUBIERTOS,MELIF 50 MG - 500 MG X 30 COMPRIMIDOS RECUBIERTOS
38437,nombre_comercial,MELIGEN 10 mg X 30 TABLETAS RECUBIERTAS,MELIGEN 10 MG X 30 TABLETAS RECUBIERTAS
38438,nombre_comercial,MELOXICAM 15 mg X 10 TABLETAS,MELOXICAM 15 MG X 10 TABLETAS
38439,nombre_comercial,MELOXICAM 15 mg X 10 TABLETAS,MELOXICAM 15 MG X 10 TABLETAS
38440,nombre_comercial,MELOXICAM 15 mg X 10 COMPRIMIDOS,MELOXICAM 15 MG X 10 COMPRIMIDOS
38441,nombre_comercial,"MELOXICAM 7,5 mg X 10 TABLETAS",MELOXICAM 7.5 MG X 10 TABLETAS
38442,nombre_comercial,MEMANTINA CLORHIDRATO 10 mg X 10 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS
38443,nombre_comercial,MEMANTINA CLORHIDRATO 10 mg X 28 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO 10 MG X 28 TABLETAS RECUBIERTAS
38444,nombre_comercial,MEMANTINA CLORHIDRATO 10 mg X 14 TABLETAS RECUBIERTAS,MEMANTINA CLORHIDRATO 10 MG X 14 TABLETAS RECUBIERTAS
38446,nombre_comercial,FRICSOL 10 % - 10 %  LINIMENTO,FRICSOL 10 % - 10 % LINIMENTO
38447,nombre_comercial,MEROPENEM 1 g X 10 AMPOLLAS,MEROPENEM 1 G X 10 AMPOLLAS
38448,nombre_comercial,"MEROPENEM 1 g - 0,5 g X 1 AMPOLLAS",MEROPENEM 1 G - 0.5 G X 1 AMPOLLA
38448,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38449,nombre_comercial,MESPEN 500 mg X 1 AMPOLLAS,MESPEN 500 MG X 1 AMPOLLA
38449,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38450,nombre_comercial,DIPIRONA 1 g / 2 mL X 3 AMPOLLAS,DIPIRONA 1 G / 2 ML X 3 AMPOLLAS
38451,nombre_comercial,DIPIRONA 1 g / 2 mL X 5 AMPOLLAS,DIPIRONA 1 G / 2 ML X 5 AMPOLLAS
38452,nombre_comercial,CLORHIDRATO DE METFORMINA 500 mg X 30 TABLETAS RECUBIERTAS,CLORHIDRATO DE METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS
38453,nombre_comercial,Metformina Clorhidrato 850mg X 30 Tabletas Recubiertas,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS RECUBIERTAS
38453,presentacion,X 30 Tabletas Recubiertas,X 30 TABLETAS RECUBIERTAS
38454,nombre_comercial,Metformina Clorhidrato 850mg X 14 Tabletas Recubiertas,METFORMINA CLORHIDRATO 850 MG X 14 TABLETAS RECUBIERTAS
38454,presentacion,X 14 Tabletas Recubiertas,X 14 TABLETAS RECUBIERTAS
38455,nombre_comercial,Metformina Clorhidrato 850mg X 28 Tabletas Recubiertas,METFORMINA CLORHIDRATO 850 MG X 28 TABLETAS RECUBIERTAS
38455,presentacion,X 28 Tabletas Recubiertas,X 28 TABLETAS RECUBIERTAS
38456,nombre_comercial,METFORMINA CLORHIDRATO 1000 mg X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS
38457,nombre_comercial,METFORMINA CLORHIDRATO 500 mg X 28 TABLETAS,METFORMINA CLORHIDRATO 500 MG X 28 TABLETAS
38458,nombre_comercial,METFORMINA 500 mg X 30 TABLETAS RECUBIERTAS,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS
38459,nombre_comercial,METFORMINA 500 mg X 30 TABLETAS RECUBIERTAS,METFORMINA 500 MG X 30 TABLETAS RECUBIERTAS
38460,nombre_comercial,METFORMINA CLORHIDRATO 500 mg X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO 500 MG X 30 TABLETAS RECUBIERTAS
38461,nombre_comercial,METFORMINA CLORHIDRATO 850 mg X 30 TABLETAS,METFORMINA CLORHIDRATO 850 MG X 30 TABLETAS
38462,nombre_comercial,METFORMINA CLORHIDRATO 850 mg X 28 TABLETAS,METFORMINA CLORHIDRATO 850 MG X 28 TABLETAS
38463,nombre_comercial,SITAGLIPTINA-METFORMINA CLORHIDRATO 50 mg-1000mg X 30 COMP RECUBIERTOS,SITAGLIPTINA-METFORMINA CLORHIDRATO 50 MG-1000 MG X 30 COMP RECUBIERTOS
38464,nombre_comercial,METFORMINA CLORHIDRATO 1000 mg X 30 TABLETAS RECUBIERTAS,METFORMINA CLORHIDRATO 1000 MG X 30 TABLETAS RECUBIERTAS
38465,nombre_comercial,SITAGLIPTINA -METFORMINA CLORHIDRATO 50 mg-500 mg X 30 COMPRIMIDOS,SITAGLIPTINA -METFORMINA CLORHIDRATO 50 MG-500 MG X 30 COMPRIMIDOS
38466,nombre_comercial,METILPREDNISOLONA 125 mg X 1 AMPOLLAS,METILPREDNISOLONA 125 MG X 1 AMPOLLA
38466,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38467,nombre_comercial,METOCLOPRAMIDA 10 mg / 2 mL X 3 AMPOLLAS,METOCLOPRAMIDA 10 MG / 2 ML X 3 AMPOLLAS
38468,nombre_comercial,METOCLOPRAMIDA 10 mg / 2 mL X 6 AMPOLLAS,METOCLOPRAMIDA 10 MG / 2 ML X 6 AMPOLLAS
38469,nombre_comercial,METOCLOPRAMIDA 10 mg X 10 TABLETAS,METOCLOPRAMIDA 10 MG X 10 TABLETAS
38470,nombre_comercial,"BETALOCZOK 47,5 mg X 30 COMPRIMIDOS DE LIBERACION CONTROLADA",BETALOCZOK 47.5 MG X 30 COMPRIMIDOS DE LIBERACION CONTROLADA
38471,nombre_comercial,METREN 500 mg X 10 CAPSULAS BLANDAS VAGINALES,METREN 500 MG X 10 CAPSULAS BLANDAS VAGINALES
38472,nombre_comercial,METREN 500 mg X 15 CAPSULAS BLANDAS VAGINALES,METREN 500 MG X 15 CAPSULAS BLANDAS VAGINALES
38473,nombre_comercial,METREN 250 mg / 5 mL SUSPENSION,METREN 250 MG / 5 ML SUSPENSION
38474,nombre_comercial,METREN 500 mg X 10 TABLETAS,METREN 500 MG X 10 TABLETAS
38475,nombre_comercial,"METRONIDAZOL 0,75 % GEL",METRONIDAZOL 0.75 % GEL
38476,nombre_comercial,METRONIDAZOL 500 mg / 100 mL SOLUCIÓN PARA INFUSIÓN.,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION.
38477,nombre_comercial,METRONIDAZOL 500 mg X 10 OVULOS VAGINALES,METRONIDAZOL 500 MG X 10 OVULOS VAGINALES
38478,nombre_comercial,METRONIDAZOL 500 mg / 100 mL SOLUCION PARA INFUSION INTRAVENOSA,METRONIDAZOL 500 MG / 100 ML SOLUCION PARA INFUSION INTRAVENOSA
38479,nombre_comercial,METRONIDAZOL BENZOIL 125 mg / 5 mL SUSPENSION ORAL,METRONIDAZOL BENZOIL 125 MG / 5 ML SUSPENSION ORAL
38480,nombre_comercial,METRONIDAZOL BENZOIL 250 mg/ 5 mL SUSPENSION ORAL,METRONIDAZOL BENZOIL 250 MG / 5 ML SUSPENSION ORAL
38481,nombre_comercial,METRONIDAZOL 500 mg X 10 TABLETAS,METRONIDAZOL 500 MG X 10 TABLETAS
38482,nombre_comercial,METRONIDAZOL 500 mg X 30 TABLETAS,METRONIDAZOL 500 MG X 30 TABLETAS
38483,nombre_comercial,METRONIDAZOL 500 mg X 30 TABLETAS,METRONIDAZOL 500 MG X 30 TABLETAS
38484,nombre_comercial,METRONIDAZOL - MICONAZOL 750 mg - 200 mg X 6 ÓVULOS,METRONIDAZOL - MICONAZOL 750 MG - 200 MG X 6 OVULOS
38484,presentacion,X 6 ÓVULOS,X 6 OVULOS
38485,nombre_comercial,METSIGLIN 500 mg - 50 mg X 30 COMPRIMIDOS RECUBIERTOS,METSIGLIN 500 MG - 50 MG X 30 COMPRIMIDOS RECUBIERTOS
38487,nombre_comercial,MICROSER 16 mg X 20 TABLETAS,MICROSER 16 MG X 20 TABLETAS
38488,nombre_comercial,MIGRAVAL 100 mg X 2 COMPRIMIDOS RECUBIERTOS,MIGRAVAL 100 MG X 2 COMPRIMIDOS RECUBIERTOS
38489,nombre_comercial,MIGRAVAL 100 mg X 4 COMPRIMIDOS RECUBIERTOS,MIGRAVAL 100 MG X 4 COMPRIMIDOS RECUBIERTOS
38490,nombre_comercial,MIGRAVAL 100 mg X 8 COMPRIMIDOS RECUBIERTOS,MIGRAVAL 100 MG X 8 COMPRIMIDOS RECUBIERTOS
38491,nombre_comercial,MILAX 50% X 20 SOLUCION ORAL,MILAX 50 % X 20 SOLUCION ORAL
38493,nombre_comercial,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLAS,MIOVIT COMPOSITUM CON LIDOCAINA X 1 AMPOLLA
38493,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38497,nombre_comercial,"VERNATE 0,05 % CREMA",VERNATE 0.05 % CREMA
38498,nombre_comercial,MIRTAZAPINA 15 mg X 30 TABLETAS RECUBIERTAS,MIRTAZAPINA 15 MG X 30 TABLETAS RECUBIERTAS
38499,nombre_comercial,MIRTAZAPINA 30 mg X 30 TABLETAS RECUBIERTAS,MIRTAZAPINA 30 MG X 30 TABLETAS RECUBIERTAS
38500,nombre_comercial,MIRTAZAVAL 15 mg X 30 TABLETAS RECUBIERTAS,MIRTAZAVAL 15 MG X 30 TABLETAS RECUBIERTAS
38501,nombre_comercial,MIRTAZAVAL 15 mg X 10 TABLETAS RECUBIERTAS,MIRTAZAVAL 15 MG X 10 TABLETAS RECUBIERTAS
38502,nombre_comercial,MISULVAN 30 mg / 5 mL JARABE,MISULVAN 30 MG / 5 ML JARABE
38503,nombre_comercial,MISULVAN FORTE 30 mg - 5 mg / 5 mL SOLUCION ORAL,MISULVAN FORTE 30 MG - 5 MG / 5 ML SOLUCION ORAL
38504,nombre_comercial,MONTELUKAST 10 mg X 10 TABLETAS RECUBIERTAS,MONTELUKAST 10 MG X 10 TABLETAS RECUBIERTAS
38505,nombre_comercial,MONTELUKAST 10 mg X 30 TABLETAS RECUBIERTAS,MONTELUKAST 10 MG X 30 TABLETAS RECUBIERTAS
38506,nombre_comercial,MONTELUKAST 5 mg X 30 TABLETAS MASTICABLES,MONTELUKAST 5 MG X 30 TABLETAS MASTICABLES
38507,nombre_comercial,MONTRAX 10 mg X 10 TABLETAS,MONTRAX 10 MG X 10 TABLETAS
38508,nombre_comercial,MONTRAX 10 mg X 30 TABLETAS,MONTRAX 10 MG X 30 TABLETAS
38509,nombre_comercial,MONTRAX 4 mg X 10 TABLETAS MASTICABLES,MONTRAX 4 MG X 10 TABLETAS MASTICABLES
38510,nombre_comercial,MONTRAX 5 mg X 10 TABLETAS MASTICABLES,MONTRAX 5 MG X 10 TABLETAS MASTICABLES
38511,nombre_comercial,MONTRAX 5 mg X 30 TABLETAS MASTICABLES,MONTRAX 5 MG X 30 TABLETAS MASTICABLES
38512,nombre_comercial,MONUKAST 5 mg X 30 TABLETAS MASTICABLES,MONUKAST 5 MG X 30 TABLETAS MASTICABLES
38513,nombre_comercial,MOPERID 10 mg X 20 TABLETAS,MOPERID 10 MG X 20 TABLETAS
38514,nombre_comercial,MOVIMEX 15 mg X 10 TABLETAS,MOVIMEX 15 MG X 10 TABLETAS
38515,nombre_comercial,"MOXIDEX 0,5 -0,1 % SOLUCION OFTALMICA ESTERIL",MOXIDEX 0.5 -0.1 % SOLUCION OFTALMICA ESTERIL
38516,nombre_comercial,MOXIFLOXACINA 400 mg X 7 TABLETAS RECUBIERTAS,MOXIFLOXACINA 400 MG X 7 TABLETAS RECUBIERTAS
38517,nombre_comercial,MOXIFLOXACINA 400 mg X 10 COMPRIMIDOS RECUBIERTOS,MOXIFLOXACINA 400 MG X 10 COMPRIMIDOS RECUBIERTOS
38518,nombre_comercial,MOXIFLOXACINA 400 mg X 5 TABLETAS RECUBIERTAS,MOXIFLOXACINA 400 MG X 5 TABLETAS RECUBIERTAS
38519,nombre_comercial,MUCLAR 30mg - 5mg X 10 COMPRIMIDOS,MUCLAR 30 MG - 5 MG X 10 COMPRIMIDOS
38520,nombre_comercial,MUCOBROL 4 mg / 5 mL JARABE,MUCOBROL 4 MG / 5 ML JARABE
38521,nombre_comercial,MUCOMAX 15 mg / 5 mL SOLUCION ORAL USO PEDIATRICO,MUCOMAX 15 MG / 5 ML SOLUCION ORAL USO PEDIATRICO
38522,nombre_comercial,MUCOXOL 30 mg / 5 mL JARABE,MUCOXOL 30 MG / 5 ML JARABE
38526,nombre_comercial,MUVETT 300 mg X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,MUVETT 300 MG X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA
38528,nombre_comercial,N-BUTIL BROMURO DE HIOSCINA 20 mg / mL X 5 AMPOLLAS,N-BUTIL BROMURO DE HIOSCINA 20 MG / ML X 5 AMPOLLAS
38529,nombre_comercial,"NACLODIN 0,150 mg X 30 TABLETAS",NACLODIN 0.150 MG X 30 TABLETAS
38531,nombre_comercial,NAPROXENO 250 mg X 10 TABLETAS,NAPROXENO 250 MG X 10 TABLETAS
38532,nombre_comercial,TRASS (Naproxeno Sódico 500 mg + Sumatriptan 85 mg) X 10 TABLETAS RECUBIERTAS,TRASS (NAPROXENO SODICO 500 MG + SUMATRIPTAN 85 MG) X 10 TABLETAS RECUBIERTAS
38533,nombre_comercial,NEFROTAL AMLO 50 mg - 5 mg X 30 COMPRIMIDOS,NEFROTAL AMLO 50 MG - 5 MG X 30 COMPRIMIDOS
38534,nombre_comercial,"NEFROTAL H 50 mg - 12,5 mg X 30 COMPRIMIDOS RECUBIERTOS",NEFROTAL H 50 MG - 12.5 MG X 30 COMPRIMIDOS RECUBIERTOS
38535,nombre_comercial,"NEFROTAL H 50 mg - 12,5 mg X 15 COMPRIMIDOS RECUBIERTOS",NEFROTAL H 50 MG - 12.5 MG X 15 COMPRIMIDOS RECUBIERTOS
38536,nombre_comercial,"NEFROTAL H 50 mg - 12,5 mg X 10 COMPRIMIDOS RECUBIERTOS",NEFROTAL H 50 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS
38537,nombre_comercial,"NEFROTAL H 50 mg - 12,5 mg X 14 COMPRIMIDOS RECUBIERTOS",NEFROTAL H 50 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS
38538,nombre_comercial,NEFROTAL 100 mg X 30 COMPRIMIDOS RECUBIERTOS,NEFROTAL 100 MG X 30 COMPRIMIDOS RECUBIERTOS
38539,nombre_comercial,NEFROTAL 100 mg X 10 COMPRIMIDOS RECUBIERTOS,NEFROTAL 100 MG X 10 COMPRIMIDOS RECUBIERTOS
38540,nombre_comercial,NEFROTAL 100 mg X 14 COMPRIMIDOS RECUBIERTOS,NEFROTAL 100 MG X 14 COMPRIMIDOS RECUBIERTOS
38541,nombre_comercial,NEFROTAL H 100 mg - 25 mg X 10 COMPRIMIDOS RECUBIERTOS,NEFROTAL H 100 MG - 25 MG X 10 COMPRIMIDOS RECUBIERTOS
38542,nombre_comercial,"CORIOSYL 500 U.I. - 3,5 mg - 10.000 U.I. / g UNGUENTO",CORIOSYL 500 U.I. - 3.5 MG - 10.000 U.I. / G UNGUENTO
38543,nombre_comercial,"NEOSTIGMINA 0,5 mg / mL X 3 AMPOLLAS",NEOSTIGMINA 0.5 MG / ML X 3 AMPOLLAS
38544,nombre_comercial,"NEOSTIGMINA 0,5 mg / mL X 6 AMPOLLAS",NEOSTIGMINA 0.5 MG / ML X 6 AMPOLLAS
38545,nombre_comercial,NEULEVAL 500 mg X 10 TABLETAS RECUBIERTAS,NEULEVAL 500 MG X 10 TABLETAS RECUBIERTAS
38546,nombre_comercial,NEULEVAL 750 mg X 5 TABLETAS RECUBIERTAS,NEULEVAL 750 MG X 5 TABLETAS RECUBIERTAS
38547,nombre_comercial,NEURIXA 150 mg X 14 CAPSULAS,NEURIXA 150 MG X 14 CAPSULAS
38548,nombre_comercial,NEURIXA 75 mg X 14 CAPSULAS,NEURIXA 75 MG X 14 CAPSULAS
38549,nombre_comercial,NEURIXA 75 mg X 21 CAPSULAS,NEURIXA 75 MG X 21 CAPSULAS
38551,nombre_comercial,"NEVAC 0,1 % SUSPENSION OFTALMICA",NEVAC 0.1 % SUSPENSION OFTALMICA
38552,nombre_comercial,NIFEDIPINA 10 mg X 14 CAPSULAS,NIFEDIPINA 10 MG X 14 CAPSULAS
38553,nombre_comercial,NIFEDIPINA 10 mg X 30 COMPRIMIDOS DISPERSABLES,NIFEDIPINA 10 MG X 30 COMPRIMIDOS DISPERSABLES
38554,nombre_comercial,NIFEDIPINA 10 mg X 10 COMPRIMIDOS DISPERSABLES,NIFEDIPINA 10 MG X 10 COMPRIMIDOS DISPERSABLES
38555,nombre_comercial,NIFEDIPINO 10 mg X 30 TABLETAS RECUBIERTAS,NIFEDIPINO 10 MG X 30 TABLETAS RECUBIERTAS
38556,nombre_comercial,NIMODIPINA 30 mg X 30 COMPRIMIDOS,NIMODIPINA 30 MG X 30 COMPRIMIDOS
38558,nombre_comercial,"NIPE 100 mg - 0,25 mg / mL X 6 SOLUCION ORAL EN GOTAS",NIPE 100 MG - 0.25 MG / ML X 6 SOLUCION ORAL EN GOTAS
38559,nombre_comercial,NISTATINA 100.000 UI/mL SUSPENSIÓN ,NISTATINA 100.000 UI / ML SUSPENSION
38560,nombre_comercial,NITAX 500 mg X 6 TABLETAS RECUBIERTAS,NITAX 500 MG X 6 TABLETAS RECUBIERTAS
38561,nombre_comercial,NITAZOXANIDA 500 mg X 6 TABLETAS RECUBIERTAS,NITAZOXANIDA 500 MG X 6 TABLETAS RECUBIERTAS
38562,nombre_comercial,NITROFURANTOINA 100 mg X 300 TABLETAS RECUBIERTAS,NITROFURANTOINA 100 MG X 300 TABLETAS RECUBIERTAS
38563,nombre_comercial,NITROFURANTOINA 100 mg X 10 TABLETAS RECUBIERTAS,NITROFURANTOINA 100 MG X 10 TABLETAS RECUBIERTAS
38564,nombre_comercial,NITROFURANTOINA 50 mg X 10 TABLETAS RECUBIERTAS,NITROFURANTOINA 50 MG X 10 TABLETAS RECUBIERTAS
38565,nombre_comercial,NITROFURANTOINA 50 mg X 30 TABLETAS RECUBIERTAS,NITROFURANTOINA 50 MG X 30 TABLETAS RECUBIERTAS
38566,nombre_comercial,"NITROFURAZONA 0,2 % CREMA",NITROFURAZONA 0.2 % CREMA
38567,nombre_comercial,NONAFOL 10 mg X 10 TABLETAS,NONAFOL 10 MG X 10 TABLETAS
38568,nombre_comercial,NONAFOL 10 mg X 20 TABLETAS,NONAFOL 10 MG X 20 TABLETAS
38569,nombre_comercial,NONAFOL 10 mg X 30 TABLETAS,NONAFOL 10 MG X 30 TABLETAS
38570,nombre_comercial,NONAFOL 5 mg X 10 TABLETAS,NONAFOL 5 MG X 10 TABLETAS
38571,nombre_comercial,NONAFOL 5 mg X 20 TABLETAS,NONAFOL 5 MG X 20 TABLETAS
38572,nombre_comercial,NONAFOL 5 mg X 30 TABLETAS,NONAFOL 5 MG X 30 TABLETAS
38573,nombre_comercial,NORMIX 200 mg X 12 TABLETAS RECUBIERTAS,NORMIX 200 MG X 12 TABLETAS RECUBIERTAS
38574,nombre_comercial,NORSINA 500 mg - 10 mg X 12 TABLETAS,NORSINA 500 MG - 10 MG X 12 TABLETAS
38575,nombre_comercial,NORTRICOL 200 mg X 20 CÁPSULAS,NORTRICOL 200 MG X 20 CAPSULAS
38575,presentacion,X 20 CÁPSULAS,X 20 CAPSULAS
38576,nombre_comercial,NOTOLAC 20 mg X 10 TABLETAS,NOTOLAC 20 MG X 10 TABLETAS
38577,nombre_comercial,NOTOLAC 20 mg X 4 TABLETAS,NOTOLAC 20 MG X 4 TABLETAS
38578,nombre_comercial,NOVARONA 200 mg X 10 COMPRIMIDOS,NOVARONA 200 MG X 10 COMPRIMIDOS
38580,nombre_comercial,NYTAXIN 500 mg X 6 CAPSULAS BLANDAS,NYTAXIN 500 MG X 6 CAPSULAS BLANDAS
38582,nombre_comercial,OFAFLAN 50 mg X 10 COMPRIMIDOS CON CUBIERTA ENTERICA,OFAFLAN 50 MG X 10 COMPRIMIDOS CON CUBIERTA ENTERICA
38583,nombre_comercial,DICLOFENAC POTASICO 15 mg / mL SUSPENSION ORAL,DICLOFENAC POTASICO 15 MG / ML SUSPENSION ORAL
38584,nombre_comercial,OFAFLAN 2 mg / mL SUSPENSION ORAL,OFAFLAN 2 MG / ML SUSPENSION ORAL
38586,nombre_comercial,OLANZAPINA 5 mg X 30 TABLETAS ORODISPERSABLES,OLANZAPINA 5 MG X 30 TABLETAS ORODISPERSABLES
38587,nombre_comercial,OLMECAR 20 mg X 30 COMPRIMIDOS RECUBIERTOS,OLMECAR 20 MG X 30 COMPRIMIDOS RECUBIERTOS
38588,nombre_comercial,OLMECAR 40 mg X 30 COMPRIMIDOS RECUBIERTOS,OLMECAR 40 MG X 30 COMPRIMIDOS RECUBIERTOS
38589,nombre_comercial,"OLMESARTAN MEDOXOMIL 40 mg - HIDROLOCOTIAZIDA 12,5 mg X 30 TABLETAS RECUBIERTAS",OLMESARTAN MEDOXOMIL 40 MG - HIDROLOCOTIAZIDA 12.5 MG X 30 TABLETAS RECUBIERTAS
38590,nombre_comercial,OLMESARTAN MEDOXOMILO 20 mg X 10 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO 20 MG X 10 TABLETAS RECUBIERTAS
38591,nombre_comercial,OLMESARTAN MEDOXOMILO 20 mg X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO 20 MG X 30 TABLETAS RECUBIERTAS
38592,nombre_comercial,OLMESARTAN MEDOXOMIL 20 mg X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMIL 20 MG X 30 TABLETAS RECUBIERTAS
38593,nombre_comercial,OLMESARTAN MEDOXOMILO 40 mg X 10 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO 40 MG X 10 TABLETAS RECUBIERTAS
38594,nombre_comercial,OLMESARTAN MEDOXOMILO 40 mg X 30 TABLETAS RECUBIERTAS,OLMESARTAN MEDOXOMILO 40 MG X 30 TABLETAS RECUBIERTAS
38595,nombre_comercial,OLMETIQUE 20 mg X 30 TABLETAS RECUBIERTAS,OLMETIQUE 20 MG X 30 TABLETAS RECUBIERTAS
38596,nombre_comercial,OMEPRAZOL 20 mg X 10 CAPSULAS CON MICROGRANULOS ENTERICOS,OMEPRAZOL 20 MG X 10 CAPSULAS CON MICROGRANULOS ENTERICOS
38597,nombre_comercial,OMEPRAZOL 20 mg X 14 CAPSULAS CON MICROGRANULOS ENTERICOS,OMEPRAZOL 20 MG X 14 CAPSULAS CON MICROGRANULOS ENTERICOS
38598,nombre_comercial,OMEPRAZOL 20 mg X 28 CAPSULAS CON MICROGRANULOS ENTERICOS,OMEPRAZOL 20 MG X 28 CAPSULAS CON MICROGRANULOS ENTERICOS
38599,nombre_comercial,OMEPRAZOL 20 mg X 30 CAPSULAS CON MICROGRANULOS ENTERICOS,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS ENTERICOS
38600,nombre_comercial,OMEPRAZOL 20 mg X 7 CAPSULAS CON MICROGRANULOS ENTERICOS,OMEPRAZOL 20 MG X 7 CAPSULAS CON MICROGRANULOS ENTERICOS
38601,nombre_comercial,OMEPRAZOL 20 mg X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,OMEPRAZOL 20 MG X 30 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA
38602,nombre_comercial,OMEPRAZOL 20 mg X 8 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA,OMEPRAZOL 20 MG X 8 CAPSULAS CON MICROGRANULOS CON CUBIERTA ENTERICA
38603,nombre_comercial,OMEPRAZOL 20 mg X 10 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 20 MG X 10 CAPSULAS GASTRORRESISTENTES
38604,nombre_comercial,OMEPRAZOL 20 mg X 20 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 20 MG X 20 CAPSULAS GASTRORRESISTENTES
38605,nombre_comercial,OMEPRAZOL 20 mg X 30 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 20 MG X 30 CAPSULAS GASTRORRESISTENTES
38606,nombre_comercial,OMEPRAZOL 20 mg X 7 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 20 MG X 7 CAPSULAS GASTRORRESISTENTES
38607,nombre_comercial,OMEPRAZOL 20 mg X 8 CAPSULAS GASTRORRESISTENTES,OMEPRAZOL 20 MG X 8 CAPSULAS GASTRORRESISTENTES
38608,nombre_comercial,OMEPRAZOL 40 mg X 30 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,OMEPRAZOL 40 MG X 30 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES
38609,nombre_comercial,OMEPRAZOL 40 mg X 7 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES,OMEPRAZOL 40 MG X 7 CAPSULAS CON MICROGRANULOS GASTRORRESISTENTES
