id,campo,antes,despues
38804,nombre_comercial,SOMAZINA 500 mg X 30 COMPRIMIDOS RECUBIERTOS,SOMAZINA 500 MG X 30 COMPRIMIDOS RECUBIERTOS
38805,nombre_comercial,SOMAZINA 1000 mg / 4 mL X 5 AMPOLLAS,SOMAZINA 1000 MG / 4 ML X 5 AMPOLLAS
38806,nombre_comercial,SUCRALFATO 100 mg / mL SUSPENSION ORAL,SUCRALFATO 100 MG / ML SUSPENSION ORAL
38807,nombre_comercial,SUCRALFATO 1 g X 20 TABLETAS,SUCRALFATO 1 G X 20 TABLETAS
38808,nombre_comercial,SUCRALFATO 1 g X 10 TABLETAS,SUCRALFATO 1 G X 10 TABLETAS
38811,nombre_comercial,"SULIXTRA 0,4 mg X 30 CAPSULAS DE LIBERACION PROLONGADA",SULIXTRA 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA
38812,nombre_comercial,"SULIXTRA DUO 0,4 mg - 0,5 mg X 10 CAPSULAS DE LIBERACION PROLONGADA",SULIXTRA DUO 0.4 MG - 0.5 MG X 10 CAPSULAS DE LIBERACION PROLONGADA
38813,nombre_comercial,"SULIXTRA DUO 0,4 mg - 0,5 mg X 30 CAPSULAS DE LIBERACION PROLONGADA",SULIXTRA DUO 0.4 MG - 0.5 MG X 30 CAPSULAS DE LIBERACION PROLONGADA
38814,nombre_comercial,SULPIR 25mg X 30 COMPRIMIDOS,SULPIR 25 MG X 30 COMPRIMIDOS
38815,nombre_comercial,SULTAMICILINA 750 mg X 10 TABLETAS RECUBIERTAS,SULTAMICILINA 750 MG X 10 TABLETAS RECUBIERTAS
38816,nombre_comercial,SULTRIM 400 mg – 80 mg X 20 TABLETAS,SULTRIM 400 MG – 80 MG X 20 TABLETAS
38817,nombre_comercial,SUPRAMYCINA FORTE 200 mg X 10 TABLETAS,SUPRAMYCINA FORTE 200 MG X 10 TABLETAS
38818,nombre_comercial,SUPRAMYCINA 100 mg X 10 TABLETAS,SUPRAMYCINA 100 MG X 10 TABLETAS
38819,nombre_comercial,SURIDE 25 mg X 30 COMPRIMIDOS RECUBIERTOS,SURIDE 25 MG X 30 COMPRIMIDOS RECUBIERTOS
38820,nombre_comercial,TACHIFORTE 1 g X 20 TABLETAS,TACHIFORTE 1 G X 20 TABLETAS
38821,nombre_comercial,TACHIFORTE 650 mg X 10 TABLETAS,TACHIFORTE 650 MG X 10 TABLETAS
38822,nombre_comercial,TACHIPIRIN 125 mg X 6 SUPOSITORIOS,TACHIPIRIN 125 MG X 6 SUPOSITORIOS
38823,nombre_comercial,"TACROLIMUS 0,03% UNGÜENTO",TACROLIMUS 0.03 % UNGUENTO
38824,nombre_comercial,TADAFOX 20 mg X 1 TABLETAS RECUBIERTAS,TADAFOX 20 MG X 1 TABLETA RECUBIERTA
38824,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38825,nombre_comercial,TADAFOX 20 mg X 2 TABLETAS RECUBIERTAS,TADAFOX 20 MG X 2 TABLETAS RECUBIERTAS
38826,nombre_comercial,TADALAFILO 20 mg X 1 TABLETAS RECUBIERTAS,TADALAFILO 20 MG X 1 TABLETA RECUBIERTA
38826,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38827,nombre_comercial,TADALAFILO 20 mg X 2 TABLETAS RECUBIERTAS,TADALAFILO 20 MG X 2 TABLETAS RECUBIERTAS
38828,nombre_comercial,TADALAFILO 5 mg X 30 TABLETAS RECUBIERTAS,TADALAFILO 5 MG X 30 TABLETAS RECUBIERTAS
38829,nombre_comercial,TADIFIL 5 mg X 30 COMPRIMIDOS RECUBIERTOS,TADIFIL 5 MG X 30 COMPRIMIDOS RECUBIERTOS
38830,nombre_comercial,TADIFIL 20 mg X 1 COMPRIMIDOS RECUBIERTOS,TADIFIL 20 MG X 1 COMPRIMIDO RECUBIERTO
38830,presentacion,X 1 COMPRIMIDOS RECUBIERTOS,X 1 COMPRIMIDO RECUBIERTO
38831,nombre_comercial,TADIFIL 20 mg X 2 COMPRIMIDOS RECUBIERTOS,TADIFIL 20 MG X 2 COMPRIMIDOS RECUBIERTOS
38832,nombre_comercial,TALERC 10 mg X 10 COMPRIMIDOS,TALERC 10 MG X 10 COMPRIMIDOS
38833,nombre_comercial,TALYSTO 5 mg X 10 TABLETAS MASTICABLES,TALYSTO 5 MG X 10 TABLETAS MASTICABLES
38834,nombre_comercial,TALYSTO 5 mg X 30 TABLETAS MASTICABLES,TALYSTO 5 MG X 30 TABLETAS MASTICABLES
38835,nombre_comercial,TALZIC 10 mg X 10 COMPRIMIDOS RECUBIERTOS,TALZIC 10 MG X 10 COMPRIMIDOS RECUBIERTOS
38836,nombre_comercial,TALZIC 10 mg / mL SOLUCION ORAL,TALZIC 10 MG / ML SOLUCION ORAL
38837,nombre_comercial,TALZIC 1 mg / mL SOLUCION ORAL,TALZIC 1 MG / ML SOLUCION ORAL
38838,nombre_comercial,TAMOA 250 mg / 5 mL X 6 SUSPENSION,TAMOA 250 MG / 5 ML X 6 SUSPENSION
38839,nombre_comercial,"TAMOSTIN 0,4 mg X 30 CAPSULAS DE LIBERACION PROLONGADA",TAMOSTIN 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA
38840,nombre_comercial,"TAMOSTIN 0,4 mg X 20 CAPSULAS DE LIBERACION PROLONGADA",TAMOSTIN 0.4 MG X 20 CAPSULAS DE LIBERACION PROLONGADA
38841,nombre_comercial,"TAMSULON 0,4 mg X 30 CAPSULAS DE LIBERACION CONTROLADA",TAMSULON 0.4 MG X 30 CAPSULAS DE LIBERACION CONTROLADA
38842,nombre_comercial,"TAMSULOSINA HCL 0,4 mg CAPSULAS DE LIBERACION PROGRAMADA X 30 CAPSULAS",TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 30 CAPSULAS
38843,nombre_comercial,"TAMSULOSINA HCL 0,4 mg CAPSULAS DE LIBERACION PROGRAMADA X 10 CAPSULAS",TAMSULOSINA HCL 0.4 MG CAPSULAS DE LIBERACION PROGRAMADA X 10 CAPSULAS
38844,nombre_comercial,"TAMSULOSINA CLORHIDRATO 0,4 mg X 30 CAPSULAS DE LIBERACION PROLONGADA",TAMSULOSINA CLORHIDRATO 0.4 MG X 30 CAPSULAS DE LIBERACION PROLONGADA
38845,nombre_comercial,"TANTUN 0,1 % SOLUCION DUCHA VAGINAL",TANTUN 0.1 % SOLUCION DUCHA VAGINAL
38846,nombre_comercial,TAPAZOL 5 mg X 60 TABLETAS,TAPAZOL 5 MG X 60 TABLETAS
38847,nombre_comercial,TEKRON 200 mg X 10 COMPRIMIDOS RECUBIERTOS,TEKRON 200 MG X 10 COMPRIMIDOS RECUBIERTOS
38848,nombre_comercial,TEKRON 200 mg X 30 COMPRIMIDOS RECUBIERTOS,TEKRON 200 MG X 30 COMPRIMIDOS RECUBIERTOS
38849,nombre_comercial,TENSOMAX 30 mg X 30 CAPSULAS DE LIBERACION PROLONGADA,TENSOMAX 30 MG X 30 CAPSULAS DE LIBERACION PROLONGADA
38850,nombre_comercial,TENSOMAX 30 mg X 10 CAPSULAS DE LIBERACION PROLONGADA,TENSOMAX 30 MG X 10 CAPSULAS DE LIBERACION PROLONGADA
38851,nombre_comercial,TENSOPIN 20 mg / mL SOLUCION ORAL,TENSOPIN 20 MG / ML SOLUCION ORAL
38852,nombre_comercial,NUELIN 80 mg / 15 mL JARABE,NUELIN 80 MG / 15 ML JARABE
38853,nombre_comercial,TERAGRIPFORTE 650mg-20mg-2mg X 6 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE 650 MG-20 MG-2 MG X 6 GRANULADO PARA SOLUCION ORAL
38854,nombre_comercial,TERAGRIPFORTE 650mg-20mg-2mg X 10 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE 650 MG-20 MG-2 MG X 10 GRANULADO PARA SOLUCION ORAL
38855,nombre_comercial,TERAGRIPFORTE 650mg-20mg-2mg X 20 GRANULADO PARA SOLUCION ORAL,TERAGRIPFORTE 650 MG-20 MG-2 MG X 20 GRANULADO PARA SOLUCION ORAL
38857,nombre_comercial,TIALIN 100 mg X 10 COMPRIMIDOS,TIALIN 100 MG X 10 COMPRIMIDOS
38858,nombre_comercial,TIALIN 50 mg X 10 COMPRIMIDOS,TIALIN 50 MG X 10 COMPRIMIDOS
38859,nombre_comercial,TIALIN 50 mg X 30 COMPRIMIDOS,TIALIN 50 MG X 30 COMPRIMIDOS
38860,nombre_comercial,"TIDOR 2 % - 0,5 % SOLUCION OFTALMICA",TIDOR 2 % - 0.5 % SOLUCION OFTALMICA
38861,nombre_comercial,TILODRIN 4 mg / mL SOLUCION ORAL,TILODRIN 4 MG / ML SOLUCION ORAL
38862,nombre_comercial,TILODRIN 30 mg / 15 mL JARABE,TILODRIN 30 MG / 15 ML JARABE
38863,nombre_comercial,"TIMOLOL 0,5 % SOLUCION OFTALMICA",TIMOLOL 0.5 % SOLUCION OFTALMICA
38864,nombre_comercial,TINIDAZOL 500 mg X 4 TABLETAS RECUBIERTAS,TINIDAZOL 500 MG X 4 TABLETAS RECUBIERTAS
38865,nombre_comercial,TIOCHAX PLUS 400 mg - 4 mg X 10 TABLETAS RECUBIERTAS,TIOCHAX PLUS 400 MG - 4 MG X 10 TABLETAS RECUBIERTAS
38866,nombre_comercial,TIOCHAX 4 mg X 12 COMPRIMIDOS,TIOCHAX 4 MG X 12 COMPRIMIDOS
38867,nombre_comercial,TIOCOL 8 mg X 10 TABLETAS RECUBIERTAS,TIOCOL 8 MG X 10 TABLETAS RECUBIERTAS
38868,nombre_comercial,TIOCOLCHICOSIDO 4 mg / 2 mL X 1 AMPOLLAS,TIOCOLCHICOSIDO 4 MG / 2 ML X 1 AMPOLLA
38868,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38869,nombre_comercial,TIOCOLCHICOSIDO 4 mg / 2 mL X 50 AMPOLLAS,TIOCOLCHICOSIDO 4 MG / 2 ML X 50 AMPOLLAS
38870,nombre_comercial,TIOCOLCHICOSIDO 4 mg / 2 mL X 2 AMPOLLAS,TIOCOLCHICOSIDO 4 MG / 2 ML X 2 AMPOLLAS
38871,nombre_comercial,TIOCOLCHICOSIDO 4 mg X 10 COMPRIMIDOS,TIOCOLCHICOSIDO 4 MG X 10 COMPRIMIDOS
38872,nombre_comercial,TIOCOLCHICOSIDO 4 mg X 12 TABLETAS,TIOCOLCHICOSIDO 4 MG X 12 TABLETAS
38873,nombre_comercial,TIOCOLCHICOSIDO 4 mg X 12 TABLETAS,TIOCOLCHICOSIDO 4 MG X 12 TABLETAS
38874,nombre_comercial,TIOCOLFEN 600 mg - 4 mg X 10 TABLETAS RECUBIERTAS,TIOCOLFEN 600 MG - 4 MG X 10 TABLETAS RECUBIERTAS
38876,nombre_comercial,TOBRAMICINA 300 mg/5 ml SOLUCION PARA INHALACION,TOBRAMICINA 300 MG / 5 ML SOLUCION PARA INHALACION
38877,nombre_comercial,"TOBRASOL 0,3 % SOLUCION OFTALMICA",TOBRASOL 0.3 % SOLUCION OFTALMICA
38878,nombre_comercial,"TODENAC 0,3 % - 0,1 % SOLUCION OFTALMICA",TODENAC 0.3 % - 0.1 % SOLUCION OFTALMICA
38880,nombre_comercial,TONERVOL 5 mg X 30 TABLETAS,TONERVOL 5 MG X 30 TABLETAS
38881,nombre_comercial,TONUM 1 mg / mL  SUSPENSION ORAL,TONUM 1 MG / ML SUSPENSION ORAL
38882,nombre_comercial,TONUM 10 mg X 30 TABLETAS,TONUM 10 MG X 30 TABLETAS
38883,nombre_comercial,TORIVAS 50 mg X 30 TABLETAS RECUBIERTAS,TORIVAS 50 MG X 30 TABLETAS RECUBIERTAS
38884,nombre_comercial,TRACEVAL 500 mg - 50 mg X 20 TABLETAS,TRACEVAL 500 MG - 50 MG X 20 TABLETAS
38885,nombre_comercial,"TRACEVAL 325 mg - 37,5 mg X 20 TABLETAS RECUBIERTAS",TRACEVAL 325 MG - 37.5 MG X 20 TABLETAS RECUBIERTAS
38886,nombre_comercial,TRACTIL FORTE 8 mg X 10 COMPRIMIDOS,TRACTIL FORTE 8 MG X 10 COMPRIMIDOS
38887,nombre_comercial,TRACTIL 4 mg X 12 COMPRIMIDOS,TRACTIL 4 MG X 12 COMPRIMIDOS
38888,nombre_comercial,TRALIX 50 mg X 30 TABLETAS,TRALIX 50 MG X 30 TABLETAS
38889,nombre_comercial,TRAMAL LONG 150 mg X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA,TRAMAL LONG 150 MG X 20 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA
38890,nombre_comercial,TRAMAL 100 mg / mL SOLUCION ORAL,TRAMAL 100 MG / ML SOLUCION ORAL
38891,nombre_comercial,TRICOX 60 mg X 14 TABLETAS RECUBIERTAS,TRICOX 60 MG X 14 TABLETAS RECUBIERTAS
38893,nombre_comercial,TRIMEBUTINA MALEATO 200 mg X 10 TABLETAS,TRIMEBUTINA MALEATO 200 MG X 10 TABLETAS
38894,nombre_comercial,TRIMEBUTINA MALEATO 200 mg X 30 TABLETAS,TRIMEBUTINA MALEATO 200 MG X 30 TABLETAS
38895,nombre_comercial,TRIMEBUTINA 300 mg X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA,TRIMEBUTINA 300 MG X 10 COMPRIMIDOS RECUBIERTOS DE LIBERACION PROLONGADA
38896,nombre_comercial,FLUTIXAIR 250 mcg -25 mcg / DOSIS X 120 SUSPENSION PARA INHALACION ORAL,FLUTIXAIR 250 MCG -25 MCG / DOSIS X 120 SUSPENSION PARA INHALACION ORAL
38897,nombre_comercial,TRIPUR 80 mg - 400 mg X 20 COMPRIMIDOS,TRIPUR 80 MG - 400 MG X 20 COMPRIMIDOS
38898,nombre_comercial,TRITTICO 100 mg X 30 TABLETAS,TRITTICO 100 MG X 30 TABLETAS
38899,nombre_comercial,TRITTICO 50 mg X 30 TABLETAS,TRITTICO 50 MG X 30 TABLETAS
38900,nombre_comercial,ULCENOL 20 mg X 10 TABLETAS,ULCENOL 20 MG X 10 TABLETAS
38901,nombre_comercial,ULCENOL 40 mg X 20 TABLETAS,ULCENOL 40 MG X 20 TABLETAS
38902,nombre_comercial,ULCON 1 g X 20 TABLETAS,ULCON 1 G X 20 TABLETAS
38903,nombre_comercial,ULCRAF 1 g / 5 mL SUSPENSIÓN ORAL,ULCRAF 1 G / 5 ML SUSPENSION ORAL
38904,nombre_comercial,ULGARIN 20 mg X 16 CAPSULAS,ULGARIN 20 MG X 16 CAPSULAS
38905,nombre_comercial,ULGARIN 20 mg X 28 CAPSULAS,ULGARIN 20 MG X 28 CAPSULAS
38906,nombre_comercial,ULGARIN 40 mg X 16 CAPSULAS,ULGARIN 40 MG X 16 CAPSULAS
38907,nombre_comercial,ULGARIN 40 mg X 32 CAPSULAS,ULGARIN 40 MG X 32 CAPSULAS
38908,nombre_comercial,ULTAMYN 750 mg X 10 TABLETAS RECUBIERTAS,ULTAMYN 750 MG X 10 TABLETAS RECUBIERTAS
38909,nombre_comercial,URODUTAN 200 mg X 10 TABLETAS RECUBIERTAS,URODUTAN 200 MG X 10 TABLETAS RECUBIERTAS
38910,nombre_comercial,"UROSINA 0,4 mg X 30 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA",UROSINA 0.4 MG X 30 TABLETAS RECUBIERTAS DE LIBERACION PROLONGADA
38911,nombre_comercial,VALACICLOVIR 500 mg X 10 TABLETAS RECUBIERTAS,VALACICLOVIR 500 MG X 10 TABLETAS RECUBIERTAS
38912,nombre_comercial,VALPRON 250 mg / 5 mL JARABE,VALPRON 250 MG / 5 ML JARABE
38913,nombre_comercial,VALSARTÁN 160mg X 10 COMPRIMIDOS RECUBIERTOS,VALSARTAN 160 MG X 10 COMPRIMIDOS RECUBIERTOS
38914,nombre_comercial,VALSARTÁN 160mg X 28 COMPRIMIDOS RECUBIERTOS,VALSARTAN 160 MG X 28 COMPRIMIDOS RECUBIERTOS
38915,nombre_comercial,VALSARTÁN 160mg X 30 COMPRIMIDOS RECUBIERTOS,VALSARTAN 160 MG X 30 COMPRIMIDOS RECUBIERTOS
38916,nombre_comercial,VALSARTAN 160 mg X 14 CAPSULAS,VALSARTAN 160 MG X 14 CAPSULAS
38917,nombre_comercial,VALSARTAN 160 mg X 7 CAPSULAS,VALSARTAN 160 MG X 7 CAPSULAS
38918,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 160 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 160 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
38919,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 160 mg - 12,5 mg X 14 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 160 MG - 12.5 MG X 14 TABLETAS RECUBIERTAS
38920,nombre_comercial,VALSARTAN 80 mg X 14 CAPSULAS,VALSARTAN 80 MG X 14 CAPSULAS
38921,nombre_comercial,VALSARTAN 80 mg X 30 CAPSULAS,VALSARTAN 80 MG X 30 CAPSULAS
38922,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 20 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 20 TABLETAS RECUBIERTAS
38923,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
38924,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 28 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 28 TABLETAS RECUBIERTAS
38925,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 14 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 14 TABLETAS RECUBIERTAS
38926,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
38927,nombre_comercial,"VASATEN HCT 80 mg - 12,5 mg X 10 COMPRIMIDOS RECUBIERTOS",VASATEN HCT 80 MG - 12.5 MG X 10 COMPRIMIDOS RECUBIERTOS
38928,nombre_comercial,"VASATEN HCT 80 mg - 12,5 mg X 14 COMPRIMIDOS RECUBIERTOS",VASATEN HCT 80 MG - 12.5 MG X 14 COMPRIMIDOS RECUBIERTOS
38929,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 10 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 10 TABLETAS RECUBIERTAS
38930,nombre_comercial,"VALSARTAN - HIDROCLOROTIAZIDA 80 mg - 12,5 mg X 30 TABLETAS RECUBIERTAS",VALSARTAN - HIDROCLOROTIAZIDA 80 MG - 12.5 MG X 30 TABLETAS RECUBIERTAS
38932,nombre_comercial,VALSARTAN 80 mg X 14 CAPSULAS,VALSARTAN 80 MG X 14 CAPSULAS
38933,nombre_comercial,VALSARTAN 80 mg X 30 CAPSULAS,VALSARTAN 80 MG X 30 CAPSULAS
38934,nombre_comercial,VASPITOR 20 mg X 30 COMPRIMIDOS RECUBIERTOS,VASPITOR 20 MG X 30 COMPRIMIDOS RECUBIERTOS
38935,nombre_comercial,VASPITOR 20 mg X 10 COMPRIMIDOS RECUBIERTOS,VASPITOR 20 MG X 10 COMPRIMIDOS RECUBIERTOS
38936,nombre_comercial,VASPITOR 40 mg X 30 COMPRIMIDOS RECUBIERTOS,VASPITOR 40 MG X 30 COMPRIMIDOS RECUBIERTOS
38937,nombre_comercial,VASPITOR 40 mg X 10 COMPRIMIDOS RECUBIERTOS,VASPITOR 40 MG X 10 COMPRIMIDOS RECUBIERTOS
38938,nombre_comercial,"VASSLUTEN HCT 300 mg - 12,5 mg TABLETAS",VASSLUTEN HCT 300 MG - 12.5 MG TABLETAS
38939,nombre_comercial,"VASSLUTEN HCT 150 mg - 12,5 mg TABLETAS",VASSLUTEN HCT 150 MG - 12.5 MG TABLETAS
38940,nombre_comercial,VECTUS 20 mg X 1 TABLETAS RECUBIERTAS,VECTUS 20 MG X 1 TABLETA RECUBIERTA
38940,presentacion,X 1 TABLETAS RECUBIERTAS,X 1 TABLETA RECUBIERTA
38941,nombre_comercial,VECTUS 20 mg X 2 TABLETAS RECUBIERTAS,VECTUS 20 MG X 2 TABLETAS RECUBIERTAS
38942,nombre_comercial,VECTUS 5 mg X 10 TABLETAS RECUBIERTAS,VECTUS 5 MG X 10 TABLETAS RECUBIERTAS
38943,nombre_comercial,VECTUS 5 mg X 20 TABLETAS RECUBIERTAS,VECTUS 5 MG X 20 TABLETAS RECUBIERTAS
38944,nombre_comercial,VECTUS 5 mg X 30 TABLETAS RECUBIERTAS,VECTUS 5 MG X 30 TABLETAS RECUBIERTAS
38945,nombre_comercial,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 30 CAPSULAS BLANDAS,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 30 CAPSULAS BLANDAS
38946,nombre_comercial,DIOSMINA - HESPERIDINA 450 mg - 50 mg X 10 CAPSULAS BLANDAS,DIOSMINA - HESPERIDINA 450 MG - 50 MG X 10 CAPSULAS BLANDAS
38947,nombre_comercial,VESTAX 650 mg X 10 TABLETAS,VESTAX 650 MG X 10 TABLETAS
38948,nombre_comercial,VIAJESAN 50 mg X 10 TABLETAS RECUBIERTAS,VIAJESAN 50 MG X 10 TABLETAS RECUBIERTAS
38949,nombre_comercial,VIASEk 50 mg X 2 COMPRIMIDOS RECUBIERTOS,VIASEK 50 MG X 2 COMPRIMIDOS RECUBIERTOS
38950,nombre_comercial,VIASEk 50 mg X 1 COMPRIMIDOS RECUBIERTOS,VIASEK 50 MG X 1 COMPRIMIDO RECUBIERTO
38950,presentacion,X 1 COMPRIMIDOS RECUBIERTOS,X 1 COMPRIMIDO RECUBIERTO
38951,nombre_comercial,VIGRASOL 50 mg X 1 COMPRIMIDOS RECUBIERTOS,VIGRASOL 50 MG X 1 COMPRIMIDO RECUBIERTO
38951,presentacion,X 1 COMPRIMIDOS RECUBIERTOS,X 1 COMPRIMIDO RECUBIERTO
38952,nombre_comercial,VILDAGLIPTINA 50 mg X 30 COMPRIMIDOS,VILDAGLIPTINA 50 MG X 30 COMPRIMIDOS
38958,nombre_comercial,VITAMINA B12 5 mg / mL X 1 AMPOLLAS,VITAMINA B12 5 MG / ML X 1 AMPOLLA
38958,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38959,nombre_comercial,VITAMINA B12 500 mcg X 20 CAPSULAS,VITAMINA B12 500 MCG X 20 CAPSULAS
38960,nombre_comercial,VITAMINA C 500 mg / 5 mL X 10 AMPOLLAS,VITAMINA C 500 MG / 5 ML X 10 AMPOLLAS
38961,nombre_comercial,DEROVIT 5000 UI X 60 CÁPSULAS BLANDAS,DEROVIT 5000 UI X 60 CAPSULAS BLANDAS
38961,presentacion,X 60 CÁPSULAS BLANDAS,X 60 CAPSULAS BLANDAS
38962,nombre_comercial,DEROVIT 5000 UI X 100 CÁPSULAS BLANDAS,DEROVIT 5000 UI X 100 CAPSULAS BLANDAS
38962,presentacion,X 100 CÁPSULAS BLANDAS,X 100 CAPSULAS BLANDAS
38963,nombre_comercial,VITAMINA C 500 mg X 15 TABLETAS MASTICABLES SABOR A NARANJA,VITAMINA C 500 MG X 15 TABLETAS MASTICABLES SABOR A NARANJA
38964,nombre_comercial,VITAMINA C 500 mg X 30 TABLETAS MASTICABLES SABOR A NARANJA,VITAMINA C 500 MG X 30 TABLETAS MASTICABLES SABOR A NARANJA
38965,nombre_comercial,VITAMINA C 500 mg X 10 TABLETAS MASTICABLES SABOR A NARANJA,VITAMINA C 500 MG X 10 TABLETAS MASTICABLES SABOR A NARANJA
38966,nombre_comercial,CALCIO OSTELIN 175 mg - 60 UI / 5 mL SUSPENSION,CALCIO OSTELIN 175 MG - 60 UI / 5 ML SUSPENSION
38967,nombre_comercial,VITAMINA C 100 mg / 5 mL SOLUCION ORAL,VITAMINA C 100 MG / 5 ML SOLUCION ORAL
38970,nombre_comercial,VITAMINA K1 10 mg / mL X 3 AMPOLLAS,VITAMINA K1 10 MG / ML X 3 AMPOLLAS
38971,nombre_comercial,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 TABLETAS,VITADYN C 500 MG TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 10 TABLETAS
38972,nombre_comercial,VITADYN C 500 mg TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 TABLETAS,VITADYN C 500 MG TABLETAS MASTICABLES SABOR A FRUTAS TROPICALES X 30 TABLETAS
38973,nombre_comercial,VITAMINA E 100 mg X 60 CAPSULAS BLANDAS,VITAMINA E 100 MG X 60 CAPSULAS BLANDAS
38976,nombre_comercial,VIZERUL 75 mg X 10 COMPRIMIDOS RECUBIERTOS,VIZERUL 75 MG X 10 COMPRIMIDOS RECUBIERTOS
38977,nombre_comercial,VIZERUL 75 mg X 20 COMPRIMIDOS RECUBIERTOS,VIZERUL 75 MG X 20 COMPRIMIDOS RECUBIERTOS
38978,nombre_comercial,VIZERUL 150 mg / 10 mL X 10 SOLUCION ORAL,VIZERUL 150 MG / 10 ML X 10 SOLUCION ORAL
38979,nombre_comercial,VOLCOFEN 75 mg / 3 mL X 1 AMPOLLAS,VOLCOFEN 75 MG / 3 ML X 1 AMPOLLA
38979,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38980,nombre_comercial,VONAU FLASH 4mg TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS,VONAU FLASH 4 MG TABLETAS DE DESINTEGRACION ORAL X 10 TABLETAS
38981,nombre_comercial,VORCUM 200 mg POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION,VORCUM 200 MG POLVO LIOFILIZADO PARA SOLUCION PARA INFUSION
38982,nombre_comercial,XANEXTRA 500 mg / 5 mL X 1 AMPOLLAS,XANEXTRA 500 MG / 5 ML X 1 AMPOLLA
38982,presentacion,X 1 AMPOLLAS,X 1 AMPOLLA
38983,nombre_comercial,XANEXTRA 500 mg / 5 mL X 21 AMPOLLAS,XANEXTRA 500 MG / 5 ML X 21 AMPOLLAS
38984,nombre_comercial,XAROX 10 mg X 30 TABLETAS RECUBIERTAS.,XAROX 10 MG X 30 TABLETAS RECUBIERTAS.
38985,nombre_comercial,XAROX 15 mg X 30 TABLETAS RECUBIERTAS,XAROX 15 MG X 30 TABLETAS RECUBIERTAS
38986,nombre_comercial,XAROX 20 mg X 30 TABLETAS RECUBIERTAS,XAROX 20 MG X 30 TABLETAS RECUBIERTAS
38987,nombre_comercial,XEROGRAX 120 mg X 60 CAPSULAS,XEROGRAX 120 MG X 60 CAPSULAS
38988,nombre_comercial,PRAMIPEXOL 1 mg X 28 TABLETAS,PRAMIPEXOL 1 MG X 28 TABLETAS
38989,nombre_comercial,YONALIN 4 mg / mL SOLUCION ORAL GOTAS,YONALIN 4 MG / ML SOLUCION ORAL GOTAS
38990,nombre_comercial,"ZALDIAR 37,5 mg - 325 mg X 20 COMPRIMIDOS RECUBIERTOS",ZALDIAR 37.5 MG - 325 MG X 20 COMPRIMIDOS RECUBIERTOS
38991,nombre_comercial,ZILDON 10 mg X 30 TABLETAS RECUBIERTAS,ZILDON 10 MG X 30 TABLETAS RECUBIERTAS
