id,nombre_comercial,descripcion,marca_id,precio_usd,foto_url,activo,created_at,updated_at,molecula,linea,forma,disponible,requiere_cotizacion,visible_catalogo,es_cotizacion,pais_id,fuente_inhrr_ef,laboratorio,costo_usd,sku,presentacion,unidades_por_presentacion
39811,OMMUNAL (LISADO BACTERIANO) 7 MG X 10 CAPSULAS,OMMUNAL CAP 7MG X10 LETI,,,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/6053.jpg,true,Thu Sep 24 2026 23:01:43 GMT-0400 (hora de Venezuela),Thu Sep 24 2026 23:01:43 GMT-0400 (hora de Venezuela),Ommunal,Linea Farmacia,CAPSULAS,false,false,true,false,,,"LABORATORIOS LETI, S.A.V.",,,X 10 CAPSULAS,10
