producto_id,sku,nombre_comercial,nucleo,molecula,forma,laboratorio,categoria,fuente,gates,url_en_ledger,desc_candidata,foto_candidata
37639,ME42932/3,VITAMINA C - ZINC 500 MG - 15 MG X 30 TABLETAS MASTICABLES SABOR A MANDARINA,VITAMINA C - ZINC,Ascorbico Acido - Zinc,TABLETAS,BIONUTREC S.A.S.,lab_antiguo,cobeca,lab,no,HYDRORAL PRO + ZINC 500ML BIOF,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53564.jpg
37640,ME42932/2,VITAMINA C - ZINC 500 MG - 15 MG X 10 TABLETAS MASTICABLES SABOR A MANDARINA,VITAMINA C - ZINC,Ascorbico Acido - Zinc,TABLETAS,BIONUTREC S.A.S.,lab_antiguo,cobeca,lab,no,VIT C/ZINC TAB MAST 500/15MG X10 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52152.jpg
37663,ME37841,CANDESARTAN 8 MG X 30 TABLETAS,CANDESARTAN,,TABLETAS,LABORATORIO LA SANTE C.A.,lab_antiguo,cobeca,lab,no,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg
37668,MI1290,OXIGENO MEDICINAL,OXIGENO MEDICINAL,,,AGA GAS C.A.,lab_antiguo,cobeca,lab,no,CANULA D/OXIGENO PLUSMEDIC NASAL PED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21775.jpg
37685,ME1642,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,CARBONATO DE LITIO,Litio,CAPSULAS,INDUSTRIAS DE MEDICAMENTOS GENERICOS R.X. C.A.,lab_antiguo,cobeca,lab,si,CARBONATO D/LITIO CAP 300MG X20 BIOTECH,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4553.jpg
37704,ME30368,CEFADROXILO 500 MG X 10 CAPSULAS,CEFADROXILO,,CAPSULAS,FARMACOOP LTDA.,lab_antiguo,cobeca,lab,si,CEFADROXILO CAP 500MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg
37719,HO33864,CEFTRIAXONA 1 G X 1 AMPOLLA,CEFTRIAXONA,,INYECTABLE,VITALIS S.A.C.I.,lab_antiguo,cobeca,lab,no,CEFTRIAXONA AMP IM/IV 1G X1 CR GM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51473.jpg
37727,ME42717,CETIRIZINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,CETIRIZINA CLORHIDRATO,Cetirizina,TABLETAS,CADILA PHARMACEUTICALS LIMITED,lab_antiguo,cobeca,lab,si,CETIRIZINA COMP 10MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11497.jpg
37751,ME28283/3,CIPROFLOXACINA 500 MG X 14 TABLETAS RECUBIERTAS,CIPROFLOXACINA,,TABLETAS,LABORATORIO LA SANTE C.A.,lab_antiguo,cobeca,lab,si,CIPROFLOXACINA COMP REC 500 X14 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51885.jpg
37752,ME28283/2,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,CIPROFLOXACINA,,TABLETAS,LABORATORIO LA SANTE C.A.,lab_antiguo,cobeca,lab,no,CIPROFLOXACINA TAB 500MG X6 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg
